# Q2	x	y	z	pT	obs	target	hadron	value	error
1.1173E+00	6.9053E-02	7.8601E-01	3.2570E-01	2.6911E-01	AUTcollins	proton	pi-	-1.6095E-02	1.2403E-02
1.3604E+00	8.6761E-02	7.5969E-01	3.2844E-01	2.5741E-01	AUTcollins	proton	pi-	-2.3565E-02	1.2277E-02
1.7131E+00	1.1194E-01	7.4301E-01	3.3042E-01	2.4444E-01	AUTcollins	proton	pi-	-3.3173E-02	1.3104E-02
1.2208E+00	7.5548E-02	7.8566E-01	3.2759E-01	4.8718E-01	AUTcollins	proton	pi-	-2.7433E-02	1.4185E-02
1.6864E+00	1.0826E-01	7.5656E-01	3.2994E-01	4.8737E-01	AUTcollins	proton	pi-	-4.9647E-02	1.8242E-02
1.3653E+00	8.5736E-02	7.7659E-01	3.2895E-01	6.9851E-01	AUTcollins	proton	pi-	-3.6696E-02	1.1698E-02
1.3304E+00	9.3105E-02	6.9600E-01	3.7504E-01	1.3579E-01	AUTcollins	proton	pi-	-1.5548E-02	1.2173E-02
1.7880E+00	1.3375E-01	6.4900E-01	3.7873E-01	1.2916E-01	AUTcollins	proton	pi-	-2.5875E-02	1.6556E-02
1.1329E+00	7.4115E-02	7.4382E-01	3.7370E-01	3.0743E-01	AUTcollins	proton	pi-	-2.0492E-02	1.2226E-02
1.3585E+00	9.3861E-02	7.0136E-01	3.7555E-01	3.0209E-01	AUTcollins	proton	pi-	-3.1933E-02	1.2394E-02
1.6916E+00	1.2252E-01	6.7105E-01	3.7747E-01	2.9607E-01	AUTcollins	proton	pi-	-4.7533E-02	1.3218E-02
1.9616E+00	1.6018E-01	5.9337E-01	3.9182E-01	2.8909E-01	AUTcollins	proton	pi-	-7.0367E-02	8.1247E-02
1.1523E+00	7.4391E-02	7.5443E-01	3.7463E-01	4.9016E-01	AUTcollins	proton	pi-	-2.7162E-02	1.3038E-02
1.4780E+00	1.0178E-01	7.0455E-01	3.7624E-01	4.8898E-01	AUTcollins	proton	pi-	-4.8917E-02	1.3133E-02
1.8107E+00	1.3540E-01	6.4905E-01	3.7930E-01	4.8984E-01	AUTcollins	proton	pi-	-7.8978E-02	2.0044E-02
1.3380E+00	8.9475E-02	7.3169E-01	3.7645E-01	7.0798E-01	AUTcollins	proton	pi-	-4.1832E-02	1.1568E-02
1.8380E+00	1.3884E-01	6.4238E-01	3.8074E-01	7.0883E-01	AUTcollins	proton	pi-	-9.0827E-02	2.0082E-02
1.3479E+00	1.0184E-01	6.4594E-01	4.2423E-01	1.3419E-01	AUTcollins	proton	pi-	-1.7297E-02	1.2754E-02
1.7762E+00	1.4662E-01	5.8852E-01	4.2672E-01	1.2799E-01	AUTcollins	proton	pi-	-2.8368E-02	1.6300E-02
1.1552E+00	7.8888E-02	7.1381E-01	4.2346E-01	3.0881E-01	AUTcollins	proton	pi-	-2.1911E-02	1.2073E-02
1.3692E+00	1.0136E-01	6.5471E-01	4.2484E-01	3.0176E-01	AUTcollins	proton	pi-	-3.5354E-02	1.2485E-02
1.6624E+00	1.2986E-01	6.2168E-01	4.2558E-01	2.9636E-01	AUTcollins	proton	pi-	-5.0735E-02	1.3113E-02
1.8932E+00	1.6288E-01	5.6371E-01	4.2939E-01	2.9227E-01	AUTcollins	proton	pi-	-6.9670E-02	2.3567E-02
1.1661E+00	7.7422E-02	7.3445E-01	4.2415E-01	4.9291E-01	AUTcollins	proton	pi-	-2.7753E-02	1.2536E-02
1.4409E+00	1.0491E-01	6.6636E-01	4.2516E-01	4.8977E-01	AUTcollins	proton	pi-	-5.0766E-02	1.3032E-02
1.7487E+00	1.4040E-01	6.0565E-01	4.2651E-01	4.8885E-01	AUTcollins	proton	pi-	-8.1487E-02	1.6229E-02
1.3301E+00	9.3597E-02	6.9879E-01	4.2522E-01	6.8356E-01	AUTcollins	proton	pi-	-4.5138E-02	1.2326E-02
1.8000E+00	1.4810E-01	5.9030E-01	4.2737E-01	6.8520E-01	AUTcollins	proton	pi-	-9.9876E-02	1.8947E-02
1.4112E+00	9.9495E-02	7.0305E-01	4.2704E-01	8.8919E-01	AUTcollins	proton	pi-	-4.6383E-02	1.3525E-02
1.3778E+00	1.1151E-01	6.0464E-01	4.7400E-01	1.3350E-01	AUTcollins	proton	pi-	-1.8778E-02	1.3178E-02
1.7807E+00	1.6182E-01	5.3475E-01	4.7613E-01	1.2705E-01	AUTcollins	proton	pi-	-3.0280E-02	1.7991E-02
1.1844E+00	8.4546E-02	6.8422E-01	4.7346E-01	3.0914E-01	AUTcollins	proton	pi-	-2.3540E-02	1.2104E-02
1.4164E+00	1.1199E-01	6.1323E-01	4.7446E-01	3.0094E-01	AUTcollins	proton	pi-	-3.9348E-02	1.2730E-02
1.7127E+00	1.4816E-01	5.6317E-01	4.7557E-01	2.9526E-01	AUTcollins	proton	pi-	-5.8287E-02	1.3540E-02
1.1927E+00	8.1634E-02	7.1341E-01	4.7395E-01	4.9482E-01	AUTcollins	proton	pi-	-2.9105E-02	1.2297E-02
1.4924E+00	1.1592E-01	6.2580E-01	4.7484E-01	4.8956E-01	AUTcollins	proton	pi-	-5.7406E-02	1.3253E-02
1.7826E+00	1.5838E-01	5.4735E-01	4.7623E-01	4.8870E-01	AUTcollins	proton	pi-	-9.2718E-02	1.9013E-02
1.3064E+00	9.4127E-02	6.8420E-01	4.7478E-01	6.8592E-01	AUTcollins	proton	pi-	-4.3940E-02	1.2556E-02
1.7316E+00	1.5103E-01	5.5828E-01	4.7586E-01	6.8820E-01	AUTcollins	proton	pi-	-1.0043E-01	1.7015E-02
1.4078E+00	1.0420E-01	6.7528E-01	4.7596E-01	9.0449E-01	AUTcollins	proton	pi-	-5.0451E-02	1.3119E-02
1.4331E+00	1.2489E-01	5.6411E-01	5.2400E-01	1.3218E-01	AUTcollins	proton	pi-	-2.0733E-02	1.3248E-02
1.8283E+00	1.8602E-01	4.7716E-01	5.2634E-01	1.2629E-01	AUTcollins	proton	pi-	-3.3118E-02	2.4697E-02
1.2176E+00	9.0891E-02	6.5574E-01	5.2341E-01	3.0932E-01	AUTcollins	proton	pi-	-2.5357E-02	1.2174E-02
1.4931E+00	1.2659E-01	5.7259E-01	5.2439E-01	2.9959E-01	AUTcollins	proton	pi-	-4.4563E-02	1.3086E-02
1.7544E+00	1.6868E-01	5.0648E-01	5.2554E-01	2.9356E-01	AUTcollins	proton	pi-	-6.4972E-02	1.6321E-02
1.2175E+00	8.5986E-02	6.9250E-01	5.2390E-01	4.9612E-01	AUTcollins	proton	pi-	-3.0589E-02	1.2364E-02
1.5515E+00	1.2991E-01	5.8334E-01	5.2476E-01	4.8945E-01	AUTcollins	proton	pi-	-6.5661E-02	1.3746E-02
1.8454E+00	1.8857E-01	4.7513E-01	5.2707E-01	4.8930E-01	AUTcollins	proton	pi-	-1.0943E-01	3.1461E-02
1.3239E+00	9.8492E-02	6.6609E-01	5.2451E-01	6.8829E-01	AUTcollins	proton	pi-	-4.5913E-02	1.2549E-02
1.7330E+00	1.6448E-01	5.1346E-01	5.2558E-01	6.9028E-01	AUTcollins	proton	pi-	-1.0972E-01	1.8717E-02
1.3988E+00	1.0713E-01	6.5668E-01	5.2551E-01	9.1911E-01	AUTcollins	proton	pi-	-5.2666E-02	1.2917E-02
1.2259E+00	9.4822E-02	6.3280E-01	5.7342E-01	2.7316E-01	AUTcollins	proton	pi-	-2.3263E-02	1.2488E-02
1.4411E+00	1.2774E-01	5.4740E-01	5.7396E-01	2.4403E-01	AUTcollins	proton	pi-	-3.5903E-02	1.3221E-02
1.6808E+00	1.6816E-01	4.8722E-01	5.7467E-01	2.2793E-01	AUTcollins	proton	pi-	-4.8814E-02	1.3684E-02
1.9099E+00	2.2424E-01	4.1288E-01	5.7873E-01	2.3330E-01	AUTcollins	proton	pi-	-6.6070E-02	3.9402E-02
1.2535E+00	9.2099E-02	6.6737E-01	5.7397E-01	4.9631E-01	AUTcollins	proton	pi-	-3.3358E-02	1.2466E-02
1.6034E+00	1.4663E-01	5.3798E-01	5.7477E-01	4.8923E-01	AUTcollins	proton	pi-	-7.5253E-02	1.5150E-02
1.3555E+00	1.0508E-01	6.4464E-01	5.7440E-01	6.8981E-01	AUTcollins	proton	pi-	-4.9860E-02	1.2786E-02
1.7714E+00	1.8688E-01	4.6114E-01	5.7510E-01	6.8856E-01	AUTcollins	proton	pi-	-1.2421E-01	2.4097E-02
1.3808E+00	1.0594E-01	6.5509E-01	5.7486E-01	9.3578E-01	AUTcollins	proton	pi-	-5.0707E-02	1.2993E-02
1.2620E+00	1.0247E-01	6.0422E-01	6.2338E-01	2.6988E-01	AUTcollins	proton	pi-	-2.5091E-02	1.2827E-02
1.5219E+00	1.4590E-01	5.0729E-01	6.2396E-01	2.3738E-01	AUTcollins	proton	pi-	-4.0029E-02	1.3586E-02
1.7443E+00	1.9677E-01	4.3169E-01	6.2485E-01	2.2953E-01	AUTcollins	proton	pi-	-5.5455E-02	1.7513E-02
1.2918E+00	9.9007E-02	6.4212E-01	6.2389E-01	4.9713E-01	AUTcollins	proton	pi-	-3.6693E-02	1.2752E-02
1.6302E+00	1.6021E-01	5.0044E-01	6.2438E-01	4.8904E-01	AUTcollins	proton	pi-	-8.1866E-02	1.8161E-02
1.2977E+00	9.5401E-02	6.7111E-01	6.2434E-01	7.5624E-01	AUTcollins	proton	pi-	-4.0596E-02	1.2741E-02
1.6587E+00	1.5512E-01	5.2259E-01	6.2360E-01	7.3258E-01	AUTcollins	proton	pi-	-9.6141E-02	1.8278E-02
1.3148E+00	1.1308E-01	5.7227E-01	6.7343E-01	2.6335E-01	AUTcollins	proton	pi-	-2.7702E-02	1.3123E-02
1.6223E+00	1.7378E-01	4.5702E-01	6.7342E-01	2.3201E-01	AUTcollins	proton	pi-	-4.6714E-02	1.4701E-02
1.3578E+00	1.1082E-01	6.0786E-01	6.7369E-01	4.9672E-01	AUTcollins	proton	pi-	-4.3337E-02	1.3222E-02
1.7242E+00	1.8141E-01	4.6288E-01	6.7265E-01	4.8363E-01	AUTcollins	proton	pi-	-9.1130E-02	3.2359E-02
1.3549E+00	1.0262E-01	6.5492E-01	6.7399E-01	7.5434E-01	AUTcollins	proton	pi-	-4.5055E-02	1.3290E-02
1.8078E+00	1.7537E-01	5.0072E-01	6.7131E-01	6.9783E-01	AUTcollins	proton	pi-	-1.0633E-01	4.8363E-02
2.2815E+00	1.4449E-01	7.6936E-01	3.2838E-01	3.2352E-01	AUTcollins	proton	pi-	-5.0383E-02	1.4475E-02
2.7650E+00	1.9108E-01	7.0186E-01	3.3733E-01	3.0206E-01	AUTcollins	proton	pi-	-7.4291E-02	2.3486E-02
2.2178E+00	1.5400E-01	7.0200E-01	3.7517E-01	2.3894E-01	AUTcollins	proton	pi-	-4.6653E-02	1.3104E-02
2.6441E+00	1.9811E-01	6.4755E-01	3.7852E-01	2.2803E-01	AUTcollins	proton	pi-	-6.2423E-02	1.3344E-02
2.3871E+00	1.6712E-01	7.0080E-01	3.7640E-01	5.4447E-01	AUTcollins	proton	pi-	-8.9350E-02	1.3774E-02
2.9175E+00	2.3309E-01	6.0657E-01	3.8763E-01	5.4751E-01	AUTcollins	proton	pi-	-1.3593E-01	5.1993E-02
2.2009E+00	1.5941E-01	6.7352E-01	4.2364E-01	2.4021E-01	AUTcollins	proton	pi-	-4.6649E-02	1.3215E-02
2.4735E+00	1.9733E-01	6.0750E-01	4.2599E-01	2.2518E-01	AUTcollins	proton	pi-	-6.0084E-02	1.3390E-02
2.7776E+00	2.3490E-01	5.7369E-01	4.2869E-01	2.1944E-01	AUTcollins	proton	pi-	-6.8212E-02	1.8216E-02
2.3035E+00	1.6714E-01	6.7658E-01	4.2491E-01	5.5111E-01	AUTcollins	proton	pi-	-8.7565E-02	1.4098E-02
2.7237E+00	2.2293E-01	5.9320E-01	4.2755E-01	5.5025E-01	AUTcollins	proton	pi-	-1.2739E-01	1.8530E-02
