# Q2	x	y	z	pT	obs	target	hadron	value	error
1.0878E+00	7.4536E-02	7.0980E-01	3.2264E-01	1.3191E-01	AUTcollins	proton	pi+	1.6598E-02	1.0861E-02
1.1533E+00	8.6186E-02	6.4855E-01	3.2360E-01	1.2659E-01	AUTcollins	proton	pi+	2.2083E-02	1.0217E-02
1.2161E+00	9.4843E-02	6.2134E-01	3.2387E-01	1.2703E-01	AUTcollins	proton	pi+	2.6124E-02	1.0033E-02
1.2879E+00	1.0364E-01	6.0211E-01	3.2401E-01	1.2852E-01	AUTcollins	proton	pi+	3.0173E-02	1.0022E-02
1.3704E+00	1.1292E-01	5.8804E-01	3.2410E-01	1.3014E-01	AUTcollins	proton	pi+	3.4229E-02	1.0209E-02
1.4671E+00	1.2348E-01	5.7571E-01	3.2419E-01	1.3097E-01	AUTcollins	proton	pi+	3.8405E-02	1.0293E-02
1.5789E+00	1.3618E-01	5.6184E-01	3.2430E-01	1.3126E-01	AUTcollins	proton	pi+	4.3055E-02	1.0527E-02
1.6692E+00	1.5290E-01	5.2939E-01	3.2442E-01	1.3216E-01	AUTcollins	proton	pi+	5.0089E-02	1.1142E-02
1.7655E+00	1.9020E-01	4.5408E-01	3.2464E-01	1.3521E-01	AUTcollins	proton	pi+	6.4996E-02	1.2825E-02
1.8866E+00	2.7376E-01	3.3432E-01	3.2429E-01	1.5281E-01	AUTcollins	proton	pi+	9.0931E-02	1.3400E-01
1.0914E+00	6.5994E-02	8.0384E-01	3.2331E-01	3.0403E-01	AUTcollins	proton	pi+	2.1275E-02	1.0440E-02
1.1467E+00	7.5840E-02	7.3282E-01	3.2400E-01	2.9649E-01	AUTcollins	proton	pi+	3.2602E-02	1.1251E-02
1.1947E+00	8.2808E-02	6.9914E-01	3.2413E-01	2.9451E-01	AUTcollins	proton	pi+	3.9800E-02	1.0714E-02
1.2404E+00	8.9277E-02	6.7319E-01	3.2416E-01	2.9339E-01	AUTcollins	proton	pi+	4.6317E-02	1.0414E-02
1.2850E+00	9.5363E-02	6.5291E-01	3.2414E-01	2.9293E-01	AUTcollins	proton	pi+	5.2277E-02	1.0301E-02
1.3284E+00	1.0125E-01	6.3569E-01	3.2414E-01	2.9296E-01	AUTcollins	proton	pi+	5.7975E-02	1.0220E-02
1.3659E+00	1.0709E-01	6.1798E-01	3.2417E-01	2.9299E-01	AUTcollins	proton	pi+	6.3813E-02	1.0322E-02
1.4014E+00	1.1303E-01	6.0071E-01	3.2419E-01	2.9275E-01	AUTcollins	proton	pi+	6.9684E-02	1.0438E-02
1.4311E+00	1.1923E-01	5.8156E-01	3.2425E-01	2.9277E-01	AUTcollins	proton	pi+	7.6053E-02	1.0627E-02
1.4590E+00	1.2575E-01	5.6216E-01	3.2433E-01	2.9295E-01	AUTcollins	proton	pi+	8.2683E-02	1.0842E-02
1.4862E+00	1.3293E-01	5.4172E-01	3.2438E-01	2.9351E-01	AUTcollins	proton	pi+	8.9910E-02	1.1118E-02
1.5142E+00	1.4083E-01	5.2100E-01	3.2437E-01	2.9442E-01	AUTcollins	proton	pi+	9.7642E-02	1.1514E-02
1.5302E+00	1.4980E-01	4.9503E-01	3.2440E-01	2.9628E-01	AUTcollins	proton	pi+	1.0680E-01	1.1978E-02
1.5499E+00	1.6054E-01	4.6786E-01	3.2443E-01	2.9883E-01	AUTcollins	proton	pi+	1.1706E-01	1.2665E-02
1.5779E+00	1.7394E-01	4.3971E-01	3.2440E-01	3.0278E-01	AUTcollins	proton	pi+	1.2885E-01	1.3507E-02
1.6159E+00	1.9312E-01	4.0574E-01	3.2436E-01	3.0784E-01	AUTcollins	proton	pi+	1.4349E-01	1.4808E-02
1.7122E+00	2.3192E-01	3.5913E-01	3.2431E-01	3.1257E-01	AUTcollins	proton	pi+	1.6307E-01	1.7203E-02
1.9091E+00	2.9112E-01	3.1777E-01	3.2416E-01	3.1041E-01	AUTcollins	proton	pi+	1.7192E-01	8.7726E-02
1.1257E+00	6.7993E-02	8.0557E-01	3.2483E-01	4.8513E-01	AUTcollins	proton	pi+	2.9600E-02	1.0429E-02
1.2308E+00	8.2618E-02	7.2234E-01	3.2483E-01	4.8513E-01	AUTcollins	proton	pi+	5.1522E-02	1.0599E-02
1.3250E+00	9.4369E-02	6.8057E-01	3.2471E-01	4.8552E-01	AUTcollins	proton	pi+	6.7499E-02	1.0683E-02
1.4158E+00	1.0592E-01	6.4790E-01	3.2473E-01	4.8562E-01	AUTcollins	proton	pi+	8.2746E-02	1.1040E-02
1.4708E+00	1.1806E-01	6.0397E-01	3.2470E-01	4.8558E-01	AUTcollins	proton	pi+	1.0120E-01	1.1685E-02
1.5037E+00	1.3227E-01	5.5128E-01	3.2474E-01	4.8528E-01	AUTcollins	proton	pi+	1.2320E-01	1.2582E-02
1.5217E+00	1.5047E-01	4.9069E-01	3.2468E-01	4.8438E-01	AUTcollins	proton	pi+	1.4921E-01	1.4030E-02
1.5301E+00	1.7514E-01	4.2416E-01	3.2471E-01	4.8287E-01	AUTcollins	proton	pi+	1.7852E-01	1.6360E-02
