1
0	10
0 	0 	0.623984 	1.42931 	0.891748 	0.0101986 	0.521279 	0.00304102 	689629 	6.28319 	1.00004 	1.0001 	1.0001
0 	1 	0.624377 	1.75336 	0.89158 	0.0175096 	0.360293 	0.00360155 	491671 	6.28319 	1.00005 	1.00004 	1.00004
0 	2 	0.623958 	1.97735 	0.890508 	0.0248738 	0.285842 	0.00315637 	640144 	6.28319 	1.0001 	1.00009 	1.00009
0 	3 	0.623997 	2.18572 	0.888888 	0.0351632 	0.223494 	0.00288009 	768851 	6.28319 	1.00019 	1.00011 	1.00011
0 	4 	0.623353 	2.29767 	0.88833 	0.050234 	0.164769 	0.00269054 	880998 	6.28319 	1.00012 	1.0001 	1.0001
0 	5 	0.623868 	2.30871 	0.889666 	0.0711059 	0.11662 	0.0024334 	1.07703e+06 	6.28319 	1.00025 	1.00042 	1.00042
0 	6 	0.622208 	2.85396 	0.886256 	0.10048 	0.10194 	0.00286277 	778185 	6.28319 	1.00002 	1.00014 	1.00014
0 	7 	0.623982 	3.36226 	0.894697 	0.143018 	0.0841513 	0.00305747 	682223 	6.28319 	1.00003 	1.00011 	1.00011
0 	8 	0.625314 	4.6249 	0.892499 	0.229013 	0.0732217 	0.00338392 	556947 	6.28319 	1.00012 	1.00006 	1.00006
0 	9 	0.622727 	6.07283 	0.882786 	0.377532 	0.0574775 	0.0148242 	29021 	6.28319 	1.00231 	1.00502 	1.00502
