2
0	12
0 	0 	0.524675 	1.29434 	0.889084 	0.00791661 	0.594657 	0.00464228 	295931 	6.28319 	1.00002 	1.00003 	1.00003
0 	1 	0.52487 	1.54805 	0.888164 	0.0122802 	0.452795 	0.00452664 	311245 	6.28319 	1.00004 	1.00002 	1.00002
0 	2 	0.524478 	1.75228 	0.888658 	0.0174308 	0.361163 	0.00385874 	428315 	6.28319 	1.00029 	1.00015 	1.00015
0 	3 	0.524959 	1.99398 	0.888096 	0.0248104 	0.288831 	0.00340823 	549031 	6.28319 	1.00016 	1.00022 	1.00022
0 	4 	0.524839 	2.22394 	0.886849 	0.035324 	0.226491 	0.00301764 	700359 	6.28319 	1.00019 	1.00012 	1.00012
0 	5 	0.525279 	2.46785 	0.888637 	0.0502545 	0.176748 	0.00272971 	855890 	6.28319 	1.00014 	1.00073 	1.00073
0 	6 	0.525174 	2.64443 	0.889839 	0.0710819 	0.133616 	0.0025391 	989222 	6.28319 	1.00086 	1.00074 	1.00074
0 	7 	0.524012 	3.36477 	0.889317 	0.100767 	0.119887 	0.0028575 	781050 	6.28319 	1.00145 	1.00075 	1.00075
0 	8 	0.525503 	4.18523 	0.889395 	0.143685 	0.10463 	0.00309898 	664075 	6.28319 	1.00214 	1.0012 	1.0012
0 	9 	0.525965 	5.20722 	0.888704 	0.203113 	0.0919996 	0.00368969 	468462 	6.28319 	1 	1.00003 	1.00003
0 	10 	0.523561 	6.34076 	0.8879 	0.284421 	0.0796989 	0.00490857 	264694 	6.28319 	1.00115 	1.00088 	1.00088
0 	11 	0.524129 	7.88109 	0.886015 	0.406005 	0.0694627 	0.00788645 	102539 	6.28319 	1.00016 	1.00071 	1.00071
1	2
1 	0 	0.525064 	16.4561 	0.885837 	0.195688 	0.350866 	0.00485435 	270640 	6.28319 	1.00002 	1.00001 	1.00001
1 	1 	0.525943 	17.5884 	0.883949 	0.453528 	0.142075 	0.00854882 	87265.3 	6.28319 	1.00016 	1.00071 	1.00071
