2
0	9
0 	0 	0.523472 	1.45677 	0.135177 	0.0106783 	0.503715 	0.00390373 	418499 	6.28319 	1.00002 	1.00003 	1.00003
0 	1 	0.523194 	1.99465 	0.132257 	0.0218178 	0.332875 	0.00258129 	957149 	6.28319 	1.00013 	1.00008 	1.00008
0 	2 	0.523125 	2.34858 	0.132401 	0.0354536 	0.238778 	0.00284785 	786361 	6.28319 	1.00005 	1.00014 	1.00014
0 	3 	0.523369 	2.58172 	0.132012 	0.0499085 	0.185927 	0.00261856 	930094 	6.28319 	1.00021 	1.00029 	1.00029
0 	4 	0.523823 	2.56522 	0.131489 	0.0710733 	0.129945 	0.00235501 	1.14993e+06 	6.28319 	1.00001 	1.00003 	1.00003
0 	5 	0.524827 	3.03871 	0.131824 	0.101139 	0.107892 	0.00239409 	1.11269e+06 	6.28319 	1.00017 	1.00011 	1.00011
0 	6 	0.522928 	3.7155 	0.133006 	0.142058 	0.093699 	0.00296894 	723522 	6.28319 	1.00126 	1.00225 	1.00225
0 	7 	0.522639 	4.53459 	0.133571 	0.202307 	0.0805394 	0.00371667 	461684 	6.28319 	1.00001 	1 	1
0 	8 	0.524182 	5.53682 	0.129508 	0.310617 	0.0646238 	0.00418665 	363848 	6.28319 	1.00058 	1.0004 	1.0004
1	2
1 	0 	0.523417 	12.2268 	0.132329 	0.217446 	0.262565 	0.00196006 	1.66002e+06 	6.28319 	1 	1 	1
1 	1 	0.524599 	14.3104 	0.131397 	0.563842 	0.0905195 	0.00800205 	99597.9 	6.28319 	1.01163 	1.00583 	1.00583
