3
0	10
0 	0 	0.524276 	1.29608 	0.500254 	0.00795154 	0.592863 	0.00337989 	558276 	6.28319 	1 	1.00001 	1.00001
0 	1 	0.523913 	1.51484 	0.500102 	0.0123037 	0.443375 	0.00324874 	604260 	6.28319 	1.00002 	1.00005 	1.00005
0 	2 	0.524194 	1.55994 	0.500749 	0.0174089 	0.323177 	0.0029018 	757390 	6.28319 	1.00006 	1.00006 	1.00006
0 	3 	0.524391 	1.58753 	0.500132 	0.0247957 	0.230808 	0.00267506 	891227 	6.28319 	1.00047 	1.00024 	1.00024
0 	4 	0.524429 	1.58558 	0.498595 	0.0351885 	0.162416 	0.00246859 	1.04653e+06 	6.28319 	1.00013 	1.00008 	1.00008
0 	5 	0.524226 	1.61246 	0.497218 	0.0501266 	0.11606 	0.00223526 	1.27643e+06 	6.28319 	1.00002 	1.00016 	1.00016
0 	6 	0.52391 	1.66669 	0.50177 	0.0709862 	0.0843504 	0.0021542 	1.3743e+06 	6.28319 	1.00006 	1.00006 	1.00006
0 	7 	0.522911 	1.92394 	0.496419 	0.0987461 	0.0698537 	0.0027172 	863796 	6.28319 	1.00034 	1.0005 	1.0005
0 	8 	0.525314 	2.30565 	0.499407 	0.139823 	0.0590929 	0.00393921 	410993 	6.28319 	1.00182 	1.00147 	1.00147
0 	9 	0.520548 	2.59736 	0.491042 	0.178525 	0.0519564 	0.0152072 	27577.3 	6.28319 	1.00001 	1.0001 	1.0001
1	8
1 	0 	0.52434 	3.82217 	0.498856 	0.0293323 	0.488604 	0.00280104 	812859 	6.28319 	1.00005 	1.00002 	1.00002
1 	1 	0.524733 	4.65368 	0.498071 	0.0504485 	0.331898 	0.00321256 	617947 	6.28319 	1.00002 	1.00016 	1.00016
1 	2 	0.524257 	4.89586 	0.496733 	0.0716027 	0.246415 	0.00279322 	817418 	6.28319 	1.00006 	1.00006 	1.00006
1 	3 	0.524389 	5.06036 	0.49759 	0.101644 	0.179372 	0.00251593 	1.00753e+06 	6.28319 	1.00034 	1.0005 	1.0005
1 	4 	0.524764 	5.17028 	0.498666 	0.144141 	0.129172 	0.00238349 	1.12261e+06 	6.28319 	1.00182 	1.00147 	1.00147
1 	5 	0.5256 	5.34692 	0.494751 	0.203067 	0.0944222 	0.00230234 	1.20313e+06 	6.28319 	1.00095 	1.00074 	1.00074
1 	6 	0.52471 	6.44841 	0.496253 	0.287571 	0.0804321 	0.00296113 	727341 	6.28319 	1.00117 	1.00063 	1.00063
1 	7 	0.524056 	8.01621 	0.494288 	0.421905 	0.0685614 	0.00423236 	356032 	6.28319 	1 	1 	1
2	4
2 	0 	0.524592 	15.6077 	0.497406 	0.121474 	0.481631 	0.00441296 	327487 	6.28319 	1.00008 	1.00007 	1.00007
2 	1 	0.524531 	17.311 	0.496785 	0.250228 	0.256786 	0.00367525 	472149 	6.28319 	1.00002 	1.00015 	1.00015
2 	2 	0.523711 	17.5077 	0.494462 	0.45527 	0.141541 	0.00489895 	265735 	6.28319 	1 	1.00001 	1.00001
2 	3 	0.523306 	20.813 	0.501682 	0.73321 	0.101073 	0.0401484 	3956.55 	6.28319 	1.00396 	1.00239 	1.00239
