2
0	10
0 	0 	0.3255 	1.4237 	0.879394 	0.0100933 	0.525491 	0.00287955 	769137 	6.28319 	1.00001 	1.00002 	1.00002
0 	1 	0.325502 	1.76787 	0.880062 	0.0174301 	0.364389 	0.00354029 	508833 	6.28319 	1.00005 	1.00004 	1.00004
0 	2 	0.325332 	1.96846 	0.8773 	0.024739 	0.285803 	0.00311164 	658680 	6.28319 	1.00028 	1.00019 	1.00019
0 	3 	0.325828 	2.16129 	0.878347 	0.0352076 	0.221122 	0.00284609 	787328 	6.28319 	1.00003 	1.00002 	1.00002
0 	4 	0.325676 	2.18805 	0.876451 	0.0501666 	0.157183 	0.00263836 	916190 	6.28319 	1.00039 	1.00021 	1.00021
0 	5 	0.325001 	2.26299 	0.879637 	0.0707444 	0.114752 	0.00248826 	1.03006e+06 	6.28319 	1.00001 	1.00004 	1.00004
0 	6 	0.325142 	2.73549 	0.878298 	0.100826 	0.0973792 	0.00280971 	807852 	6.28319 	1 	1.00024 	1.00024
0 	7 	0.324588 	3.51261 	0.881247 	0.142317 	0.0883875 	0.0034737 	528531 	6.28319 	1.00083 	1.00101 	1.00101
0 	8 	0.323389 	4.55037 	0.876325 	0.228666 	0.0721994 	0.00350561 	518952 	6.28319 	1.00045 	1.00023 	1.00023
0 	9 	0.347737 	6.15065 	0.875013 	0.383271 	0.0574613 	0.0132602 	36270.5 	6.28319 	1.00063 	1.00079 	1.00079
1	2
1 	0 	0.321766 	11.8837 	0.877676 	0.136663 	0.360591 	0.00346724 	530500 	6.28319 	1 	1 	1
1 	1 	0.320462 	14.1878 	0.884228 	0.3956 	0.137615 	0.00433109 	339985 	6.28319 	1.00034 	1.00034 	1.00034
