3
0	8
0 	0 	0.423637 	1.43448 	0.135066 	0.0105543 	0.50478 	0.00264231 	913448 	6.28319 	1 	1 	1
0 	1 	0.423276 	1.58336 	0.133518 	0.0174124 	0.327689 	0.00295783 	728965 	6.28319 	1 	1.00016 	1.00016
0 	2 	0.423848 	1.60894 	0.13366 	0.0248653 	0.23345 	0.00260939 	936643 	6.28319 	1.00001 	1.00003 	1.00003
0 	3 	0.422886 	1.65235 	0.135282 	0.0354 	0.168246 	0.00245074 	1.06184e+06 	6.28319 	1.0001 	1.00006 	1.00006
0 	4 	0.423584 	1.6164 	0.133584 	0.0501456 	0.116435 	0.00218283 	1.33848e+06 	6.28319 	1.00014 	1.00049 	1.00049
0 	5 	0.4224 	1.71371 	0.137678 	0.0706826 	0.0872959 	0.00225289 	1.25653e+06 	6.28319 	1.0006 	1.00042 	1.00042
0 	6 	0.423242 	1.93247 	0.135404 	0.0979219 	0.0708152 	0.00249707 	1.02281e+06 	6.28319 	1 	1.0002 	1.0002
0 	7 	0.420539 	2.29928 	0.122803 	0.141503 	0.0584493 	0.00403758 	391211 	6.28319 	1.00025 	1.00017 	1.00017
1	9
1 	0 	0.42332 	3.48683 	0.133228 	0.0228195 	0.557876 	0.00380457 	440599 	6.28319 	1 	1 	1
1 	1 	0.423314 	4.01508 	0.132506 	0.0354677 	0.407609 	0.00350474 	519209 	6.28319 	1.0001 	1.00006 	1.00006
1 	2 	0.423351 	4.16189 	0.132012 	0.0503755 	0.297829 	0.00299239 	712228 	6.28319 	1.00014 	1.00049 	1.00049
1 	3 	0.42397 	4.19799 	0.133992 	0.0715703 	0.211262 	0.00261484 	932751 	6.28319 	1.0006 	1.00042 	1.00042
1 	4 	0.424045 	4.25791 	0.131408 	0.101673 	0.151135 	0.00246436 	1.05014e+06 	6.28319 	1 	1.0002 	1.0002
1 	5 	0.424309 	4.25863 	0.130639 	0.145705 	0.105562 	0.00227371 	1.23362e+06 	6.28319 	1.00042 	1.00023 	1.00023
1 	6 	0.422123 	4.43887 	0.137201 	0.201665 	0.0788685 	0.00245706 	1.05639e+06 	6.28319 	1 	1.00055 	1.00055
1 	7 	0.422219 	5.17535 	0.128562 	0.283108 	0.0655082 	0.00304906 	685995 	6.28319 	1.00052 	1.00084 	1.00084
1 	8 	0.419572 	6.19836 	0.133204 	0.388576 	0.0571474 	0.00599529 	177433 	6.28319 	1.00041 	1.00081 	1.00081
2	3
2 	0 	0.423405 	11.5832 	0.130973 	0.142243 	0.333355 	0.00165975 	2.3151e+06 	6.28319 	1 	1.00005 	1.00005
2 	1 	0.423448 	13.4353 	0.131644 	0.374195 	0.136203 	0.00199889 	1.59615e+06 	6.28319 	1.00047 	1.00024 	1.00024
