Nu	Nd	a	b	c	kt2	chi2
0.2690862101878133	-0.30254887335748615	0.9271003433708748	2.9765290941902682	0.7555932512065193	0.24670270818723009	3705.9216771505
0.40037674892617997	-0.45102524316652925	1.0129190954381	3.043004599743569	0.003698626936451087	0.2505078528271964	3687.22723162828
0.3965590515907436	-0.4511283367586468	1.0123505083713993	3.0629474017789993	-0.00016337018084008805	0.2478650007371218	3822.8469287892
0.39937232541636025	-0.44996844085932175	0.994661748032146	2.984435159869742	-0.0013355420474703314	0.25059964874644697	3842.80015758793
0.3996661657712218	-0.4504098613471213	0.9984503006249765	2.9954765140181876	0.00022500624935879547	0.24902860449888886	3659.422641559714
0.8172623631224748	-0.917995400637138	1.128425294869228	2.775591779994072	-0.7859978439761612	0.24997665071748065	3782.9362361572325
0.39927097013097157	-0.45222223307882037	1.0101082601789981	3.0211922423258173	0.004496672542335579	0.25354705543417394	3637.4040204762177
0.2678375338507668	-0.30036966988017516	0.9686668770474867	3.1722722185291894	0.7786662803793133	0.2502215515802653	3773.300763033586
0.39814407290045706	-0.44982054066290716	1.0059880169760362	3.0489360034854758	-0.001733413265318022	0.2503753944277775	3745.1324263813735
0.39991118061272624	-0.44981574959762516	0.9842193739604385	2.94287826414435	-0.0020500452404596174	0.2501165759545767	3771.9844638532336
0.3980093859946134	-0.4517707419101916	0.9952920065401126	2.9674775122743218	0.000901813707365555	0.2502608485353418	3879.0159873036832
0.40011798816249666	-0.45010323295834775	1.019786878488376	3.0550689668197313	0.002393625360968719	0.2508742163284534	3952.1825222805614
0.4025319956068043	-0.44958757675988964	0.9881210878584471	2.9442569744386096	0.0006891808723257161	0.2538417100874334	3695.9155361451976
0.4007947392670876	-0.4494758911337534	1.009950243604187	3.047683251259929	0.0008426295104832274	0.24927969412037354	3651.601949424341
0.398261354464024	-0.4524068410794036	0.9930355831019247	2.9589469285563474	0.0020230214883991586	0.24913486947306124	3711.6357070545773
0.2731149506219937	-0.3090586582626432	0.9469291718084863	3.0532028692554496	0.7150532974165072	0.24709586098785424	3854.5545492416154
0.40225397851074657	-0.44808294888477423	1.0057627524817772	3.030394773273761	-0.0007375261919385877	0.24966252828011593	3843.7706614782173
0.39722099576729974	-0.45382298211644395	0.9959877074627542	2.9713911259066155	0.0038831997240113534	0.251147188699248	3780.2053716603746
0.2727606393539649	-0.30843177717072673	0.9465833847948177	3.0358007813971795	0.7353462714100624	0.2532006688874115	3990.05934843137
0.3987264899525821	-0.4519336857709247	0.9949330602750395	2.9610869296436877	0.0018517718631291384	0.25042852262673615	3899.252868585736
0.39945549860337715	-0.44987309074311244	0.9920882719368721	2.974025520479508	-0.0016621910780636004	0.24931629191393107	3883.503757816618
0.7355106338341283	-0.8236344205653522	1.1175407476389339	2.8793734164847335	-0.7011496429076013	0.2491152457248142	3771.091252319936
0.39977920688079754	-0.4503691843403898	1.0101650490632654	3.040906201728261	0.0014270297111625405	0.2520547195827664	3709.7788150704496
0.40296891880206487	-0.4482022350499328	1.0072009633113523	3.0397792448553558	0.00035417041908719627	0.25010726192277727	3831.4149786700073
0.3997146426636646	-0.4481268728509901	0.9872514859184899	2.949979279130193	-0.0051343199068408256	0.24875594551661495	3710.847060201344
0.2776026524342015	-0.3094034198878024	0.9359295227270624	2.994842883912277	0.7091068853083673	0.25326276363498484	3736.367399604802
0.40249672508925616	-0.44869616912532095	1.0164002875609006	3.058250196167464	0.0017567151884133765	0.24859735379914474	3762.478736478044
0.26716627828026385	-0.3017041116280559	0.9621751176683316	3.1095017141179726	0.77924201179071	0.24885987866270523	3816.6971476246467
0.39892079966474725	-0.4495786010695055	0.996580283715377	3.0028887903952346	-0.0022857339129081188	0.2501535352365618	4059.459497498491
0.40192017949367165	-0.4491085179941083	1.0025624381860951	3.0143943479829525	0.0004366673168705348	0.24844306800707988	4131.929701547522
0.39968091339872036	-0.4490174485002152	0.9910705649143496	2.9777820299213444	-0.0032049491742775537	0.2481175950708193	3812.811508987561
0.39841627962278814	-0.44971926694721737	1.0046882772959975	3.0316855862903305	-0.0016543103866182994	0.24952996619146245	3920.0807828060606
0.4014119232819636	-0.44957705763893185	0.9962233717598985	2.9667025426240747	0.0003407332530262239	0.24955827173868483	3793.151715080034
0.3993400472105394	-0.45085947636103046	0.9961414936766646	2.9939672141338685	0.0005482124223161645	0.2522294125030742	3943.9377246456934
0.40083091931568426	-0.4489526738002309	0.9976471511228764	3.002001766009956	-0.0013814022411137022	0.24890974851304112	3850.8820820427773
0.40013536554894513	-0.45008911233665666	1.011912435579859	3.0441374969491304	0.0014550581192962764	0.2494718880718962	3586.180855968163
0.2764032448471345	-0.3113152579507659	0.9478780214735252	3.025643031088725	0.7024261119900207	0.25065578693177487	3843.6938568206742
0.273512099552708	-0.3070848674789867	0.9462620688737858	3.033666179361882	0.7281613271010233	0.2504734662563003	3998.6323634634145
0.635419913081965	-0.7093903890327846	1.0909439402055807	2.9185961586194997	-0.5658988027078983	0.25256952001894495	3892.9596449675837
0.40064908754320433	-0.4494501036656827	0.9846972630713028	2.937312725873167	-0.00198447916595672	0.2516016800786894	3759.169148371586
0.4018591412666319	-0.449832206007975	1.0040100504671237	3.001716347684484	0.002031391452571886	0.2498383867666552	3888.4332591496977
0.6456703595718895	-0.7270507883461724	1.0789468705884715	2.8570942216564386	-0.5887848593645103	0.2504906583517091	3777.525712595673
0.39922345385109614	-0.4479145017856287	0.9914605898853852	2.962532657241453	-0.005614386119056192	0.24774167007148457	3984.031350958023
0.39789218966275364	-0.45303786919476463	0.9940856775604121	2.9611488501397543	0.0029592287447044135	0.25169255128697066	3872.9220040505716
0.40146833803242066	-0.44918281991421	0.997770951740175	2.972419093611364	-0.000168863865842816	0.24820827488930144	3739.147543683879
0.29099482537592514	-0.330896567132368	0.9587343610786495	3.0100307214923645	0.5776943255062253	0.25219709478111957	3864.306448225834
0.40326038464667247	-0.4501791691900425	0.9989955655701468	2.9679023412739944	0.003727964297760367	0.25190679648514236	3829.810327549946
