Nu	Nd	a	b	c	kt2	chi2
0.3993024209232586	-0.42921202019874743	1.0040376894057441	3.103056709624105	-0.008096366295569762	0.26549723819361476	1509.933540300961
0.8961849104955175	-1.0657088929300125	1.1743538018215767	2.9325361214480115	-0.8672761255635705	0.25606163594699816	1478.2866604781925
0.2654621734218839	-0.29030763761788897	0.9053698142051841	2.814256277543787	0.7710449257338376	0.24382373577300112	1542.7843664844254
0.22693969703403896	-0.26235664031664285	0.9831795175837235	3.3535873243842813	1.1866071731030916	0.23354218870231525	1520.2973612511373
0.4022380854613744	-0.44870882789941624	1.000788050568525	2.9843870552467178	0.0041291053686123794	0.2510605705920987	1577.9333740483344
0.23613152251416855	-0.24806611706910248	0.9512534324694815	3.204173297228558	1.12214138514939	0.25535620596114156	1541.6630744440924
0.2442426728879768	-0.2647013228995563	0.9461604996597357	3.0808631739837686	1.0502450659862292	0.25355806493681937	1539.9170886712182
1.2586334813802242	-1.3783192125043855	1.2166576393336006	2.559677452093498	-1.032231954437827	0.24667190974994158	1571.6686673372715
0.40770967489861065	-0.4348782389788573	1.006738486500262	2.9891590961405043	0.023043485651093976	0.26606689631976566	1502.025691117587
0.2533811977522154	-0.2936137102615855	0.9457255604657107	3.067102301487869	0.9112687861847932	0.25692767358272817	1519.8798527706208
0.39516624371400977	-0.46923608488031765	1.0336325189403006	3.231121436444312	-0.0050444312677395955	0.2445062415420606	1455.331166963306
0.2614907643112737	-0.3095507160428992	0.9459201634816657	3.1167421341113504	0.7772324013187117	0.24571995587316292	1442.6377245230353
0.2387470985159672	-0.270098109080893	0.898645612464046	2.8880110855978196	0.9903431428386387	0.26012237701724694	1559.0152507464636
0.4025747286583855	-0.44259556191047617	0.9978044081966881	2.9824416795019473	0.0057719470702308874	0.25278778703011556	1535.9821168621525
1.5061422927771282	-1.634976039187684	1.1693863931749413	1.999318441589746	-1.0966934613635484	0.2565181408339054	1507.4169922510093
0.2350225307274962	-0.2661048440863541	0.9586689500336265	3.129167679694	1.1369957722327775	0.2530713039274091	1590.828375296654
0.8955319844625621	-0.9685887715843096	1.1041095445433846	2.46129068567882	-0.8250036303385209	0.2595870330419693	1614.6375452142638
1.6432183180268989	-1.797026815192332	1.1812179793589188	1.9304207568040754	-1.1282162680528003	0.25798218141288426	1482.3406601736806
0.24313357109653483	-0.25931987657490563	0.9399898618174479	3.045910764245694	1.0554224483477341	0.2520907572472058	1553.8771658071175
0.24305049880666438	-0.2561406482851432	0.9136077664111829	2.914494076275646	1.006280102103533	0.232474347155395	1599.0944797584655
0.925808123062235	-1.1081297862663584	1.1522762185868332	2.693195361963032	-0.8780653538579608	0.24876365070734366	1535.9686353399054
0.25447203943229385	-0.26782725438527166	0.9228974956053817	2.9916630943521714	0.9010037519030927	0.25620435951688536	1487.0952687872941
1.2131989598976245	-1.3541557479757076	1.209080932476118	2.5134661537447487	-1.003003547448359	0.2645163868850697	1463.8199759959093
0.40445358831194167	-0.432541904945803	0.9776821872548992	2.8775619953761344	0.005450013046753959	0.2662905907837582	1572.6359642695124
0.3972906697308533	-0.4659331718210746	1.0240555184837334	3.133631558511219	-1.3213082028477744e-06	0.23576765519352788	1576.1156954454918
