Nu	Nd	a	b	c	kt2	chi2
0.3976754229369682	-0.45045599251106455	0.9833674709791526	2.94313395915713	-0.0033809130177252294	0.2510785152682737	842.9846792077974
0.3993376373952638	-0.4505835543441418	1.0005467881042134	3.0076116679115277	0.0015389910142512538	0.25009322789175764	848.5387243753705
0.26214869556288933	-0.29578730604307085	0.9474367850764226	3.070074988436638	0.8140873113121339	0.24854663686320416	921.6939219262097
0.40351084861964975	-0.45042543840212085	0.985298396368726	2.8952130652462973	0.0009151241388762845	0.25103461303288904	842.037572058678
0.402206460847303	-0.45041807718215293	0.9788979683297689	2.882559952435088	-0.0013958078687293842	0.25084485440817533	787.2139581220235
0.4025573297257942	-0.44847343342712315	1.0048209660282619	3.0528101626982376	-0.001966040845004193	0.2506234880103635	822.8514521089744
0.4026118716433545	-0.4481260562096487	1.000243207889864	3.023722192758269	-0.0037970131400378543	0.25061985201194603	871.2237452134442
0.39905204978387165	-0.45133824631033936	0.9911664113879453	2.953350461734841	0.0014603600537854938	0.25060908220033995	795.6108923982877
0.4002416604869236	-0.4499727155772357	0.9884529430343999	2.945425554173389	-0.0020323295627460948	0.247477726611434	873.0255495826391
0.40298272870861374	-0.4492911461728034	1.0086386431666154	3.0290472147910923	0.0013950841142949006	0.2506086421666681	890.8336441688305
0.3989929612377851	-0.45125486229084577	0.987992387255715	2.9506265442070507	0.0003556736338538788	0.25177848360186317	867.5898959142401
0.4009863065700467	-0.44908955721863847	0.9866376862132211	2.9525872786129095	-0.004241379495764606	0.24828317407507408	830.2812531354422
0.4027498382711353	-0.4485699227671102	1.0076452453599274	3.032286025645143	-0.0008461084500077721	0.2496025013251275	794.553643862792
0.27886004283277666	-0.31627806870819597	0.9531369803960148	3.0565535278540885	0.6604061191735836	0.24978958558618078	900.903330567194
0.3998673748123324	-0.4484337136512034	0.9962198841493738	3.0146147352613286	-0.005412939730985143	0.24707880596922457	807.6345968425767
0.39792432808014583	-0.450928435538929	1.0043160947651268	3.0049738385708924	0.0022624436613210056	0.25101641501203986	883.9530605557321
0.26621550311865216	-0.29960060494948726	0.9439099754405755	3.0862060562084404	0.7780744726324046	0.25051478032948743	870.5050096757899
0.3998022980626957	-0.44902068200354806	0.9831453528612476	2.939588878828027	-0.005719783367490299	0.24886616749192628	877.3351836782476
0.2770684583619442	-0.3114288385575291	0.9558124320191062	3.0730248811165986	0.7091302396185105	0.2508885657725405	878.6942632178416
0.2763847381724661	-0.31168668551236517	0.9262961363468218	2.9575977438118115	0.6899401741139987	0.24918126766871182	851.644235559878
0.40473313708021	-0.44940496861185886	0.9962402762476794	2.954427765298009	0.0008328878828494089	0.25089829050958606	840.8766004497065
0.40251010098233675	-0.44907244746361646	1.0122754268326999	3.0350267445523764	0.001258931073099929	0.24846047766317744	798.4357808076475
0.39695175992192683	-0.4520163144351064	0.9848690021851708	2.926506796209656	0.0010869463267104658	0.2505147125840796	822.920267794928
0.6751932427939762	-0.7578932956519392	1.0854863199918416	2.8418381827454335	-0.6313382226807043	0.24835257026006174	827.3591899800742
0.2717694982310647	-0.30276524340421235	0.9589912429277537	3.1094212640937307	0.7513653328486088	0.24685826429670293	898.1639094250536
0.3983292354636728	-0.44889247623921646	1.0128428083218388	3.0826926462946718	-0.0019187965589944874	0.2506973381395502	845.6303298580581
0.39734667197789203	-0.4509576914906983	0.9779082754238801	2.9045611828952005	-0.003124784679625962	0.2494046483059272	773.9178259803537
0.3968126815902553	-0.4492571427316637	1.0157531480075452	3.0907571155369706	-0.0011911359253299737	0.24820572939990623	889.0069320518453
0.720389632273596	-0.8001585938201079	1.11928817995084	2.9147830069356613	-0.6785081475321181	0.25190098778993636	819.0030119587732
0.39571540561451995	-0.44793553833634814	0.9899575619988404	3.0020231881529336	-0.010003153374744252	0.24696147377567687	872.5034957072844
0.6648342594023817	-0.7462707345327493	1.094084249123288	2.902275746449559	-0.6169464341996725	0.24830644762473472	810.8550547808857
0.3982865419180363	-0.45084956373931223	0.9968622617003734	2.974473179351694	0.0007139069781053081	0.24985671207270407	876.647166626811
0.40227754284426315	-0.4498749782146225	1.0066603589326246	3.009306802413486	0.0023868384658983833	0.25040984401900046	813.7123399032971
0.39862408356771895	-0.44899582672116795	1.0249291301011996	3.1447504354990437	0.0005762530696092339	0.24843946037472148	804.2337278507954
0.39785119316283446	-0.45105202383261445	0.9982933102990066	2.992498219773584	0.0015037236915927527	0.25110268368478866	892.3694547957759
0.39792546778558496	-0.44813808724632753	1.0219094272028373	3.1393328032434895	-0.002487858721357635	0.2504928456797372	834.4166153161675
0.2629721205237805	-0.29835657158124795	0.9425096126089193	3.036895413209599	0.7983920460016883	0.24942507637363914	939.2578818230174
0.4006620562786098	-0.45063843450169566	0.9869651800665514	2.9178196110902386	-0.00019470394989245794	0.24946777856706245	889.9262469133713
0.3979884609516667	-0.45235956583800463	1.007859484040881	2.9976887094032914	0.006926469687130074	0.25339480152628807	868.7510131797211
0.3994820186989656	-0.4524746896175681	0.9990746244622982	2.9661051708636594	0.006220587192175418	0.25142174595487005	975.9942170475397
0.3999951199216763	-0.4493455065925338	1.0141940220395924	3.0727296508476845	0.0008259346139588281	0.25027285383466663	861.7312597668006
0.40226119206718997	-0.45068313630944185	1.0085344882651073	3.0138221428081833	0.004559999561588393	0.25349574234826494	816.2910556662871
0.40226632401327084	-0.4485344040586505	1.0187855216125812	3.0864342800169666	0.0007718603907525853	0.2477240998430089	837.539583059355
