# Q2	x	y	z	pT	obs	target	hadron	value	error
1.0745E+00	6.5521E-02	7.9572E-01	3.2259E-01	3.3871E-01	AUTcollins	neutron	pi+	-3.0999E-02	3.2506E-03
1.1634E+00	7.4191E-02	7.5977E-01	3.2674E-01	3.2599E-01	AUTcollins	neutron	pi+	-3.0881E-02	3.2554E-03
1.2761E+00	8.2020E-02	7.5374E-01	3.2739E-01	3.2107E-01	AUTcollins	neutron	pi+	-3.0789E-02	3.2376E-03
1.4021E+00	9.0787E-02	7.4824E-01	3.2790E-01	3.1621E-01	AUTcollins	neutron	pi+	-3.0577E-02	3.2628E-03
1.5452E+00	1.0108E-01	7.4063E-01	3.2877E-01	3.1033E-01	AUTcollins	neutron	pi+	-3.0187E-02	3.2247E-03
1.7272E+00	1.1451E-01	7.3088E-01	3.3020E-01	3.0296E-01	AUTcollins	neutron	pi+	-2.9507E-02	3.2200E-03
1.8994E+00	1.2968E-01	7.1015E-01	3.3486E-01	2.9446E-01	AUTcollins	neutron	pi+	-2.8767E-02	3.8544E-03
1.0490E+00	6.1084E-02	8.3263E-01	3.2309E-01	5.0121E-01	AUTcollins	neutron	pi+	-4.4126E-02	3.8777E-03
1.0937E+00	6.6648E-02	7.9512E-01	3.2406E-01	4.9790E-01	AUTcollins	neutron	pi+	-4.4737E-02	3.9734E-03
1.1397E+00	7.0994E-02	7.7780E-01	3.2590E-01	4.9568E-01	AUTcollins	neutron	pi+	-4.5263E-02	3.9948E-03
1.2012E+00	7.5549E-02	7.7026E-01	3.2674E-01	4.9432E-01	AUTcollins	neutron	pi+	-4.5613E-02	4.0265E-03
1.2758E+00	8.0723E-02	7.6567E-01	3.2702E-01	4.9333E-01	AUTcollins	neutron	pi+	-4.5861E-02	4.0520E-03
1.3641E+00	8.6891E-02	7.6059E-01	3.2735E-01	4.9212E-01	AUTcollins	neutron	pi+	-4.6050E-02	4.0743E-03
1.4707E+00	9.4510E-02	7.5393E-01	3.2789E-01	4.9017E-01	AUTcollins	neutron	pi+	-4.6137E-02	4.1158E-03
1.6021E+00	1.0411E-01	7.4556E-01	3.2874E-01	4.8773E-01	AUTcollins	neutron	pi+	-4.6093E-02	4.2252E-03
1.7905E+00	1.1843E-01	7.3270E-01	3.3052E-01	4.8466E-01	AUTcollins	neutron	pi+	-4.5770E-02	4.3377E-03
1.9348E+00	1.3425E-01	6.9850E-01	3.3805E-01	4.8287E-01	AUTcollins	neutron	pi+	-4.6026E-02	9.8084E-03
1.0911E+00	6.5070E-02	8.1395E-01	3.2653E-01	6.6866E-01	AUTcollins	neutron	pi+	-5.7953E-02	4.6959E-03
1.2771E+00	8.0203E-02	7.7178E-01	3.2872E-01	6.6912E-01	AUTcollins	neutron	pi+	-6.0006E-02	4.8404E-03
1.6316E+00	1.0668E-01	7.4255E-01	3.3069E-01	6.7112E-01	AUTcollins	neutron	pi+	-6.1160E-02	4.9765E-03
1.0838E+00	6.9491E-02	7.5741E-01	3.7176E-01	3.3861E-01	AUTcollins	neutron	pi+	-3.6439E-02	3.7667E-03
1.1407E+00	7.8535E-02	7.0383E-01	3.7362E-01	3.1884E-01	AUTcollins	neutron	pi+	-3.5253E-02	3.5071E-03
1.2051E+00	8.4643E-02	6.8975E-01	3.7544E-01	3.1245E-01	AUTcollins	neutron	pi+	-3.5002E-02	3.5444E-03
1.2851E+00	9.0684E-02	6.8654E-01	3.7564E-01	3.0873E-01	AUTcollins	neutron	pi+	-3.4756E-02	3.4689E-03
1.3723E+00	9.7315E-02	6.8315E-01	3.7578E-01	3.0505E-01	AUTcollins	neutron	pi+	-3.4441E-02	3.4358E-03
1.4633E+00	1.0416E-01	6.8061E-01	3.7599E-01	3.0112E-01	AUTcollins	neutron	pi+	-3.4032E-02	3.4857E-03
1.5582E+00	1.1144E-01	6.7738E-01	3.7610E-01	2.9716E-01	AUTcollins	neutron	pi+	-3.3545E-02	3.4443E-03
1.6610E+00	1.1943E-01	6.7378E-01	3.7627E-01	2.9299E-01	AUTcollins	neutron	pi+	-3.2957E-02	3.4670E-03
1.7658E+00	1.2847E-01	6.6596E-01	3.7667E-01	2.8730E-01	AUTcollins	neutron	pi+	-3.2119E-02	3.4065E-03
1.8641E+00	1.4120E-01	6.3997E-01	3.7917E-01	2.7560E-01	AUTcollins	neutron	pi+	-3.0640E-02	3.4087E-03
1.9444E+00	1.5660E-01	6.0170E-01	3.8904E-01	2.5699E-01	AUTcollins	neutron	pi+	-2.8802E-02	7.2758E-03
1.0631E+00	6.3238E-02	8.1553E-01	3.7288E-01	5.0332E-01	AUTcollins	neutron	pi+	-5.1546E-02	4.2972E-03
1.1130E+00	7.0524E-02	7.6478E-01	3.7326E-01	4.9918E-01	AUTcollins	neutron	pi+	-5.2269E-02	4.3891E-03
1.1508E+00	7.5535E-02	7.3817E-01	3.7362E-01	4.9622E-01	AUTcollins	neutron	pi+	-5.2593E-02	4.4478E-03
1.1953E+00	8.0186E-02	7.2221E-01	3.7454E-01	4.9397E-01	AUTcollins	neutron	pi+	-5.2886E-02	4.4575E-03
1.2556E+00	8.5152E-02	7.1436E-01	3.7525E-01	4.9253E-01	AUTcollins	neutron	pi+	-5.3121E-02	4.4953E-03
1.3287E+00	9.0647E-02	7.1014E-01	3.7536E-01	4.9153E-01	AUTcollins	neutron	pi+	-5.3232E-02	4.5251E-03
1.4070E+00	9.6627E-02	7.0544E-01	3.7556E-01	4.9022E-01	AUTcollins	neutron	pi+	-5.3248E-02	4.5901E-03
