# Q2	x	y	z	pT	obs	target	hadron	value	error
1.9500E+00	2.6000E-02	3.4000E-01	1.4000E-01	4.1000E-01	AUTcollins	proton	h+	4.4556E-03	2.0000E-03
1.9500E+00	2.9000E-02	3.2000E-01	2.4000E-01	4.7000E-01	AUTcollins	proton	h+	1.1323E-02	3.0000E-03
1.9600E+00	3.0000E-02	3.1000E-01	3.5000E-01	5.1000E-01	AUTcollins	proton	h+	1.9518E-02	5.0000E-03
1.9500E+00	3.0000E-02	3.0000E-01	4.8000E-01	5.5000E-01	AUTcollins	proton	h+	2.8649E-02	5.0000E-03
1.9000E+00	3.0000E-02	2.9000E-01	7.4000E-01	5.5000E-01	AUTcollins	proton	h+	4.4967E-02	7.0000E-03
4.9700E+00	6.7000E-02	3.4000E-01	1.4000E-01	4.0000E-01	AUTcollins	proton	h+	8.6557E-03	6.0000E-03
4.9700E+00	7.2000E-02	3.2000E-01	2.4000E-01	4.6000E-01	AUTcollins	proton	h+	1.9750E-02	8.0000E-03
4.9700E+00	7.5000E-02	3.0000E-01	3.5000E-01	5.1000E-01	AUTcollins	proton	h+	3.3696E-02	1.2000E-02
4.9700E+00	7.7000E-02	3.0000E-01	4.8000E-01	5.7000E-01	AUTcollins	proton	h+	5.1332E-02	1.2000E-02
4.9700E+00	7.9000E-02	2.9000E-01	7.3000E-01	6.2000E-01	AUTcollins	proton	h+	8.2408E-02	1.8000E-02
9.3700E+00	1.1900E-01	3.5000E-01	1.4000E-01	4.0000E-01	AUTcollins	proton	h+	1.2038E-02	6.0000E-03
9.3900E+00	1.2700E-01	3.3000E-01	2.4000E-01	4.6000E-01	AUTcollins	proton	h+	2.5866E-02	8.0000E-03
9.3900E+00	1.3200E-01	3.2000E-01	3.5000E-01	5.2000E-01	AUTcollins	proton	h+	4.3341E-02	1.1000E-02
9.4100E+00	1.3600E-01	3.1000E-01	4.8000E-01	5.8000E-01	AUTcollins	proton	h+	6.4223E-02	1.2000E-02
9.3800E+00	1.4100E-01	3.0000E-01	7.2000E-01	6.6000E-01	AUTcollins	proton	h+	9.9625E-02	1.8000E-02
2.6250E+01	2.3100E-01	4.5000E-01	1.4000E-01	4.2000E-01	AUTcollins	proton	h+	1.3606E-02	1.1000E-02
2.6220E+01	2.4100E-01	4.4000E-01	2.4000E-01	5.0000E-01	AUTcollins	proton	h+	2.7939E-02	1.5000E-02
2.6220E+01	2.4800E-01	4.3000E-01	3.5000E-01	5.7000E-01	AUTcollins	proton	h+	4.4673E-02	2.1000E-02
2.6250E+01	2.5700E-01	4.2000E-01	4.8000E-01	6.7000E-01	AUTcollins	proton	h+	6.4855E-02	2.2000E-02
2.6290E+01	2.7500E-01	4.0000E-01	7.2000E-01	8.5000E-01	AUTcollins	proton	h+	9.1832E-02	3.3000E-02
