# Q2	x	y	z	pT	obs	target	hadron	value	error
1.1173E+00	6.9053E-02	7.8601E-01	3.2570E-01	2.6911E-01	AUTcollins	proton	pi-	2.3078E-03	1.2353E-02
1.3604E+00	8.6761E-02	7.5969E-01	3.2844E-01	2.5741E-01	AUTcollins	proton	pi-	3.9658E-03	1.2169E-02
1.7131E+00	1.1194E-01	7.4301E-01	3.3042E-01	2.4444E-01	AUTcollins	proton	pi-	5.8581E-03	1.2902E-02
1.2208E+00	7.5548E-02	7.8566E-01	3.2759E-01	4.8718E-01	AUTcollins	proton	pi-	5.2986E-03	1.4059E-02
1.6864E+00	1.0826E-01	7.5656E-01	3.2994E-01	4.8737E-01	AUTcollins	proton	pi-	1.0790E-02	1.7922E-02
1.3653E+00	8.5736E-02	7.7659E-01	3.2895E-01	6.9851E-01	AUTcollins	proton	pi-	9.7332E-03	1.1431E-02
1.3304E+00	9.3105E-02	6.9600E-01	3.7504E-01	1.3579E-01	AUTcollins	proton	pi-	2.0853E-03	1.2124E-02
1.7880E+00	1.3375E-01	6.4900E-01	3.7873E-01	1.2916E-01	AUTcollins	proton	pi-	3.7569E-03	1.6458E-02
1.1329E+00	7.4115E-02	7.4382E-01	3.7370E-01	3.0743E-01	AUTcollins	proton	pi-	2.3743E-03	1.2142E-02
1.3585E+00	9.3861E-02	7.0136E-01	3.7555E-01	3.0209E-01	AUTcollins	proton	pi-	4.6923E-03	1.2194E-02
1.6916E+00	1.2252E-01	6.7105E-01	3.7747E-01	2.9607E-01	AUTcollins	proton	pi-	7.5272E-03	1.2801E-02
1.9616E+00	1.6018E-01	5.9337E-01	3.9182E-01	2.8909E-01	AUTcollins	proton	pi-	1.0004E-02	8.1099E-02
1.1523E+00	7.4391E-02	7.5443E-01	3.7463E-01	4.9016E-01	AUTcollins	proton	pi-	3.7755E-03	1.2901E-02
1.4780E+00	1.0178E-01	7.0455E-01	3.7624E-01	4.8898E-01	AUTcollins	proton	pi-	8.8042E-03	1.2691E-02
1.8107E+00	1.3540E-01	6.4905E-01	3.7930E-01	4.8984E-01	AUTcollins	proton	pi-	1.3712E-02	1.9286E-02
1.3380E+00	8.9475E-02	7.3169E-01	3.7645E-01	7.0798E-01	AUTcollins	proton	pi-	9.0186E-03	1.1207E-02
1.8380E+00	1.3884E-01	6.4238E-01	3.8074E-01	7.0883E-01	AUTcollins	proton	pi-	1.9147E-02	1.9090E-02
1.3479E+00	1.0184E-01	6.4594E-01	4.2423E-01	1.3419E-01	AUTcollins	proton	pi-	2.1519E-03	1.2697E-02
1.7762E+00	1.4662E-01	5.8852E-01	4.2672E-01	1.2799E-01	AUTcollins	proton	pi-	3.9687E-03	1.6181E-02
1.1552E+00	7.8888E-02	7.1381E-01	4.2346E-01	3.0881E-01	AUTcollins	proton	pi-	2.1248E-03	1.1976E-02
1.3692E+00	1.0136E-01	6.5471E-01	4.2484E-01	3.0176E-01	AUTcollins	proton	pi-	4.7492E-03	1.2240E-02
1.6624E+00	1.2986E-01	6.2168E-01	4.2558E-01	2.9636E-01	AUTcollins	proton	pi-	7.6300E-03	1.2632E-02
1.8932E+00	1.6288E-01	5.6371E-01	4.2939E-01	2.9227E-01	AUTcollins	proton	pi-	1.0000E-02	2.3064E-02
1.1661E+00	7.7422E-02	7.3445E-01	4.2415E-01	4.9291E-01	AUTcollins	proton	pi-	3.0924E-03	1.2386E-02
1.4409E+00	1.0491E-01	6.6636E-01	4.2516E-01	4.8977E-01	AUTcollins	proton	pi-	8.1551E-03	1.2548E-02
1.7487E+00	1.4040E-01	6.0565E-01	4.2651E-01	4.8885E-01	AUTcollins	proton	pi-	1.3478E-02	1.5217E-02
1.3301E+00	9.3597E-02	6.9879E-01	4.2522E-01	6.8356E-01	AUTcollins	proton	pi-	8.0073E-03	1.1925E-02
