# Q2	x	y	z	pT	obs	target	hadron	value	error
1.2504E+00	1.4297E-02	4.9527E-01	3.2209E-01	1.3364E-01	AUTcollins	neutron	pi-	-2.3373E-03	5.2948E-03
1.3031E+00	3.0239E-02	2.3997E-01	3.2422E-01	1.3615E-01	AUTcollins	neutron	pi-	-3.0900E-03	4.5239E-03
1.2914E+00	4.9731E-02	1.4057E-01	3.2295E-01	1.2625E-01	AUTcollins	neutron	pi-	-3.0758E-03	5.9669E-03
1.2791E+00	7.2716E-02	9.5178E-02	3.2179E-01	1.2737E-01	AUTcollins	neutron	pi-	-2.9895E-03	5.0509E-03
1.3122E+00	1.0131E-01	6.9907E-02	3.1951E-01	1.3168E-01	AUTcollins	neutron	pi-	-2.7358E-03	5.4531E-03
1.4233E+00	1.3085E-01	5.8357E-02	3.2503E-01	1.3550E-01	AUTcollins	neutron	pi-	-2.3188E-03	9.2992E-03
2.0061E+00	2.1583E-02	5.1900E-01	3.2356E-01	1.3443E-01	AUTcollins	neutron	pi-	-2.9401E-03	6.0831E-03
2.0703E+00	4.3832E-02	2.6365E-01	3.2393E-01	1.3363E-01	AUTcollins	neutron	pi-	-3.4880E-03	4.6818E-03
2.0646E+00	7.1188E-02	1.5666E-01	3.2244E-01	1.3278E-01	AUTcollins	neutron	pi-	-3.4587E-03	5.6232E-03
2.0366E+00	1.0159E-01	1.0841E-01	3.2395E-01	1.3234E-01	AUTcollins	neutron	pi-	-3.0600E-03	5.2801E-03
2.1570E+00	1.4314E-01	8.1330E-02	3.2239E-01	1.3749E-01	AUTcollins	neutron	pi-	-2.4197E-03	5.8654E-03
2.2767E+00	2.1166E-01	5.7992E-02	3.1960E-01	1.4145E-01	AUTcollins	neutron	pi-	-1.2047E-03	6.4896E-03
3.2766E+00	4.1208E-02	4.5575E-01	3.2346E-01	1.3358E-01	AUTcollins	neutron	pi-	-3.5067E-03	5.3100E-03
3.3575E+00	8.8858E-02	2.1075E-01	3.2304E-01	1.3113E-01	AUTcollins	neutron	pi-	-3.3636E-03	4.5203E-03
3.3890E+00	1.4344E-01	1.2773E-01	3.2142E-01	1.3214E-01	AUTcollins	neutron	pi-	-2.4915E-03	6.1028E-03
3.4294E+00	2.4562E-01	7.7313E-02	3.2440E-01	1.3085E-01	AUTcollins	neutron	pi-	-7.4742E-04	4.9254E-03
5.3494E+00	7.8107E-02	4.0595E-01	3.2310E-01	1.3355E-01	AUTcollins	neutron	pi-	-3.5869E-03	4.8961E-03
5.4404E+00	1.7330E-01	1.7534E-01	3.2333E-01	1.3223E-01	AUTcollins	neutron	pi-	-2.0138E-03	5.5269E-03
5.5430E+00	3.3809E-01	9.1221E-02	3.2144E-01	1.3433E-01	AUTcollins	neutron	pi-	-2.8140E-05	7.0856E-03
8.6826E+00	1.1431E-01	4.3986E-01	3.2289E-01	1.3202E-01	AUTcollins	neutron	pi-	-3.1188E-03	6.2015E-03
8.7788E+00	2.9352E-01	1.7522E-01	3.2333E-01	1.3347E-01	AUTcollins	neutron	pi-	-3.8675E-04	6.1448E-03
1.4240E+01	2.5078E-01	3.5996E-01	3.2348E-01	1.3094E-01	AUTcollins	neutron	pi-	-8.5490E-04	6.6106E-03
1.1471E+00	8.8600E-03	6.9613E-01	3.2264E-01	5.0077E-01	AUTcollins	neutron	pi-	-6.7815E-03	5.7800E-03
1.2539E+00	1.2224E-02	5.5434E-01	3.2322E-01	4.9915E-01	AUTcollins	neutron	pi-	-7.8680E-03	3.9442E-03
1.2739E+00	1.7401E-02	3.9570E-01	3.2287E-01	4.9770E-01	AUTcollins	neutron	pi-	-9.0135E-03	3.6341E-03
1.2663E+00	2.4747E-02	2.7668E-01	3.2345E-01	5.0002E-01	AUTcollins	neutron	pi-	-1.0185E-02	3.3682E-03
1.2797E+00	3.5078E-02	1.9697E-01	3.2234E-01	4.9994E-01	AUTcollins	neutron	pi-	-1.1147E-02	3.2528E-03
1.2852E+00	4.9986E-02	1.3892E-01	3.2472E-01	4.9706E-01	AUTcollins	neutron	pi-	-1.1564E-02	3.0881E-03
1.2789E+00	6.9973E-02	9.8514E-02	3.2338E-01	4.9663E-01	AUTcollins	neutron	pi-	-1.1232E-02	2.9895E-03
1.3105E+00	1.0189E-01	6.9680E-02	3.2672E-01	5.0055E-01	AUTcollins	neutron	pi-	-9.7817E-03	2.8502E-03
1.4612E+00	1.3766E-01	5.7079E-02	3.2098E-01	5.1292E-01	AUTcollins	neutron	pi-	-8.0712E-03	4.8657E-03
1.9481E+00	1.6662E-02	6.3450E-01	3.2252E-01	4.9773E-01	AUTcollins	neutron	pi-	-9.4733E-03	4.4231E-03
2.0353E+00	2.4742E-02	4.4453E-01	3.2318E-01	4.9929E-01	AUTcollins	neutron	pi-	-1.0935E-02	4.1512E-03
2.0446E+00	3.5328E-02	3.1302E-01	3.2325E-01	4.9814E-01	AUTcollins	neutron	pi-	-1.1986E-02	3.8794E-03
2.0587E+00	5.0289E-02	2.2139E-01	3.2248E-01	4.9669E-01	AUTcollins	neutron	pi-	-1.2561E-02	3.5788E-03
2.0844E+00	7.1052E-02	1.5854E-01	3.2301E-01	4.9776E-01	AUTcollins	neutron	pi-	-1.2422E-02	3.5438E-03
2.0372E+00	1.0106E-01	1.0930E-01	3.2427E-01	5.0092E-01	AUTcollins	neutron	pi-	-1.1101E-02	3.4488E-03
2.0954E+00	1.4204E-01	7.9441E-02	3.2228E-01	4.9966E-01	AUTcollins	neutron	pi-	-8.4346E-03	3.3577E-03
2.1140E+00	1.9781E-01	5.7286E-02	3.2159E-01	5.1359E-01	AUTcollins	neutron	pi-	-4.7910E-03	4.2866E-03
3.2264E+00	3.1339E-02	5.6859E-01	3.2252E-01	4.9794E-01	AUTcollins	neutron	pi-	-1.1789E-02	4.0826E-03
