# Q2	x	y	z	pT	obs	target	hadron	value	error
1.9300E+00	2.8000E-02	3.2000E-01	2.3000E-01	2.1000E-01	AUTcollins	proton	h-	8.2971E-04	3.0000E-03
1.9300E+00	2.7000E-02	3.3000E-01	2.4000E-01	3.9000E-01	AUTcollins	proton	h-	1.2977E-03	3.0000E-03
1.9400E+00	2.6000E-02	3.5000E-01	2.7000E-01	6.1000E-01	AUTcollins	proton	h-	1.2111E-03	4.0000E-03
1.9400E+00	2.4000E-02	3.8000E-01	3.0000E-01	8.5000E-01	AUTcollins	proton	h-	3.1593E-04	7.0000E-03
1.9600E+00	2.1000E-02	4.2000E-01	3.4000E-01	1.2500E+00	AUTcollins	proton	h-	-1.6859E-03	9.0000E-03
4.9600E+00	7.2000E-02	3.1000E-01	2.1000E-01	2.1000E-01	AUTcollins	proton	h-	3.6736E-03	8.0000E-03
4.9600E+00	6.9000E-02	3.3000E-01	2.3000E-01	3.9000E-01	AUTcollins	proton	h-	6.5648E-03	8.0000E-03
4.9600E+00	6.5000E-02	3.5000E-01	2.6000E-01	6.1000E-01	AUTcollins	proton	h-	9.3472E-03	1.0000E-02
4.9600E+00	6.0000E-02	3.7000E-01	3.0000E-01	8.5000E-01	AUTcollins	proton	h-	1.0668E-02	1.7000E-02
4.9600E+00	5.2000E-02	4.2000E-01	3.4000E-01	1.2500E+00	AUTcollins	proton	h-	9.5598E-03	2.3000E-02
9.3100E+00	1.2800E-01	3.3000E-01	2.1000E-01	2.1000E-01	AUTcollins	proton	h-	6.1878E-03	8.0000E-03
9.3200E+00	1.2200E-01	3.4000E-01	2.2000E-01	3.9000E-01	AUTcollins	proton	h-	1.1263E-02	8.0000E-03
9.3600E+00	1.1500E-01	3.6000E-01	2.6000E-01	6.1000E-01	AUTcollins	proton	h-	1.7479E-02	1.0000E-02
9.4000E+00	1.0600E-01	3.9000E-01	3.0000E-01	8.5000E-01	AUTcollins	proton	h-	2.1993E-02	1.6000E-02
9.4600E+00	9.3000E-02	4.4000E-01	3.5000E-01	1.2600E+00	AUTcollins	proton	h-	2.3104E-02	2.3000E-02
2.5660E+01	2.3500E-01	4.4000E-01	2.0000E-01	2.1000E-01	AUTcollins	proton	h-	7.2708E-03	1.6000E-02
2.5900E+01	2.3300E-01	4.5000E-01	2.1000E-01	4.0000E-01	AUTcollins	proton	h-	1.4202E-02	1.5000E-02
2.6290E+01	2.3200E-01	4.6000E-01	2.4000E-01	6.1000E-01	AUTcollins	proton	h-	2.3038E-02	1.8000E-02
2.6770E+01	2.3200E-01	4.7000E-01	2.9000E-01	8.6000E-01	AUTcollins	proton	h-	3.3762E-02	2.9000E-02
2.7700E+01	2.4600E-01	4.8000E-01	3.7000E-01	1.3100E+00	AUTcollins	proton	h-	4.3077E-02	3.6000E-02
