# Q2	x	y	z	pT	obs	target	hadron	value	error
1.2683E+00	1.2658E-02	4.0188E-01	3.2273E-01	1.3488E-01	AUTcollins	proton	pi-	-5.2543E-04	2.3763E-03
1.2892E+00	3.0263E-02	1.5815E-01	3.2273E-01	1.3530E-01	AUTcollins	proton	pi-	-9.3721E-05	2.5024E-03
1.3042E+00	5.9242E-02	8.1484E-02	3.2317E-01	1.3562E-01	AUTcollins	proton	pi-	1.0218E-03	2.3207E-03
1.4797E+00	9.5520E-02	5.5492E-02	3.2068E-01	1.2444E-01	AUTcollins	proton	pi-	2.3601E-03	5.3690E-03
2.0354E+00	1.8928E-02	4.2283E-01	3.2317E-01	1.3369E-01	AUTcollins	proton	pi-	-2.0620E-04	2.5771E-03
2.0751E+00	4.3075E-02	1.7882E-01	3.2361E-01	1.3224E-01	AUTcollins	proton	pi-	7.1209E-04	2.5100E-03
2.0781E+00	8.5814E-02	9.0104E-02	3.2287E-01	1.3448E-01	AUTcollins	proton	pi-	2.5159E-03	2.4709E-03
2.2982E+00	1.4171E-01	5.8336E-02	3.2374E-01	1.3000E-01	AUTcollins	proton	pi-	4.2674E-03	4.4195E-03
3.3109E+00	3.6301E-02	3.7242E-01	3.2290E-01	1.3342E-01	AUTcollins	proton	pi-	6.3279E-04	2.3789E-03
3.3451E+00	8.7664E-02	1.4216E-01	3.2251E-01	1.3204E-01	AUTcollins	proton	pi-	2.8378E-03	2.4834E-03
3.4335E+00	1.6986E-01	7.4561E-02	3.2359E-01	1.3102E-01	AUTcollins	proton	pi-	5.1199E-03	2.5729E-03
4.0178E+00	2.6131E-01	5.4945E-02	3.2464E-01	1.3284E-01	AUTcollins	proton	pi-	5.5942E-03	9.7068E-03
6.2538E+00	5.5995E-02	4.3010E-01	3.2301E-01	1.3177E-01	AUTcollins	proton	pi-	1.6902E-03	2.3349E-03
6.8291E+00	1.2384E-01	2.0477E-01	3.2260E-01	1.3083E-01	AUTcollins	proton	pi-	4.3652E-03	2.1748E-03
6.9990E+00	2.4505E-01	1.0580E-01	3.2301E-01	1.3217E-01	AUTcollins	proton	pi-	5.8318E-03	2.1481E-03
8.1363E+00	4.2029E-01	6.9977E-02	3.4871E-01	1.3256E-01	AUTcollins	proton	pi-	3.7682E-03	4.4361E-03
1.6633E+01	1.9348E-01	3.5595E-01	3.2319E-01	1.3144E-01	AUTcollins	proton	pi-	5.9439E-03	2.4945E-03
1.7420E+01	4.6659E-01	1.3839E-01	3.4816E-01	1.3085E-01	AUTcollins	proton	pi-	3.0446E-03	4.5477E-03
1.2369E+00	7.7470E-03	5.8472E-01	3.2288E-01	4.9848E-01	AUTcollins	proton	pi-	-1.9834E-03	1.8599E-03
1.2738E+00	1.2202E-02	3.7632E-01	3.2318E-01	4.9982E-01	AUTcollins	proton	pi-	-1.8804E-03	2.1248E-03
1.2783E+00	1.7412E-02	2.6497E-01	3.2294E-01	4.9664E-01	AUTcollins	proton	pi-	-1.5825E-03	2.0025E-03
1.2756E+00	2.4723E-02	1.8601E-01	3.2248E-01	4.9763E-01	AUTcollins	proton	pi-	-9.5617E-04	1.8903E-03
1.2755E+00	3.5440E-02	1.2971E-01	3.2287E-01	4.9678E-01	AUTcollins	proton	pi-	2.7438E-04	1.7727E-03
1.2501E+00	4.9932E-02	9.0273E-02	3.2387E-01	4.9949E-01	AUTcollins	proton	pi-	2.1154E-03	1.6833E-03
1.3100E+00	7.0277E-02	6.7142E-02	3.2194E-01	4.9169E-01	AUTcollins	proton	pi-	5.0990E-03	1.8819E-03
1.4969E+00	9.5291E-02	5.6312E-02	3.2102E-01	4.9834E-01	AUTcollins	proton	pi-	9.0564E-03	3.1154E-03
1.9640E+00	1.1510E-02	6.1977E-01	3.2282E-01	4.9862E-01	AUTcollins	proton	pi-	-1.3988E-03	2.4220E-03
