idx	Nuv	auv	buv	Ndv	adv	bdv	Nub	Ndb	M1
0	1.7535E-01	4.9432E-01	6.0361E+00	-3.6423E-01	2.9393E+00	2.5000E+01	6.2644E-02	-1.5587E-01	1.4231E+00
1	1.7074E-01	6.0092E-01	5.9936E+00	-4.1942E-01	3.4119E+00	2.5000E+01	6.5642E-02	-1.4469E-01	1.1475E+00
2	1.6640E-01	1.3334E+00	1.0068E+01	-3.9808E-01	3.4361E+00	2.5000E+01	7.7353E-02	-1.3255E-01	1.1228E+00
3	3.0673E-01	1.3623E+00	9.3255E+00	-7.0540E-01	3.4729E+00	2.5000E+01	7.0399E-02	-1.3355E-01	3.0000E+00
4	1.7691E-01	7.5471E-02	2.6583E+00	-3.1597E-01	2.3457E+00	1.8054E+01	7.6120E-02	-1.7438E-01	9.3526E-01
5	1.7781E-01	6.5391E-01	5.2088E+00	-4.3181E-01	2.7816E+00	2.2175E+01	5.7450E-02	-1.1747E-01	1.4820E+00
6	1.8198E-01	6.7410E-01	5.6279E+00	-4.7018E-01	1.9502E+00	1.1580E+01	3.6027E-02	-9.7065E-02	1.2812E+00
7	1.9214E-01	7.8999E-01	5.9395E+00	-4.2840E-01	2.2083E+00	1.6202E+01	6.6403E-02	-1.1231E-01	1.2897E+00
8	3.0119E-01	1.3233E+00	8.8097E+00	-7.3233E-01	3.6005E+00	2.5000E+01	1.1380E-01	-2.1947E-01	3.0000E+00
9	1.8715E-01	1.1501E+00	9.9446E+00	-4.2978E-01	3.2056E+00	2.5000E+01	7.1212E-02	-1.3882E-01	1.6212E+00
10	1.7227E-01	3.6897E-01	3.8667E+00	-4.0584E-01	2.8965E+00	2.5000E+01	8.6957E-02	-1.6972E-01	1.1631E+00
11	1.6445E-01	8.7800E-01	6.3749E+00	-3.7739E-01	3.1633E+00	2.5000E+01	6.0299E-02	-1.1004E-01	1.0849E+00
12	1.8842E-01	8.5486E-01	6.1855E+00	-4.7702E-01	3.6062E+00	2.5000E+01	6.8792E-02	-1.4395E-01	1.5125E+00
13	1.8690E-01	2.1023E-01	1.5695E+00	-3.7415E-01	1.7511E+00	1.2591E+01	2.6493E-02	-1.0564E-01	1.3024E+00
14	1.7269E-01	6.2586E-01	6.6063E+00	-4.1562E-01	3.2519E+00	2.2033E+01	6.1606E-02	-1.5103E-01	1.4595E+00
15	1.8321E-01	4.5802E-01	4.9594E+00	-3.8174E-01	2.8253E+00	2.4320E+01	6.1530E-02	-1.4772E-01	1.2186E+00
16	2.0877E-01	1.1255E+00	8.7991E+00	-5.3227E-01	2.3150E+00	1.5034E+01	7.7822E-02	-1.1849E-01	1.7400E+00
17	1.9978E-01	6.6094E-01	6.7855E+00	-4.2905E-01	2.6944E+00	2.1542E+01	6.8054E-02	-1.5003E-01	1.9142E+00
18	1.8952E-01	8.2578E-01	7.6198E+00	-4.3693E-01	2.6883E+00	1.9587E+01	6.5043E-02	-1.3027E-01	1.5966E+00
19	1.7505E-01	4.2374E-01	2.4440E+00	-4.4922E-01	1.7184E+00	8.7820E+00	5.4356E-02	-1.1480E-01	1.2630E+00
20	2.0185E-01	4.1090E-01	2.8533E+00	-4.4541E-01	1.2403E+00	5.9089E+00	5.9445E-02	-1.1745E-01	2.0672E+00
21	2.4816E-01	5.3117E-01	4.8594E+00	-6.5232E-01	2.3138E+00	1.5470E+01	7.5355E-02	-1.8097E-01	2.7190E+00
22	2.4667E-01	4.8755E-12	1.6588E+00	-4.7552E-01	1.0895E+00	4.6635E+00	6.5439E-02	-1.8953E-01	2.2120E+00
23	1.6109E-01	1.0141E+00	9.7166E+00	-3.5459E-01	3.1143E+00	2.4824E+01	6.7336E-02	-1.2695E-01	1.3477E+00
24	2.6901E-01	2.2625E-01	3.1349E+00	-6.2130E-01	2.2701E+00	1.4243E+01	5.7615E-02	-1.9826E-01	3.0000E+00
25	1.8641E-01	6.3190E-01	4.9356E+00	-4.4329E-01	3.0153E+00	2.5000E+01	7.5592E-02	-1.3677E-01	1.3934E+00
26	2.2360E-01	1.5579E+00	9.6810E+00	-6.4897E-01	3.9935E+00	2.5000E+01	1.0959E-01	-1.8213E-01	2.1180E+00
27	2.1448E-01	4.3022E-01	4.1024E+00	-5.5548E-01	1.3324E+00	6.0105E+00	6.0918E-02	-1.3186E-01	1.9978E+00
28	2.3475E-01	7.4046E-01	6.2876E+00	-4.6475E-01	2.8711E+00	2.5000E+01	3.6346E-02	-1.2577E-01	2.1432E+00
29	2.2579E-01	5.9730E-01	4.9572E+00	-4.9081E-01	3.1216E+00	2.5000E+01	7.7113E-02	-1.6787E-01	2.3913E+00
30	1.8418E-01	5.0906E-01	5.1295E+00	-4.1148E-01	2.9706E+00	2.5000E+01	5.6616E-02	-1.3847E-01	1.4372E+00
31	2.0495E-01	7.7715E-01	4.7247E+00	-5.2987E-01	3.6026E+00	2.5000E+01	7.9593E-02	-1.5745E-01	1.9272E+00
32	1.8056E-01	4.1885E-01	3.8696E+00	-5.0831E-01	2.0306E+00	9.7994E+00	5.4430E-02	-1.4213E-01	1.7464E+00
33	2.7752E-01	1.6451E+00	1.2328E+01	-7.2499E-01	3.7629E+00	2.5000E+01	1.2474E-01	-2.2607E-01	3.0000E+00
34	1.6460E-01	3.8769E-01	4.6133E+00	-3.6331E-01	3.1576E+00	2.5000E+01	5.7172E-02	-1.4511E-01	1.2938E+00
35	1.7891E-01	9.9086E-01	8.5058E+00	-4.2865E-01	3.1822E+00	2.5000E+01	7.5984E-02	-1.4945E-01	9.4915E-01
36	1.7125E-01	1.6109E-01	3.0146E+00	-3.8788E-01	9.8595E-01	4.1093E+00	4.4617E-02	-1.2296E-01	1.2404E+00
37	1.7437E-01	9.4554E-01	9.4175E+00	-3.8699E-01	3.0715E+00	2.5000E+01	7.2053E-02	-1.4443E-01	1.0093E+00
38	1.8621E-01	3.3572E-01	1.6008E+00	-4.9835E-01	1.8717E+00	9.8992E+00	9.5826E-02	-1.7132E-01	1.8045E+00
39	1.7749E-01	2.3741E-01	4.2231E+00	-3.7854E-01	1.9876E+00	1.5604E+01	6.5200E-02	-1.5558E-01	9.3792E-01
40	1.7348E-01	9.4040E-01	8.8457E+00	-3.7181E-01	3.0794E+00	2.5000E+01	6.2963E-02	-1.3308E-01	1.2863E+00
41	1.8323E-01	3.6166E-01	5.0251E+00	-3.7183E-01	3.0530E+00	2.5000E+01	3.8556E-02	-1.4154E-01	1.4921E+00
42	1.8485E-01	3.8428E-01	3.8129E+00	-4.1646E-01	1.9001E+00	1.3052E+01	4.4559E-02	-1.1023E-01	9.6513E-01
43	1.6918E-01	4.6279E-01	5.2873E+00	-3.9237E-01	2.7095E+00	2.5000E+01	5.8964E-02	-1.1039E-01	1.1421E+00
44	2.7948E-01	5.7380E-01	4.4506E+00	-7.3560E-01	2.1277E+00	1.4220E+01	8.5977E-02	-1.7140E-01	3.0000E+00
45	2.7437E-01	9.5488E-02	8.4198E-01	-6.8722E-01	1.3803E+00	7.2901E+00	9.0069E-02	-2.1145E-01	3.0000E+00
46	1.8250E-01	2.9598E-01	4.4435E+00	-3.9582E-01	2.0180E+00	1.4925E+01	6.8591E-02	-1.4255E-01	9.2214E-01
47	1.9850E-01	1.7304E-01	2.3067E+00	-4.0467E-01	2.6070E+00	1.9354E+01	8.4153E-02	-2.1523E-01	2.3399E+00
48	1.6582E-01	3.3328E-01	2.4142E+00	-3.7566E-01	2.3313E+00	1.3119E+01	6.0457E-02	-1.5251E-01	1.0617E+00
49	1.8559E-01	1.1775E+00	9.3601E+00	-4.2583E-01	3.3370E+00	2.5000E+01	8.2554E-02	-1.3939E-01	8.6745E-01
50	2.1300E-01	4.7640E-01	5.5875E+00	-4.2652E-01	2.1670E+00	1.7668E+01	7.8360E-02	-1.6611E-01	2.1194E+00
51	1.8175E-01	4.9723E-01	4.8772E+00	-4.4843E-01	2.4288E+00	1.7369E+01	4.9948E-02	-1.2569E-01	1.3250E+00
52	1.8127E-01	3.0948E-01	3.5080E+00	-4.7130E-01	1.7636E+00	1.0951E+01	8.8975E-02	-1.5572E-01	1.8823E+00
53	2.0479E-01	1.0329E+00	6.2362E+00	-5.3276E-01	3.6248E+00	2.5000E+01	5.9309E-02	-1.1109E-01	1.7780E+00
54	2.0631E-01	5.9240E-01	5.6711E+00	-4.5409E-01	1.7509E+00	1.2195E+01	8.8569E-02	-1.6619E-01	2.3664E+00
55	1.7520E-01	6.9697E-01	5.8739E+00	-4.0561E-01	2.4983E+00	1.5036E+01	5.2171E-02	-1.2558E-01	1.5912E+00
56	1.7865E-01	8.1054E-01	6.3169E+00	-5.0336E-01	3.6793E+00	2.5000E+01	8.2318E-02	-1.4929E-01	1.2199E+00
57	2.1494E-01	4.7591E-01	4.5846E+00	-4.3731E-01	2.6866E+00	2.5000E+01	4.1063E-02	-1.2938E-01	1.9711E+00
58	1.8057E-01	3.5707E-01	2.6542E+00	-4.3131E-01	2.3023E+00	1.4154E+01	6.5748E-02	-1.6785E-01	1.1599E+00
59	1.5878E-01	8.3054E-01	6.4198E+00	-3.8470E-01	3.3899E+00	2.2604E+01	7.4423E-02	-1.5767E-01	1.2781E+00
60	1.6690E-01	1.5392E-01	1.5832E+00	-3.7889E-01	1.5710E+00	9.1174E+00	5.8896E-02	-1.4049E-01	9.5991E-01
61	1.5984E-01	4.4146E-01	4.6307E+00	-3.6218E-01	2.1040E+00	1.2944E+01	7.0192E-02	-1.5651E-01	1.2271E+00
62	1.7450E-01	1.0455E+00	1.0083E+01	-4.5732E-01	3.4655E+00	2.5000E+01	5.8795E-02	-1.1470E-01	1.0208E+00
63	1.7643E-01	5.8654E-01	3.3551E+00	-5.2107E-01	1.6630E+00	6.8622E+00	8.1936E-02	-1.3702E-01	1.6461E+00
64	1.7392E-01	9.7847E-01	7.5454E+00	-4.7928E-01	3.3667E+00	2.5000E+01	6.6158E-02	-1.2132E-01	1.1252E+00
65	1.8354E-01	6.4727E-01	6.9706E+00	-3.8533E-01	2.6326E+00	2.0177E+01	7.2908E-02	-1.6217E-01	8.9054E-01
66	2.3477E-01	1.9012E-01	1.7832E+00	-6.2350E-01	1.4052E+00	6.2359E+00	5.3507E-02	-1.5560E-01	2.4695E+00
67	1.8452E-01	8.2115E-01	6.1192E+00	-4.6834E-01	2.2431E+00	1.3740E+01	7.4734E-02	-1.3887E-01	1.3978E+00
68	1.7649E-01	9.2339E-01	7.7097E+00	-4.1146E-01	2.6773E+00	2.0170E+01	6.1594E-02	-1.2914E-01	1.0527E+00
69	1.7406E-01	5.5665E-01	3.8950E+00	-4.3398E-01	1.4151E+00	5.5407E+00	6.4881E-02	-1.3131E-01	1.2064E+00
70	1.7892E-01	7.6506E-01	8.2786E+00	-3.8487E-01	2.3096E+00	1.8195E+01	4.6624E-02	-1.1727E-01	1.0715E+00
71	1.8189E-01	8.8508E-01	8.5827E+00	-4.3287E-01	2.1824E+00	1.6298E+01	4.3453E-02	-1.0383E-01	1.3638E+00
72	2.2928E-01	6.8979E-01	6.2029E+00	-5.9295E-01	3.1606E+00	2.5000E+01	8.9688E-02	-1.7684E-01	2.4854E+00
73	1.7220E-01	4.1198E-01	2.2813E+00	-4.0032E-01	1.6318E+00	1.0064E+01	7.3537E-02	-1.1827E-01	1.2609E+00
74	2.3899E-01	1.5213E+00	1.0268E+01	-6.2687E-01	3.8447E+00	2.5000E+01	8.7771E-02	-1.7044E-01	2.2858E+00
75	1.6447E-01	4.8110E-01	3.6802E+00	-4.8539E-01	2.1310E+00	1.1976E+01	7.4943E-02	-1.3033E-01	1.5644E+00
76	1.8164E-01	4.1304E-01	3.7830E+00	-4.3788E-01	1.7174E+00	1.0850E+01	5.7552E-02	-1.1881E-01	1.5860E+00
77	1.8099E-01	1.2392E+00	9.6240E+00	-5.1715E-01	3.3826E+00	2.5000E+01	8.0138E-02	-1.2916E-01	1.3689E+00
78	1.7763E-01	6.5345E-01	4.7680E+00	-5.2170E-01	2.2239E+00	1.2366E+01	6.3729E-02	-1.2097E-01	1.4587E+00
79	1.8499E-01	9.7870E-01	6.5412E+00	-4.1527E-01	3.5881E+00	2.5000E+01	5.1642E-02	-1.2312E-01	1.5049E+00
80	1.7077E-01	2.3447E-01	1.9563E+00	-3.6889E-01	2.1696E+00	1.7626E+01	4.1622E-02	-1.0929E-01	1.1249E+00
81	1.6889E-01	7.2273E-01	9.2011E+00	-3.7235E-01	2.8023E+00	2.5000E+01	5.3835E-02	-1.1797E-01	1.1122E+00
82	2.2391E-01	8.5052E-01	7.8686E+00	-6.5689E-01	3.6711E+00	2.5000E+01	7.7624E-02	-1.8616E-01	2.1266E+00
83	1.7492E-01	2.6825E-01	4.1959E+00	-3.5957E-01	2.9705E+00	2.5000E+01	3.5559E-02	-1.2207E-01	1.0373E+00
84	2.3523E-01	1.0947E+00	6.8555E+00	-7.9086E-01	2.2818E+00	9.4792E+00	6.1748E-02	-1.1568E-01	2.2211E+00
85	2.7073E-01	6.1101E-01	4.5863E+00	-6.5274E-01	3.0928E+00	2.3471E+01	8.9722E-02	-2.0151E-01	3.0000E+00
86	2.8784E-01	1.0574E+00	7.3936E+00	-6.1978E-01	1.6619E+00	8.8084E+00	1.0374E-01	-1.8321E-01	3.0000E+00
87	1.6833E-01	5.4612E-01	5.6560E+00	-4.2188E-01	3.2481E+00	2.5000E+01	6.3799E-02	-1.3416E-01	1.1579E+00
88	1.7405E-01	6.1340E-01	4.6043E+00	-4.1629E-01	3.4462E+00	2.5000E+01	6.4647E-02	-1.5216E-01	1.0029E+00
89	2.0348E-01	1.9457E-01	1.3409E+00	-4.5537E-01	1.5288E+00	8.4279E+00	6.4300E-02	-1.5449E-01	2.0373E+00
90	1.8500E-01	3.5132E-01	5.1443E+00	-3.9947E-01	2.8017E+00	2.5000E+01	5.9804E-02	-1.3788E-01	8.8468E-01
91	1.7321E-01	9.8100E-01	7.2766E+00	-4.4056E-01	2.6332E+00	1.8768E+01	7.0747E-02	-1.1024E-01	1.2878E+00
92	1.6933E-01	3.7271E-01	3.3721E+00	-4.1944E-01	1.8936E+00	1.1791E+01	6.5688E-02	-1.4446E-01	1.3416E+00
93	1.7404E-01	1.1965E+00	7.6770E+00	-4.5380E-01	2.5303E+00	1.6863E+01	8.4787E-02	-1.3684E-01	1.2805E+00
94	1.7534E-01	1.3930E+00	1.1166E+01	-4.3853E-01	3.0462E+00	2.1706E+01	4.6156E-02	-9.7751E-02	1.1714E+00
95	1.9454E-01	1.2681E+00	8.9584E+00	-4.4684E-01	3.5664E+00	2.5000E+01	4.6868E-02	-1.1163E-01	1.3709E+00
96	1.6513E-01	1.2272E-02	2.0775E-05	-4.2237E-01	1.1793E+00	4.9890E+00	6.0241E-02	-1.3695E-01	1.3056E+00
97	3.1789E-01	1.6103E+00	1.0807E+01	-7.5712E-01	3.8735E+00	2.5000E+01	9.3084E-02	-2.0856E-01	3.0000E+00
98	2.2843E-01	4.4892E-12	2.2614E+00	-3.8295E-01	1.3604E+00	8.6935E+00	5.4710E-02	-1.4109E-01	9.6720E-01
99	2.0674E-01	9.5183E-01	7.0003E+00	-4.8060E-01	3.3710E+00	2.5000E+01	6.1200E-02	-1.4076E-01	1.8486E+00
100	1.8424E-01	5.8747E-01	4.7989E+00	-4.6392E-01	2.6243E+00	1.9214E+01	7.7515E-02	-1.3117E-01	8.9595E-01
101	1.7576E-01	5.9702E-01	5.7608E+00	-4.6041E-01	2.7865E+00	2.0029E+01	6.0370E-02	-1.2945E-01	1.2237E+00
102	1.7702E-01	4.2851E-01	5.3321E+00	-4.1772E-01	2.8590E+00	2.5000E+01	1.0848E-01	-1.7733E-01	1.8840E+00
103	2.2695E-01	2.6525E-01	2.0837E+00	-5.9269E-01	1.2560E+00	6.6124E+00	6.2365E-02	-1.2696E-01	2.4723E+00
104	2.7010E-01	9.4664E-01	8.9792E+00	-7.0450E-01	2.8732E+00	1.8535E+01	8.3264E-02	-2.0159E-01	2.6682E+00
105	1.7050E-01	4.4043E-01	4.9139E+00	-4.0744E-01	3.2297E+00	2.5000E+01	6.4291E-02	-1.5190E-01	9.7575E-01
106	1.6947E-01	1.7441E-01	1.5845E+00	-4.7264E-01	1.1951E+00	5.2696E+00	4.1883E-02	-9.4148E-02	1.4160E+00
107	1.7637E-01	5.5360E-01	5.2168E+00	-3.9939E-01	3.2244E+00	2.5000E+01	5.6037E-02	-1.3562E-01	1.4322E+00
108	1.8088E-01	3.9183E-01	4.0045E+00	-3.9845E-01	3.0548E+00	2.4032E+01	5.4701E-02	-1.3235E-01	1.2214E+00
109	1.9852E-01	5.7998E-02	1.5370E+00	-4.4788E-01	1.8145E+00	1.7388E+01	8.2935E-02	-1.5308E-01	8.0288E-01
110	1.8551E-01	1.0997E+00	9.4551E+00	-5.0794E-01	3.2041E+00	2.5000E+01	1.0080E-01	-1.6055E-01	1.6624E+00
111	1.8347E-01	4.3466E-01	2.8647E+00	-4.9631E-01	1.5044E+00	6.4630E+00	6.3926E-02	-1.2303E-01	1.6020E+00
112	1.8960E-01	5.4989E-01	3.5780E+00	-5.2715E-01	2.2802E+00	1.3028E+01	6.0368E-02	-1.2589E-01	1.4278E+00
113	1.6884E-01	4.2873E-01	4.2808E+00	-3.6292E-01	2.9543E+00	2.2687E+01	5.8313E-02	-1.5644E-01	9.4186E-01
114	2.6425E-01	3.4914E-01	2.4575E+00	-7.0478E-01	1.3412E+00	6.5932E+00	5.9716E-02	-1.5000E-01	2.5977E+00
115	2.0745E-01	5.2421E-01	4.7909E+00	-4.7619E-01	1.7964E+00	1.1526E+01	2.1307E-02	-1.0517E-01	1.8725E+00
116	1.7270E-01	6.9828E-01	5.8658E+00	-4.6560E-01	2.2120E+00	1.2490E+01	5.8566E-02	-1.3468E-01	1.2058E+00
117	1.6572E-01	5.8651E-01	5.1557E+00	-4.1064E-01	3.3178E+00	2.5000E+01	7.0482E-02	-1.4336E-01	9.7757E-01
118	1.9508E-01	7.6183E-01	3.1001E+00	-5.2326E-01	2.3405E+00	1.1222E+01	7.2753E-02	-1.2751E-01	1.2050E+00
119	1.8837E-01	1.1804E+00	1.0082E+01	-4.3727E-01	2.9728E+00	2.2559E+01	5.1143E-02	-1.1208E-01	1.0842E+00
120	1.9670E-01	1.2185E+00	9.2867E+00	-5.2944E-01	3.6693E+00	2.5000E+01	3.9622E-02	-9.5890E-02	1.3775E+00
121	1.6020E-01	6.9609E-01	6.8207E+00	-4.4392E-01	3.3177E+00	2.5000E+01	8.3838E-02	-1.5412E-01	1.0436E+00
122	2.3413E-01	3.7899E-01	1.8361E+00	-6.0978E-01	1.6386E+00	5.7761E+00	5.2360E-02	-1.3480E-01	2.1119E+00
123	2.0848E-01	5.0126E-01	7.8344E+00	-4.3958E-01	2.2073E+00	1.7368E+01	6.1795E-02	-1.5571E-01	8.3030E-01
124	2.9278E-01	6.2038E-01	2.9791E+00	-8.0001E-01	2.6131E+00	1.3976E+01	7.9094E-02	-1.9537E-01	2.8915E+00
125	2.0775E-01	6.0385E-01	5.3874E+00	-5.1338E-01	1.6806E+00	9.5130E+00	1.1354E-01	-2.0477E-01	7.0970E-01
126	1.8579E-01	1.1534E+00	9.7653E+00	-4.2014E-01	3.1837E+00	2.5000E+01	4.7441E-02	-1.1998E-01	1.5180E+00
127	1.7510E-01	2.3853E-01	2.6929E+00	-4.2389E-01	3.3148E+00	2.5000E+01	5.5678E-02	-1.5615E-01	1.2217E+00
128	1.6685E-01	4.7099E-01	3.9705E+00	-3.5701E-01	3.2562E+00	2.5000E+01	4.3028E-02	-1.2249E-01	1.2950E+00
129	1.8837E-01	3.6374E-01	4.7350E+00	-3.7221E-01	2.7850E+00	2.5000E+01	3.7063E-02	-1.2628E-01	1.4939E+00
130	1.7675E-01	5.3842E-01	3.9748E+00	-4.3227E-01	1.4051E+00	6.4623E+00	4.4645E-02	-1.0191E-01	1.4441E+00
131	2.8062E-01	2.5925E-01	2.5044E+00	-6.6076E-01	1.3114E+00	5.1871E+00	4.5086E-02	-1.6298E-01	3.0000E+00
132	1.7024E-01	1.0553E+00	9.7021E+00	-4.3691E-01	3.5431E+00	2.5000E+01	6.8382E-02	-1.4395E-01	1.3339E+00
133	1.6910E-01	5.1800E-01	5.9322E+00	-4.1587E-01	2.9691E+00	2.5000E+01	4.7729E-02	-1.0896E-01	1.0647E+00
134	2.5944E-01	6.8301E-01	5.3718E+00	-5.6872E-01	2.1700E+00	1.4387E+01	8.3118E-02	-1.8462E-01	3.0000E+00
135	1.8686E-01	1.1895E+00	9.0632E+00	-5.4210E-01	3.5183E+00	2.2467E+01	5.3460E-02	-1.1386E-01	1.4107E+00
136	1.6809E-01	9.9378E-01	7.7074E+00	-4.4855E-01	3.2794E+00	2.5000E+01	8.3298E-02	-1.2460E-01	1.2577E+00
137	1.7619E-01	6.7343E-01	6.5775E+00	-4.5669E-01	2.9153E+00	2.4889E+01	6.0392E-02	-1.1166E-01	1.1145E+00
138	1.7656E-01	5.3090E-01	5.2778E+00	-4.2224E-01	1.7006E+00	9.4926E+00	5.6165E-02	-1.2299E-01	1.4182E+00
139	2.0166E-01	9.6954E-01	7.1418E+00	-5.1056E-01	2.8246E+00	1.6960E+01	7.4994E-02	-1.4987E-01	1.9544E+00
140	2.0802E-01	6.7723E-11	1.8498E+00	-3.1098E-01	1.7653E+00	1.3752E+01	3.7343E-02	-1.3539E-01	1.2265E+00
141	2.0073E-01	1.4363E+00	1.2017E+01	-5.5577E-01	3.5207E+00	2.5000E+01	8.5730E-02	-1.5891E-01	1.5925E+00
142	1.6519E-01	3.6575E-01	2.0090E+00	-4.3229E-01	1.9081E+00	9.5868E+00	6.8842E-02	-1.3133E-01	1.0728E+00
143	1.6128E-01	3.9715E-01	4.3937E+00	-3.3356E-01	2.2548E+00	1.6283E+01	6.8010E-02	-1.3487E-01	1.2882E+00
144	1.7604E-01	1.0719E+00	9.4292E+00	-4.0475E-01	3.4286E+00	2.5000E+01	5.2198E-02	-1.2358E-01	1.0849E+00
145	1.6952E-01	7.9134E-01	4.6097E+00	-4.3797E-01	1.6056E+00	6.5188E+00	7.6498E-02	-1.2390E-01	1.2622E+00
146	2.1869E-01	4.9664E-01	5.5112E+00	-4.2412E-01	2.5000E+00	2.5000E+01	5.6448E-02	-1.3605E-01	6.7479E-01
147	3.0016E-01	1.3216E+00	7.2304E+00	-7.7334E-01	3.1648E+00	1.7337E+01	1.0508E-01	-1.9026E-01	3.0000E+00
148	1.6960E-01	8.3880E-03	2.0830E-05	-3.9409E-01	1.0378E+00	4.1308E+00	3.8057E-02	-9.6795E-02	1.2124E+00
149	2.4608E-01	5.5655E-01	5.1052E+00	-5.3117E-01	1.5187E+00	8.3167E+00	7.9394E-02	-2.0243E-01	3.0000E+00
150	1.6565E-01	1.5294E+00	1.0836E+01	-4.2784E-01	3.4819E+00	2.5000E+01	7.8624E-02	-1.1553E-01	1.2796E+00
151	1.7414E-01	3.4065E-01	5.2321E+00	-3.4716E-01	8.3800E-01	5.5061E+00	5.9620E-02	-1.1724E-01	1.1505E+00
152	1.7930E-01	1.0122E+00	8.5109E+00	-4.7071E-01	3.6249E+00	2.5000E+01	6.7901E-02	-1.5163E-01	1.0995E+00
153	2.6130E-01	4.8617E-01	2.7274E+00	-9.2969E-01	1.1319E+00	1.9428E+00	2.5365E-02	-1.2275E-01	2.3744E+00
154	2.1136E-01	9.5259E-01	8.0981E+00	-5.4234E-01	3.4479E+00	2.5000E+01	7.4889E-02	-1.6000E-01	2.1013E+00
155	1.8465E-01	8.2549E-01	6.8521E+00	-4.5563E-01	3.3685E+00	2.5000E+01	5.8529E-02	-1.2095E-01	1.0618E+00
156	1.8841E-01	1.1743E+00	1.0132E+01	-4.3207E-01	2.9735E+00	2.5000E+01	5.9420E-02	-1.1671E-01	1.2917E+00
157	1.8356E-01	5.2375E-05	9.2574E-01	-3.9918E-01	1.2921E+00	7.6254E+00	5.7984E-02	-1.3062E-01	1.2449E+00
158	1.8524E-01	3.7209E-01	2.7637E+00	-4.9555E-01	2.5333E+00	1.6426E+01	7.5398E-02	-1.6108E-01	8.5371E-01
159	1.9789E-01	7.5825E-01	5.6147E+00	-4.5487E-01	3.4337E+00	2.5000E+01	1.0115E-01	-1.9656E-01	2.0898E+00
160	1.7513E-01	5.8696E-01	4.8010E+00	-4.6252E-01	2.7005E+00	2.0285E+01	9.8476E-02	-1.5797E-01	8.7261E-01
161	1.8461E-01	1.1088E+00	9.3156E+00	-5.0224E-01	2.2931E+00	1.5956E+01	7.9663E-02	-1.1402E-01	1.4525E+00
162	1.7123E-01	6.6346E-01	6.8837E+00	-3.7444E-01	2.9945E+00	2.5000E+01	4.6777E-02	-1.1009E-01	1.3189E+00
163	1.8700E-01	5.1960E-01	5.5369E+00	-4.4666E-01	2.2125E+00	1.7158E+01	6.5171E-02	-1.3766E-01	9.2136E-01
164	2.9285E-01	7.8095E-01	4.5527E+00	-8.4632E-01	2.2558E+00	1.1694E+01	9.5231E-02	-1.9136E-01	3.0000E+00
165	1.8782E-01	1.0254E+00	7.0884E+00	-4.6887E-01	2.0750E+00	1.2690E+01	7.0484E-02	-1.2851E-01	1.3254E+00
166	1.7679E-01	5.1562E-01	4.2339E+00	-4.8687E-01	2.1888E+00	1.3447E+01	8.2886E-02	-1.4290E-01	8.5354E-01
167	1.8673E-01	2.3484E-01	4.2244E+00	-4.1531E-01	8.1825E-01	3.6904E+00	2.5888E-02	-8.9122E-02	1.3872E+00
168	2.0454E-01	7.8619E-01	4.5359E+00	-4.6931E-01	1.5322E+00	7.2730E+00	5.7619E-02	-1.2299E-01	1.6595E+00
169	1.7676E-01	9.6159E-01	6.5370E+00	-4.4176E-01	3.4639E+00	2.3915E+01	7.3193E-02	-1.4749E-01	1.1567E+00
170	1.7943E-01	1.1337E+00	9.2281E+00	-3.9086E-01	3.2578E+00	2.5000E+01	6.0946E-02	-1.3091E-01	1.0499E+00
171	1.9911E-01	7.0627E-01	5.2205E+00	-4.0385E-01	3.3272E+00	2.5000E+01	6.0169E-02	-1.5484E-01	1.8208E+00
172	1.8445E-01	3.4973E-01	4.7390E+00	-4.0131E-01	2.8080E+00	2.1373E+01	7.0450E-02	-1.6420E-01	7.7851E-01
173	1.7460E-01	5.2619E-01	4.0909E+00	-3.7837E-01	1.3117E+00	6.2523E+00	5.2477E-02	-1.1956E-01	1.6042E+00
174	1.7880E-01	5.6252E-01	4.4417E+00	-4.3349E-01	1.9583E+00	1.0687E+01	5.3029E-02	-1.3127E-01	1.4371E+00
175	1.7320E-01	9.5047E-01	8.6890E+00	-4.2501E-01	3.2243E+00	2.5000E+01	6.8769E-02	-1.2711E-01	1.2220E+00
176	1.9618E-01	2.9150E-01	3.0378E+00	-4.3950E-01	2.0361E+00	1.4589E+01	4.5100E-02	-1.2065E-01	1.8420E+00
177	1.7061E-01	6.8568E-01	5.3685E+00	-4.9265E-01	2.3466E+00	1.4096E+01	6.8863E-02	-1.2950E-01	1.0038E+00
178	2.0541E-01	9.5494E-01	6.2092E+00	-6.0606E-01	2.1469E+00	1.2179E+01	5.5779E-02	-9.8405E-02	1.6869E+00
179	2.0591E-01	1.1741E+00	7.7697E+00	-5.2616E-01	1.9641E+00	9.0752E+00	8.4461E-02	-1.5240E-01	1.8292E+00
180	1.7893E-01	5.7143E-01	6.4796E+00	-3.2742E-01	1.7362E+00	1.4467E+01	6.6115E-02	-1.4365E-01	1.3958E+00
181	2.5566E-01	1.3703E-01	1.1416E+00	-5.9948E-01	1.6924E+00	9.5328E+00	7.2867E-02	-1.8385E-01	2.7607E+00
182	1.7215E-01	2.0073E-01	3.2624E+00	-3.5175E-01	2.4912E+00	2.5000E+01	4.9744E-02	-1.2303E-01	1.1148E+00
