idx	Nuv	auv	buv	Ndv	adv	bdv	Nub	Ndb	M1
1480	1.6817E-01	8.2388E-01	5.4823E+00	-4.1419E-01	2.3370E+00	1.5794E+01	7.0973E-02	-1.2706E-01	1.2996E+00
1481	1.7910E-01	5.9710E-01	5.0034E+00	-4.1677E-01	2.4277E+00	1.6387E+01	5.5610E-02	-1.3135E-01	1.3334E+00
1482	1.7094E-01	7.3475E-01	4.8582E+00	-4.1631E-01	2.3671E+00	1.5842E+01	7.1444E-02	-1.2942E-01	1.3391E+00
1483	1.7105E-01	5.4696E-01	4.8214E+00	-4.1581E-01	2.2826E+00	1.5486E+01	5.3907E-02	-1.2347E-01	1.3157E+00
1484	1.6852E-01	6.2595E-01	4.3170E+00	-4.1567E-01	2.3922E+00	1.5986E+01	8.0651E-02	-1.3150E-01	1.2910E+00
1485	1.6867E-01	5.1079E-01	4.2455E+00	-4.0921E-01	2.3449E+00	1.5933E+01	6.5442E-02	-1.3193E-01	1.3020E+00
1486	1.8390E-01	5.3273E-01	4.8553E+00	-4.1590E-01	2.3324E+00	1.5868E+01	3.7946E-02	-1.2355E-01	1.3466E+00
1487	1.7677E-01	9.3677E-01	9.0479E+00	-4.1468E-01	2.4248E+00	1.6721E+01	5.5679E-02	-1.2276E-01	1.3114E+00
1488	1.7619E-01	6.1136E-01	5.0160E+00	-4.1285E-01	2.3002E+00	1.5432E+01	5.6418E-02	-1.2519E-01	1.3029E+00
1489	1.7545E-01	7.4525E-01	6.5270E+00	-4.1619E-01	2.3898E+00	1.6332E+01	6.6418E-02	-1.2793E-01	1.3142E+00
1490	1.7413E-01	6.5163E-01	5.6926E+00	-4.1427E-01	2.4417E+00	1.6472E+01	5.2456E-02	-1.2560E-01	1.2899E+00
1491	1.7597E-01	6.6982E-01	4.9870E+00	-4.1657E-01	2.3447E+00	1.5631E+01	6.2022E-02	-1.2844E-01	1.3471E+00
1492	1.7911E-01	6.2164E-01	4.7012E+00	-4.1256E-01	2.3162E+00	1.5581E+01	4.7487E-02	-1.2214E-01	1.3561E+00
1493	1.8389E-01	7.6975E-01	4.8231E+00	-4.2203E-01	2.4852E+00	1.6757E+01	6.1773E-02	-1.2856E-01	1.3144E+00
1494	1.8037E-01	9.3188E-01	6.9787E+00	-4.2239E-01	2.5183E+00	1.7118E+01	5.9799E-02	-1.2519E-01	1.3466E+00
1495	1.8377E-01	4.8470E-01	5.7033E+00	-4.1033E-01	2.3662E+00	1.6156E+01	3.7686E-02	-1.2609E-01	1.3391E+00
1496	1.7506E-01	5.6344E-01	4.4663E+00	-4.1302E-01	2.3229E+00	1.5734E+01	5.9212E-02	-1.2720E-01	1.2764E+00
1497	1.7260E-01	8.4387E-01	6.4125E+00	-4.1472E-01	2.2875E+00	1.5429E+01	7.0183E-02	-1.2608E-01	1.3140E+00
1498	1.8513E-01	9.3898E-01	8.5367E+00	-4.1098E-01	2.3662E+00	1.6051E+01	5.1811E-02	-1.2591E-01	1.3308E+00
1499	1.7646E-01	4.3699E-01	4.0457E+00	-4.1303E-01	2.3570E+00	1.5708E+01	5.3698E-02	-1.2542E-01	1.3109E+00
1500	1.7796E-01	5.6219E-01	4.5647E+00	-4.1387E-01	2.2882E+00	1.5248E+01	5.9612E-02	-1.2847E-01	1.3133E+00
1501	1.7290E-01	4.2917E-01	4.6573E+00	-4.1485E-01	2.3857E+00	1.6111E+01	5.7905E-02	-1.2941E-01	1.2798E+00
1502	1.7554E-01	5.4008E-01	6.0651E+00	-4.0932E-01	2.2894E+00	1.5645E+01	5.2538E-02	-1.2874E-01	1.3243E+00
1503	1.7022E-01	8.0878E-01	5.5134E+00	-4.1524E-01	2.3275E+00	1.5669E+01	8.2229E-02	-1.2793E-01	1.2753E+00
1504	1.7887E-01	4.6445E-01	5.0250E+00	-4.1463E-01	2.2935E+00	1.5474E+01	4.2242E-02	-1.2684E-01	1.3635E+00
1505	1.6618E-01	4.5052E-01	4.2242E+00	-4.0614E-01	2.2146E+00	1.4991E+01	5.8770E-02	-1.2726E-01	1.3332E+00
1506	1.8333E-01	7.5189E-01	5.6388E+00	-4.1757E-01	2.4248E+00	1.6339E+01	6.6604E-02	-1.2869E-01	1.3193E+00
1507	1.6914E-01	6.3020E-01	6.0336E+00	-4.0797E-01	2.2633E+00	1.5295E+01	7.5042E-02	-1.2925E-01	1.3685E+00
1508	1.7789E-01	7.6498E-01	5.2246E+00	-4.1392E-01	2.3423E+00	1.5547E+01	7.8030E-02	-1.3140E-01	1.3258E+00
1509	1.8193E-01	7.7854E-01	6.0735E+00	-4.1653E-01	2.3581E+00	1.5906E+01	5.9516E-02	-1.2531E-01	1.3171E+00
1510	1.6719E-01	7.0012E-01	4.5908E+00	-4.1397E-01	2.3398E+00	1.5565E+01	6.3872E-02	-1.2559E-01	1.2952E+00
1511	1.6375E-01	8.3855E-01	6.8162E+00	-4.1067E-01	2.4202E+00	1.6522E+01	7.3931E-02	-1.2939E-01	1.2981E+00
1512	1.8036E-01	6.1464E-01	5.3478E+00	-4.1603E-01	2.3238E+00	1.5529E+01	4.4097E-02	-1.2421E-01	1.3738E+00
1513	1.8393E-01	8.7367E-01	5.8759E+00	-4.1724E-01	2.4016E+00	1.6088E+01	7.3608E-02	-1.2872E-01	1.2928E+00
1514	1.7700E-01	4.5360E-01	5.4064E+00	-4.1316E-01	2.3184E+00	1.5852E+01	5.4272E-02	-1.2637E-01	1.3423E+00
1515	1.7347E-01	5.8758E-01	5.4600E+00	-4.1924E-01	2.4553E+00	1.6826E+01	5.2714E-02	-1.2709E-01	1.3123E+00
1516	1.6078E-01	5.2798E-01	4.3324E+00	-4.1453E-01	2.3237E+00	1.5658E+01	7.8203E-02	-1.3139E-01	1.3485E+00
1517	1.5526E-01	6.2302E-01	5.1146E+00	-4.1224E-01	2.3381E+00	1.5959E+01	8.3412E-02	-1.2979E-01	1.2777E+00
1518	1.8274E-01	6.2387E-01	4.6682E+00	-4.1715E-01	2.3691E+00	1.5738E+01	4.8440E-02	-1.2659E-01	1.3718E+00
1519	1.6837E-01	5.6892E-01	4.8346E+00	-4.0906E-01	2.2401E+00	1.5206E+01	7.7499E-02	-1.2895E-01	1.3284E+00
1520	1.7698E-01	5.0788E-01	4.9560E+00	-4.1207E-01	2.3187E+00	1.5535E+01	4.8919E-02	-1.2611E-01	1.3297E+00
1521	1.6113E-01	5.5451E-01	4.4901E+00	-4.1206E-01	2.4220E+00	1.6408E+01	6.1401E-02	-1.2854E-01	1.3293E+00
1522	1.7106E-01	5.9238E-01	4.7524E+00	-4.1735E-01	2.4241E+00	1.6256E+01	6.1435E-02	-1.3074E-01	1.2934E+00
1523	1.7013E-01	1.2270E+00	1.2001E+01	-4.1126E-01	2.4630E+00	1.6889E+01	6.2083E-02	-1.2722E-01	1.3062E+00
1524	1.7462E-01	6.8295E-01	6.7449E+00	-4.1369E-01	2.4271E+00	1.6581E+01	5.5116E-02	-1.2633E-01	1.3201E+00
1525	1.6672E-01	6.7036E-01	5.7148E+00	-4.1199E-01	2.3267E+00	1.5849E+01	6.6806E-02	-1.2716E-01	1.2960E+00
1526	1.7072E-01	7.7243E-01	5.8328E+00	-4.1510E-01	2.3898E+00	1.5926E+01	6.2421E-02	-1.2977E-01	1.3470E+00
1527	1.7513E-01	4.5409E-01	5.1258E+00	-4.1318E-01	2.3334E+00	1.5835E+01	5.3633E-02	-1.2570E-01	1.2918E+00
1528	1.7769E-01	6.5223E-01	4.8982E+00	-4.1649E-01	2.3835E+00	1.5810E+01	5.9177E-02	-1.3034E-01	1.3101E+00
1529	1.6951E-01	7.0393E-01	5.5463E+00	-4.1836E-01	2.3613E+00	1.5744E+01	7.2230E-02	-1.2860E-01	1.3214E+00
1530	1.8281E-01	6.2686E-01	5.7390E+00	-4.1770E-01	2.3858E+00	1.5963E+01	4.0257E-02	-1.2428E-01	1.2847E+00
1531	1.7627E-01	4.7022E-01	4.0526E+00	-4.2354E-01	2.4631E+00	1.6744E+01	4.6050E-02	-1.2830E-01	1.3950E+00
1532	1.8105E-01	7.2872E-01	5.5011E+00	-4.1698E-01	2.4776E+00	1.6476E+01	5.9349E-02	-1.3079E-01	1.2968E+00
1533	1.7382E-01	5.2445E-01	5.1947E+00	-4.1309E-01	2.3542E+00	1.5923E+01	5.2362E-02	-1.2515E-01	1.2532E+00
1534	1.5897E-01	6.4641E-01	4.2211E+00	-4.1171E-01	2.4527E+00	1.6395E+01	8.7649E-02	-1.3678E-01	1.2752E+00
1535	1.6473E-01	7.8503E-01	6.5317E+00	-4.1423E-01	2.4669E+00	1.6582E+01	6.9747E-02	-1.2906E-01	1.3258E+00
1536	1.6836E-01	4.7215E-01	4.4598E+00	-4.1423E-01	2.3422E+00	1.5806E+01	6.2564E-02	-1.2716E-01	1.2988E+00
1537	1.7361E-01	5.2033E-01	4.9153E+00	-4.0796E-01	2.2954E+00	1.5606E+01	5.8468E-02	-1.2677E-01	1.3380E+00
1538	1.8485E-01	9.4213E-01	7.7144E+00	-4.1901E-01	2.4367E+00	1.6492E+01	4.9197E-02	-1.2299E-01	1.3093E+00
1539	1.7353E-01	6.4739E-01	5.9037E+00	-4.1010E-01	2.3783E+00	1.6148E+01	7.0147E-02	-1.3212E-01	1.3073E+00
1540	1.8397E-01	7.8516E-01	6.1836E+00	-4.2067E-01	2.4545E+00	1.6662E+01	3.9083E-02	-1.2409E-01	1.3655E+00
1541	1.5528E-01	6.3897E-01	4.9913E+00	-4.0850E-01	2.3635E+00	1.5781E+01	6.8707E-02	-1.2883E-01	1.3249E+00
1542	1.6932E-01	7.3924E-01	5.4548E+00	-4.1316E-01	2.4084E+00	1.6132E+01	6.4862E-02	-1.2879E-01	1.3309E+00
1543	1.7177E-01	7.1701E-01	5.6135E+00	-4.1097E-01	2.3127E+00	1.5581E+01	7.2332E-02	-1.2733E-01	1.3719E+00
1544	1.6933E-01	6.1386E-01	5.4877E+00	-4.1176E-01	2.3649E+00	1.6141E+01	4.8946E-02	-1.2411E-01	1.3053E+00
1545	1.7717E-01	8.0440E-01	9.6256E+00	-4.0779E-01	2.3908E+00	1.6512E+01	5.3487E-02	-1.2780E-01	1.2949E+00
1546	1.7363E-01	5.4707E-01	4.1470E+00	-4.1608E-01	2.4026E+00	1.6281E+01	7.1962E-02	-1.2882E-01	1.2855E+00
1547	1.6457E-01	5.8292E-01	5.4745E+00	-4.1114E-01	2.3285E+00	1.5779E+01	6.1708E-02	-1.2598E-01	1.3063E+00
1548	1.6567E-01	5.5451E-01	4.7317E+00	-4.1569E-01	2.4199E+00	1.6277E+01	6.6937E-02	-1.2716E-01	1.3149E+00
1549	1.6534E-01	4.5716E-01	4.4655E+00	-4.0662E-01	2.2488E+00	1.5037E+01	5.3314E-02	-1.2738E-01	1.3410E+00
1550	1.8383E-01	9.6461E-01	6.3982E+00	-4.1604E-01	2.3642E+00	1.5887E+01	6.9225E-02	-1.2752E-01	1.3206E+00
1551	1.8183E-01	6.0376E-01	4.5037E+00	-4.1226E-01	2.4053E+00	1.6182E+01	5.9156E-02	-1.2992E-01	1.3739E+00
1552	1.7373E-01	6.4079E-01	4.7817E+00	-4.1562E-01	2.3752E+00	1.5930E+01	4.7514E-02	-1.2463E-01	1.3152E+00
1553	1.7458E-01	5.5848E-01	5.0506E+00	-4.1300E-01	2.3650E+00	1.6215E+01	5.2608E-02	-1.2179E-01	1.2992E+00
1554	1.7241E-01	5.1102E-01	5.0851E+00	-4.1237E-01	2.2778E+00	1.5379E+01	5.3824E-02	-1.2705E-01	1.3376E+00
1555	1.7427E-01	3.9069E-01	4.2786E+00	-4.1391E-01	2.3117E+00	1.5784E+01	3.6600E-02	-1.2349E-01	1.2882E+00
1556	1.7198E-01	6.3311E-01	5.3041E+00	-4.1608E-01	2.3715E+00	1.5994E+01	5.7271E-02	-1.2574E-01	1.3485E+00
1557	1.6399E-01	5.9768E-01	4.8915E+00	-4.1001E-01	2.3996E+00	1.6227E+01	7.2879E-02	-1.3178E-01	1.3001E+00
1558	1.8138E-01	6.5147E-01	5.5781E+00	-4.1262E-01	2.3430E+00	1.5863E+01	5.1149E-02	-1.2605E-01	1.3421E+00
1559	1.8028E-01	5.2339E-01	5.6258E+00	-4.1534E-01	2.3471E+00	1.5992E+01	4.5047E-02	-1.2515E-01	1.3393E+00
1560	1.7100E-01	4.7000E-01	4.2420E+00	-4.1304E-01	2.3368E+00	1.5685E+01	6.4069E-02	-1.3032E-01	1.3264E+00
1561	1.8026E-01	1.0532E+00	7.5562E+00	-4.1301E-01	2.3606E+00	1.6016E+01	6.4958E-02	-1.2622E-01	1.2870E+00
1562	1.8401E-01	5.6855E-01	4.4775E+00	-4.1741E-01	2.3663E+00	1.5840E+01	5.6354E-02	-1.2778E-01	1.3099E+00
1563	1.7453E-01	4.1703E-01	4.0908E+00	-4.1291E-01	2.3464E+00	1.5763E+01	5.0161E-02	-1.2840E-01	1.3234E+00
1564	1.7479E-01	4.3143E-01	4.9516E+00	-4.1564E-01	2.3479E+00	1.5940E+01	5.3297E-02	-1.2785E-01	1.3029E+00
1565	1.6943E-01	5.0747E-01	4.3685E+00	-4.1118E-01	2.3385E+00	1.5817E+01	5.4219E-02	-1.2627E-01	1.2947E+00
1566	1.6787E-01	8.5631E-01	5.5637E+00	-4.1729E-01	2.3499E+00	1.5780E+01	8.5095E-02	-1.3027E-01	1.3711E+00
1567	1.9127E-01	2.4414E-01	3.8841E+00	-4.1519E-01	2.2576E+00	1.5180E+01	3.0504E-02	-1.2690E-01	1.3162E+00
1568	1.8042E-01	5.3887E-01	4.9072E+00	-4.1322E-01	2.3026E+00	1.5598E+01	5.2696E-02	-1.2878E-01	1.2868E+00
1569	1.6475E-01	5.1971E-01	4.5851E+00	-4.0970E-01	2.3552E+00	1.5989E+01	6.7244E-02	-1.3095E-01	1.3407E+00
1570	1.6949E-01	6.1923E-01	4.6998E+00	-4.0967E-01	2.3980E+00	1.6139E+01	7.4439E-02	-1.3179E-01	1.3212E+00
1571	1.7461E-01	5.3208E-01	5.0476E+00	-4.1713E-01	2.3457E+00	1.5896E+01	4.7536E-02	-1.2385E-01	1.3154E+00
1572	1.7396E-01	5.3402E-01	5.3946E+00	-4.1440E-01	2.2998E+00	1.5380E+01	4.9927E-02	-1.2512E-01	1.3219E+00
1573	1.7340E-01	6.7881E-01	5.3523E+00	-4.1236E-01	2.3670E+00	1.6003E+01	7.0535E-02	-1.3056E-01	1.2944E+00
1574	1.5835E-01	6.8907E-01	4.9543E+00	-4.1304E-01	2.3146E+00	1.5656E+01	7.6111E-02	-1.2963E-01	1.3494E+00
1575	1.5947E-01	6.0689E-01	5.6558E+00	-4.1068E-01	2.3742E+00	1.6016E+01	6.1667E-02	-1.3078E-01	1.2865E+00
1576	1.7407E-01	5.4843E-01	4.5909E+00	-4.1487E-01	2.3820E+00	1.5813E+01	5.7201E-02	-1.2894E-01	1.3067E+00
1577	1.6496E-01	7.0676E-01	4.7112E+00	-4.1294E-01	2.4487E+00	1.6288E+01	7.2123E-02	-1.3377E-01	1.2923E+00
1578	1.6383E-01	7.7029E-01	6.2068E+00	-4.1424E-01	2.4577E+00	1.6749E+01	7.1410E-02	-1.2882E-01	1.2847E+00
1579	1.6836E-01	6.8008E-01	4.9887E+00	-4.0859E-01	2.3491E+00	1.5780E+01	6.8917E-02	-1.3090E-01	1.3450E+00
1580	1.7543E-01	6.9890E-01	4.3715E+00	-4.1680E-01	2.4220E+00	1.6086E+01	7.5354E-02	-1.3646E-01	1.3575E+00
1581	1.8693E-01	6.1035E-01	5.0692E+00	-4.1514E-01	2.3400E+00	1.5806E+01	4.5637E-02	-1.2478E-01	1.2987E+00
1582	1.7488E-01	8.3189E-01	4.5926E+00	-4.1616E-01	2.3721E+00	1.5682E+01	8.1193E-02	-1.3243E-01	1.3235E+00
1583	1.7354E-01	6.3901E-01	4.9827E+00	-4.1951E-01	2.3476E+00	1.5760E+01	6.1684E-02	-1.2703E-01	1.2909E+00
1584	1.6867E-01	6.1613E-01	5.2645E+00	-4.1492E-01	2.2928E+00	1.5531E+01	6.8190E-02	-1.2587E-01	1.3295E+00
1585	1.7361E-01	1.1139E+00	8.9426E+00	-4.1229E-01	2.3662E+00	1.6029E+01	7.2660E-02	-1.3123E-01	1.2910E+00
1586	1.6361E-01	5.8347E-01	4.4925E+00	-4.0973E-01	2.4518E+00	1.6835E+01	6.6424E-02	-1.3042E-01	1.3213E+00
1587	1.6640E-01	5.7768E-01	4.4717E+00	-4.1803E-01	2.3396E+00	1.5609E+01	6.4513E-02	-1.3028E-01	1.3877E+00
1588	1.7715E-01	4.6943E-01	4.6618E+00	-4.1662E-01	2.3546E+00	1.5971E+01	5.2415E-02	-1.2310E-01	1.3332E+00
1589	1.6297E-01	4.7051E-01	4.8768E+00	-4.1071E-01	2.3790E+00	1.6222E+01	6.3653E-02	-1.2979E-01	1.3513E+00
1590	1.7080E-01	6.0307E-01	4.2380E+00	-4.1391E-01	2.3585E+00	1.5915E+01	6.2287E-02	-1.3051E-01	1.3560E+00
1591	1.8456E-01	7.0701E-01	5.6882E+00	-4.1929E-01	2.3741E+00	1.6110E+01	4.5474E-02	-1.2290E-01	1.2978E+00
1592	1.7790E-01	5.3319E-01	4.9446E+00	-4.1310E-01	2.5122E+00	1.7069E+01	4.2355E-02	-1.2666E-01	1.3087E+00
1593	1.8027E-01	7.5719E-01	6.0170E+00	-4.2001E-01	2.3468E+00	1.5848E+01	4.5096E-02	-1.2254E-01	1.3423E+00
1594	1.6376E-01	4.6785E-01	3.9410E+00	-4.0952E-01	2.3107E+00	1.5598E+01	5.4081E-02	-1.2596E-01	1.3127E+00
1595	1.8239E-01	8.3856E-01	5.7876E+00	-4.1619E-01	2.3592E+00	1.5622E+01	7.1156E-02	-1.3018E-01	1.3091E+00
1596	1.7186E-01	5.3223E-01	5.3757E+00	-4.1360E-01	2.3424E+00	1.5698E+01	5.9816E-02	-1.2976E-01	1.3268E+00
1597	1.7511E-01	6.0776E-01	5.0436E+00	-4.1311E-01	2.3005E+00	1.5404E+01	5.5472E-02	-1.2670E-01	1.3249E+00
1598	1.8456E-01	7.6769E-01	5.3758E+00	-4.2079E-01	2.3185E+00	1.5499E+01	6.0213E-02	-1.2461E-01	1.3060E+00
1599	1.6498E-01	1.1433E+00	7.9755E+00	-4.1809E-01	2.4913E+00	1.6711E+01	7.5411E-02	-1.3055E-01	1.3673E+00
1600	1.8111E-01	5.5559E-01	4.4773E+00	-4.2220E-01	2.3945E+00	1.6056E+01	5.4450E-02	-1.2646E-01	1.3822E+00
1601	1.6946E-01	4.9794E-01	4.8667E+00	-4.1391E-01	2.3900E+00	1.6235E+01	5.5275E-02	-1.2807E-01	1.3373E+00
1602	1.6494E-01	6.3826E-01	4.8231E+00	-4.1369E-01	2.4026E+00	1.6262E+01	7.2258E-02	-1.3159E-01	1.2620E+00
1603	1.6825E-01	8.7961E-01	5.7945E+00	-4.1574E-01	2.3664E+00	1.5858E+01	6.6779E-02	-1.2571E-01	1.3529E+00
1604	1.7932E-01	6.6534E-01	5.3664E+00	-4.1858E-01	2.2237E+00	1.5155E+01	7.2528E-02	-1.2441E-01	1.2708E+00
1605	1.6100E-01	6.6631E-01	5.4124E+00	-4.1497E-01	2.4643E+00	1.6506E+01	6.4848E-02	-1.2989E-01	1.2881E+00
1606	1.8913E-01	7.1920E-01	5.6740E+00	-4.1671E-01	2.3365E+00	1.5708E+01	5.7379E-02	-1.2432E-01	1.3439E+00
1607	1.7218E-01	3.5473E-01	3.7346E+00	-4.1294E-01	2.3430E+00	1.5838E+01	5.6474E-02	-1.2783E-01	1.3620E+00
1608	1.8172E-01	4.8871E-01	4.7367E+00	-4.0915E-01	2.2853E+00	1.5470E+01	5.1388E-02	-1.2553E-01	1.3443E+00
1609	1.8435E-01	7.4995E-01	5.5288E+00	-4.1089E-01	2.2693E+00	1.5442E+01	5.9255E-02	-1.2553E-01	1.3272E+00
1610	1.8057E-01	6.0799E-01	5.1440E+00	-4.1502E-01	2.3803E+00	1.5960E+01	5.0001E-02	-1.2647E-01	1.3253E+00
1611	1.8082E-01	6.5004E-01	5.1406E+00	-4.1583E-01	2.2769E+00	1.5297E+01	5.9338E-02	-1.2712E-01	1.2933E+00
1612	1.7273E-01	6.9936E-01	4.8904E+00	-4.1615E-01	2.3995E+00	1.6195E+01	7.5886E-02	-1.2829E-01	1.3644E+00
1613	1.6733E-01	4.8606E-01	4.4184E+00	-4.1394E-01	2.3069E+00	1.5612E+01	6.2007E-02	-1.2640E-01	1.2910E+00
1614	1.7422E-01	3.5039E-01	5.0212E+00	-4.1354E-01	2.4724E+00	1.6831E+01	4.0473E-02	-1.2769E-01	1.3392E+00
1615	1.6765E-01	7.1494E-01	6.2745E+00	-4.1552E-01	2.4385E+00	1.6470E+01	6.1984E-02	-1.2669E-01	1.3442E+00
1616	1.7738E-01	5.4380E-01	4.4550E+00	-4.1206E-01	2.2289E+00	1.4908E+01	5.4441E-02	-1.2607E-01	1.3037E+00
1617	1.7491E-01	6.6342E-01	5.0326E+00	-4.1657E-01	2.3901E+00	1.5793E+01	6.7183E-02	-1.3101E-01	1.3424E+00
1618	1.7827E-01	6.7448E-01	5.5911E+00	-4.1697E-01	2.2795E+00	1.5344E+01	6.3325E-02	-1.2392E-01	1.3177E+00
1619	1.7505E-01	4.6269E-01	4.5669E+00	-4.1500E-01	2.4162E+00	1.6388E+01	5.5502E-02	-1.2635E-01	1.3169E+00
1620	1.7620E-01	4.8019E-01	4.5519E+00	-4.1255E-01	2.3925E+00	1.6014E+01	5.7789E-02	-1.2883E-01	1.2851E+00
1621	1.6421E-01	6.2653E-01	5.1540E+00	-4.1066E-01	2.4022E+00	1.6321E+01	6.5341E-02	-1.2963E-01	1.3404E+00
1622	1.6313E-01	4.9234E-01	4.1589E+00	-4.1144E-01	2.2974E+00	1.5477E+01	4.9487E-02	-1.2673E-01	1.3234E+00
1623	1.6902E-01	4.6732E-01	4.0330E+00	-4.1041E-01	2.4400E+00	1.6365E+01	6.6794E-02	-1.3445E-01	1.3366E+00
1624	1.8762E-01	6.5533E-01	5.0260E+00	-4.1297E-01	2.3422E+00	1.5736E+01	6.3234E-02	-1.3250E-01	1.3482E+00
1625	1.7372E-01	5.4268E-01	5.2726E+00	-4.1566E-01	2.3846E+00	1.6105E+01	4.6738E-02	-1.2352E-01	1.2953E+00
1626	1.8238E-01	7.0041E-01	5.0281E+00	-4.1700E-01	2.3693E+00	1.6119E+01	7.5138E-02	-1.2660E-01	1.2877E+00
1627	1.7660E-01	6.3364E-01	5.0976E+00	-4.1870E-01	2.4914E+00	1.6822E+01	5.0601E-02	-1.2516E-01	1.3324E+00
1628	1.6599E-01	7.9290E-01	5.8346E+00	-4.1344E-01	2.4434E+00	1.6423E+01	8.0103E-02	-1.3201E-01	1.2589E+00
1629	1.6529E-01	6.3475E-01	5.5060E+00	-4.1720E-01	2.4043E+00	1.6472E+01	7.2020E-02	-1.3032E-01	1.3374E+00
1630	1.7688E-01	7.9764E-01	5.7729E+00	-4.1786E-01	2.4029E+00	1.6145E+01	6.2603E-02	-1.2491E-01	1.2991E+00
1631	1.9073E-01	6.0898E-01	4.9808E+00	-4.1814E-01	2.3532E+00	1.5676E+01	4.6107E-02	-1.2729E-01	1.3098E+00
1632	1.7410E-01	4.6345E-01	4.9129E+00	-4.1272E-01	2.3287E+00	1.6045E+01	5.8666E-02	-1.2552E-01	1.2676E+00
1633	1.6724E-01	7.4254E-01	5.5041E+00	-4.0964E-01	2.3050E+00	1.5448E+01	6.7961E-02	-1.2987E-01	1.3406E+00
1634	1.5291E-01	6.6277E-01	4.7481E+00	-4.1103E-01	2.3650E+00	1.6104E+01	8.0204E-02	-1.3020E-01	1.2983E+00
1635	1.7985E-01	6.1503E-01	4.9232E+00	-4.1561E-01	2.3218E+00	1.5629E+01	5.4115E-02	-1.3009E-01	1.3783E+00
1636	1.5903E-01	5.5858E-01	4.6809E+00	-4.1550E-01	2.3197E+00	1.5870E+01	6.7389E-02	-1.2497E-01	1.3482E+00
1637	1.7527E-01	7.2969E-01	6.7681E+00	-4.1500E-01	2.4134E+00	1.6356E+01	5.9665E-02	-1.3049E-01	1.3352E+00
1638	1.7053E-01	4.4289E-01	4.4553E+00	-4.0818E-01	2.3001E+00	1.5372E+01	5.8047E-02	-1.2935E-01	1.3151E+00
1639	1.7884E-01	5.6262E-01	5.0143E+00	-4.1741E-01	2.3459E+00	1.5776E+01	4.5149E-02	-1.2425E-01	1.3094E+00
1640	1.7544E-01	5.6390E-01	4.9766E+00	-4.1018E-01	2.3605E+00	1.5972E+01	5.1705E-02	-1.2766E-01	1.3194E+00
1641	1.7039E-01	4.7301E-01	4.4270E+00	-4.1838E-01	2.4254E+00	1.6333E+01	6.6464E-02	-1.3099E-01	1.3304E+00
1642	1.6822E-01	8.8614E-01	7.1402E+00	-4.1496E-01	2.4446E+00	1.6433E+01	6.8818E-02	-1.2899E-01	1.2866E+00
1643	1.6570E-01	5.7535E-01	4.5777E+00	-4.1955E-01	2.3072E+00	1.5353E+01	7.5867E-02	-1.2895E-01	1.3659E+00
1644	1.7954E-01	9.0381E-01	6.5077E+00	-4.1193E-01	2.3849E+00	1.5954E+01	6.3241E-02	-1.2975E-01	1.3399E+00
1645	1.7427E-01	6.9439E-01	5.7345E+00	-4.1405E-01	2.4627E+00	1.6739E+01	6.1865E-02	-1.2958E-01	1.3218E+00
1646	1.8012E-01	8.1178E-01	5.1888E+00	-4.1690E-01	2.3923E+00	1.5903E+01	6.6017E-02	-1.2859E-01	1.2910E+00
1647	1.6431E-01	4.2258E-01	4.0559E+00	-4.1252E-01	2.3344E+00	1.5786E+01	5.9086E-02	-1.2725E-01	1.3106E+00
1648	1.7060E-01	5.7627E-01	4.6613E+00	-4.1249E-01	2.3526E+00	1.5733E+01	5.1826E-02	-1.2889E-01	1.2842E+00
1649	1.6073E-01	4.5243E-01	4.3683E+00	-4.0891E-01	2.3487E+00	1.6027E+01	5.8946E-02	-1.2634E-01	1.3414E+00
1650	1.7599E-01	9.0650E-01	6.5756E+00	-4.1394E-01	2.3306E+00	1.5788E+01	7.2785E-02	-1.2890E-01	1.3174E+00
1651	1.6702E-01	4.7796E-01	4.7039E+00	-4.1383E-01	2.4234E+00	1.6512E+01	6.3745E-02	-1.2838E-01	1.3172E+00
1652	1.7544E-01	4.1998E-01	4.7570E+00	-4.1100E-01	2.4659E+00	1.6756E+01	4.4244E-02	-1.2625E-01	1.3252E+00
1653	1.6847E-01	5.1164E-01	3.9373E+00	-4.1492E-01	2.2569E+00	1.5192E+01	6.0007E-02	-1.2665E-01	1.3100E+00
1654	1.6640E-01	5.3170E-01	4.8607E+00	-4.1447E-01	2.3696E+00	1.5990E+01	5.7052E-02	-1.2455E-01	1.3259E+00
1655	1.7957E-01	6.8636E-01	5.6856E+00	-4.1781E-01	2.3022E+00	1.5599E+01	6.7032E-02	-1.2653E-01	1.3698E+00
1656	1.6607E-01	4.4737E-01	3.9472E+00	-4.1363E-01	2.4146E+00	1.6292E+01	6.5948E-02	-1.3101E-01	1.3824E+00
1657	1.7375E-01	6.5383E-01	4.8684E+00	-4.1415E-01	2.2887E+00	1.5289E+01	5.7433E-02	-1.2661E-01	1.3590E+00
1658	1.6159E-01	5.2429E-01	4.4289E+00	-4.1382E-01	2.3968E+00	1.6074E+01	6.2723E-02	-1.3083E-01	1.2553E+00
1659	1.8496E-01	5.6209E-01	5.1292E+00	-4.1788E-01	2.2630E+00	1.5244E+01	4.9273E-02	-1.2244E-01	1.3361E+00
1660	1.5530E-01	4.5102E-01	4.1808E+00	-4.0810E-01	2.4193E+00	1.6476E+01	6.1970E-02	-1.2898E-01	1.3612E+00
