idx	Nuv	auv	buv	Ndv	adv	bdv	Nub	Ndb	M1
0	1.7540E-01	5.7242E-01	5.0622E+00	-4.0987E-01	2.3420E+00	1.6039E+01	4.9837E-02	-1.2523E-01	1.3232E+00
1	1.7489E-01	7.3745E-01	7.0355E+00	-4.1122E-01	2.3792E+00	1.6112E+01	6.3624E-02	-1.2770E-01	1.3209E+00
2	1.7912E-01	5.3999E-01	4.4420E+00	-4.1872E-01	2.3866E+00	1.5934E+01	4.6966E-02	-1.2543E-01	1.3330E+00
3	1.7415E-01	6.5434E-01	5.1651E+00	-4.1351E-01	2.3275E+00	1.5684E+01	7.2097E-02	-1.2915E-01	1.3255E+00
4	1.7111E-01	4.0529E-01	4.2321E+00	-4.1010E-01	2.3643E+00	1.6137E+01	5.1412E-02	-1.2811E-01	1.2936E+00
5	1.7707E-01	6.8001E-01	5.7387E+00	-4.1343E-01	2.3516E+00	1.5960E+01	5.6622E-02	-1.2575E-01	1.3273E+00
6	1.7560E-01	8.0720E-01	5.4744E+00	-4.1764E-01	2.3925E+00	1.6050E+01	6.7448E-02	-1.2507E-01	1.3043E+00
7	1.8287E-01	5.2685E-01	4.6386E+00	-4.1342E-01	2.3661E+00	1.5965E+01	6.0156E-02	-1.2885E-01	1.2891E+00
8	1.7135E-01	1.1297E+00	9.2472E+00	-4.1276E-01	2.4017E+00	1.6306E+01	7.8240E-02	-1.3128E-01	1.2812E+00
9	1.7055E-01	5.9009E-01	5.3176E+00	-4.1211E-01	2.3744E+00	1.6117E+01	5.7217E-02	-1.2706E-01	1.2796E+00
10	1.5663E-01	1.0329E+00	7.8768E+00	-4.1420E-01	2.3965E+00	1.6239E+01	9.3009E-02	-1.2912E-01	1.3129E+00
11	1.6935E-01	8.7357E-01	8.3200E+00	-4.1474E-01	2.4851E+00	1.6976E+01	5.6946E-02	-1.2673E-01	1.3103E+00
12	1.5363E-01	5.9797E-01	4.8809E+00	-4.1001E-01	2.4237E+00	1.6398E+01	7.0570E-02	-1.2977E-01	1.3465E+00
13	1.6456E-01	4.5882E-01	3.7639E+00	-4.1515E-01	2.3356E+00	1.5748E+01	6.3681E-02	-1.3115E-01	1.3073E+00
14	1.6836E-01	7.2800E-01	5.7218E+00	-4.1223E-01	2.3575E+00	1.5783E+01	6.5819E-02	-1.2906E-01	1.3000E+00
15	1.7044E-01	7.8206E-01	5.4275E+00	-4.1470E-01	2.3969E+00	1.6091E+01	7.1974E-02	-1.3118E-01	1.3412E+00
16	1.7273E-01	6.1342E-01	4.3757E+00	-4.1653E-01	2.3697E+00	1.5937E+01	6.6280E-02	-1.3019E-01	1.3285E+00
17	1.8091E-01	5.2520E-01	4.9333E+00	-4.1245E-01	2.3853E+00	1.6155E+01	5.0007E-02	-1.3032E-01	1.3389E+00
18	1.7153E-01	4.9674E-01	4.8513E+00	-4.0923E-01	2.3552E+00	1.5960E+01	6.1222E-02	-1.3121E-01	1.3240E+00
19	1.7817E-01	5.8042E-01	4.6981E+00	-4.1737E-01	2.4456E+00	1.6536E+01	5.5943E-02	-1.2910E-01	1.3162E+00
20	1.7984E-01	7.7378E-01	5.3169E+00	-4.1638E-01	2.3179E+00	1.5619E+01	5.8380E-02	-1.2370E-01	1.2911E+00
21	1.6934E-01	6.6807E-01	4.8042E+00	-4.1578E-01	2.3587E+00	1.5858E+01	6.6883E-02	-1.3023E-01	1.3252E+00
22	1.8445E-01	4.3258E-01	4.4369E+00	-4.1211E-01	2.3489E+00	1.5848E+01	3.1348E-02	-1.2356E-01	1.3203E+00
23	1.7216E-01	6.1687E-01	4.2718E+00	-4.1525E-01	2.3518E+00	1.5720E+01	6.9016E-02	-1.2881E-01	1.3563E+00
24	1.7717E-01	5.3975E-01	4.4235E+00	-4.1449E-01	2.3384E+00	1.5768E+01	5.9903E-02	-1.2849E-01	1.3010E+00
25	1.6603E-01	5.4436E-01	4.9158E+00	-4.1033E-01	2.3816E+00	1.6036E+01	4.7537E-02	-1.2576E-01	1.2920E+00
26	1.6151E-01	5.9594E-01	4.6950E+00	-4.1606E-01	2.5133E+00	1.6781E+01	6.1490E-02	-1.2946E-01	1.3086E+00
27	1.7568E-01	7.3374E-01	5.2326E+00	-4.1463E-01	2.4163E+00	1.6063E+01	6.8043E-02	-1.3175E-01	1.2909E+00
28	1.7566E-01	6.5804E-01	5.7218E+00	-4.1763E-01	2.3871E+00	1.5999E+01	5.1637E-02	-1.2730E-01	1.3525E+00
29	1.7060E-01	6.1321E-01	4.8800E+00	-4.1633E-01	2.3048E+00	1.5426E+01	6.7295E-02	-1.2893E-01	1.3410E+00
30	1.7024E-01	7.5624E-01	5.4557E+00	-4.1358E-01	2.3710E+00	1.6023E+01	6.8275E-02	-1.2962E-01	1.3608E+00
31	1.7841E-01	7.6257E-01	6.1033E+00	-4.1591E-01	2.3486E+00	1.5804E+01	6.9054E-02	-1.2886E-01	1.2699E+00
32	1.6046E-01	4.1942E-01	3.9984E+00	-4.0978E-01	2.2353E+00	1.5192E+01	7.3720E-02	-1.2949E-01	1.3415E+00
33	1.8000E-01	5.7198E-01	4.8789E+00	-4.1383E-01	2.2778E+00	1.5251E+01	5.5231E-02	-1.2588E-01	1.3442E+00
34	1.7894E-01	7.8773E-01	7.5854E+00	-4.1529E-01	2.3536E+00	1.6154E+01	5.2638E-02	-1.2330E-01	1.3087E+00
35	1.7563E-01	5.0601E-01	4.3525E+00	-4.1619E-01	2.3849E+00	1.5947E+01	4.9082E-02	-1.2534E-01	1.3151E+00
36	1.7498E-01	4.4682E-01	4.6423E+00	-4.1553E-01	2.3556E+00	1.5981E+01	4.8586E-02	-1.2366E-01	1.3434E+00
37	1.8754E-01	7.3696E-01	5.6270E+00	-4.1993E-01	2.3371E+00	1.5608E+01	6.1072E-02	-1.2774E-01	1.3762E+00
38	1.6989E-01	4.8346E-01	4.4090E+00	-4.0938E-01	2.3600E+00	1.6113E+01	6.0522E-02	-1.2897E-01	1.3336E+00
39	1.7717E-01	5.9767E-01	4.9095E+00	-4.1706E-01	2.3300E+00	1.5485E+01	6.1482E-02	-1.2934E-01	1.3018E+00
40	1.7203E-01	6.1986E-01	4.6863E+00	-4.1910E-01	2.3802E+00	1.6148E+01	7.1319E-02	-1.2836E-01	1.3411E+00
41	1.6970E-01	1.0058E+00	8.6818E+00	-4.1705E-01	2.4092E+00	1.6296E+01	7.4218E-02	-1.2575E-01	1.2912E+00
42	1.7430E-01	7.6497E-01	6.4102E+00	-4.1436E-01	2.3572E+00	1.6040E+01	6.0066E-02	-1.2475E-01	1.2931E+00
43	1.6889E-01	5.8964E-01	5.0130E+00	-4.1373E-01	2.4238E+00	1.6287E+01	6.2106E-02	-1.2914E-01	1.3448E+00
44	1.7392E-01	6.3670E-01	4.8549E+00	-4.1603E-01	2.4180E+00	1.6141E+01	6.5855E-02	-1.3238E-01	1.3662E+00
45	1.6863E-01	1.0264E+00	9.3033E+00	-4.1244E-01	2.3385E+00	1.5845E+01	6.9515E-02	-1.2392E-01	1.2976E+00
46	1.7821E-01	6.4374E-01	5.4268E+00	-4.1351E-01	2.3052E+00	1.5507E+01	5.7596E-02	-1.2633E-01	1.2948E+00
47	1.5956E-01	5.4712E-01	4.5653E+00	-4.1167E-01	2.4549E+00	1.6626E+01	7.5253E-02	-1.3489E-01	1.3193E+00
48	1.7524E-01	4.4544E-01	4.3174E+00	-4.1365E-01	2.3750E+00	1.6056E+01	4.5267E-02	-1.2943E-01	1.3325E+00
49	1.5788E-01	6.2378E-01	6.0763E+00	-4.1116E-01	2.3304E+00	1.5846E+01	6.4866E-02	-1.2855E-01	1.2984E+00
50	1.7153E-01	5.3180E-01	4.6080E+00	-4.1466E-01	2.4976E+00	1.6793E+01	5.5591E-02	-1.3254E-01	1.3319E+00
51	1.8252E-01	7.4788E-01	6.2000E+00	-4.1304E-01	2.2969E+00	1.5513E+01	5.5123E-02	-1.2279E-01	1.3396E+00
52	1.7293E-01	4.8467E-01	4.4374E+00	-4.1614E-01	2.3467E+00	1.5753E+01	4.6676E-02	-1.2611E-01	1.3234E+00
53	1.7339E-01	6.7705E-01	4.6886E+00	-4.2308E-01	2.3886E+00	1.6021E+01	7.3200E-02	-1.3053E-01	1.3230E+00
54	1.6771E-01	5.9940E-01	5.2562E+00	-4.1110E-01	2.2963E+00	1.5336E+01	5.3120E-02	-1.2712E-01	1.2970E+00
55	1.7998E-01	6.2799E-01	5.3448E+00	-4.1613E-01	2.3591E+00	1.5928E+01	4.7802E-02	-1.2263E-01	1.3304E+00
56	1.6707E-01	7.2527E-01	5.5932E+00	-4.1738E-01	2.3853E+00	1.6098E+01	6.5948E-02	-1.2625E-01	1.3168E+00
57	1.6915E-01	6.4137E-01	5.4721E+00	-4.1661E-01	2.3760E+00	1.6187E+01	5.2927E-02	-1.2204E-01	1.3237E+00
58	1.7251E-01	7.6973E-01	6.7136E+00	-4.1455E-01	2.3435E+00	1.6019E+01	5.8283E-02	-1.2511E-01	1.3144E+00
59	1.7477E-01	5.3432E-01	5.0914E+00	-4.1533E-01	2.3512E+00	1.5945E+01	5.2891E-02	-1.2607E-01	1.3163E+00
60	1.8366E-01	8.7607E-01	5.1142E+00	-4.1970E-01	2.3923E+00	1.5841E+01	8.1539E-02	-1.2777E-01	1.3478E+00
61	1.7575E-01	7.1115E-01	6.8155E+00	-4.1229E-01	2.3722E+00	1.6158E+01	5.3570E-02	-1.2516E-01	1.3030E+00
62	1.6570E-01	4.6802E-01	4.5281E+00	-4.1553E-01	2.5123E+00	1.6888E+01	6.0139E-02	-1.2989E-01	1.3060E+00
63	1.7699E-01	8.0327E-01	7.2404E+00	-4.1744E-01	2.3442E+00	1.5991E+01	5.0727E-02	-1.2240E-01	1.3328E+00
64	1.6872E-01	5.3462E-01	4.3260E+00	-4.1150E-01	2.3737E+00	1.5951E+01	5.0165E-02	-1.2895E-01	1.3046E+00
65	1.6205E-01	6.1071E-01	4.5463E+00	-4.1047E-01	2.3705E+00	1.6031E+01	6.0312E-02	-1.2798E-01	1.3214E+00
66	1.7961E-01	5.6627E-01	5.1406E+00	-4.1355E-01	2.2857E+00	1.5434E+01	5.2242E-02	-1.2414E-01	1.3340E+00
67	1.6858E-01	7.0345E-01	5.5440E+00	-4.1256E-01	2.4062E+00	1.6504E+01	6.6666E-02	-1.2840E-01	1.3224E+00
68	1.7497E-01	6.4827E-01	5.8228E+00	-4.0850E-01	2.3073E+00	1.5562E+01	6.5391E-02	-1.2908E-01	1.3251E+00
69	1.7987E-01	5.7552E-01	4.8736E+00	-4.1460E-01	2.3411E+00	1.5802E+01	4.3656E-02	-1.2271E-01	1.2991E+00
70	1.7968E-01	8.3030E-01	5.9769E+00	-4.1691E-01	2.3872E+00	1.6211E+01	5.0591E-02	-1.2372E-01	1.3004E+00
71	1.7324E-01	8.4004E-01	5.5196E+00	-4.1834E-01	2.3668E+00	1.5903E+01	6.5928E-02	-1.2817E-01	1.3215E+00
72	1.7230E-01	3.9191E-01	4.4684E+00	-4.1363E-01	2.3984E+00	1.6175E+01	5.4208E-02	-1.2784E-01	1.3280E+00
73	1.7091E-01	4.9169E-01	4.0502E+00	-4.1338E-01	2.3773E+00	1.6046E+01	6.0625E-02	-1.2768E-01	1.3237E+00
74	1.7844E-01	7.0084E-01	4.8504E+00	-4.2026E-01	2.4378E+00	1.6357E+01	5.2281E-02	-1.2542E-01	1.3330E+00
75	1.6953E-01	8.9631E-01	7.0300E+00	-4.1288E-01	2.3924E+00	1.6119E+01	6.5599E-02	-1.2922E-01	1.2853E+00
76	1.7201E-01	5.4917E-01	5.0633E+00	-4.1669E-01	2.4477E+00	1.6638E+01	4.8085E-02	-1.2454E-01	1.2976E+00
77	1.7210E-01	6.2623E-01	4.8558E+00	-4.1170E-01	2.3841E+00	1.5909E+01	5.4475E-02	-1.2850E-01	1.3320E+00
78	1.7731E-01	6.1133E-01	4.8005E+00	-4.1881E-01	2.4261E+00	1.6223E+01	6.6350E-02	-1.2802E-01	1.3294E+00
79	1.7235E-01	5.3908E-01	4.9176E+00	-4.1378E-01	2.2740E+00	1.5424E+01	5.7626E-02	-1.2498E-01	1.3079E+00
80	1.7188E-01	6.3488E-01	5.6252E+00	-4.0893E-01	2.4242E+00	1.6350E+01	5.4163E-02	-1.2703E-01	1.2861E+00
81	1.6500E-01	6.4772E-01	4.6197E+00	-4.1635E-01	2.3095E+00	1.5451E+01	7.7264E-02	-1.2927E-01	1.3297E+00
82	1.6947E-01	7.5793E-01	5.7831E+00	-4.1061E-01	2.3241E+00	1.5642E+01	6.0667E-02	-1.2636E-01	1.3081E+00
83	1.8211E-01	5.7075E-01	4.8661E+00	-4.1413E-01	2.2765E+00	1.5310E+01	5.7525E-02	-1.2516E-01	1.2731E+00
84	1.6610E-01	1.0066E+00	7.1306E+00	-4.1359E-01	2.3291E+00	1.5637E+01	8.0660E-02	-1.2684E-01	1.3284E+00
85	1.8275E-01	8.4620E-01	6.3839E+00	-4.1513E-01	2.3186E+00	1.5669E+01	5.1539E-02	-1.2114E-01	1.3092E+00
86	1.7209E-01	5.7096E-01	5.9671E+00	-4.1318E-01	2.4079E+00	1.6359E+01	5.2565E-02	-1.2561E-01	1.3231E+00
87	1.6152E-01	4.9488E-01	4.2843E+00	-4.0971E-01	2.2923E+00	1.5391E+01	6.8263E-02	-1.2916E-01	1.3041E+00
88	1.6809E-01	6.7965E-01	5.4659E+00	-4.1209E-01	2.3849E+00	1.6162E+01	6.8810E-02	-1.2922E-01	1.3226E+00
89	1.7537E-01	9.6290E-01	1.1519E+01	-4.0848E-01	2.3483E+00	1.6292E+01	6.7413E-02	-1.2659E-01	1.2922E+00
90	1.6577E-01	6.6980E-01	5.1702E+00	-4.1516E-01	2.3798E+00	1.6152E+01	6.5917E-02	-1.2797E-01	1.3493E+00
91	1.7614E-01	9.2271E-01	6.9610E+00	-4.1650E-01	2.3641E+00	1.6033E+01	5.8746E-02	-1.2240E-01	1.3265E+00
92	1.6643E-01	5.0497E-01	4.4976E+00	-4.1230E-01	2.2777E+00	1.5160E+01	6.1422E-02	-1.2426E-01	1.2976E+00
93	1.7870E-01	6.6120E-01	6.2745E+00	-4.1623E-01	2.3220E+00	1.5903E+01	4.2074E-02	-1.2047E-01	1.3499E+00
94	1.6801E-01	8.2995E-01	4.8565E+00	-4.1179E-01	2.3539E+00	1.5781E+01	7.7177E-02	-1.3090E-01	1.3446E+00
95	1.7405E-01	7.2017E-01	4.9125E+00	-4.1357E-01	2.2613E+00	1.5053E+01	6.7400E-02	-1.2883E-01	1.3306E+00
96	1.7313E-01	6.9781E-01	5.8399E+00	-4.1157E-01	2.3489E+00	1.5879E+01	6.5602E-02	-1.2562E-01	1.3229E+00
97	1.6277E-01	6.4797E-01	4.9360E+00	-4.1466E-01	2.4156E+00	1.6196E+01	6.9485E-02	-1.2865E-01	1.2944E+00
98	1.7562E-01	6.6397E-01	4.6498E+00	-4.1308E-01	2.3788E+00	1.6116E+01	5.3198E-02	-1.2810E-01	1.3515E+00
99	1.6955E-01	7.1350E-01	5.8185E+00	-4.1611E-01	2.4134E+00	1.6381E+01	6.7220E-02	-1.2844E-01	1.3065E+00
100	1.7981E-01	3.8408E-01	4.4921E+00	-4.0974E-01	2.2188E+00	1.5141E+01	3.8972E-02	-1.2147E-01	1.3326E+00
101	1.7427E-01	4.6381E-01	4.1775E+00	-4.1500E-01	2.5395E+00	1.7160E+01	3.8822E-02	-1.3117E-01	1.3235E+00
102	1.7794E-01	7.2628E-01	5.7859E+00	-4.1401E-01	2.3623E+00	1.6011E+01	6.5146E-02	-1.2687E-01	1.3271E+00
103	1.6169E-01	5.9749E-01	5.0182E+00	-4.1687E-01	2.4505E+00	1.6573E+01	7.4556E-02	-1.3195E-01	1.2723E+00
104	1.8005E-01	8.2472E-01	5.9574E+00	-4.1652E-01	2.4260E+00	1.6382E+01	6.7286E-02	-1.3217E-01	1.3262E+00
105	1.6633E-01	5.9912E-01	5.5361E+00	-4.0721E-01	2.3076E+00	1.5492E+01	5.5906E-02	-1.2729E-01	1.3327E+00
106	1.7364E-01	7.2063E-01	5.3085E+00	-4.1557E-01	2.4271E+00	1.6207E+01	5.9727E-02	-1.2895E-01	1.2940E+00
107	1.6567E-01	5.7870E-01	5.3485E+00	-4.1596E-01	2.3335E+00	1.5829E+01	5.2619E-02	-1.2332E-01	1.3719E+00
108	1.7242E-01	6.3386E-01	4.4913E+00	-4.1452E-01	2.4697E+00	1.6538E+01	6.4192E-02	-1.2994E-01	1.3506E+00
109	1.8545E-01	6.9584E-01	6.4102E+00	-4.1547E-01	2.4063E+00	1.6384E+01	5.4205E-02	-1.2669E-01	1.3260E+00
110	1.7010E-01	6.0663E-01	4.6245E+00	-4.1794E-01	2.4057E+00	1.5983E+01	6.3136E-02	-1.3021E-01	1.3000E+00
111	1.6802E-01	3.0664E-01	3.5176E+00	-4.1185E-01	2.3439E+00	1.5855E+01	5.6273E-02	-1.3063E-01	1.3227E+00
112	1.6593E-01	3.7719E-01	4.2280E+00	-4.0919E-01	2.3110E+00	1.5520E+01	4.7412E-02	-1.2516E-01	1.3453E+00
113	1.7917E-01	4.6842E-01	3.9497E+00	-4.1198E-01	2.3630E+00	1.5682E+01	5.0286E-02	-1.2881E-01	1.3561E+00
114	1.8440E-01	4.7488E-01	4.6847E+00	-4.1632E-01	2.3188E+00	1.5499E+01	4.5116E-02	-1.2284E-01	1.3225E+00
115	1.7188E-01	6.4715E-01	4.5848E+00	-4.1881E-01	2.3849E+00	1.6137E+01	6.2123E-02	-1.2565E-01	1.3027E+00
116	1.7710E-01	5.5158E-01	4.7237E+00	-4.1234E-01	2.3981E+00	1.6113E+01	5.4124E-02	-1.2933E-01	1.3543E+00
117	1.6152E-01	9.9734E-01	7.6090E+00	-4.1789E-01	2.4299E+00	1.6640E+01	7.5716E-02	-1.2616E-01	1.3370E+00
118	1.7758E-01	6.1792E-01	4.8733E+00	-4.2107E-01	2.2990E+00	1.5394E+01	6.1484E-02	-1.2629E-01	1.4022E+00
119	1.7821E-01	6.8494E-01	5.5845E+00	-4.1533E-01	2.3066E+00	1.5423E+01	5.0256E-02	-1.2183E-01	1.3025E+00
120	1.7476E-01	6.5097E-01	5.4814E+00	-4.1315E-01	2.3455E+00	1.5810E+01	5.1785E-02	-1.2655E-01	1.3077E+00
121	1.6583E-01	5.8095E-01	5.0231E+00	-4.1391E-01	2.3330E+00	1.5843E+01	5.3754E-02	-1.2391E-01	1.3126E+00
122	1.7025E-01	5.3311E-01	5.4271E+00	-4.1106E-01	2.3392E+00	1.6014E+01	5.4973E-02	-1.2824E-01	1.2996E+00
123	1.6633E-01	5.2967E-01	4.7526E+00	-4.1129E-01	2.2730E+00	1.5225E+01	6.5698E-02	-1.2966E-01	1.3273E+00
124	1.7686E-01	8.8224E-01	5.7621E+00	-4.1867E-01	2.3973E+00	1.5846E+01	6.2436E-02	-1.2534E-01	1.3345E+00
125	1.6345E-01	6.4161E-01	6.4739E+00	-4.1423E-01	2.5230E+00	1.7066E+01	5.2761E-02	-1.2932E-01	1.3410E+00
126	1.7939E-01	4.4285E-01	4.7202E+00	-4.1366E-01	2.3376E+00	1.5766E+01	3.5728E-02	-1.2459E-01	1.3300E+00
127	1.9281E-01	5.0192E-01	4.3489E+00	-4.1704E-01	2.3723E+00	1.6090E+01	4.6034E-02	-1.2779E-01	1.3881E+00
128	1.7379E-01	4.7498E-01	5.2734E+00	-4.1131E-01	2.3809E+00	1.5912E+01	4.8248E-02	-1.2982E-01	1.2963E+00
129	1.8412E-01	1.1534E+00	7.3404E+00	-4.2371E-01	2.4321E+00	1.6451E+01	6.2171E-02	-1.2181E-01	1.3287E+00
130	1.8428E-01	5.7483E-01	5.2776E+00	-4.1721E-01	2.3302E+00	1.5694E+01	4.4361E-02	-1.2360E-01	1.3693E+00
131	1.7803E-01	9.8918E-01	7.0236E+00	-4.1177E-01	2.3260E+00	1.5715E+01	6.7231E-02	-1.2917E-01	1.3046E+00
132	1.6890E-01	6.0722E-01	5.3743E+00	-4.1032E-01	2.3307E+00	1.5862E+01	4.9133E-02	-1.2450E-01	1.3188E+00
133	1.8670E-01	9.2340E-01	6.5503E+00	-4.1628E-01	2.3760E+00	1.6058E+01	5.8458E-02	-1.2795E-01	1.3289E+00
134	1.7234E-01	4.9106E-01	4.3358E+00	-4.1507E-01	2.4247E+00	1.6370E+01	6.5248E-02	-1.2982E-01	1.3221E+00
135	1.7054E-01	5.0442E-01	4.4365E+00	-4.1904E-01	2.3519E+00	1.5871E+01	6.7455E-02	-1.2643E-01	1.3662E+00
136	1.6540E-01	4.5895E-01	4.1671E+00	-4.1419E-01	2.3720E+00	1.6017E+01	6.2257E-02	-1.3031E-01	1.3267E+00
137	1.8767E-01	6.1744E-01	4.7720E+00	-4.2052E-01	2.3583E+00	1.5866E+01	5.9720E-02	-1.2720E-01	1.4016E+00
138	1.6628E-01	6.2168E-01	5.1062E+00	-4.0948E-01	2.3537E+00	1.5905E+01	7.8411E-02	-1.3211E-01	1.3168E+00
139	1.8617E-01	6.2844E-01	4.3720E+00	-4.2092E-01	2.4310E+00	1.6287E+01	6.0204E-02	-1.3074E-01	1.3551E+00
140	1.7497E-01	5.4448E-01	4.4992E+00	-4.1365E-01	2.3767E+00	1.5818E+01	5.3790E-02	-1.2987E-01	1.3279E+00
141	1.7141E-01	7.5790E-01	5.1400E+00	-4.1243E-01	2.4238E+00	1.6160E+01	6.6865E-02	-1.3109E-01	1.3622E+00
142	1.6419E-01	6.6214E-01	4.9248E+00	-4.1079E-01	2.3501E+00	1.5701E+01	7.0031E-02	-1.2808E-01	1.2915E+00
143	1.8051E-01	6.6311E-01	6.1880E+00	-4.1570E-01	2.2958E+00	1.5604E+01	5.6631E-02	-1.2460E-01	1.3608E+00
144	1.7361E-01	7.0605E-01	5.7940E+00	-4.1248E-01	2.3919E+00	1.6145E+01	6.5393E-02	-1.2967E-01	1.3211E+00
145	1.7362E-01	4.6636E-01	4.7484E+00	-4.0864E-01	2.3388E+00	1.5912E+01	6.9769E-02	-1.3284E-01	1.3306E+00
146	1.8159E-01	4.1461E-01	4.7707E+00	-4.0967E-01	2.2436E+00	1.5294E+01	4.0234E-02	-1.2477E-01	1.3318E+00
147	1.8153E-01	8.5136E-01	7.0350E+00	-4.1571E-01	2.4494E+00	1.6490E+01	6.4698E-02	-1.2932E-01	1.3294E+00
148	1.7113E-01	4.2758E-01	4.2083E+00	-4.1487E-01	2.3838E+00	1.6096E+01	5.4905E-02	-1.2928E-01	1.2957E+00
149	1.6481E-01	5.1464E-01	4.7416E+00	-4.1289E-01	2.4784E+00	1.6831E+01	5.6859E-02	-1.3222E-01	1.3163E+00
150	1.7935E-01	6.8303E-01	4.8972E+00	-4.1965E-01	2.3428E+00	1.5783E+01	7.3601E-02	-1.2746E-01	1.3570E+00
151	1.6826E-01	6.6295E-01	5.1508E+00	-4.1394E-01	2.3399E+00	1.5829E+01	7.3591E-02	-1.2788E-01	1.3289E+00
152	1.6784E-01	5.5350E-01	4.4230E+00	-4.1758E-01	2.4417E+00	1.6436E+01	6.4188E-02	-1.3023E-01	1.3197E+00
153	1.7282E-01	5.2578E-01	4.6174E+00	-4.1454E-01	2.3261E+00	1.5843E+01	4.2940E-02	-1.2405E-01	1.2926E+00
154	1.9277E-01	6.8391E-01	4.8235E+00	-4.2020E-01	2.4231E+00	1.6109E+01	4.0161E-02	-1.2475E-01	1.3120E+00
155	1.7678E-01	5.1656E-01	4.5310E+00	-4.1374E-01	2.2887E+00	1.5358E+01	6.3266E-02	-1.2654E-01	1.3631E+00
156	1.6988E-01	6.1674E-01	4.7035E+00	-4.1696E-01	2.4430E+00	1.6546E+01	6.2938E-02	-1.3048E-01	1.3498E+00
157	1.8516E-01	7.9478E-01	5.0376E+00	-4.1969E-01	2.4696E+00	1.6597E+01	5.6498E-02	-1.2746E-01	1.3439E+00
158	1.6906E-01	5.3525E-01	4.7014E+00	-4.0981E-01	2.3157E+00	1.5627E+01	5.3674E-02	-1.2795E-01	1.3393E+00
159	1.7443E-01	6.8558E-01	4.9045E+00	-4.1892E-01	2.2991E+00	1.5336E+01	7.5858E-02	-1.3026E-01	1.3865E+00
160	1.7680E-01	5.5616E-01	4.3525E+00	-4.1492E-01	2.3917E+00	1.6297E+01	5.4279E-02	-1.2721E-01	1.3405E+00
161	1.6576E-01	5.4577E-01	4.6288E+00	-4.1507E-01	2.4180E+00	1.6327E+01	6.5879E-02	-1.3052E-01	1.3471E+00
162	1.6799E-01	5.6799E-01	4.5457E+00	-4.1615E-01	2.3874E+00	1.6050E+01	6.3453E-02	-1.2971E-01	1.3196E+00
163	1.7323E-01	5.8685E-01	4.7450E+00	-4.2208E-01	2.4466E+00	1.6331E+01	6.5777E-02	-1.2997E-01	1.3519E+00
164	1.7646E-01	5.1130E-01	4.8783E+00	-4.1875E-01	2.4071E+00	1.6307E+01	5.3028E-02	-1.2723E-01	1.3541E+00
165	1.7203E-01	7.9540E-01	7.0492E+00	-4.1513E-01	2.4321E+00	1.6719E+01	5.4574E-02	-1.2415E-01	1.3441E+00
166	1.6866E-01	6.2129E-01	5.4145E+00	-4.1029E-01	2.3718E+00	1.6128E+01	5.9813E-02	-1.2632E-01	1.2923E+00
167	1.7323E-01	6.8350E-01	5.7573E+00	-4.1224E-01	2.3651E+00	1.5961E+01	5.5016E-02	-1.2694E-01	1.3198E+00
168	1.7924E-01	4.6823E-01	4.5739E+00	-4.1692E-01	2.3233E+00	1.5554E+01	3.5704E-02	-1.2245E-01	1.3725E+00
169	1.6283E-01	5.9285E-01	4.9145E+00	-4.0713E-01	2.3135E+00	1.5586E+01	6.4879E-02	-1.2903E-01	1.3263E+00
170	1.7835E-01	4.1036E-01	4.2196E+00	-4.1194E-01	2.3500E+00	1.5974E+01	5.8908E-02	-1.2994E-01	1.3525E+00
171	1.7507E-01	5.0812E-01	4.4481E+00	-4.1839E-01	2.3289E+00	1.5645E+01	5.6607E-02	-1.2582E-01	1.3409E+00
172	1.7082E-01	3.7241E-01	3.8258E+00	-4.0863E-01	2.3155E+00	1.5712E+01	5.1788E-02	-1.2761E-01	1.3547E+00
173	1.7732E-01	1.1758E+00	7.3579E+00	-4.1654E-01	2.4640E+00	1.6382E+01	6.8089E-02	-1.2996E-01	1.2905E+00
174	1.7721E-01	6.6247E-01	4.5446E+00	-4.1846E-01	2.3928E+00	1.6018E+01	5.7233E-02	-1.2856E-01	1.3799E+00
175	1.6721E-01	5.5232E-01	4.4648E+00	-4.1063E-01	2.3693E+00	1.5860E+01	7.9690E-02	-1.3560E-01	1.3264E+00
176	1.8029E-01	5.5240E-01	5.1696E+00	-4.1800E-01	2.3770E+00	1.6041E+01	5.2239E-02	-1.2572E-01	1.3175E+00
177	1.6755E-01	9.8070E-01	8.4293E+00	-4.1366E-01	2.4739E+00	1.6938E+01	5.8322E-02	-1.2581E-01	1.3550E+00
178	1.7275E-01	6.1569E-01	4.6808E+00	-4.1701E-01	2.3609E+00	1.5935E+01	5.4778E-02	-1.2800E-01	1.3181E+00
179	1.8017E-01	6.3116E-01	4.9455E+00	-4.1340E-01	2.3759E+00	1.6173E+01	5.1808E-02	-1.2724E-01	1.3543E+00
180	1.8143E-01	4.7129E-01	4.6930E+00	-4.1296E-01	2.3360E+00	1.5831E+01	4.6453E-02	-1.2530E-01	1.3064E+00
181	1.6390E-01	4.1357E-01	4.1552E+00	-4.1367E-01	2.3159E+00	1.5700E+01	6.6792E-02	-1.2736E-01	1.3203E+00
182	1.6492E-01	5.5004E-01	4.5895E+00	-4.1323E-01	2.2600E+00	1.5393E+01	6.8207E-02	-1.2324E-01	1.3058E+00
