kt	u	d	ub	db	uv	dv	du	dd	dub	ddb	duv	ddv
0.000000E+00	-4.058217E+00	7.033276E+00	-3.094467E+00	7.016217E+00	-9.637504E-01	1.705976E-02	4.356445E-01	1.976129E-01	5.118661E-01	1.981591E-01	3.502112E-01	2.272224E-03
1.000000E-02	-4.057274E+00	7.031642E+00	-3.093748E+00	7.014586E+00	-9.683449E-01	1.714075E-02	4.355421E-01	1.975575E-01	5.117463E-01	1.981036E-01	3.501631E-01	2.273300E-03
2.000000E-02	-4.054445E+00	7.026739E+00	-3.091591E+00	7.009696E+00	-9.676963E-01	1.712927E-02	4.352350E-01	1.973911E-01	5.113868E-01	1.979371E-01	3.499193E-01	2.271718E-03
3.000000E-02	-4.049735E+00	7.018576E+00	-3.087999E+00	7.001553E+00	-9.665748E-01	1.710941E-02	4.347236E-01	1.971142E-01	5.107883E-01	1.976599E-01	3.495128E-01	2.269056E-03
4.000000E-02	-4.043151E+00	7.007164E+00	-3.082978E+00	6.990168E+00	-9.650058E-01	1.708163E-02	4.340087E-01	1.967271E-01	5.099515E-01	1.972724E-01	3.489444E-01	2.265334E-03
5.000000E-02	-4.034700E+00	6.992519E+00	-3.076534E+00	6.975558E+00	-9.629917E-01	1.704597E-02	4.330913E-01	1.962306E-01	5.088776E-01	1.967754E-01	3.482150E-01	2.260558E-03
6.000000E-02	-4.024396E+00	6.974660E+00	-3.068676E+00	6.957743E+00	-9.605351E-01	1.700248E-02	4.319727E-01	1.956255E-01	5.075682E-01	1.961697E-01	3.473257E-01	2.254733E-03
7.000000E-02	-4.012253E+00	6.953613E+00	-3.059416E+00	6.936747E+00	-9.576397E-01	1.695121E-02	4.306544E-01	1.949128E-01	5.060251E-01	1.954563E-01	3.462775E-01	2.247868E-03
8.000000E-02	-3.998286E+00	6.929408E+00	-3.048765E+00	6.912600E+00	-9.543092E-01	1.689224E-02	4.291384E-01	1.940938E-01	5.042505E-01	1.946364E-01	3.450720E-01	2.239973E-03
9.000000E-02	-3.982516E+00	6.902076E+00	-3.036739E+00	6.885335E+00	-9.505484E-01	1.682566E-02	4.274267E-01	1.931697E-01	5.022467E-01	1.937114E-01	3.437108E-01	2.231059E-03
