kt	u	d	ub	db	uv	dv	du	dd	dub	ddb	duv	ddv
0.000000E+00	-7.887460E-01	1.146058E+00	-5.312014E-02	1.423336E-01	-7.356263E-01	1.003724E+00	2.639502E-02	2.068242E-02	8.786781E-03	4.019931E-03	2.945644E-02	1.848368E-02
1.000000E-02	-7.885627E-01	1.145791E+00	-5.310779E-02	1.423005E-01	-7.391330E-01	1.008509E+00	2.638824E-02	2.067530E-02	8.784723E-03	4.018804E-03	2.967907E-02	1.915014E-02
2.000000E-02	-7.880130E-01	1.144992E+00	-5.307076E-02	1.422013E-01	-7.386379E-01	1.007834E+00	2.636791E-02	2.065397E-02	8.778552E-03	4.015426E-03	2.965949E-02	1.913835E-02
3.000000E-02	-7.870976E-01	1.143662E+00	-5.300911E-02	1.420361E-01	-7.377816E-01	1.006665E+00	2.633406E-02	2.061847E-02	8.768277E-03	4.009803E-03	2.962293E-02	1.910732E-02
4.000000E-02	-7.858178E-01	1.141803E+00	-5.292291E-02	1.418052E-01	-7.365838E-01	1.005031E+00	2.628674E-02	2.056886E-02	8.753913E-03	4.001943E-03	2.957173E-02	1.906366E-02
5.000000E-02	-7.841755E-01	1.139416E+00	-5.281230E-02	1.415088E-01	-7.350461E-01	1.002933E+00	2.622604E-02	2.050523E-02	8.735479E-03	3.991861E-03	2.950597E-02	1.900749E-02
6.000000E-02	-7.821728E-01	1.136506E+00	-5.267741E-02	1.411474E-01	-7.331706E-01	1.000374E+00	2.615205E-02	2.042771E-02	8.713002E-03	3.979573E-03	2.942576E-02	1.893890E-02
7.000000E-02	-7.798126E-01	1.133077E+00	-5.251844E-02	1.407215E-01	-7.309601E-01	9.973573E-01	2.606488E-02	2.033643E-02	8.686513E-03	3.965101E-03	2.933121E-02	1.885804E-02
8.000000E-02	-7.770982E-01	1.129133E+00	-5.233562E-02	1.402316E-01	-7.284174E-01	9.938878E-01	2.596468E-02	2.023156E-02	8.656048E-03	3.948468E-03	2.922248E-02	1.876505E-02
9.000000E-02	-7.740333E-01	1.124679E+00	-5.212918E-02	1.396785E-01	-7.255462E-01	9.899700E-01	2.585161E-02	2.011331E-02	8.621652E-03	3.929703E-03	2.909973E-02	1.866010E-02
1.000000E-01	-7.706221E-01	1.119722E+00	-5.189942E-02	1.390629E-01	-7.223504E-01	9.856093E-01	2.572584E-02	1.998189E-02	8.583371E-03	3.908837E-03	2.896314E-02	1.854337E-02
1.100000E-01	-7.668693E-01	1.114269E+00	-5.164666E-02	1.383857E-01	-7.188344E-01	9.808117E-01	2.558757E-02	1.983753E-02	8.541259E-03	3.885905E-03	2.881293E-02	1.841510E-02
1.200000E-01	-7.627801E-01	1.108327E+00	-5.137124E-02	1.376477E-01	-7.150030E-01	9.755837E-01	2.543703E-02	1.968051E-02	8.495373E-03	3.860946E-03	2.864932E-02	1.827551E-02
1.300000E-01	-7.583600E-01	1.101905E+00	-5.107353E-02	1.368500E-01	-7.108614E-01	9.699326E-01	2.527445E-02	1.951111E-02	8.445779E-03	3.834001E-03	2.847256E-02	1.812485E-02
1.400000E-01	-7.536150E-01	1.095010E+00	-5.075394E-02	1.359938E-01	-7.064154E-01	9.638659E-01	2.510008E-02	1.932964E-02	8.392542E-03	3.805115E-03	2.828292E-02	1.796340E-02
1.500000E-01	-7.485517E-01	1.087653E+00	-5.041291E-02	1.350800E-01	-7.016709E-01	9.573920E-01	2.491420E-02	1.913643E-02	8.335737E-03	3.774334E-03	2.808067E-02	1.779145E-02
1.600000E-01	-7.431768E-01	1.079843E+00	-5.005089E-02	1.341100E-01	-6.966342E-01	9.505195E-01	2.471708E-02	1.893182E-02	8.275441E-03	3.741711E-03	2.786613E-02	1.760930E-02
1.700000E-01	-7.374975E-01	1.071590E+00	-4.966837E-02	1.330851E-01	-6.913123E-01	9.432576E-01	2.450904E-02	1.871619E-02	8.211736E-03	3.707297E-03	2.763960E-02	1.741729E-02
1.800000E-01	-7.315214E-01	1.062907E+00	-4.926586E-02	1.320067E-01	-6.857121E-01	9.356162E-01	2.429040E-02	1.848991E-02	8.144707E-03	3.671148E-03	2.740141E-02	1.721574E-02
1.900000E-01	-7.252565E-01	1.053803E+00	-4.884390E-02	1.308761E-01	-6.798412E-01	9.276053E-01	2.406147E-02	1.825339E-02	8.074444E-03	3.633323E-03	2.715193E-02	1.700502E-02
2.000000E-01	-7.187111E-01	1.044292E+00	-4.840304E-02	1.296949E-01	-6.737072E-01	9.192355E-01	2.382262E-02	1.800704E-02	8.001042E-03	3.593882E-03	2.689150E-02	1.678550E-02
2.100000E-01	-7.118936E-01	1.034386E+00	-4.794387E-02	1.284646E-01	-6.673183E-01	9.105178E-01	2.357419E-02	1.775129E-02	7.924597E-03	3.552888E-03	2.662051E-02	1.655755E-02
2.200000E-01	-7.048131E-01	1.024098E+00	-4.746697E-02	1.271868E-01	-6.606827E-01	9.014635E-01	2.331656E-02	1.748659E-02	7.845210E-03	3.510404E-03	2.633934E-02	1.632157E-02
2.300000E-01	-6.974787E-01	1.013440E+00	-4.697297E-02	1.258632E-01	-6.538091E-01	8.920844E-01	2.305010E-02	1.721339E-02	7.762984E-03	3.466498E-03	2.604838E-02	1.607796E-02
2.400000E-01	-6.898997E-01	1.002428E+00	-4.646251E-02	1.244955E-01	-6.467063E-01	8.823926E-01	2.277521E-02	1.693215E-02	7.678027E-03	3.421237E-03	2.574806E-02	1.582714E-02
2.500000E-01	-6.820860E-01	9.910738E-01	-4.593623E-02	1.230854E-01	-6.393833E-01	8.724004E-01	2.249228E-02	1.664336E-02	7.590447E-03	3.374691E-03	2.543878E-02	1.556952E-02
2.600000E-01	-6.740473E-01	9.793930E-01	-4.539480E-02	1.216347E-01	-6.318494E-01	8.621204E-01	2.220171E-02	1.634748E-02	7.500357E-03	3.326930E-03	2.512097E-02	1.530553E-02
2.700000E-01	-6.657937E-01	9.674001E-01	-4.483890E-02	1.201452E-01	-6.241140E-01	8.515655E-01	2.190392E-02	1.604503E-02	7.407870E-03	3.278026E-03	2.479507E-02	1.503562E-02
2.800000E-01	-6.573355E-01	9.551099E-01	-4.426922E-02	1.186188E-01	-6.161869E-01	8.407489E-01	2.159932E-02	1.573648E-02	7.313102E-03	3.228052E-03	2.446151E-02	1.476021E-02
2.900000E-01	-6.486831E-01	9.425375E-01	-4.368646E-02	1.170574E-01	-6.080776E-01	8.296838E-01	2.128833E-02	1.542234E-02	7.216171E-03	3.177080E-03	2.412075E-02	1.447976E-02
3.000000E-01	-6.398471E-01	9.296982E-01	-4.309133E-02	1.154629E-01	-5.997962E-01	8.183838E-01	2.097139E-02	1.510312E-02	7.117196E-03	3.125186E-03	2.377323E-02	1.419471E-02
3.100000E-01	-6.308381E-01	9.166076E-01	-4.248455E-02	1.138371E-01	-5.913525E-01	8.068625E-01	2.064892E-02	1.477931E-02	7.016298E-03	3.072443E-03	2.341940E-02	1.390551E-02
3.200000E-01	-6.216669E-01	9.032813E-01	-4.186685E-02	1.121820E-01	-5.827568E-01	7.951336E-01	2.032134E-02	1.445143E-02	6.913597E-03	3.018926E-03	2.305972E-02	1.361261E-02
3.300000E-01	-6.123442E-01	8.897350E-01	-4.123894E-02	1.104996E-01	-5.740190E-01	7.832110E-01	1.998909E-02	1.411998E-02	6.809216E-03	2.964710E-03	2.269465E-02	1.331645E-02
3.400000E-01	-6.028810E-01	8.759844E-01	-4.060158E-02	1.087919E-01	-5.651495E-01	7.711086E-01	1.965260E-02	1.378546E-02	6.703278E-03	2.909868E-03	2.232464E-02	1.301750E-02
3.500000E-01	-5.932882E-01	8.620456E-01	-3.995548E-02	1.070607E-01	-5.561584E-01	7.588404E-01	1.931230E-02	1.344839E-02	6.595905E-03	2.854476E-03	2.195016E-02	1.271618E-02
3.600000E-01	-5.835766E-01	8.479342E-01	-3.930139E-02	1.053082E-01	-5.470560E-01	7.464202E-01	1.896862E-02	1.310924E-02	6.487220E-03	2.798608E-03	2.157165E-02	1.241295E-02
3.700000E-01	-5.737572E-01	8.336661E-01	-3.864003E-02	1.035361E-01	-5.378525E-01	7.338620E-01	1.862197E-02	1.276852E-02	6.377346E-03	2.742336E-03	2.118956E-02	1.210825E-02
3.800000E-01	-5.638409E-01	8.192571E-01	-3.797215E-02	1.017466E-01	-5.285580E-01	7.211798E-01	1.827278E-02	1.242671E-02	6.266406E-03	2.685732E-03	2.080436E-02	1.180250E-02
3.900000E-01	-5.538384E-01	8.047230E-01	-3.729847E-02	9.994157E-02	-5.191827E-01	7.083874E-01	1.792147E-02	1.208430E-02	6.154521E-03	2.628869E-03	2.041648E-02	1.149613E-02
4.000000E-01	-5.437605E-01	7.900794E-01	-3.661970E-02	9.812290E-02	-5.097367E-01	6.954984E-01	1.756845E-02	1.174174E-02	6.041812E-03	2.571817E-03	2.002637E-02	1.118957E-02
4.100000E-01	-5.336179E-01	7.753416E-01	-3.593658E-02	9.629255E-02	-5.002300E-01	6.825266E-01	1.721411E-02	1.139951E-02	5.928399E-03	2.514644E-03	1.963445E-02	1.088322E-02
4.200000E-01	-5.234210E-01	7.605251E-01	-3.524981E-02	9.445243E-02	-4.906724E-01	6.694854E-01	1.685886E-02	1.105806E-02	5.814400E-03	2.457420E-03	1.924116E-02	1.057749E-02
4.300000E-01	-5.131804E-01	7.456451E-01	-3.456010E-02	9.260440E-02	-4.810737E-01	6.563881E-01	1.650309E-02	1.071782E-02	5.699934E-03	2.400211E-03	1.884692E-02	1.027277E-02
4.400000E-01	-5.029063E-01	7.307164E-01	-3.386812E-02	9.075033E-02	-4.714436E-01	6.432480E-01	1.614717E-02	1.037923E-02	5.585114E-03	2.343081E-03	1.845214E-02	9.969442E-03
4.500000E-01	-4.926089E-01	7.157537E-01	-3.317458E-02	8.889205E-02	-4.617915E-01	6.300779E-01	1.579149E-02	1.004271E-02	5.470055E-03	2.286093E-03	1.805723E-02	9.667883E-03
4.600000E-01	-4.822980E-01	7.007716E-01	-3.248014E-02	8.703135E-02	-4.521268E-01	6.168906E-01	1.543640E-02	9.708651E-03	5.354868E-03	2.229310E-03	1.766257E-02	9.368452E-03
4.700000E-01	-4.719835E-01	6.857842E-01	-3.178545E-02	8.517000E-02	-4.424587E-01	6.036986E-01	1.508225E-02	9.377457E-03	5.239663E-03	2.172791E-03	1.726856E-02	9.071498E-03
4.800000E-01	-4.616749E-01	6.708054E-01	-3.109116E-02	8.330971E-02	-4.327960E-01	5.905142E-01	1.472940E-02	9.049501E-03	5.124547E-03	2.116594E-03	1.687556E-02	8.777360E-03
4.900000E-01	-4.513816E-01	6.558488E-01	-3.039790E-02	8.145218E-02	-4.231476E-01	5.773492E-01	1.437816E-02	8.725144E-03	5.009625E-03	2.060773E-03	1.648395E-02	8.486360E-03
5.000000E-01	-4.411126E-01	6.409277E-01	-2.970628E-02	7.959906E-02	-4.135221E-01	5.642154E-01	1.402886E-02	8.404735E-03	4.894998E-03	2.005384E-03	1.609407E-02	8.198810E-03
5.100000E-01	-4.308770E-01	6.260549E-01	-2.901691E-02	7.775194E-02	-4.039277E-01	5.511240E-01	1.368180E-02	8.088604E-03	4.780767E-03	1.950476E-03	1.570626E-02	7.915005E-03
5.200000E-01	-4.206832E-01	6.112430E-01	-2.833036E-02	7.591239E-02	-3.943725E-01	5.380863E-01	1.333729E-02	7.777069E-03	4.667026E-03	1.896098E-03	1.532086E-02	7.635230E-03
5.300000E-01	-4.105398E-01	5.965042E-01	-2.764720E-02	7.408191E-02	-3.848644E-01	5.251128E-01	1.299560E-02	7.470429E-03	4.553871E-03	1.842299E-03	1.493816E-02	7.359753E-03
5.400000E-01	-4.004547E-01	5.818503E-01	-2.696797E-02	7.226197E-02	-3.754110E-01	5.122139E-01	1.265701E-02	7.168969E-03	4.441391E-03	1.789121E-03	1.455849E-02	7.088827E-03
5.500000E-01	-3.904358E-01	5.672926E-01	-2.629321E-02	7.045399E-02	-3.660197E-01	4.993997E-01	1.232177E-02	6.872955E-03	4.329674E-03	1.736607E-03	1.418212E-02	6.822693E-03
