kt	u	d	ub	db	uv	dv	du	dd	dub	ddb	duv	ddv
0.000000E+00	-1.101280E+00	1.186126E+00	-1.747372E-01	4.015211E-01	-9.265432E-01	7.846053E-01	3.822308E-01	4.337716E-01	7.562001E-02	1.466769E-01	3.264861E-01	3.131307E-01
1.000000E-02	-1.101007E+00	1.185833E+00	-1.746938E-01	4.014218E-01	-9.309463E-01	7.883340E-01	3.820803E-01	4.336022E-01	7.559332E-02	1.466213E-01	3.263928E-01	3.130378E-01
2.000000E-02	-1.100191E+00	1.184953E+00	-1.745639E-01	4.011241E-01	-9.302821E-01	7.877700E-01	3.816293E-01	4.330945E-01	7.551332E-02	1.464547E-01	3.260142E-01	3.126857E-01
3.000000E-02	-1.098832E+00	1.183487E+00	-1.743476E-01	4.006286E-01	-9.291363E-01	7.867972E-01	3.808788E-01	4.322494E-01	7.538017E-02	1.461774E-01	3.253837E-01	3.120993E-01
4.000000E-02	-1.096933E+00	1.181438E+00	-1.740453E-01	3.999358E-01	-9.275335E-01	7.854364E-01	3.798304E-01	4.310690E-01	7.519416E-02	1.457901E-01	3.245030E-01	3.112802E-01
5.000000E-02	-1.094496E+00	1.178810E+00	-1.736573E-01	3.990469E-01	-9.254763E-01	7.836899E-01	3.784865E-01	4.295559E-01	7.495570E-02	1.452935E-01	3.233739E-01	3.102301E-01
6.000000E-02	-1.091525E+00	1.175605E+00	-1.731843E-01	3.979633E-01	-9.229679E-01	7.815602E-01	3.768500E-01	4.277133E-01	7.466530E-02	1.446888E-01	3.219991E-01	3.089514E-01
7.000000E-02	-1.088024E+00	1.171829E+00	-1.726271E-01	3.966865E-01	-9.200120E-01	7.790506E-01	3.749246E-01	4.255456E-01	7.432358E-02	1.439773E-01	3.203815E-01	3.074470E-01
8.000000E-02	-1.083999E+00	1.167488E+00	-1.719864E-01	3.952186E-01	-9.166131E-01	7.761650E-01	3.727145E-01	4.230573E-01	7.393127E-02	1.431605E-01	3.185247E-01	3.057202E-01
9.000000E-02	-1.079457E+00	1.162589E+00	-1.712633E-01	3.935617E-01	-9.127764E-01	7.729077E-01	3.702246E-01	4.202541E-01	7.348921E-02	1.422403E-01	3.164329E-01	3.037748E-01
