i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
0,11.0,0.065975,0.792981,0.322778,1.078059,0.337695,AUT,0.0,0.002167,0.070207,0.000989,neutron,pi-,solid
1,11.0,0.076068,0.757870,0.326774,1.189868,0.324617,AUT,0.0,0.001967,0.070207,0.000989,neutron,pi-,solid
2,11.0,0.086672,0.750832,0.327448,1.343146,0.318294,AUT,0.0,0.001912,0.070207,0.000990,neutron,pi-,solid
3,11.0,0.099474,0.741742,0.328478,1.522817,0.310949,AUT,0.0,0.001933,0.070207,0.000991,neutron,pi-,solid
4,11.0,0.116559,0.729054,0.330324,1.753493,0.301671,AUT,0.0,0.001927,0.070207,0.000995,neutron,pi-,solid
5,11.0,0.133421,0.699421,0.337324,1.925238,0.289662,AUT,0.0,0.004189,0.070207,0.000999,neutron,pi-,solid
6,11.0,0.061821,0.827320,0.322833,1.054674,0.500994,AUT,0.0,0.001946,0.070207,0.000989,neutron,pi-,solid
7,11.0,0.068480,0.787061,0.324712,1.112329,0.496911,AUT,0.0,0.001967,0.070207,0.000989,neutron,pi-,solid
8,11.0,0.074370,0.771886,0.326447,1.184876,0.494725,AUT,0.0,0.001936,0.070207,0.000990,neutron,pi-,solid
9,11.0,0.081165,0.765495,0.326876,1.282444,0.493476,AUT,0.0,0.001981,0.070207,0.000990,neutron,pi-,solid
10,11.0,0.089524,0.758522,0.327355,1.401563,0.491480,AUT,0.0,0.002011,0.070207,0.000991,neutron,pi-,solid
11,11.0,0.101035,0.748313,0.328306,1.560366,0.488565,AUT,0.0,0.002050,0.070207,0.000992,neutron,pi-,solid
12,11.0,0.119548,0.729755,0.331069,1.798903,0.484233,AUT,0.0,0.002436,0.070207,0.000996,neutron,pi-,solid
13,11.0,0.066948,0.806963,0.326881,1.112347,0.668745,AUT,0.0,0.001917,0.070207,0.000989,neutron,pi-,solid
14,11.0,0.089441,0.761786,0.329091,1.404581,0.669940,AUT,0.0,0.001904,0.070207,0.000991,neutron,pi-,solid
15,11.0,0.119590,0.728473,0.332292,1.796256,0.672238,AUT,0.0,0.003623,0.070207,0.000996,neutron,pi-,solid
16,11.0,0.071730,0.743030,0.371914,1.096888,0.334383,AUT,0.0,0.002129,0.070207,0.000984,neutron,pi-,solid
17,11.0,0.082553,0.693265,0.374748,1.181137,0.314354,AUT,0.0,0.001926,0.070207,0.000982,neutron,pi-,solid
18,11.0,0.091268,0.685888,0.375558,1.292100,0.308503,AUT,0.0,0.001915,0.070207,0.000982,neutron,pi-,solid
19,11.0,0.100219,0.682078,0.375734,1.410979,0.303240,AUT,0.0,0.001932,0.070207,0.000982,neutron,pi-,solid
20,11.0,0.110221,0.677858,0.375956,1.542145,0.298003,AUT,0.0,0.001876,0.070207,0.000984,neutron,pi-,solid
