i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
0,11.0,0.069053,0.786014,0.325696,1.117304,0.269109,AUT,0.0,0.008521,0.070207,0.008942,proton,pi-,solid
1,11.0,0.086761,0.759690,0.328445,1.360430,0.257409,AUT,0.0,0.008255,0.070207,0.008936,proton,pi-,solid
2,11.0,0.111943,0.743015,0.330422,1.713130,0.244441,AUT,0.0,0.009319,0.070207,0.008913,proton,pi-,solid
3,11.0,0.075548,0.785662,0.327588,1.220797,0.487176,AUT,0.0,0.010844,0.070207,0.008940,proton,pi-,solid
4,11.0,0.108264,0.756559,0.329943,1.686369,0.487373,AUT,0.0,0.015528,0.070207,0.008916,proton,pi-,solid
5,11.0,0.085736,0.776593,0.328949,1.365344,0.698514,AUT,0.0,0.007100,0.070207,0.008933,proton,pi-,solid
6,11.0,0.093105,0.695996,0.375038,1.330360,0.135788,AUT,0.0,0.008146,0.070207,0.008979,proton,pi-,solid
7,11.0,0.133746,0.648997,0.378729,1.788049,0.129157,AUT,0.0,0.013815,0.070207,0.008941,proton,pi-,solid
8,11.0,0.074115,0.743823,0.373698,1.132854,0.307425,AUT,0.0,0.008176,0.070207,0.008975,proton,pi-,solid
9,11.0,0.093861,0.701361,0.375547,1.358464,0.302093,AUT,0.0,0.008242,0.070207,0.008981,proton,pi-,solid
10,11.0,0.122518,0.671051,0.377471,1.691648,0.296067,AUT,0.0,0.009130,0.070207,0.008957,proton,pi-,solid
11,11.0,0.160181,0.593371,0.391824,1.961632,0.289091,AUT,0.0,0.080607,0.070207,0.008894,proton,pi-,solid
12,11.0,0.074391,0.754432,0.374627,1.152323,0.490157,AUT,0.0,0.009263,0.070207,0.008975,proton,pi-,solid
13,11.0,0.101784,0.704548,0.376239,1.477979,0.488984,AUT,0.0,0.008950,0.070207,0.008976,proton,pi-,solid
14,11.0,0.135397,0.649054,0.379299,1.810689,0.489840,AUT,0.0,0.017063,0.070207,0.008938,proton,pi-,solid
15,11.0,0.089475,0.731691,0.376452,1.338029,0.707980,AUT,0.0,0.006682,0.070207,0.008975,proton,pi-,solid
16,11.0,0.138844,0.642379,0.380741,1.838049,0.708825,AUT,0.0,0.016817,0.070207,0.008933,proton,pi-,solid
17,11.0,0.101841,0.645942,0.424234,1.347875,0.134190,AUT,0.0,0.008934,0.070207,0.009021,proton,pi-,solid
18,11.0,0.146619,0.588524,0.426722,1.776238,0.127988,AUT,0.0,0.013459,0.070207,0.008977,proton,pi-,solid
19,11.0,0.078888,0.713815,0.423465,1.155237,0.308809,AUT,0.0,0.007890,0.070207,0.009008,proton,pi-,solid
20,11.0,0.101364,0.654709,0.424843,1.369192,0.301759,AUT,0.0,0.008262,0.070207,0.009025,proton,pi-,solid
21,11.0,0.129861,0.621681,0.425579,1.662412,0.296361,AUT,0.0,0.008842,0.070207,0.009005,proton,pi-,solid
22,11.0,0.162880,0.563709,0.429386,1.893245,0.292271,AUT,0.0,0.021249,0.070207,0.008941,proton,pi-,solid
23,11.0,0.077422,0.734455,0.424151,1.166130,0.492913,AUT,0.0,0.008501,0.070207,0.009005,proton,pi-,solid
24,11.0,0.104912,0.666359,0.425164,1.440876,0.489770,AUT,0.0,0.008702,0.070207,0.009022,proton,pi-,solid
25,11.0,0.140396,0.605652,0.426513,1.748655,0.488850,AUT,0.0,0.012243,0.070207,0.008987,proton,pi-,solid
26,11.0,0.093597,0.698788,0.425219,1.330134,0.683555,AUT,0.0,0.007788,0.070207,0.009013,proton,pi-,solid
27,11.0,0.148100,0.590305,0.427374,1.799973,0.685197,AUT,0.0,0.015142,0.070207,0.008974,proton,pi-,solid
28,11.0,0.099495,0.703051,0.427044,1.411195,0.889185,AUT,0.0,0.009551,0.070207,0.009006,proton,pi-,solid
29,11.0,0.111509,0.604635,0.474003,1.377761,0.133505,AUT,0.0,0.009473,0.070207,0.009065,proton,pi-,solid
30,11.0,0.161823,0.534754,0.476134,1.780715,0.127048,AUT,0.0,0.015427,0.070207,0.009010,proton,pi-,solid
31,11.0,0.084546,0.684217,0.473465,1.184408,0.309140,AUT,0.0,0.007874,0.070207,0.009043,proton,pi-,solid
32,11.0,0.111993,0.613226,0.474461,1.416418,0.300941,AUT,0.0,0.008493,0.070207,0.009071,proton,pi-,solid
33,11.0,0.148155,0.563170,0.475568,1.712683,0.295255,AUT,0.0,0.009217,0.070207,0.009035,proton,pi-,solid
34,11.0,0.081634,0.713410,0.473947,1.192665,0.494824,AUT,0.0,0.008086,0.070207,0.009036,proton,pi-,solid
35,11.0,0.115924,0.625800,0.474843,1.492388,0.489564,AUT,0.0,0.008787,0.070207,0.009066,proton,pi-,solid
36,11.0,0.158378,0.547348,0.476226,1.782606,0.488697,AUT,0.0,0.015421,0.070207,0.009017,proton,pi-,solid
37,11.0,0.094127,0.684197,0.474783,1.306443,0.685918,AUT,0.0,0.008140,0.070207,0.009049,proton,pi-,solid
38,11.0,0.151029,0.558276,0.475864,1.731604,0.688196,AUT,0.0,0.012580,0.070207,0.009030,proton,pi-,solid
39,11.0,0.104205,0.675278,0.475959,1.407818,0.904487,AUT,0.0,0.008819,0.070207,0.009043,proton,pi-,solid
40,11.0,0.124894,0.564112,0.524003,1.433140,0.132177,AUT,0.0,0.009505,0.070207,0.009113,proton,pi-,solid
41,11.0,0.186025,0.477161,0.526343,1.828276,0.126289,AUT,0.0,0.022867,0.070207,0.009036,proton,pi-,solid
42,11.0,0.090891,0.655739,0.523407,1.217553,0.309323,AUT,0.0,0.007904,0.070207,0.009087,proton,pi-,solid
43,11.0,0.126592,0.572588,0.524394,1.493074,0.299589,AUT,0.0,0.008843,0.070207,0.009125,proton,pi-,solid
44,11.0,0.168684,0.506479,0.525545,1.754429,0.293563,AUT,0.0,0.012778,0.070207,0.009072,proton,pi-,solid
45,11.0,0.085986,0.692504,0.523903,1.217461,0.496120,AUT,0.0,0.008118,0.070207,0.009075,proton,pi-,solid
46,11.0,0.129911,0.583342,0.524757,1.551515,0.489448,AUT,0.0,0.009198,0.070207,0.009116,proton,pi-,solid
47,11.0,0.188572,0.475130,0.527069,1.845421,0.489298,AUT,0.0,0.029141,0.070207,0.009030,proton,pi-,solid
48,11.0,0.098492,0.666093,0.524506,1.323917,0.688290,AUT,0.0,0.008028,0.070207,0.009091,proton,pi-,solid
49,11.0,0.164477,0.513460,0.525581,1.733003,0.690280,AUT,0.0,0.014441,0.070207,0.009080,proton,pi-,solid
50,11.0,0.107132,0.656679,0.525514,1.398802,0.919106,AUT,0.0,0.008401,0.070207,0.009088,proton,pi-,solid
51,11.0,0.094822,0.632801,0.573424,1.225860,0.273157,AUT,0.0,0.008350,0.070207,0.009141,proton,pi-,solid
52,11.0,0.127744,0.547402,0.573960,1.441146,0.244032,AUT,0.0,0.009156,0.070207,0.009199,proton,pi-,solid
53,11.0,0.168157,0.487218,0.574666,1.680835,0.227930,AUT,0.0,0.009563,0.070207,0.009168,proton,pi-,solid
54,11.0,0.224239,0.412877,0.578734,1.909901,0.233300,AUT,0.0,0.038065,0.070207,0.009060,proton,pi-,solid
