i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
0,27.6,0.111000,0.475000,0.391000,2.731000,0.113000,AUT,0.0,0.027000,0.000000,0.016900,proton,pi0,hermes
1,27.6,0.103000,0.517000,0.384000,2.649000,0.212000,AUT,0.1,0.027300,0.000000,0.016300,proton,pi0,hermes
2,27.6,0.095000,0.553000,0.381000,2.553000,0.290000,AUT,0.1,0.026100,0.000000,0.015800,proton,pi0,hermes
3,27.6,0.087000,0.587000,0.381000,2.456000,0.369000,AUT,0.1,0.024900,0.000000,0.015300,proton,pi0,hermes
4,27.6,0.098000,0.531000,0.414000,2.705000,0.392000,AUT,0.0,0.022500,0.000000,0.008100,proton,pi0,hermes
5,27.6,0.133000,0.514000,0.421000,3.549000,0.372000,AUT,0.0,0.020200,0.000000,0.001400,proton,pi0,hermes
6,27.6,0.185000,0.491000,0.428000,4.716000,0.364000,AUT,0.0,0.025900,0.000000,0.012400,proton,pi0,hermes
7,27.6,0.273000,0.470000,0.432000,6.631000,0.378000,AUT,0.1,0.037000,0.000000,0.032800,proton,pi0,hermes
8,27.6,0.093000,0.558000,0.448000,2.486000,0.464000,AUT,0.0,0.018000,0.000000,0.007700,proton,pi0,hermes
9,27.6,0.098000,0.531000,0.523000,2.531000,0.472000,AUT,0.0,0.020800,0.000000,0.010900,proton,pi0,hermes
10,27.6,0.102000,0.511000,0.593000,2.552000,0.488000,AUT,0.0,0.023100,0.000000,0.013400,proton,pi0,hermes
