i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
0,160,0.043,0.29,0.35,3.18,0.154,AUT,0.0000825,0.010375,0,0,deuteron,pi+,compass
1,160,0.042,0.29,0.35,3.14,0.251,AUT,-0.010614,0.008654,0,0,deuteron,pi+,compass
2,160,0.041,0.3,0.35,3.14,0.349,AUT,-0.0059918,0.008356,0,0,deuteron,pi+,compass
3,160,0.041,0.31,0.35,3.23,0.448,AUT,-0.0027557,0.00891,0,0,deuteron,pi+,compass
4,160,0.041,0.32,0.36,3.29,0.547,AUT,0.0014035,0.010241,0,0,deuteron,pi+,compass
5,160,0.04,0.33,0.37,3.36,0.668,AUT,-0.0085549,0.010169,0,0,deuteron,pi+,compass
6,160,0.04,0.34,0.39,3.46,0.817,AUT,0.0079063,0.013828,0,0,deuteron,pi+,compass
7,160,0.039,0.36,0.41,3.61,1.042,AUT,-0.0329167,0.015064,0,0,deuteron,pi+,compass
8,160,0.038,0.43,0.43,4.08,1.549,AUT,-0.0116425,0.032745,0,0,deuteron,pi+,compass
9,160,0.00647,0.65,0.29,1.24,0.53,AUT,-0.0116875,0.0156123,0,0,deuteron,pi+,compass
10,160,0.0106,0.46,0.33,1.45,0.52,AUT,-0.0135815,0.0100801,0,0,deuteron,pi+,compass
11,160,0.0164,0.34,0.35,1.67,0.49,AUT,-0.0079619,0.0083828,0,0,deuteron,pi+,compass
12,160,0.0256,0.26,0.37,1.99,0.46,AUT,0.0034019,0.0074048,0,0,deuteron,pi+,compass
13,160,0.0397,0.23,0.39,2.79,0.45,AUT,-0.0014184,0.0082934,0,0,deuteron,pi+,compass
14,160,0.0625,0.24,0.38,4.54,0.46,AUT,-0.0013517,0.0103853,0,0,deuteron,pi+,compass
15,160,0.101,0.25,0.37,7.4,0.46,AUT,-0.0180454,0.0137172,0,0,deuteron,pi+,compass
16,160,0.161,0.24,0.37,11.8,0.47,AUT,-0.0316815,0.0203016,0,0,deuteron,pi+,compass
17,160,0.278,0.28,0.36,23.8,0.51,AUT,0.0042083,0.0343074,0,0,deuteron,pi+,compass
18,160,0.037,0.36,0.2237,3.43,0.43,AUT,-0.010726,0.0068247,0,0,deuteron,pi+,compass
19,160,0.039,0.34,0.2737,3.37,0.45,AUT,-0.0028353,0.0079757,0,0,deuteron,pi+,compass
20,160,0.041,0.32,0.3237,3.33,0.48,AUT,-0.0132024,0.009416,0,0,deuteron,pi+,compass
21,160,0.042,0.3,0.3737,3.28,0.49,AUT,-0.0114407,0.0110339,0,0,deuteron,pi+,compass
22,160,0.044,0.28,0.4448,3.19,0.52,AUT,-0.0041048,0.0099673,0,0,deuteron,pi+,compass
23,160,0.046,0.25,0.5646,3.03,0.54,AUT,0.0147079,0.0116567,0,0,deuteron,pi+,compass
24,160,0.046,0.22,0.7164,2.74,0.54,AUT,0.0064966,0.0171492,0,0,deuteron,pi+,compass
25,160,0.045,0.19,0.8787,2.4,0.47,AUT,-0.0151849,0.0234342,0,0,deuteron,pi+,compass
