i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
0,27.6,0.037588,0.641938,0.346026,1.249727,0.413780,M_Hermes,2.2,0.041216,0.000000,0.120608,proton,pi+,hermes
1,27.6,0.037588,0.641938,0.421856,1.249727,0.099824,M_Hermes,0.4,0.018616,0.000000,0.037095,proton,pi+,hermes
2,27.6,0.037588,0.641938,0.425621,1.249727,0.206743,M_Hermes,0.8,0.026314,0.000000,0.069660,proton,pi+,hermes
3,27.6,0.037588,0.641938,0.429774,1.249727,0.409482,M_Hermes,1.1,0.025955,0.000000,0.094428,proton,pi+,hermes
4,27.6,0.037588,0.641938,0.432542,1.249727,0.535552,M_Hermes,1.0,0.018733,0.000000,0.070139,proton,pi+,hermes
5,27.6,0.037588,0.641938,0.533436,1.249727,0.103042,M_Hermes,0.2,0.011462,0.000000,0.017303,proton,pi+,hermes
6,27.6,0.037588,0.641938,0.537003,1.249727,0.205569,M_Hermes,0.4,0.017090,0.000000,0.057905,proton,pi+,hermes
7,27.6,0.037588,0.641938,0.537736,1.249727,0.305605,M_Hermes,0.5,0.016619,0.000000,0.053403,proton,pi+,hermes
8,27.6,0.037588,0.641938,0.541921,1.249727,0.532111,M_Hermes,0.5,0.011578,0.000000,0.043270,proton,pi+,hermes
9,27.6,0.037588,0.641938,0.544255,1.249727,0.703511,M_Hermes,0.4,0.008464,0.000000,0.031423,proton,pi+,hermes
10,27.6,0.037588,0.641938,0.691887,1.249727,0.100280,M_Hermes,0.1,0.004461,0.000000,0.005861,proton,pi+,hermes
11,27.6,0.037588,0.641938,0.694580,1.249727,0.203774,M_Hermes,0.2,0.007098,0.000000,0.016341,proton,pi+,hermes
12,27.6,0.037588,0.641938,0.689555,1.249727,0.300626,M_Hermes,0.2,0.007618,0.000000,0.017952,proton,pi+,hermes
13,27.6,0.037588,0.641938,0.688427,1.249727,0.400962,M_Hermes,0.3,0.008126,0.000000,0.024431,proton,pi+,hermes
14,27.6,0.037588,0.641938,0.688895,1.249727,0.694442,M_Hermes,0.2,0.004178,0.000000,0.014323,proton,pi+,hermes
15,27.6,0.037588,0.641938,0.691531,1.249727,0.951000,M_Hermes,0.1,0.001905,0.000000,0.006715,proton,pi+,hermes
16,27.6,0.037588,0.641938,0.886544,1.249727,0.097839,M_Hermes,0.0,0.001243,0.000000,0.001474,proton,pi+,hermes
17,27.6,0.037588,0.641938,0.883225,1.249727,0.199594,M_Hermes,0.0,0.002365,0.000000,0.004300,proton,pi+,hermes
18,27.6,0.037588,0.641938,0.875423,1.249727,0.301923,M_Hermes,0.0,0.002549,0.000000,0.003175,proton,pi+,hermes
19,27.6,0.037588,0.641938,0.869965,1.249727,0.396269,M_Hermes,0.0,0.002476,0.000000,0.003035,proton,pi+,hermes
20,27.6,0.037588,0.641938,0.865588,1.249727,0.520925,M_Hermes,0.0,0.001901,0.000000,0.002262,proton,pi+,hermes
21,27.6,0.037588,0.641938,0.860055,1.249727,0.696021,M_Hermes,0.0,0.001990,0.000000,0.002639,proton,pi+,hermes
22,27.6,0.037588,0.641938,0.872479,1.249727,0.937592,M_Hermes,0.0,0.000868,0.000000,0.000948,proton,pi+,hermes
23,27.6,0.061098,0.477175,0.333928,1.509975,0.101678,M_Hermes,0.9,0.016530,0.000000,0.062325,proton,pi+,hermes
24,27.6,0.061098,0.477175,0.336059,1.509975,0.203648,M_Hermes,1.6,0.027783,0.000000,0.073902,proton,pi+,hermes
25,27.6,0.061098,0.477175,0.420689,1.509975,0.100095,M_Hermes,0.4,0.009427,0.000000,0.041328,proton,pi+,hermes
