i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
0,11,0.114705,0.668008,0.326955,1.573896,0.132448,AUT,0,0.007444,0.070207,0.007984,proton,pi+,solid
1,11,0.137903,0.595831,0.325433,1.694157,0.128392,AUT,0,0.005871,0.070207,0.007878,proton,pi+,solid
2,11,0.163228,0.523249,0.32531,1.757706,0.129929,AUT,0,0.006854,0.070207,0.007753,proton,pi+,solid
3,11,0.211665,0.421217,0.325145,1.820651,0.135319,AUT,0,0.015109,0.070207,0.007519,proton,pi+,solid
4,11,0.068842,0.76588,0.323686,1.081188,0.33345,AUT,0,0.006925,0.070207,0.008162,proton,pi+,solid
5,11,0.087758,0.616319,0.324769,1.111761,0.333564,AUT,0,0.006313,0.070207,0.008086,proton,pi+,solid
6,11,0.113404,0.531793,0.32607,1.242903,0.311938,AUT,0,0.005024,0.070207,0.00798,proton,pi+,solid
7,11,0.147908,0.478472,0.327567,1.454158,0.28669,AUT,0,0.005527,0.070207,0.007821,proton,pi+,solid
8,11,0.201857,0.402982,0.329363,1.6677,0.263918,AUT,0,0.00977,0.070207,0.00756,proton,pi+,solid
9,11,0.07629,0.706681,0.328917,1.090096,0.450322,AUT,0,0.006083,0.070207,0.008129,proton,pi+,solid
10,11,0.130149,0.426367,0.33082,1.104809,0.439498,AUT,0,0.01034,0.070207,0.007894,proton,pi+,solid
11,11,0.107914,0.6468,0.375801,1.434489,0.138115,AUT,0,0.006977,0.070207,0.007985,proton,pi+,solid
12,11,0.129953,0.586152,0.374701,1.571094,0.131652,AUT,0,0.005773,0.070207,0.007886,proton,pi+,solid
13,11,0.151172,0.537379,0.374546,1.674058,0.131439,AUT,0,0.006266,0.070207,0.007784,proton,pi+,solid
14,11,0.194166,0.447454,0.374452,1.770133,0.134965,AUT,0,0.00954,0.070207,0.007574,proton,pi+,solid
15,11,0.074222,0.719339,0.373089,1.091983,0.344773,AUT,0,0.008758,0.070207,0.008113,proton,pi+,solid
16,11,0.101077,0.594662,0.374744,1.238384,0.318591,AUT,0,0.005259,0.070207,0.008007,proton,pi+,solid
17,11,0.127918,0.559864,0.375861,1.476604,0.282571,AUT,0,0.004431,0.070207,0.007891,proton,pi+,solid
18,11,0.152929,0.502631,0.376088,1.582956,0.276482,AUT,0,0.004595,0.070207,0.007772,proton,pi+,solid
19,11,0.200448,0.416873,0.376635,1.704031,0.26984,AUT,0,0.005825,0.070207,0.007541,proton,pi+,solid
20,11,0.070633,0.764282,0.375495,1.105936,0.480869,AUT,0,0.006181,0.070207,0.008128,proton,pi+,solid
21,11,0.093636,0.597784,0.376527,1.147727,0.471838,AUT,0,0.007219,0.070207,0.008035,proton,pi+,solid
22,11,0.144384,0.399208,0.377208,1.153613,0.462655,AUT,0,0.007881,0.070207,0.007804,proton,pi+,solid
23,11,0.105059,0.626316,0.424927,1.352037,0.141449,AUT,0,0.005853,0.070207,0.007973,proton,pi+,solid
24,11,0.129317,0.567572,0.424287,1.513694,0.132929,AUT,0,0.005478,0.070207,0.007866,proton,pi+,solid
25,11,0.154438,0.517848,0.424251,1.647168,0.132227,AUT,0,0.006279,0.070207,0.007744,proton,pi+,solid
26,11,0.200213,0.4325,0.424256,1.767937,0.135165,AUT,0,0.012182,0.070207,0.007521,proton,pi+,solid
27,11,0.083659,0.669756,0.423439,1.143393,0.337551,AUT,0,0.009696,0.070207,0.008056,proton,pi+,solid
28,11,0.114,0.59882,0.425298,1.407684,0.284807,AUT,0,0.005283,0.070207,0.007933,proton,pi+,solid
29,11,0.135321,0.557996,0.425308,1.557042,0.281679,AUT,0,0.004454,0.070207,0.007835,proton,pi+,solid
30,11,0.158236,0.497968,0.425422,1.62346,0.281859,AUT,0,0.004273,0.070207,0.007724,proton,pi+,solid
31,11,0.19849,0.421207,0.42559,1.714442,0.28312,AUT,0,0.005222,0.070207,0.007529,proton,pi+,solid
32,11,0.266766,0.336109,0.426005,1.84718,0.285519,AUT,0,0.048207,0.070207,0.007217,proton,pi+,solid
33,11,0.07158,0.759475,0.424264,1.115155,0.491634,AUT,0,0.00709,0.070207,0.008105,proton,pi+,solid
34,11,0.090905,0.627479,0.425099,1.173119,0.485714,AUT,0,0.009965,0.070207,0.008027,proton,pi+,solid
35,11,0.121082,0.478683,0.425196,1.182975,0.483785,AUT,0,0.004313,0.070207,0.007896,proton,pi+,solid
36,11,0.174177,0.335621,0.42594,1.195213,0.474947,AUT,0,0.018113,0.070207,0.007643,proton,pi+,solid
37,11,0.091219,0.625194,0.429168,1.095776,0.643777,AUT,0,0.00705,0.070207,0.008017,proton,pi+,solid
38,11,0.105316,0.606675,0.474407,1.311793,0.142645,AUT,0,0.005182,0.070207,0.007951,proton,pi+,solid
39,11,0.134203,0.545349,0.474073,1.508752,0.132942,AUT,0,0.005263,0.070207,0.007821,proton,pi+,solid
40,11,0.176537,0.470768,0.474192,1.696894,0.133037,AUT,0,0.007176,0.070207,0.007614,proton,pi+,solid
41,11,0.267667,0.339947,0.474179,1.874926,0.144719,AUT,0,0.096125,0.070207,0.007191,proton,pi+,solid
42,11,0.091226,0.650317,0.474121,1.215272,0.310085,AUT,0,0.008514,0.070207,0.008008,proton,pi+,solid
43,11,0.118661,0.590075,0.474936,1.443907,0.284394,AUT,0,0.005551,0.070207,0.007893,proton,pi+,solid
44,11,0.138347,0.548078,0.474807,1.563612,0.287561,AUT,0,0.00466,0.070207,0.007801,proton,pi+,solid
45,11,0.16109,0.489673,0.474755,1.625257,0.28968,AUT,0,0.004219,0.070207,0.00769,proton,pi+,solid
46,11,0.203342,0.411358,0.474835,1.713544,0.29598,AUT,0,0.005184,0.070207,0.007485,proton,pi+,solid
47,11,0.271791,0.329588,0.474684,1.846897,0.307911,AUT,0,0.046178,0.070207,0.007174,proton,pi+,solid
48,11,0.074893,0.73163,0.474011,1.122882,0.495635,AUT,0,0.009019,0.070207,0.008074,proton,pi+,solid
49,11,0.098146,0.591414,0.474529,1.191489,0.493358,AUT,0,0.01037,0.070207,0.007979,proton,pi+,solid
50,11,0.140052,0.439536,0.475227,1.253811,0.484782,AUT,0,0.004347,0.070207,0.007789,proton,pi+,solid
51,11,0.19791,0.334174,0.476066,1.364926,0.471915,AUT,0,0.016632,0.070207,0.007511,proton,pi+,solid
52,11,0.09574,0.616381,0.476565,1.13867,0.666671,AUT,0,0.005339,0.070207,0.007982,proton,pi+,solid
53,11,0.189774,0.319653,0.477979,1.25175,0.621589,AUT,0,0.152695,0.070207,0.007551,proton,pi+,solid
54,11,0.107754,0.587361,0.524057,1.297978,0.142504,AUT,0,0.004888,0.070207,0.007919,proton,pi+,solid
55,11,0.144041,0.519708,0.524032,1.541092,0.132592,AUT,0,0.005365,0.070207,0.007751,proton,pi+,solid
56,11,0.194331,0.439177,0.524204,1.742629,0.134122,AUT,0,0.011416,0.070207,0.007505,proton,pi+,solid
57,11,0.096303,0.634917,0.524504,1.254791,0.292601,AUT,0,0.007148,0.070207,0.007968,proton,pi+,solid
58,11,0.122476,0.572662,0.524597,1.446134,0.288866,AUT,0,0.005474,0.070207,0.007854,proton,pi+,solid
59,11,0.144316,0.524802,0.524451,1.560977,0.291903,AUT,0,0.004492,0.070207,0.00775,proton,pi+,solid
60,11,0.173281,0.457988,0.524461,1.633377,0.296004,AUT,0,0.004316,0.070207,0.007608,proton,pi+,solid
61,11,0.224583,0.376886,0.524418,1.733369,0.30681,AUT,0,0.008003,0.070207,0.007363,proton,pi+,solid
62,11,0.079356,0.695138,0.523806,1.128543,0.499787,AUT,0,0.01094,0.070207,0.008037,proton,pi+,solid
63,11,0.110232,0.549405,0.524488,1.242214,0.494752,AUT,0,0.007996,0.070207,0.007907,proton,pi+,solid
64,11,0.170109,0.419941,0.52518,1.448927,0.471213,AUT,0,0.00432,0.070207,0.007622,proton,pi+,solid
