i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
0,27.6,0.095680,0.370228,0.877953,1.834674,0.201066,M_Hermes,0.0,0.001442,0.000000,0.005460,deuteron,k+,hermes
1,27.6,0.095680,0.370228,0.872221,1.834674,0.301012,M_Hermes,0.0,0.001658,0.000000,0.002514,deuteron,k+,hermes
2,27.6,0.095680,0.370228,0.865083,1.834674,0.401263,M_Hermes,0.0,0.001879,0.000000,0.004404,deuteron,k+,hermes
3,27.6,0.151999,0.366105,0.683877,2.882131,0.104164,M_Hermes,0.0,0.002169,0.000000,0.007264,deuteron,k+,hermes
4,27.6,0.151999,0.366105,0.684757,2.882131,0.206048,M_Hermes,0.0,0.003946,0.000000,0.018837,deuteron,k+,hermes
5,27.6,0.151999,0.366105,0.686676,2.882131,0.301243,M_Hermes,0.1,0.004842,0.000000,0.010162,deuteron,k+,hermes
6,27.6,0.151999,0.366105,0.685894,2.882131,0.398994,M_Hermes,0.1,0.004988,0.000000,0.015374,deuteron,k+,hermes
7,27.6,0.151999,0.366105,0.687014,2.882131,0.524556,M_Hermes,0.1,0.003469,0.000000,0.025166,deuteron,k+,hermes
8,27.6,0.151999,0.366105,0.880649,2.882131,0.101821,M_Hermes,0.0,0.000851,0.000000,0.001343,deuteron,k+,hermes
9,27.6,0.151999,0.366105,0.866459,2.882131,0.207784,M_Hermes,0.0,0.001510,0.000000,0.003963,deuteron,k+,hermes
10,27.6,0.151999,0.366105,0.878978,2.882131,0.300036,M_Hermes,0.0,0.001961,0.000000,0.003229,deuteron,k+,hermes
11,27.6,0.151999,0.366105,0.872446,2.882131,0.397038,M_Hermes,0.0,0.001922,0.000000,0.003972,deuteron,k+,hermes
12,27.6,0.151999,0.366105,0.867579,2.882131,0.516027,M_Hermes,0.0,0.001448,0.000000,0.006834,deuteron,k+,hermes
13,27.6,0.253013,0.398606,0.420697,5.223411,0.101414,M_Hermes,0.1,0.008721,0.000000,0.046597,deuteron,k+,hermes
