i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
0,27.6,0.109000,0.460000,0.341000,2.533000,0.110000,AUT,0.0,0.006900,0.000000,0.005400,proton,pi+,hermes
1,27.6,0.106000,0.490000,0.350000,2.530000,0.211000,AUT,0.0,0.007300,0.000000,0.002700,proton,pi+,hermes
2,27.6,0.100000,0.519000,0.355000,2.486000,0.290000,AUT,0.0,0.007300,0.000000,0.000700,proton,pi+,hermes
3,27.6,0.093000,0.549000,0.355000,2.415000,0.370000,AUT,0.1,0.007300,0.000000,0.001700,proton,pi+,hermes
4,27.6,0.098000,0.484000,0.376000,2.467000,0.356000,AUT,0.1,0.007000,0.000000,0.003300,proton,pi+,hermes
5,27.6,0.133000,0.464000,0.379000,3.203000,0.344000,AUT,0.0,0.006600,0.000000,0.004600,proton,pi+,hermes
6,27.6,0.186000,0.449000,0.379000,4.321000,0.339000,AUT,0.1,0.008600,0.000000,0.006400,proton,pi+,hermes
7,27.6,0.275000,0.434000,0.375000,6.179000,0.344000,AUT,0.1,0.011800,0.000000,0.009300,proton,pi+,hermes
8,27.6,0.097000,0.528000,0.373000,2.425000,0.403000,AUT,0.0,0.006700,0.000000,0.007000,proton,pi+,hermes
9,27.6,0.099000,0.514000,0.447000,2.418000,0.429000,AUT,0.0,0.007500,0.000000,0.009000,proton,pi+,hermes
10,27.6,0.100000,0.504000,0.523000,2.411000,0.453000,AUT,0.1,0.009600,0.000000,0.011000,proton,pi+,hermes
11,27.6,0.101000,0.494000,0.593000,2.400000,0.465000,AUT,0.1,0.011300,0.000000,0.012800,proton,pi+,hermes
