i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
0,27.6,0.095738,0.367180,0.873366,1.820673,0.203708,M_Hermes,0.0,0.001464,0.000000,0.000637,proton,k+,hermes
1,27.6,0.095738,0.367180,0.873748,1.820673,0.298843,M_Hermes,0.0,0.001681,0.000000,0.008316,proton,k+,hermes
2,27.6,0.095738,0.367180,0.875038,1.820673,0.400620,M_Hermes,0.0,0.001768,0.000000,0.004980,proton,k+,hermes
3,27.6,0.152207,0.364756,0.687918,2.875440,0.101330,M_Hermes,0.0,0.002427,0.000000,0.008213,proton,k+,hermes
4,27.6,0.152207,0.364756,0.686365,2.875440,0.202779,M_Hermes,0.0,0.004314,0.000000,0.014248,proton,k+,hermes
5,27.6,0.152207,0.364756,0.686313,2.875440,0.300816,M_Hermes,0.1,0.005246,0.000000,0.027104,proton,k+,hermes
6,27.6,0.152207,0.364756,0.685256,2.875440,0.400946,M_Hermes,0.1,0.005821,0.000000,0.015762,proton,k+,hermes
7,27.6,0.152207,0.364756,0.683518,2.875440,0.521224,M_Hermes,0.1,0.004396,0.000000,0.003591,proton,k+,hermes
8,27.6,0.152207,0.364756,0.883366,2.875440,0.099870,M_Hermes,0.0,0.001007,0.000000,0.000270,proton,k+,hermes
9,27.6,0.152207,0.364756,0.881545,2.875440,0.205983,M_Hermes,0.0,0.002103,0.000000,0.000684,proton,k+,hermes
10,27.6,0.152207,0.364756,0.872350,2.875440,0.299515,M_Hermes,0.0,0.002459,0.000000,0.007663,proton,k+,hermes
11,27.6,0.152207,0.364756,0.873957,2.875440,0.399359,M_Hermes,0.0,0.002297,0.000000,0.004175,proton,k+,hermes
12,27.6,0.253881,0.398601,0.421451,5.241270,0.100876,M_Hermes,0.1,0.008131,0.000000,0.014799,proton,k+,hermes
13,27.6,0.253881,0.398601,0.418051,5.241270,0.204607,M_Hermes,0.2,0.016444,0.000000,0.029938,proton,k+,hermes
14,27.6,0.253881,0.398601,0.422058,5.241270,0.300548,M_Hermes,0.3,0.019701,0.000000,0.085336,proton,k+,hermes
15,27.6,0.253881,0.398601,0.533277,5.241270,0.099859,M_Hermes,0.1,0.006364,0.000000,0.025713,proton,k+,hermes
