i,obs,value,stat,syst1,Q2,x,z,pT,target,hadron
88,M_Hermes,0.7447642,0.01317316,0.101593,1.517162,0.06102772,0.4245034,0.5267285,deuteron,pi-
89,M_Hermes,0.4295477,0.008101062,0.05117595,1.517162,0.06102772,0.4259355,0.6919364,deuteron,pi-
90,M_Hermes,0.1048169,0.002784274,0.01253254,1.517162,0.06102772,0.4332284,0.9550508,deuteron,pi-
91,M_Hermes,0.1628747,0.004816128,0.04608379,1.517162,0.06102772,0.530534,0.1029542,deuteron,pi-
92,M_Hermes,0.3357701,0.008765976,0.07047674,1.517162,0.06102772,0.5320203,0.2042669,deuteron,pi-
93,M_Hermes,0.4464745,0.01019166,0.06874263,1.517162,0.06102772,0.5324957,0.3016223,deuteron,pi-
94,M_Hermes,0.4795369,0.01064501,0.05130121,1.517162,0.06102772,0.5343863,0.4010222,deuteron,pi-
95,M_Hermes,0.3923101,0.008322849,0.02797961,1.517162,0.06102772,0.5336413,0.5230483,deuteron,pi-
96,M_Hermes,0.2554125,0.005770175,0.01811935,1.517162,0.06102772,0.5351318,0.6953529,deuteron,pi-
97,M_Hermes,0.07706026,0.002059795,0.005625103,1.517162,0.06102772,0.5414289,0.9536027,deuteron,pi-
98,M_Hermes,0.06542054,0.002161095,0.003690088,1.517162,0.06102772,0.6926562,0.1008781,deuteron,pi-
99,M_Hermes,0.1420603,0.003672431,0.006783665,1.517162,0.06102772,0.6904875,0.2035933,deuteron,pi-
100,M_Hermes,0.1898256,0.004390269,0.01832884,1.517162,0.06102772,0.6888038,0.3027333,deuteron,pi-
101,M_Hermes,0.1994775,0.004668799,0.02851093,1.517162,0.06102772,0.6912678,0.3998414,deuteron,pi-
102,M_Hermes,0.1675574,0.003612875,0.02870446,1.517162,0.06102772,0.6872697,0.5216925,deuteron,pi-
103,M_Hermes,0.1044202,0.002666288,0.01672457,1.517162,0.06102772,0.6854906,0.689708,deuteron,pi-
104,M_Hermes,0.03690365,0.001125472,0.005902412,1.517162,0.06102772,0.6816006,0.9456246,deuteron,pi-
105,M_Hermes,0.0220704,0.000679133,0.001273712,1.517162,0.06102772,0.8956445,0.097753,deuteron,pi-
106,M_Hermes,0.03296136,0.00108805,0.001641996,1.517162,0.06102772,0.8864406,0.2011365,deuteron,pi-
107,M_Hermes,0.03583237,0.001213801,0.003492356,1.517162,0.06102772,0.8852771,0.3003517,deuteron,pi-
108,M_Hermes,0.03250268,0.001311196,0.004653482,1.517162,0.06102772,0.8718863,0.3978766,deuteron,pi-
109,M_Hermes,0.02282129,0.000911698,0.003926467,1.517162,0.06102772,0.8682351,0.519197,deuteron,pi-
110,M_Hermes,0.01234677,0.000708883,0.001986707,1.517162,0.06102772,0.8645714,0.6839109,deuteron,pi-
111,M_Hermes,0.006059675,0.000400842,0.000972003,1.517162,0.06102772,0.8626914,0.9297149,deuteron,pi-
112,M_Hermes,3.544445,0.04472016,0.5495986,1.834674,0.09568023,0.1405555,0.1022484,deuteron,pi-
113,M_Hermes,7.224847,0.07659991,0.3728427,1.834674,0.09568023,0.1421647,0.2050908,deuteron,pi-
114,M_Hermes,7.492501,0.07594132,0.2979771,1.834674,0.09568023,0.1444806,0.3045646,deuteron,pi-
115,M_Hermes,5.666891,0.06961672,0.4582578,1.834674,0.09568023,0.1454129,0.4047121,deuteron,pi-
116,M_Hermes,3.307215,0.05721717,0.408187,1.834674,0.09568023,0.1460593,0.5297188,deuteron,pi-
117,M_Hermes,1.216208,0.05605038,0.1059405,1.834674,0.09568023,0.1513125,0.7002521,deuteron,pi-
118,M_Hermes,0.1556799,0.03617346,0.01367004,1.834674,0.09568023,0.1701446,0.9606561,deuteron,pi-
119,M_Hermes,1.569471,0.02653229,0.3871762,1.834674,0.09568023,0.2236371,0.1015195,deuteron,pi-
120,M_Hermes,3.292767,0.05277859,0.5361631,1.834674,0.09568023,0.2237975,0.2043969,deuteron,pi-
121,M_Hermes,3.689096,0.0608968,0.3796298,1.834674,0.09568023,0.2244707,0.3002356,deuteron,pi-
122,M_Hermes,3.259815,0.05430123,0.1843328,1.834674,0.09568023,0.2249447,0.4007357,deuteron,pi-
123,M_Hermes,1.889905,0.03364798,0.1197354,1.834674,0.09568023,0.2262679,0.5210609,deuteron,pi-
124,M_Hermes,0.7701833,0.0230929,0.03669984,1.834674,0.09568023,0.2289282,0.6978613,deuteron,pi-
125,M_Hermes,0.1389307,0.01284969,0.00724939,1.834674,0.09568023,0.2349258,0.9589039,deuteron,pi-
126,M_Hermes,1.052813,0.02002442,0.04127283,1.834674,0.09568023,0.273144,0.1000524,deuteron,pi-
127,M_Hermes,1.974094,0.03844719,0.4127689,1.834674,0.09568023,0.2742014,0.2034315,deuteron,pi-
128,M_Hermes,2.504716,0.04826925,0.3668711,1.834674,0.09568023,0.2744731,0.3014581,deuteron,pi-
129,M_Hermes,2.211609,0.04679511,0.2321513,1.834674,0.09568023,0.2750155,0.3994343,deuteron,pi-
130,M_Hermes,1.533999,0.02833794,0.120842,1.834674,0.09568023,0.2758238,0.5195724,deuteron,pi-
131,M_Hermes,0.635613,0.01691987,0.05989451,1.834674,0.09568023,0.2781068,0.692465,deuteron,pi-
132,M_Hermes,0.1271138,0.007412093,0.01220611,1.834674,0.09568023,0.2873405,0.9629027,deuteron,pi-
133,M_Hermes,0.5894106,0.01110464,0.01880465,1.834674,0.09568023,0.3350187,0.1027658,deuteron,pi-
134,M_Hermes,1.366286,0.02257697,0.3370152,1.834674,0.09568023,0.3337619,0.2024077,deuteron,pi-
135,M_Hermes,1.596493,0.02777835,0.2913893,1.834674,0.09568023,0.3343155,0.3008084,deuteron,pi-
136,M_Hermes,1.528041,0.03021977,0.2113883,1.834674,0.09568023,0.3365299,0.4004103,deuteron,pi-
137,M_Hermes,1.130992,0.01971639,0.1256461,1.834674,0.09568023,0.3373386,0.5211182,deuteron,pi-
138,M_Hermes,0.5120701,0.01078632,0.06408493,1.834674,0.09568023,0.3389413,0.6871187,deuteron,pi-
139,M_Hermes,0.09520504,0.003718968,0.01190178,1.834674,0.09568023,0.34035,0.9395465,deuteron,pi-
140,M_Hermes,0.3250343,0.007135242,0.007516076,1.834674,0.09568023,0.4197449,0.1015787,deuteron,pi-
141,M_Hermes,0.6648856,0.01278723,0.1712066,1.834674,0.09568023,0.4211993,0.2035669,deuteron,pi-
142,M_Hermes,0.878481,0.01666344,0.1724503,1.834674,0.09568023,0.4205983,0.3018664,deuteron,pi-
143,M_Hermes,0.8354998,0.0180501,0.1275413,1.834674,0.09568023,0.4207448,0.3994426,deuteron,pi-
144,M_Hermes,0.688318,0.013831,0.08565024,1.834674,0.09568023,0.4224693,0.5212053,deuteron,pi-
145,M_Hermes,0.3719089,0.007971961,0.04912958,1.834674,0.09568023,0.4230292,0.6873688,deuteron,pi-
146,M_Hermes,0.07559472,0.002491373,0.01004918,1.834674,0.09568023,0.4278919,0.9344264,deuteron,pi-
147,M_Hermes,0.1554307,0.004554871,0.01114842,1.834674,0.09568023,0.531144,0.100832,deuteron,pi-
148,M_Hermes,0.3562209,0.008332787,0.07310562,1.834674,0.09568023,0.5304791,0.20151,deuteron,pi-
149,M_Hermes,0.4430427,0.01008765,0.06296279,1.834674,0.09568023,0.5315282,0.3013297,deuteron,pi-
150,M_Hermes,0.4578752,0.01136216,0.04531148,1.834674,0.09568023,0.5320185,0.4000689,deuteron,pi-
151,M_Hermes,0.3962289,0.009095667,0.03444377,1.834674,0.09568023,0.535106,0.5215305,deuteron,pi-
152,M_Hermes,0.2265036,0.006139008,0.01612767,1.834674,0.09568023,0.5348418,0.6872634,deuteron,pi-
153,M_Hermes,0.06739458,0.002090819,0.004837237,1.834674,0.09568023,0.5395787,0.933219,deuteron,pi-
154,M_Hermes,0.07711278,0.002518416,0.004005724,1.834674,0.09568023,0.6966411,0.1025228,deuteron,pi-
155,M_Hermes,0.171344,0.004721409,0.006651321,1.834674,0.09568023,0.6929334,0.2036861,deuteron,pi-
156,M_Hermes,0.2021254,0.005311415,0.01951771,1.834674,0.09568023,0.6948079,0.3003861,deuteron,pi-
157,M_Hermes,0.2088587,0.005556516,0.02720537,1.834674,0.09568023,0.692347,0.3997635,deuteron,pi-
158,M_Hermes,0.1793667,0.004377392,0.02937122,1.834674,0.09568023,0.6904066,0.5209034,deuteron,pi-
159,M_Hermes,0.1280712,0.003568463,0.0183135,1.834674,0.09568023,0.6842413,0.6901865,deuteron,pi-
160,M_Hermes,0.03983546,0.001367434,0.00572311,1.834674,0.09568023,0.6837917,0.9257609,deuteron,pi-
161,M_Hermes,0.02705711,0.000824111,0.001526372,1.834674,0.09568023,0.900118,0.09903951,deuteron,pi-
162,M_Hermes,0.06073729,0.001866388,0.002615858,1.834674,0.09568023,0.8947327,0.2001511,deuteron,pi-
163,M_Hermes,0.05763119,0.001917315,0.00560056,1.834674,0.09568023,0.8847846,0.3001287,deuteron,pi-
164,M_Hermes,0.04780959,0.001859939,0.006239241,1.834674,0.09568023,0.8813142,0.3958329,deuteron,pi-
165,M_Hermes,0.03575876,0.001420278,0.00582643,1.834674,0.09568023,0.8733491,0.5192597,deuteron,pi-
166,M_Hermes,0.0142691,0.000851241,0.002045892,1.834674,0.09568023,0.8609921,0.6857535,deuteron,pi-
167,M_Hermes,0.006138371,0.000477339,0.000878776,1.834674,0.09568023,0.8571117,0.935689,deuteron,pi-
168,M_Hermes,3.546854,0.0538689,0.4648905,2.882131,0.1519989,0.1398873,0.1012055,deuteron,pi-
169,M_Hermes,7.026419,0.1038278,0.4251926,2.882131,0.1519989,0.1410735,0.2023477,deuteron,pi-
170,M_Hermes,7.200486,0.1083,0.605137,2.882131,0.1519989,0.1417853,0.2996167,deuteron,pi-
171,M_Hermes,5.397284,0.09452105,0.6636539,2.882131,0.1519989,0.14335,0.3974894,deuteron,pi-
172,M_Hermes,3.143374,0.07289987,0.43376,2.882131,0.1519989,0.1436791,0.5179257,deuteron,pi-
173,M_Hermes,1.041114,0.0672427,0.1198821,2.882131,0.1519989,0.147484,0.6772763,deuteron,pi-
174,M_Hermes,0.1569819,0.04690927,0.01861578,2.883323,0.1520017,0.1561459,0.8816627,deuteron,pi-
175,M_Hermes,1.446701,0.02943569,0.3287397,2.882131,0.1519989,0.2233437,0.1008904,deuteron,pi-
176,M_Hermes,3.144547,0.06247163,0.4533348,2.882131,0.1519989,0.2228768,0.2017537,deuteron,pi-
177,M_Hermes,3.587426,0.07751248,0.2958437,2.882131,0.1519989,0.2240126,0.3001192,deuteron,pi-
178,M_Hermes,3.034959,0.07243714,0.1106614,2.882131,0.1519989,0.224499,0.399778,deuteron,pi-
179,M_Hermes,1.866132,0.04309131,0.07633081,2.882131,0.1519989,0.22427,0.5167295,deuteron,pi-
180,M_Hermes,0.7005729,0.02845542,0.01898413,2.882131,0.1519989,0.2255208,0.6870016,deuteron,pi-
181,M_Hermes,0.0918773,0.01509804,0.002744223,2.883323,0.1520017,0.2245824,0.9139569,deuteron,pi-
182,M_Hermes,0.9743712,0.02265944,0.266743,2.882131,0.1519989,0.2736076,0.1004201,deuteron,pi-
183,M_Hermes,2.136756,0.04556191,0.4048186,2.882131,0.1519989,0.2738908,0.2021673,deuteron,pi-
184,M_Hermes,2.261077,0.05659336,0.2883802,2.882131,0.1519989,0.27358,0.3008282,deuteron,pi-
185,M_Hermes,2.154153,0.06033203,0.1921031,2.882131,0.1519989,0.2737956,0.3991061,deuteron,pi-
186,M_Hermes,1.39237,0.03713274,0.1261169,2.882131,0.1519989,0.2745014,0.5166714,deuteron,pi-
187,M_Hermes,0.5638412,0.0208112,0.03872793,2.882131,0.1519989,0.2757778,0.6823514,deuteron,pi-
188,M_Hermes,0.09910003,0.00842971,0.006830702,2.882131,0.1519989,0.2797388,0.93823,deuteron,pi-
189,M_Hermes,0.6211833,0.01380912,0.01413908,2.882131,0.1519989,0.3343603,0.101151,deuteron,pi-
190,M_Hermes,1.30426,0.02516176,0.3006084,2.882131,0.1519989,0.3346868,0.2033801,deuteron,pi-
191,M_Hermes,1.528721,0.03101995,0.2618272,2.882131,0.1519989,0.3344515,0.2999965,deuteron,pi-
192,M_Hermes,1.478942,0.03668584,0.1852727,2.882131,0.1519989,0.3351311,0.3991792,deuteron,pi-
193,M_Hermes,1.073711,0.02492764,0.1356215,2.882131,0.1519989,0.3357879,0.5202722,deuteron,pi-
194,M_Hermes,0.4830839,0.01363135,0.05095678,2.882131,0.1519989,0.3364869,0.6811848,deuteron,pi-
195,M_Hermes,0.08857141,0.004728102,0.009366733,2.882131,0.1519989,0.339125,0.9237612,deuteron,pi-
196,M_Hermes,0.3120656,0.008146882,0.005735066,2.882131,0.1519989,0.4196422,0.1019176,deuteron,pi-
197,M_Hermes,0.6846957,0.01555392,0.1684772,2.882131,0.1519989,0.4199596,0.2024109,deuteron,pi-
198,M_Hermes,0.8093579,0.01861266,0.1495946,2.882131,0.1519989,0.4201381,0.3008661,deuteron,pi-
199,M_Hermes,0.8632567,0.02176292,0.121538,2.882131,0.1519989,0.4216214,0.399052,deuteron,pi-
200,M_Hermes,0.6815292,0.01674934,0.09409703,2.882131,0.1519989,0.4203427,0.5200862,deuteron,pi-
201,M_Hermes,0.3459748,0.01022674,0.04058384,2.882131,0.1519989,0.4214382,0.6846083,deuteron,pi-
202,M_Hermes,0.07187623,0.003014535,0.008508738,2.882131,0.1519989,0.4240989,0.92965,deuteron,pi-
203,M_Hermes,0.1500629,0.005386323,0.04250082,2.882131,0.1519989,0.5308327,0.09974532,deuteron,pi-
204,M_Hermes,0.3215374,0.009874445,0.06830556,2.882131,0.1519989,0.5300436,0.2037233,deuteron,pi-
205,M_Hermes,0.437334,0.01178482,0.06862228,2.882131,0.1519989,0.5308199,0.2998932,deuteron,pi-
206,M_Hermes,0.4219318,0.01289657,0.04730231,2.882131,0.1519989,0.5309378,0.399155,deuteron,pi-
207,M_Hermes,0.3392535,0.01001583,0.02543841,2.882131,0.1519989,0.5299453,0.5220738,deuteron,pi-
208,M_Hermes,0.2025471,0.007192007,0.01367498,2.882131,0.1519989,0.5341354,0.6856602,deuteron,pi-
209,M_Hermes,0.05482119,0.002354711,0.003758317,2.882131,0.1519989,0.5355733,0.9240201,deuteron,pi-
210,M_Hermes,0.0659575,0.003223426,0.003725189,2.882131,0.1519989,0.6920851,0.1003207,deuteron,pi-
211,M_Hermes,0.1383333,0.005806718,0.00692055,2.882131,0.1519989,0.6896588,0.2012125,deuteron,pi-
212,M_Hermes,0.1767803,0.006679753,0.01826716,2.882131,0.1519989,0.6887922,0.3007572,deuteron,pi-
213,M_Hermes,0.190458,0.006833788,0.02793993,2.882131,0.1519989,0.6886512,0.3997642,deuteron,pi-
214,M_Hermes,0.157821,0.005052758,0.02878344,2.882131,0.1519989,0.6875582,0.5230754,deuteron,pi-
215,M_Hermes,0.1147413,0.004066649,0.01905929,2.882131,0.1519989,0.6837874,0.6838177,deuteron,pi-
216,M_Hermes,0.03493485,0.001559481,0.00577655,2.882131,0.1519989,0.6873142,0.9346231,deuteron,pi-
217,M_Hermes,0.03344888,0.001514889,0.001798305,2.882131,0.1519989,0.8963962,0.1016864,deuteron,pi-
218,M_Hermes,0.06366463,0.002871073,0.003159999,2.882131,0.1519989,0.8889608,0.1993821,deuteron,pi-
219,M_Hermes,0.05165318,0.002801847,0.005312973,2.882131,0.1519989,0.8894068,0.2970469,deuteron,pi-
220,M_Hermes,0.04860253,0.002762661,0.007126185,2.882131,0.1519989,0.8807541,0.3982731,deuteron,pi-
221,M_Hermes,0.03716798,0.001831964,0.006754019,2.882131,0.1519989,0.8762816,0.5168078,deuteron,pi-
222,M_Hermes,0.01787872,0.00123431,0.002960787,2.882131,0.1519989,0.8652258,0.6810784,deuteron,pi-
223,M_Hermes,0.004138691,0.000474129,0.000686558,2.882131,0.1519989,0.8534248,0.9252413,deuteron,pi-
224,M_Hermes,3.241922,0.08788532,0.2361774,5.223411,0.2530129,0.1395006,0.1014675,deuteron,pi-
225,M_Hermes,6.89637,0.1894441,0.9598164,5.223411,0.2530129,0.1399749,0.2027109,deuteron,pi-
226,M_Hermes,7.108716,0.2176336,1.354814,5.223411,0.2530129,0.1416343,0.2994458,deuteron,pi-
227,M_Hermes,5.395169,0.1818942,1.253588,5.223411,0.2530129,0.1436054,0.3970902,deuteron,pi-
228,M_Hermes,3.135609,0.1245346,0.8468774,5.223411,0.2530129,0.143295,0.5160508,deuteron,pi-
229,M_Hermes,1.165148,0.1162706,0.3003455,5.223411,0.2530129,0.1460519,0.6725504,deuteron,pi-
230,M_Hermes,0.08072151,0.1031631,0.01143541,5.221135,0.2530607,0.1587489,0.9124201,deuteron,pi-
231,M_Hermes,1.485195,0.04735404,0.1283715,5.223411,0.2530129,0.2233545,0.1020104,deuteron,pi-
232,M_Hermes,2.994854,0.09433244,0.08312114,5.223411,0.2530129,0.2236389,0.2030038,deuteron,pi-
233,M_Hermes,3.499012,0.1258851,0.2523298,5.223411,0.2530129,0.2233206,0.2997642,deuteron,pi-
234,M_Hermes,3.05836,0.1310283,0.3368342,5.223411,0.2530129,0.223556,0.3962902,deuteron,pi-
235,M_Hermes,1.978039,0.07686755,0.285858,5.223411,0.2530129,0.2232339,0.5171401,deuteron,pi-
236,M_Hermes,0.8223521,0.04946919,0.11109,5.223411,0.2530129,0.2246955,0.6824892,deuteron,pi-
237,M_Hermes,0.1070507,0.02577672,0.01450436,5.223411,0.2530129,0.2250512,0.9024505,deuteron,pi-
238,M_Hermes,0.9357822,0.03741621,0.117832,5.223411,0.2530129,0.2727878,0.1004011,deuteron,pi-
239,M_Hermes,2.071786,0.06992015,0.113911,5.223411,0.2530129,0.2730542,0.2024239,deuteron,pi-
