0,27.6,0.106000,0.462000,0.337000,2.454000,0.110000,AUT,0.0,0.008200,0.000000,0.005200,proton,pi-,hermes
1,27.6,0.102000,0.493000,0.346000,2.445000,0.211000,AUT,0.0,0.008800,0.000000,0.004100,proton,pi-,hermes
2,27.6,0.096000,0.525000,0.350000,2.393000,0.290000,AUT,0.0,0.008600,0.000000,0.003200,proton,pi-,hermes
3,27.6,0.089000,0.556000,0.348000,2.314000,0.369000,AUT,-0.0,0.008700,0.000000,0.002300,proton,pi-,hermes
4,27.6,0.098000,0.481000,0.367000,2.451000,0.352000,AUT,0.0,0.008200,0.000000,0.003100,proton,pi-,hermes
5,27.6,0.133000,0.462000,0.369000,3.192000,0.344000,AUT,-0.0,0.007900,0.000000,0.002500,proton,pi-,hermes
6,27.6,0.186000,0.447000,0.367000,4.291000,0.340000,AUT,0.0,0.010800,0.000000,0.001600,proton,pi-,hermes
7,27.6,0.275000,0.430000,0.363000,6.125000,0.354000,AUT,-0.0,0.015400,0.000000,0.000600,proton,pi-,hermes
8,27.6,0.096000,0.515000,0.447000,2.332000,0.430000,AUT,0.0,0.009100,0.000000,0.009000,proton,pi-,hermes
9,27.6,0.097000,0.504000,0.523000,2.315000,0.444000,AUT,-0.0,0.011800,0.000000,0.011200,proton,pi-,hermes
10,27.6,0.096000,0.494000,0.593000,2.263000,0.447000,AUT,0.0,0.014100,0.000000,0.013100,proton,pi-,hermes
