i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
0,27.6,0.037525,0.643301,0.347080,1.250269,0.414066,M_Hermes,1.9,0.035407,0.000000,0.293931,deuteron,pi+,hermes
1,27.6,0.037525,0.643301,0.425202,1.250269,0.104036,M_Hermes,0.4,0.017709,0.000000,0.043296,deuteron,pi+,hermes
2,27.6,0.037525,0.643301,0.425189,1.250269,0.205678,M_Hermes,0.8,0.023882,0.000000,0.126397,deuteron,pi+,hermes
3,27.6,0.037525,0.643301,0.429880,1.250269,0.410015,M_Hermes,1.1,0.023560,0.000000,0.212310,deuteron,pi+,hermes
4,27.6,0.037525,0.643301,0.431242,1.250269,0.533489,M_Hermes,0.9,0.016244,0.000000,0.150520,deuteron,pi+,hermes
5,27.6,0.037525,0.643301,0.534110,1.250269,0.102891,M_Hermes,0.1,0.009121,0.000000,0.019195,deuteron,pi+,hermes
6,27.6,0.037525,0.643301,0.534863,1.250269,0.206493,M_Hermes,0.4,0.014722,0.000000,0.069829,deuteron,pi+,hermes
7,27.6,0.037525,0.643301,0.536975,1.250269,0.304885,M_Hermes,0.5,0.014559,0.000000,0.093251,deuteron,pi+,hermes
8,27.6,0.037525,0.643301,0.541491,1.250269,0.531146,M_Hermes,0.5,0.010694,0.000000,0.095261,deuteron,pi+,hermes
9,27.6,0.037525,0.643301,0.541527,1.250269,0.702408,M_Hermes,0.3,0.007121,0.000000,0.032896,deuteron,pi+,hermes
10,27.6,0.037525,0.643301,0.692730,1.250269,0.100999,M_Hermes,0.1,0.003886,0.000000,0.007113,deuteron,pi+,hermes
11,27.6,0.037525,0.643301,0.696197,1.250269,0.205294,M_Hermes,0.2,0.006509,0.000000,0.027347,deuteron,pi+,hermes
12,27.6,0.037525,0.643301,0.690916,1.250269,0.303525,M_Hermes,0.2,0.006774,0.000000,0.043570,deuteron,pi+,hermes
13,27.6,0.037525,0.643301,0.687751,1.250269,0.401578,M_Hermes,0.2,0.006851,0.000000,0.046916,deuteron,pi+,hermes
14,27.6,0.037525,0.643301,0.683888,1.250269,0.693626,M_Hermes,0.2,0.003914,0.000000,0.015288,deuteron,pi+,hermes
15,27.6,0.037525,0.643301,0.688468,1.250269,0.951001,M_Hermes,0.1,0.001637,0.000000,0.006176,deuteron,pi+,hermes
16,27.6,0.037525,0.643301,0.874357,1.250269,0.092607,M_Hermes,0.0,0.001089,0.000000,0.002002,deuteron,pi+,hermes
17,27.6,0.037525,0.643301,0.881022,1.250269,0.198995,M_Hermes,0.0,0.002058,0.000000,0.006332,deuteron,pi+,hermes
18,27.6,0.037525,0.643301,0.873207,1.250269,0.298636,M_Hermes,0.0,0.001980,0.000000,0.005968,deuteron,pi+,hermes
19,27.6,0.037525,0.643301,0.866196,1.250269,0.401832,M_Hermes,0.0,0.001842,0.000000,0.005147,deuteron,pi+,hermes
20,27.6,0.037525,0.643301,0.863679,1.250269,0.517069,M_Hermes,0.0,0.001625,0.000000,0.003775,deuteron,pi+,hermes
