i;obs;value;stat;syst1;Q2;x;z;pT;target;hadron
238;M_Hermes;1.236672;0.04216627;0.2150567;5.223411;0.2530129;0.273812;0.1026346;deuteron;pi+
239;M_Hermes;2.53811;0.07714574;0.3085755;5.223411;0.2530129;0.2731112;0.2027286;deuteron;pi+
240;M_Hermes;3.105238;0.09970574;0.2930739;5.223411;0.2530129;0.273433;0.3004404;deuteron;pi+
241;M_Hermes;3.041958;0.1162747;0.2626559;5.223411;0.2530129;0.2734112;0.3974785;deuteron;pi+
242;M_Hermes;1.743955;0.07388901;0.1869631;5.223411;0.2530129;0.2738733;0.5142948;deuteron;pi+
243;M_Hermes;0.6396261;0.03714723;0.1050765;5.223411;0.2530129;0.2747896;0.6812842;deuteron;pi+
244;M_Hermes;0.1062711;0.0142664;0.01756159;5.223411;0.2530129;0.276158;0.8968545;deuteron;pi+
245;M_Hermes;0.7925712;0.02560654;0.1031095;5.223411;0.2530129;0.3328416;0.1020659;deuteron;pi+
246;M_Hermes;1.590997;0.0469731;0.1253361;5.223411;0.2530129;0.3335487;0.2027814;deuteron;pi+
247;M_Hermes;1.964656;0.05805318;0.09909815;5.223411;0.2530129;0.3347091;0.2997269;deuteron;pi+
248;M_Hermes;1.850406;0.06425165;0.08599795;5.223411;0.2530129;0.3351665;0.3982697;deuteron;pi+
249;M_Hermes;1.284927;0.04649748;0.08885137;5.223411;0.2530129;0.3356244;0.5174494;deuteron;pi+
250;M_Hermes;0.5803184;0.02626472;0.08714234;5.223411;0.2530129;0.3367423;0.6802143;deuteron;pi+
251;M_Hermes;0.08169476;0.008016263;0.0122043;5.223411;0.2530129;0.336487;0.907453;deuteron;pi+
252;M_Hermes;0.427831;0.01625207;0.03474428;5.223411;0.2530129;0.4192944;0.1002584;deuteron;pi+
253;M_Hermes;0.9061638;0.03057443;0.03347619;5.223411;0.2530129;0.4189007;0.20374;deuteron;pi+
254;M_Hermes;1.073311;0.03572233;0.03890631;5.223411;0.2530129;0.4194747;0.3004258;deuteron;pi+
255;M_Hermes;1.138747;0.03983959;0.03778446;5.223411;0.2530129;0.420188;0.3986458;deuteron;pi+
256;M_Hermes;0.8817596;0.02974596;0.0384022;5.223411;0.2530129;0.4209667;0.519497;deuteron;pi+
257;M_Hermes;0.4458521;0.02035206;0.04999973;5.223411;0.2530129;0.4199692;0.6821574;deuteron;pi+
258;M_Hermes;0.09088911;0.006295911;0.01020327;5.223411;0.2530129;0.4250336;0.9228536;deuteron;pi+
259;M_Hermes;0.1877351;0.01059406;0.00956425;5.223411;0.2530129;0.5331284;0.1010375;deuteron;pi+
260;M_Hermes;0.4405604;0.02136394;0.0122515;5.223411;0.2530129;0.5304449;0.2030211;deuteron;pi+
261;M_Hermes;0.5217692;0.02456236;0.02503001;5.223411;0.2530129;0.5306232;0.3012857;deuteron;pi+
262;M_Hermes;0.5310403;0.02631635;0.02847909;5.223411;0.2530129;0.5293712;0.4009482;deuteron;pi+
263;M_Hermes;0.515279;0.01950298;0.01886154;5.223411;0.2530129;0.5318521;0.5219686;deuteron;pi+
264;M_Hermes;0.2941378;0.01366856;0.026616;5.223411;0.2530129;0.5318705;0.6873226;deuteron;pi+
265;M_Hermes;0.06540642;0.004826961;0.005837098;5.223411;0.2530129;0.5354431;0.9151833;deuteron;pi+
266;M_Hermes;0.08783028;0.006588771;0.00523162;5.223411;0.2530129;0.6864296;0.09819506;deuteron;pi+
267;M_Hermes;0.1910542;0.01320439;0.004874896;5.223411;0.2530129;0.6876705;0.2036733;deuteron;pi+
268;M_Hermes;0.2751971;0.01570325;0.01148551;5.223411;0.2530129;0.6841565;0.30133;deuteron;pi+
269;M_Hermes;0.2558977;0.01562225;0.01222987;5.223411;0.2530129;0.6857007;0.3990645;deuteron;pi+
270;M_Hermes;0.2379734;0.01088986;0.009123477;5.223411;0.2530129;0.6854982;0.5229781;deuteron;pi+
271;M_Hermes;0.1539148;0.007617698;0.01473821;5.223411;0.2530129;0.6873641;0.6886372;deuteron;pi+
272;M_Hermes;0.05309394;0.003054454;0.005101897;5.223411;0.2530129;0.6868496;0.9313025;deuteron;pi+
273;M_Hermes;0.03672045;0.003129864;0.002238374;5.223411;0.2530129;0.8920426;0.1008951;deuteron;pi+
274;M_Hermes;0.06700948;0.00622773;0.001752767;5.223411;0.2530129;0.8876118;0.2011083;deuteron;pi+
275;M_Hermes;0.09047833;0.006927729;0.003891489;5.223411;0.2530129;0.888111;0.3025347;deuteron;pi+
276;M_Hermes;0.07668255;0.006973746;0.003761119;5.223411;0.2530129;0.8818661;0.3983781;deuteron;pi+
277;M_Hermes;0.05880332;0.004610586;0.002239763;5.223411;0.2530129;0.876355;0.5201558;deuteron;pi+
278;M_Hermes;0.03875039;0.002974886;0.003759688;5.223411;0.2530129;0.8660568;0.6898397;deuteron;pi+
279;M_Hermes;0.01251749;0.001132096;0.001217217;5.223411;0.2530129;0.8514229;0.9295529;deuteron;pi+
280;M_Hermes;3.87481;0.3221882;0.1940285;9.202431;0.4090416;0.1415041;0.1020721;deuteron;pi+
281;M_Hermes;8.808067;0.7730097;2.032137;9.202431;0.4090416;0.1407599;0.1992024;deuteron;pi+
282;M_Hermes;9.160317;0.9092037;1.848299;9.202431;0.4090416;0.1430365;0.2991925;deuteron;pi+
283;M_Hermes;5.632541;0.6908441;1.215454;9.202431;0.4090416;0.1428308;0.3981835;deuteron;pi+
284;M_Hermes;3.587141;0.4312706;0.7532399;9.202431;0.4090416;0.1429566;0.5102588;deuteron;pi+
285;M_Hermes;1.038293;0.306633;0.04312841;9.202431;0.4090416;0.1459591;0.6750407;deuteron;pi+
287;M_Hermes;1.333754;0.1599615;0.290516;9.202431;0.4090416;0.2237767;0.1015113;deuteron;pi+
288;M_Hermes;3.587628;0.3118014;0.600694;9.202431;0.4090416;0.2244597;0.2042921;deuteron;pi+
289;M_Hermes;4.603112;0.4155289;0.6342482;9.202431;0.4090416;0.2235258;0.3004;deuteron;pi+
290;M_Hermes;4.459464;0.4705859;0.584752;9.202431;0.4090416;0.2236194;0.3972769;deuteron;pi+
291;M_Hermes;2.443416;0.2593612;0.3679295;9.202431;0.4090416;0.2246203;0.5087304;deuteron;pi+
292;M_Hermes;0.840166;0.1422917;0.170222;9.202431;0.4090416;0.2264918;0.6785159;deuteron;pi+
293;M_Hermes;0.08778937;0.06697666;0.01778944;9.202431;0.4090416;0.223393;0.8912407;deuteron;pi+
294;M_Hermes;1.088151;0.1320117;0.1889754;9.202431;0.4090416;0.2737327;0.1053806;deuteron;pi+
295;M_Hermes;2.90124;0.2532806;0.3600248;9.202431;0.4090416;0.2733387;0.2037242;deuteron;pi+
296;M_Hermes;3.145327;0.3185786;0.2994156;9.202431;0.4090416;0.2743274;0.3005075;deuteron;pi+
297;M_Hermes;3.116061;0.3579147;0.2737004;9.202431;0.4090416;0.2733787;0.3977619;deuteron;pi+
298;M_Hermes;1.858204;0.2354495;0.2016167;9.202431;0.4090416;0.2745421;0.5154488;deuteron;pi+
299;M_Hermes;0.4579712;0.1047;0.07552442;9.202431;0.4090416;0.2753594;0.6843754;deuteron;pi+
300;M_Hermes;0.05203098;0.0352931;0.008583089;9.205912;0.4090672;0.2771819;0.9210122;deuteron;pi+
301;M_Hermes;0.8320385;0.08771549;0.1083859;9.202431;0.4090416;0.3327919;0.1007121;deuteron;pi+
302;M_Hermes;1.451342;0.1535756;0.1129264;9.202431;0.4090416;0.3341102;0.2035367;deuteron;pi+
303;M_Hermes;2.097105;0.196471;0.1070176;9.202431;0.4090416;0.3346772;0.2994973;deuteron;pi+
304;M_Hermes;2.471647;0.2198224;0.1203609;9.202431;0.4090416;0.3321334;0.3985449;deuteron;pi+
305;M_Hermes;1.068686;0.1465239;0.07684312;9.202431;0.4090416;0.3348707;0.5147433;deuteron;pi+
306;M_Hermes;0.6499414;0.09268719;0.0976199;9.202431;0.4090416;0.3353635;0.6854544;deuteron;pi+
307;M_Hermes;0.128765;0.02788568;0.01936154;9.202431;0.4090416;0.3380709;0.9016186;deuteron;pi+
308;M_Hermes;0.3317845;0.0532424;0.0277323;9.202431;0.4090416;0.41775;0.09824027;deuteron;pi+
309;M_Hermes;0.9492688;0.107715;0.0353136;9.202431;0.4090416;0.4174558;0.2024188;deuteron;pi+
310;M_Hermes;1.118097;0.1268053;0.03641439;9.202431;0.4090416;0.4184302;0.3003533;deuteron;pi+
311;M_Hermes;1.026362;0.1357998;0.03114931;9.202431;0.4090416;0.4197767;0.4001016;deuteron;pi+
312;M_Hermes;0.9169028;0.09879808;0.03734312;9.202431;0.4090416;0.4206854;0.518677;deuteron;pi+
313;M_Hermes;0.5255118;0.06829299;0.05247926;9.205912;0.4090672;0.4227008;0.6831078;deuteron;pi+
314;M_Hermes;0.09438099;0.02033355;0.009542751;9.202431;0.4090416;0.4269314;0.9324337;deuteron;pi+
315;M_Hermes;0.2084402;0.03799062;0.01136481;9.202431;0.4090416;0.5274949;0.1058034;deuteron;pi+
316;M_Hermes;0.4353795;0.07413627;0.01353441;9.202431;0.4090416;0.5268787;0.2057711;deuteron;pi+
317;M_Hermes;0.5940356;0.09248941;0.02772751;9.202431;0.4090416;0.5316764;0.300764;deuteron;pi+
318;M_Hermes;0.6486704;0.09563362;0.03514994;9.202431;0.4090416;0.5322066;0.4009128;deuteron;pi+
319;M_Hermes;0.5137618;0.06465421;0.01663833;9.202431;0.4090416;0.5319694;0.5224935;deuteron;pi+
320;M_Hermes;0.3042487;0.04489045;0.02693892;9.202431;0.4090416;0.5313312;0.6777063;deuteron;pi+
321;M_Hermes;0.06151361;0.01536909;0.005489922;9.202431;0.4090416;0.5313726;0.8937062;deuteron;pi+
322;M_Hermes;0.08001002;0.02222005;0.004908147;9.202431;0.4090416;0.6967256;0.1043193;deuteron;pi+
323;M_Hermes;0.1712633;0.0437057;0.004377858;9.202431;0.4090416;0.6870812;0.2009106;deuteron;pi+
324;M_Hermes;0.2332262;0.05515686;0.009349711;9.202431;0.4090416;0.68065;0.2997346;deuteron;pi+
325;M_Hermes;0.3056041;0.0595517;0.01392522;9.202431;0.4090416;0.6806331;0.400925;deuteron;pi+
326;M_Hermes;0.1914039;0.03530723;0.006276116;9.202431;0.4090416;0.694964;0.5224157;deuteron;pi+
327;M_Hermes;0.1560599;0.02496181;0.01204715;9.205912;0.4090672;0.684502;0.6841283;deuteron;pi+
328;M_Hermes;0.05825334;0.01016823;0.004522119;9.202431;0.4090416;0.7018926;0.9161982;deuteron;pi+
329;M_Hermes;0.03748303;0.01053917;0.002314629;9.202431;0.4090416;0.8678845;0.1051439;deuteron;pi+
330;M_Hermes;0.06097685;0.02172904;0.001611429;9.202431;0.4090416;0.8874339;0.2015818;deuteron;pi+
331;M_Hermes;0.06067123;0.02480299;0.00248972;9.205912;0.4090672;0.8791024;0.3026951;deuteron;pi+
332;M_Hermes;0.05575281;0.02313536;0.002677582;9.202431;0.4090416;0.8839146;0.4019284;deuteron;pi+
333;M_Hermes;0.06710393;0.01689168;0.002417251;9.202431;0.4090416;0.8687887;0.5080029;deuteron;pi+
334;M_Hermes;0.05482757;0.01123859;0.004304017;9.202431;0.4090416;0.8654363;0.6876116;deuteron;pi+
335;M_Hermes;0.01867548;0.00515012;0.001466229;9.202431;0.4090416;0.8445139;0.9285715;deuteron;pi+
