i;obs;value;stat;syst1;Q2;x;z;pT;target;hadron
23;M_Hermes;1.983833;0.04108793;0.1211118;1.249727;0.03758844;0.3437677;0.3105868;proton;pi+
24;M_Hermes;2.152717;0.04121599;0.1206081;1.249727;0.03758844;0.3460258;0.4137805;proton;pi+
25;M_Hermes;1.687232;0.02598778;0.0810132;1.249727;0.03758844;0.3496685;0.5444205;proton;pi+
26;M_Hermes;0.904126;0.01601695;0.05212905;1.249727;0.03758844;0.3548945;0.723579;proton;pi+
27;M_Hermes;0.2078226;0.005986739;0.01215522;1.249727;0.03758844;0.360385;0.9972845;proton;pi+
28;M_Hermes;0.3853336;0.01861634;0.03709504;1.249727;0.03758844;0.4218557;0.09982441;proton;pi+
29;M_Hermes;0.8370742;0.02631391;0.06965969;1.249727;0.03758844;0.4256206;0.2067432;proton;pi+
30;M_Hermes;1.102652;0.02646648;0.09026769;1.249727;0.03758844;0.4297563;0.3092288;proton;pi+
31;M_Hermes;1.148115;0.02595521;0.09442826;1.249727;0.03758844;0.4297738;0.4094817;proton;pi+
32;M_Hermes;1.041669;0.01873286;0.07013874;1.249727;0.03758844;0.4325416;0.5355523;proton;pi+
33;M_Hermes;0.6300927;0.01117427;0.05322527;1.249727;0.03758844;0.4359502;0.7101796;proton;pi+
34;M_Hermes;0.1773205;0.004192903;0.01503451;1.249727;0.03758844;0.4414493;0.9746915;proton;pi+
35;M_Hermes;0.1864647;0.0114619;0.0173026;1.249727;0.03758844;0.5334359;0.1030419;proton;pi+
36;M_Hermes;0.4160929;0.01709015;0.05790516;1.249727;0.03758844;0.5370032;0.2055688;proton;pi+
37;M_Hermes;0.5467943;0.0166188;0.05340309;1.249727;0.03758844;0.5377358;0.3056045;proton;pi+
38;M_Hermes;0.5739435;0.01650444;0.05412963;1.249727;0.03758844;0.5421495;0.4083209;proton;pi+
39;M_Hermes;0.5183662;0.01157805;0.0432701;1.249727;0.03758844;0.5419208;0.5321106;proton;pi+
40;M_Hermes;0.3815261;0.008463532;0.03142291;1.249727;0.03758844;0.5442552;0.7035105;proton;pi+
41;M_Hermes;0.1247706;0.002969468;0.00988091;1.249727;0.03758844;0.5456988;0.9611047;proton;pi+
42;M_Hermes;0.06791228;0.004461012;0.005860907;1.249727;0.03758844;0.6918871;0.10028;proton;pi+
43;M_Hermes;0.151455;0.007098093;0.01634061;1.249727;0.03758844;0.6945797;0.2037743;proton;pi+
44;M_Hermes;0.2163805;0.007618241;0.01795227;1.249727;0.03758844;0.6895546;0.3006263;proton;pi+
45;M_Hermes;0.2630001;0.008126062;0.02443072;1.249727;0.03758844;0.6884266;0.4009616;proton;pi+
46;M_Hermes;0.2207993;0.005743167;0.01748933;1.249727;0.03758844;0.6875906;0.5234161;proton;pi+
47;M_Hermes;0.1541157;0.004178244;0.01432282;1.249727;0.03758844;0.6888948;0.6944425;proton;pi+
48;M_Hermes;0.0719919;0.001905074;0.006714713;1.249727;0.03758844;0.6915313;0.9509999;proton;pi+
49;M_Hermes;0.01690712;0.001243486;0.001473954;1.249727;0.03758844;0.8865441;0.09783861;proton;pi+
50;M_Hermes;0.03948312;0.002364752;0.004299907;1.249727;0.03758844;0.8832255;0.1995942;proton;pi+
51;M_Hermes;0.03785094;0.002549177;0.003174751;1.249727;0.03758844;0.8754233;0.3019232;proton;pi+
52;M_Hermes;0.03253449;0.002475532;0.003035402;1.249727;0.03758844;0.869965;0.3962695;proton;pi+
53;M_Hermes;0.0290011;0.001901381;0.002261644;1.249727;0.03758844;0.8655884;0.520925;proton;pi+
54;M_Hermes;0.02748611;0.001990377;0.002638824;1.249727;0.03758844;0.8600547;0.6960213;proton;pi+
55;M_Hermes;0.009875213;0.000868103;0.000948225;1.249727;0.03758844;0.8724795;0.9375923;proton;pi+
56;M_Hermes;4.149637;0.04851267;0.3614001;1.509975;0.06109764;0.1439628;0.1046556;proton;pi+
57;M_Hermes;8.321851;0.07377212;0.4390662;1.509975;0.06109764;0.1461407;0.2107767;proton;pi+
58;M_Hermes;8.919035;0.07295733;0.7023697;1.509975;0.06109764;0.1486257;0.3112248;proton;pi+
59;M_Hermes;6.819635;0.06962535;0.637001;1.509975;0.06109764;0.1511631;0.4170074;proton;pi+
60;M_Hermes;3.808689;0.05753038;0.3485245;1.509975;0.06109764;0.1539638;0.5513599;proton;pi+
61;M_Hermes;1.339215;0.05651416;0.1551986;1.509975;0.06109764;0.160855;0.7532439;proton;pi+
62;M_Hermes;0.1757946;0.04647643;0.02044723;1.509975;0.06109764;0.1631639;0.9765577;proton;pi+
63;M_Hermes;1.878313;0.03199995;0.03954633;1.509975;0.06109764;0.2244163;0.1005013;proton;pi+
64;M_Hermes;4.124404;0.05948312;0.2462391;1.509975;0.06109764;0.2253329;0.204955;proton;pi+
65;M_Hermes;4.439646;0.06404949;0.08517738;1.509975;0.06109764;0.2268693;0.3041483;proton;pi+
66;M_Hermes;4.028629;0.05776938;0.0985211;1.509975;0.06109764;0.2293571;0.4075722;proton;pi+
67;M_Hermes;2.63319;0.03927064;0.07808838;1.509975;0.06109764;0.2306755;0.530455;proton;pi+
68;M_Hermes;0.9940974;0.02574875;0.06472827;1.509975;0.06109764;0.2357579;0.7163498;proton;pi+
69;M_Hermes;0.1669947;0.01400781;0.01146282;1.509975;0.06109764;0.2448666;0.9995748;proton;pi+
70;M_Hermes;1.266922;0.02631606;0.05984728;1.509975;0.06109764;0.2744124;0.1022416;proton;pi+
71;M_Hermes;2.584207;0.04688609;0.07126972;1.509975;0.06109764;0.2757215;0.2044328;proton;pi+
72;M_Hermes;3.352864;0.05592559;0.113936;1.509975;0.06109764;0.2769695;0.303712;proton;pi+
73;M_Hermes;2.92594;0.05153085;0.08616773;1.509975;0.06109764;0.2782737;0.4052699;proton;pi+
74;M_Hermes;2.131439;0.03413372;0.05572342;1.509975;0.06109764;0.2799357;0.5299184;proton;pi+
75;M_Hermes;0.8179727;0.01918336;0.06095008;1.509975;0.06109764;0.2843332;0.7068862;proton;pi+
76;M_Hermes;0.1510974;0.008103495;0.01131006;1.509975;0.06109764;0.2938136;0.9893213;proton;pi+
77;M_Hermes;0.8566061;0.01652974;0.06232462;1.509975;0.06109764;0.3339281;0.1016775;proton;pi+
78;M_Hermes;1.609826;0.0277831;0.07390163;1.509975;0.06109764;0.3360587;0.2036475;proton;pi+
79;M_Hermes;2.126008;0.03402283;0.107621;1.509975;0.06109764;0.3356573;0.3029124;proton;pi+
80;M_Hermes;2.055382;0.03499115;0.09630451;1.509975;0.06109764;0.3387938;0.4041802;proton;pi+
81;M_Hermes;1.618897;0.02319289;0.06970424;1.509975;0.06109764;0.3402057;0.5251957;proton;pi+
82;M_Hermes;0.7481596;0.0133194;0.02663298;1.509975;0.06109764;0.3440027;0.6990415;proton;pi+
83;M_Hermes;0.1354049;0.004677611;0.004534121;1.509975;0.06109764;0.3489;0.9551124;proton;pi+
84;M_Hermes;0.4151964;0.009427171;0.04132809;1.509975;0.06109764;0.420689;0.100095;proton;pi+
85;M_Hermes;0.8607299;0.01681984;0.06100715;1.509975;0.06109764;0.4215883;0.2040562;proton;pi+
86;M_Hermes;1.142745;0.0205027;0.08206414;1.509975;0.06109764;0.421739;0.3031614;proton;pi+
87;M_Hermes;1.240241;0.02221522;0.08346291;1.509975;0.06109764;0.42331;0.4026312;proton;pi+
88;M_Hermes;0.9952719;0.01653363;0.06513938;1.509975;0.06109764;0.4247528;0.5254365;proton;pi+
89;M_Hermes;0.5650223;0.01002114;0.02353365;1.509975;0.06109764;0.4283257;0.6943366;proton;pi+
90;M_Hermes;0.1213604;0.003242603;0.004989411;1.509975;0.06109764;0.4298014;0.939073;proton;pi+
91;M_Hermes;0.1920918;0.005554337;0.01837577;1.509975;0.06109764;0.5330683;0.1022494;proton;pi+
92;M_Hermes;0.4482693;0.01073158;0.03819241;1.509975;0.06109764;0.5321879;0.2038958;proton;pi+
93;M_Hermes;0.5678873;0.01250871;0.05072162;1.509975;0.06109764;0.5329974;0.3032505;proton;pi+
94;M_Hermes;0.6311119;0.01382656;0.0530843;1.509975;0.06109764;0.5337538;0.4022492;proton;pi+
95;M_Hermes;0.5713571;0.0109987;0.04205448;1.509975;0.06109764;0.5350361;0.5239429;proton;pi+
96;M_Hermes;0.363164;0.007609823;0.03420213;1.509975;0.06109764;0.5369338;0.6922812;proton;pi+
97;M_Hermes;0.101539;0.002580803;0.009445741;1.509975;0.06109764;0.5401394;0.943231;proton;pi+
98;M_Hermes;0.07158337;0.002521923;0.00895479;1.509975;0.06109764;0.6933607;0.1037416;proton;pi+
99;M_Hermes;0.1805016;0.004911452;0.01519455;1.509975;0.06109764;0.6930896;0.2040687;proton;pi+
100;M_Hermes;0.2451091;0.005816092;0.02191109;1.509975;0.06109764;0.6890674;0.3026606;proton;pi+
101;M_Hermes;0.2773447;0.006654352;0.02647104;1.509975;0.06109764;0.6888851;0.4009793;proton;pi+
102;M_Hermes;0.2626355;0.005152377;0.02194465;1.509975;0.06109764;0.6880571;0.5228719;proton;pi+
103;M_Hermes;0.1878443;0.0039867;0.01333579;1.509975;0.06109764;0.6864068;0.6920238;proton;pi+
104;M_Hermes;0.06806813;0.001644233;0.004719523;1.509975;0.06109764;0.6928279;0.9422052;proton;pi+
105;M_Hermes;0.03031867;0.000986626;0.003799432;1.509975;0.06109764;0.8912224;0.1017844;proton;pi+
106;M_Hermes;0.0567382;0.001890317;0.004817593;1.509975;0.06109764;0.8911835;0.2028534;proton;pi+
107;M_Hermes;0.06346298;0.002106109;0.005729406;1.509975;0.06109764;0.8830122;0.3029169;proton;pi+
108;M_Hermes;0.05766976;0.002161715;0.005704664;1.509975;0.06109764;0.877764;0.398702;proton;pi+
109;M_Hermes;0.04845716;0.001686737;0.004126846;1.509975;0.06109764;0.8732491;0.5221064;proton;pi+
110;M_Hermes;0.03899512;0.001503379;0.002877242;1.509975;0.06109764;0.8696478;0.6880977;proton;pi+
111;M_Hermes;0.01481105;0.000694009;0.001072195;1.509975;0.06109764;0.8594673;0.923145;proton;pi+
112;M_Hermes;3.922566;0.04842312;0.3721316;1.820673;0.09573812;0.1410092;0.1017843;proton;pi+
113;M_Hermes;7.915349;0.08358053;0.6017225;1.820673;0.09573812;0.1428506;0.2056595;proton;pi+
114;M_Hermes;8.053513;0.08259437;0.8149226;1.820673;0.09573812;0.1450221;0.3033441;proton;pi+
115;M_Hermes;5.970528;0.07421384;0.7066548;1.820673;0.09573812;0.1467733;0.4052146;proton;pi+
116;M_Hermes;3.305935;0.05815857;0.3909224;1.820673;0.09573812;0.1479921;0.5275755;proton;pi+
117;M_Hermes;1.071418;0.05394521;0.1007391;1.820673;0.09573812;0.152725;0.7063248;proton;pi+
118;M_Hermes;0.1103468;0.03851352;0.01130383;1.823411;0.09574256;0.1634441;0.9341316;proton;pi+
119;M_Hermes;1.819139;0.02950899;0.07050891;1.820673;0.09573812;0.2237901;0.1015379;proton;pi+
120;M_Hermes;3.725523;0.05920246;0.1146394;1.820673;0.09573812;0.2241223;0.2031645;proton;pi+
121;M_Hermes;4.605386;0.07266724;0.1355365;1.820673;0.09573812;0.2250223;0.301742;proton;pi+
122;M_Hermes;3.734409;0.0623364;0.1188157;1.820673;0.09573812;0.2255493;0.3997225;proton;pi+
123;M_Hermes;2.191509;0.0375852;0.08959276;1.820673;0.09573812;0.2267088;0.5209727;proton;pi+
124;M_Hermes;0.7670982;0.02425398;0.07365823;1.820673;0.09573812;0.2299627;0.6981484;proton;pi+
125;M_Hermes;0.1511233;0.01323798;0.01447637;1.820673;0.09573812;0.2377438;0.9619584;proton;pi+
126;M_Hermes;1.245694;0.02300799;0.04800808;1.820673;0.09573812;0.2746311;0.1018513;proton;pi+
127;M_Hermes;2.529094;0.04509113;0.07933437;1.820673;0.09573812;0.2739591;0.203093;proton;pi+
128;M_Hermes;3.212425;0.05788474;0.0955962;1.820673;0.09573812;0.2744155;0.3017068;proton;pi+
129;M_Hermes;2.933015;0.05695052;0.04487816;1.820673;0.09573812;0.2751558;0.399512;proton;pi+
130;M_Hermes;1.772644;0.03320128;0.03837505;1.820673;0.09573812;0.2759994;0.5197482;proton;pi+
131;M_Hermes;0.6670426;0.01825857;0.02676758;1.820673;0.09573812;0.2778115;0.6866005;proton;pi+
132;M_Hermes;0.1106974;0.007215124;0.00508859;1.820673;0.09573812;0.2801205;0.9370765;proton;pi+
133;M_Hermes;0.7828081;0.01346774;0.05951366;1.820673;0.09573812;0.3342592;0.1003825;proton;pi+
134;M_Hermes;1.673167;0.02632323;0.05029845;1.820673;0.09573812;0.3343179;0.2034839;proton;pi+
135;M_Hermes;2.037324;0.0336587;0.07436715;1.820673;0.09573812;0.3347903;0.3006798;proton;pi+
136;M_Hermes;2.011549;0.03664382;0.06470788;1.820673;0.09573812;0.3365123;0.4007954;proton;pi+
137;M_Hermes;1.416043;0.02326985;0.03794029;1.820673;0.09573812;0.3370449;0.5195907;proton;pi+
138;M_Hermes;0.5740146;0.01196952;0.01925563;1.820673;0.09573812;0.3378232;0.6857118;proton;pi+
139;M_Hermes;0.09644445;0.003952474;0.003476636;1.820673;0.09573812;0.3420251;0.9335902;proton;pi+
140;M_Hermes;0.4349107;0.008927437;0.04312838;1.820673;0.09573812;0.4195182;0.1004534;proton;pi+
141;M_Hermes;0.9660701;0.01658609;0.05175308;1.820673;0.09573812;0.4202932;0.2036825;proton;pi+
142;M_Hermes;1.163802;0.02033334;0.06547433;1.820673;0.09573812;0.4211114;0.3010032;proton;pi+
143;M_Hermes;1.112917;0.02247032;0.05869091;1.820673;0.09573812;0.4208069;0.4003975;proton;pi+
144;M_Hermes;0.9656083;0.0172756;0.04345847;1.820673;0.09573812;0.4224161;0.5205;proton;pi+
145;M_Hermes;0.4385229;0.009386784;0.01489493;1.820673;0.09573812;0.4247426;0.684396;proton;pi+
146;M_Hermes;0.08728561;0.002810882;0.002666555;1.820673;0.09573812;0.4297289;0.9340595;proton;pi+
147;M_Hermes;0.219937;0.005573941;0.02119116;1.820673;0.09573812;0.5332304;0.102859;proton;pi+
148;M_Hermes;0.4743345;0.01036545;0.03306089;1.820673;0.09573812;0.5315024;0.2034328;proton;pi+
149;M_Hermes;0.5854665;0.01253122;0.0419014;1.820673;0.09573812;0.5314655;0.3020748;proton;pi+
150;M_Hermes;0.6530008;0.01423228;0.045002;1.820673;0.09573812;0.5327436;0.400492;proton;pi+
151;M_Hermes;0.5735478;0.01147411;0.03612657;1.820673;0.09573812;0.5337797;0.5206743;proton;pi+
152;M_Hermes;0.3891771;0.008785122;0.01580043;1.820673;0.09573812;0.5366226;0.6890582;proton;pi+
153;M_Hermes;0.08596183;0.002492508;0.00396202;1.820673;0.09573812;0.5397119;0.9240923;proton;pi+
154;M_Hermes;0.09208025;0.003235859;0.009732379;1.820673;0.09573812;0.6960489;0.1013834;proton;pi+
155;M_Hermes;0.2169941;0.006197709;0.01429619;1.820673;0.09573812;0.6945094;0.2034764;proton;pi+
156;M_Hermes;0.290837;0.007392037;0.02485423;1.820673;0.09573812;0.6939175;0.3011317;proton;pi+
157;M_Hermes;0.3100841;0.007716204;0.02980987;1.820673;0.09573812;0.6905711;0.3995299;proton;pi+
158;M_Hermes;0.3175683;0.006440214;0.02638624;1.820673;0.09573812;0.6903756;0.5228322;proton;pi+
159;M_Hermes;0.2339074;0.00525455;0.01266567;1.820673;0.09573812;0.6890572;0.6909232;proton;pi+
160;M_Hermes;0.07285214;0.001969714;0.00414907;1.820673;0.09573812;0.6948838;0.9272209;proton;pi+
161;M_Hermes;0.05555105;0.001526177;0.005890197;1.820673;0.09573812;0.9016582;0.1020361;proton;pi+
162;M_Hermes;0.1051777;0.003083497;0.006694805;1.820673;0.09573812;0.897135;0.1991386;proton;pi+
163;M_Hermes;0.1079473;0.00321236;0.009061828;1.820673;0.09573812;0.8886286;0.297853;proton;pi+
164;M_Hermes;0.08408317;0.002957104;0.007897471;1.820673;0.09573812;0.8843359;0.4009305;proton;pi+
165;M_Hermes;0.06664911;0.002076168;0.005302718;1.820673;0.09573812;0.8748845;0.518897;proton;pi+
166;M_Hermes;0.05076867;0.001753945;0.0025556;1.820673;0.09573812;0.8664522;0.6882752;proton;pi+
167;M_Hermes;0.01863889;0.000832282;0.00096255;1.820673;0.09573812;0.8560135;0.9247523;proton;pi+
168;M_Hermes;3.705209;0.05566663;0.4025024;2.87544;0.1522067;0.1408494;0.1021944;proton;pi+
169;M_Hermes;7.979069;0.1116782;0.7392703;2.87544;0.1522067;0.1416427;0.2030488;proton;pi+
170;M_Hermes;8.28587;0.1200485;0.985206;2.87544;0.1522067;0.1432615;0.2997875;proton;pi+
171;M_Hermes;5.656877;0.09955753;0.7808993;2.87544;0.1522067;0.1448699;0.3978712;proton;pi+
172;M_Hermes;3.112055;0.07359365;0.4343968;2.87544;0.1522067;0.1444523;0.5151589;proton;pi+
173;M_Hermes;0.9048193;0.06523319;0.1035176;2.87544;0.1522067;0.1494346;0.6792425;proton;pi+
174;M_Hermes;0.1071662;0.03617428;0.01227921;2.87544;0.1522067;0.1576206;0.8880217;proton;pi+
175;M_Hermes;1.847455;0.03433341;0.1072585;2.87544;0.1522067;0.2233066;0.1016154;proton;pi+
176;M_Hermes;3.77647;0.0708899;0.1966088;2.87544;0.1522067;0.2235562;0.203259;proton;pi+
177;M_Hermes;4.380336;0.08924043;0.2038751;2.87544;0.1522067;0.223937;0.3001776;proton;pi+
178;M_Hermes;3.715513;0.08450843;0.1797341;2.87544;0.1522067;0.2242664;0.3978186;proton;pi+
179;M_Hermes;2.038461;0.04803246;0.1210843;2.87544;0.1522067;0.225054;0.517897;proton;pi+
180;M_Hermes;0.7625644;0.03093353;0.08929346;2.87544;0.1522067;0.2256808;0.6830358;proton;pi+
181;M_Hermes;0.08306189;0.01397225;0.009803232;2.87544;0.1522067;0.2275807;0.9170666;proton;pi+
182;M_Hermes;1.251476;0.02711999;0.07229304;2.87544;0.1522067;0.2730387;0.1019991;proton;pi+
183;M_Hermes;2.677037;0.05185757;0.09666559;2.87544;0.1522067;0.273649;0.2036328;proton;pi+
184;M_Hermes;3.038152;0.06958433;0.1119915;2.87544;0.1522067;0.2737446;0.3008867;proton;pi+
185;M_Hermes;2.862345;0.07302547;0.08361363;2.87544;0.1522067;0.27483;0.3973777;proton;pi+
186;M_Hermes;1.752757;0.04367244;0.06339893;2.87544;0.1522067;0.2749133;0.5189252;proton;pi+
187;M_Hermes;0.6130028;0.02253809;0.03607446;2.87544;0.1522067;0.2750442;0.6840308;proton;pi+
188;M_Hermes;0.09183955;0.008532919;0.005473487;2.87544;0.1522067;0.2762673;0.9194265;proton;pi+
189;M_Hermes;0.7798529;0.0161488;0.04558331;2.87544;0.1522067;0.3346326;0.1000063;proton;pi+
190;M_Hermes;1.657596;0.03036062;0.04167969;2.87544;0.1522067;0.3339423;0.2028664;proton;pi+
191;M_Hermes;2.100811;0.0391235;0.05559921;2.87544;0.1522067;0.3344857;0.3005534;proton;pi+
192;M_Hermes;2.046103;0.04559055;0.05266307;2.87544;0.1522067;0.3352979;0.3987392;proton;pi+
193;M_Hermes;1.355529;0.02982743;0.04271685;2.87544;0.1522067;0.3361618;0.5174031;proton;pi+
194;M_Hermes;0.596653;0.01584782;0.02729066;2.87544;0.1522067;0.3380527;0.6805782;proton;pi+
195;M_Hermes;0.0890553;0.004865829;0.004446988;2.87544;0.1522067;0.3374805;0.9171139;proton;pi+
196;M_Hermes;0.4543597;0.01049929;0.03807266;2.87544;0.1522067;0.4200232;0.1001037;proton;pi+
197;M_Hermes;0.9222149;0.01884862;0.03154927;2.87544;0.1522067;0.4197803;0.2024835;proton;pi+
198;M_Hermes;1.152623;0.02339623;0.04548941;2.87544;0.1522067;0.4206726;0.3011082;proton;pi+
199;M_Hermes;1.23602;0.0275457;0.04842835;2.87544;0.1522067;0.4201912;0.3991343;proton;pi+
200;M_Hermes;0.9566863;0.0215564;0.03039304;2.87544;0.1522067;0.4225775;0.5197599;proton;pi+
201;M_Hermes;0.4801157;0.01309207;0.01806988;2.87544;0.1522067;0.4230185;0.6861415;proton;pi+
202;M_Hermes;0.09040044;0.003637378;0.003466102;2.87544;0.1522067;0.4255617;0.9240385;proton;pi+
203;M_Hermes;0.2119834;0.006889987;0.01753831;2.87544;0.1522067;0.5307221;0.1014433;proton;pi+
204;M_Hermes;0.4794717;0.01312508;0.02471557;2.87544;0.1522067;0.5320752;0.2022009;proton;pi+
205;M_Hermes;0.5729055;0.0152746;0.03154147;2.87544;0.1522067;0.5313705;0.3019197;proton;pi+
206;M_Hermes;0.6285777;0.01723939;0.03383962;2.87544;0.1522067;0.5315255;0.3998206;proton;pi+
207;M_Hermes;0.5884357;0.01383807;0.02856477;2.87544;0.1522067;0.5316721;0.5211361;proton;pi+
208;M_Hermes;0.362946;0.01054259;0.01386517;2.87544;0.1522067;0.5348284;0.6874533;proton;pi+
209;M_Hermes;0.07374522;0.003124894;0.002562568;2.87544;0.1522067;0.5395883;0.9230322;proton;pi+
210;M_Hermes;0.09376155;0.004357424;0.008093925;2.87544;0.1522067;0.6966653;0.1020401;proton;pi+
211;M_Hermes;0.2152199;0.008342245;0.009914532;2.87544;0.1522067;0.6922733;0.20194;proton;pi+
212;M_Hermes;0.2713125;0.009323048;0.01994216;2.87544;0.1522067;0.6930675;0.3006171;proton;pi+
213;M_Hermes;0.2737355;0.009701723;0.02218092;2.87544;0.1522067;0.6916076;0.3990339;proton;pi+
214;M_Hermes;0.2604056;0.007090672;0.0184942;2.87544;0.1522067;0.6877124;0.5207633;proton;pi+
215;M_Hermes;0.213146;0.00599404;0.009485695;2.87544;0.1522067;0.6891702;0.6882359;proton;pi+
216;M_Hermes;0.07398356;0.00241825;0.003421666;2.87544;0.1522067;0.6917708;0.931162;proton;pi+
217;M_Hermes;0.05884174;0.002371967;0.0050062;2.87544;0.1522067;0.9013717;0.09978446;proton;pi+
218;M_Hermes;0.1021653;0.004251382;0.004455681;2.87544;0.1522067;0.8967331;0.2009713;proton;pi+
219;M_Hermes;0.1103369;0.004608953;0.007731154;2.87544;0.1522067;0.8908345;0.2998017;proton;pi+
220;M_Hermes;0.1063961;0.004626154;0.008480898;2.87544;0.1522067;0.8860143;0.3984479;proton;pi+
221;M_Hermes;0.07696093;0.003053993;0.00539028;2.87544;0.1522067;0.8811046;0.5226249;proton;pi+
222;M_Hermes;0.04568463;0.002017397;0.001853701;2.87544;0.1522067;0.867857;0.6897536;proton;pi+
223;M_Hermes;0.01312313;0.000767217;0.000513369;2.87544;0.1522067;0.8587478;0.9248074;proton;pi+
224;M_Hermes;3.740973;0.09105281;0.4136474;5.24127;0.2538812;0.1412278;0.1024111;proton;pi+
225;M_Hermes;7.636099;0.2002938;1.025706;5.24127;0.2538812;0.1417967;0.2019977;proton;pi+
226;M_Hermes;8.061321;0.2341774;0.8520992;5.24127;0.2538812;0.1432386;0.2984533;proton;pi+
227;M_Hermes;5.970342;0.1925937;0.6138554;5.24127;0.2538812;0.1444774;0.3972827;proton;pi+
228;M_Hermes;3.263147;0.1297109;0.3659594;5.24127;0.2538812;0.1445631;0.5135026;proton;pi+
229;M_Hermes;0.9686415;0.1102896;0.1657297;5.24127;0.2538812;0.1464788;0.6713826;proton;pi+
230;M_Hermes;0.1166064;0.08892115;0.02283001;5.244379;0.2538859;0.1594801;0.8621616;proton;pi+
231;M_Hermes;1.867888;0.05341661;0.1771403;5.24127;0.2538812;0.2233892;0.1019924;proton;pi+
232;M_Hermes;4.068381;0.1087954;0.2628498;5.24127;0.2538812;0.2233718;0.2033556;proton;pi+
233;M_Hermes;4.633999;0.1443203;0.4153176;5.24127;0.2538812;0.2235769;0.2997037;proton;pi+
234;M_Hermes;3.761011;0.1504227;0.3943741;5.24127;0.2538812;0.2240324;0.397934;proton;pi+
235;M_Hermes;2.206138;0.0864389;0.2364851;5.24127;0.2538812;0.2237448;0.5126537;proton;pi+
236;M_Hermes;0.7736165;0.05103875;0.07260064;5.24127;0.2538812;0.2243563;0.6780162;proton;pi+
237;M_Hermes;0.1090022;0.02764168;0.01032936;5.24127;0.2538812;0.2348217;0.9514567;proton;pi+
238;M_Hermes;1.26497;0.04304957;0.07618089;5.24127;0.2538812;0.2735936;0.1002323;proton;pi+
239;M_Hermes;2.541366;0.07987028;0.158985;5.24127;0.2538812;0.2733431;0.20314;proton;pi+
240;M_Hermes;3.178644;0.102656;0.2939572;5.24127;0.2538812;0.2736796;0.3006501;proton;pi+
241;M_Hermes;3.082364;0.117075;0.1454187;5.24127;0.2538812;0.2742115;0.3991508;proton;pi+
242;M_Hermes;2.016931;0.07989787;0.116496;5.24127;0.2538812;0.2740728;0.5158629;proton;pi+
243;M_Hermes;0.6643664;0.03842513;0.05369266;5.24127;0.2538812;0.2748611;0.6792856;proton;pi+
244;M_Hermes;0.09425756;0.01437359;0.007731651;5.24127;0.2538812;0.2762963;0.9155346;proton;pi+
245;M_Hermes;0.8654277;0.02747066;0.02739662;5.24127;0.2538812;0.3342764;0.09973491;proton;pi+
246;M_Hermes;1.677482;0.04869847;0.09630737;5.24127;0.2538812;0.334425;0.2033967;proton;pi+
247;M_Hermes;2.191843;0.06064634;0.07258551;5.24127;0.2538812;0.3344928;0.3008143;proton;pi+
