i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
0,11,0.089086,0.625722,0.322032,1.148175,0.164567,AUT,0,0.003092,0.070207,0.001174,neutron,pi+,solid
1,11,0.105681,0.596165,0.322734,1.300024,0.153869,AUT,0,0.002486,0.070207,0.001192,neutron,pi+,solid
2,11,0.117598,0.577751,0.323043,1.40217,0.14781,AUT,0,0.002336,0.070207,0.001207,neutron,pi+,solid
3,11,0.12784,0.561763,0.323188,1.482135,0.142936,AUT,0,0.002293,0.070207,0.001221,neutron,pi+,solid
4,11,0.137005,0.544791,0.323433,1.540451,0.138131,AUT,0,0.002365,0.070207,0.001234,neutron,pi+,solid
5,11,0.145916,0.527213,0.323521,1.587666,0.133429,AUT,0,0.002398,0.070207,0.001248,neutron,pi+,solid
6,11,0.155098,0.507947,0.323667,1.625895,0.128773,AUT,0,0.002514,0.070207,0.001263,neutron,pi+,solid
7,11,0.164763,0.488631,0.323776,1.661516,0.124223,AUT,0,0.002646,0.070207,0.001279,neutron,pi+,solid
8,11,0.17532,0.468159,0.323988,1.693837,0.119528,AUT,0,0.002853,0.070207,0.001298,neutron,pi+,solid
9,11,0.187715,0.444725,0.324007,1.722603,0.114759,AUT,0,0.002992,0.070207,0.00132,neutron,pi+,solid
10,11,0.203892,0.416462,0.324122,1.751804,0.111083,AUT,0,0.003179,0.070207,0.001351,neutron,pi+,solid
11,11,0.226939,0.380952,0.324093,1.782567,0.111844,AUT,0,0.003025,0.070207,0.001397,neutron,pi+,solid
12,11,0.264589,0.336567,0.323964,1.833922,0.124225,AUT,0,0.003607,0.070207,0.001476,neutron,pi+,solid
13,11,0.06482,0.797494,0.321471,1.065343,0.339842,AUT,0,0.002336,0.070207,0.001149,neutron,pi+,solid
14,11,0.07185,0.746228,0.32229,1.106482,0.32542,AUT,0,0.002242,0.070207,0.001156,neutron,pi+,solid
15,11,0.076314,0.719996,0.322571,1.134032,0.32053,AUT,0,0.002146,0.070207,0.001161,neutron,pi+,solid
16,11,0.080088,0.700167,0.322775,1.157388,0.317136,AUT,0,0.002157,0.070207,0.001165,neutron,pi+,solid
17,11,0.08337,0.684569,0.322982,1.178016,0.314519,AUT,0,0.002177,0.070207,0.001168,neutron,pi+,solid
18,11,0.086452,0.675949,0.323084,1.206229,0.312604,AUT,0,0.002157,0.070207,0.001171,neutron,pi+,solid
19,11,0.089451,0.670069,0.323144,1.237218,0.311047,AUT,0,0.002235,0.070207,0.001174,neutron,pi+,solid
20,11,0.092352,0.664375,0.32317,1.266482,0.309684,AUT,0,0.002238,0.070207,0.001177,neutron,pi+,solid
21,11,0.095198,0.658849,0.323317,1.294668,0.308547,AUT,0,0.002294,0.070207,0.00118,neutron,pi+,solid
22,11,0.098097,0.653782,0.32337,1.323827,0.307185,AUT,0,0.002245,0.070207,0.001183,neutron,pi+,solid
23,11,0.101097,0.648283,0.323382,1.352837,0.305895,AUT,0,0.002279,0.070207,0.001186,neutron,pi+,solid
24,11,0.104146,0.643318,0.323455,1.382963,0.304648,AUT,0,0.002286,0.070207,0.00119,neutron,pi+,solid
25,11,0.107244,0.638274,0.323505,1.412945,0.303542,AUT,0,0.00234,0.070207,0.001193,neutron,pi+,solid
26,11,0.110398,0.633008,0.323567,1.442486,0.302465,AUT,0,0.002356,0.070207,0.001197,neutron,pi+,solid
27,11,0.113591,0.627639,0.323629,1.471629,0.301162,AUT,0,0.002429,0.070207,0.001201,neutron,pi+,solid
28,11,0.116889,0.623075,0.323737,1.503342,0.300339,AUT,0,0.002428,0.070207,0.001205,neutron,pi+,solid
29,11,0.120293,0.617987,0.323755,1.534486,0.299468,AUT,0,0.002512,0.070207,0.00121,neutron,pi+,solid
30,11,0.123787,0.612904,0.323818,1.566062,0.298666,AUT,0,0.002546,0.070207,0.001215,neutron,pi+,solid
31,11,0.127382,0.606246,0.323837,1.594026,0.297498,AUT,0,0.002665,0.070207,0.00122,neutron,pi+,solid
32,11,0.131125,0.596344,0.323887,1.614043,0.296417,AUT,0,0.002746,0.070207,0.001225,neutron,pi+,solid
33,11,0.135311,0.584324,0.324009,1.631975,0.29477,AUT,0,0.002827,0.070207,0.001232,neutron,pi+,solid
34,11,0.139955,0.571028,0.324077,1.649557,0.293244,AUT,0,0.00313,0.070207,0.001239,neutron,pi+,solid
35,11,0.145078,0.556606,0.324181,1.666724,0.291609,AUT,0,0.003461,0.070207,0.001247,neutron,pi+,solid
36,11,0.15096,0.539622,0.324211,1.681324,0.290171,AUT,0,0.004086,0.070207,0.001256,neutron,pi+,solid
37,11,0.158004,0.518963,0.324253,1.692313,0.289353,AUT,0,0.00508,0.070207,0.001268,neutron,pi+,solid
38,11,0.167055,0.495003,0.324265,1.706472,0.289467,AUT,0,0.007001,0.070207,0.001283,neutron,pi+,solid
39,11,0.178997,0.465587,0.32424,1.719528,0.291021,AUT,0,0.00981,0.070207,0.001305,neutron,pi+,solid
40,11,0.195174,0.432187,0.324177,1.740009,0.292206,AUT,0,0.009003,0.070207,0.001334,neutron,pi+,solid
41,11,0.219792,0.391039,0.324197,1.771577,0.292451,AUT,0,0.007495,0.070207,0.001382,neutron,pi+,solid
42,11,0.261683,0.33945,0.324285,1.827965,0.291976,AUT,0,0.009032,0.070207,0.00147,neutron,pi+,solid
43,11,0.060634,0.835988,0.322902,1.045559,0.50264,AUT,0,0.002188,0.070207,0.001144,neutron,pi+,solid
44,11,0.065831,0.798236,0.323186,1.084519,0.498998,AUT,0,0.00224,0.070207,0.00115,neutron,pi+,solid
45,11,0.069535,0.774571,0.323435,1.111662,0.495682,AUT,0,0.002299,0.070207,0.001154,neutron,pi+,solid
46,11,0.072817,0.756715,0.32364,1.137328,0.493231,AUT,0,0.002288,0.070207,0.001157,neutron,pi+,solid
47,11,0.075907,0.742489,0.323766,1.163325,0.491834,AUT,0,0.002353,0.070207,0.00116,neutron,pi+,solid
48,11,0.078852,0.729991,0.3239,1.188122,0.490784,AUT,0,0.002428,0.070207,0.001163,neutron,pi+,solid
49,11,0.081851,0.717593,0.324003,1.212351,0.490135,AUT,0,0.00237,0.070207,0.001166,neutron,pi+,solid
50,11,0.085036,0.707084,0.324006,1.241114,0.489508,AUT,0,0.002356,0.070207,0.001169,neutron,pi+,solid
51,11,0.088338,0.700394,0.324014,1.277105,0.489258,AUT,0,0.002445,0.070207,0.001172,neutron,pi+,solid
52,11,0.091634,0.69321,0.324055,1.311166,0.488844,AUT,0,0.002534,0.070207,0.001176,neutron,pi+,solid
53,11,0.09508,0.685795,0.324083,1.345924,0.488404,AUT,0,0.002524,0.070207,0.001179,neutron,pi+,solid
54,11,0.098778,0.678179,0.324125,1.382737,0.488248,AUT,0,0.002566,0.070207,0.001183,neutron,pi+,solid
55,11,0.102675,0.670708,0.324135,1.421457,0.48805,AUT,0,0.002621,0.070207,0.001188,neutron,pi+,solid
56,11,0.106677,0.662911,0.324129,1.459694,0.487688,AUT,0,0.00275,0.070207,0.001192,neutron,pi+,solid
57,11,0.110965,0.653598,0.32411,1.497018,0.4876,AUT,0,0.002696,0.070207,0.001198,neutron,pi+,solid
58,11,0.115716,0.643917,0.3242,1.537992,0.487746,AUT,0,0.002759,0.070207,0.001204,neutron,pi+,solid
59,11,0.121002,0.633204,0.324136,1.58146,0.487693,AUT,0,0.002698,0.070207,0.001211,neutron,pi+,solid
60,11,0.126924,0.618724,0.324174,1.620821,0.488149,AUT,0,0.002757,0.070207,0.001219,neutron,pi+,solid
61,11,0.133702,0.592639,0.324132,1.63521,0.488808,AUT,0,0.002769,0.070207,0.001229,neutron,pi+,solid
62,11,0.142187,0.561061,0.32401,1.64619,0.490228,AUT,0,0.002718,0.070207,0.001242,neutron,pi+,solid
63,11,0.153136,0.52639,0.323927,1.663127,0.491361,AUT,0,0.002715,0.070207,0.00126,neutron,pi+,solid
64,11,0.167627,0.488105,0.323937,1.687733,0.492,AUT,0,0.002997,0.070207,0.001284,neutron,pi+,solid
65,11,0.189084,0.441956,0.323965,1.722532,0.492374,AUT,0,0.003781,0.070207,0.001323,neutron,pi+,solid
66,11,0.228112,0.379188,0.32415,1.778069,0.49132,AUT,0,0.006839,0.070207,0.001399,neutron,pi+,solid
67,11,0.277558,0.324005,0.324614,1.854911,0.488424,AUT,0,0.028803,0.070207,0.001506,neutron,pi+,solid
68,11,0.063796,0.819067,0.325906,1.076795,0.669427,AUT,0,0.002188,0.070207,0.001148,neutron,pi+,solid
69,11,0.074505,0.761114,0.326161,1.169796,0.668113,AUT,0,0.002237,0.070207,0.001159,neutron,pi+,solid
70,11,0.084858,0.721489,0.326303,1.263181,0.666738,AUT,0,0.00222,0.070207,0.001169,neutron,pi+,solid
71,11,0.097117,0.692122,0.326366,1.386805,0.6662,AUT,0,0.002347,0.070207,0.001182,neutron,pi+,solid
72,11,0.112336,0.661695,0.326432,1.533393,0.665543,AUT,0,0.002619,0.070207,0.0012,neutron,pi+,solid
73,11,0.133459,0.6088,0.326788,1.672825,0.662676,AUT,0,0.003468,0.070207,0.00123,neutron,pi+,solid
74,11,0.179304,0.485003,0.328988,1.765972,0.648696,AUT,0,0.012968,0.070207,0.001306,neutron,pi+,solid
75,11,0.089572,0.763676,0.333069,1.386962,0.83723,AUT,0,0.008161,0.070207,0.001176,neutron,pi+,solid
76,11,0.09828,0.598361,0.372456,1.210939,0.159539,AUT,0,0.002821,0.070207,0.001193,neutron,pi+,solid
77,11,0.120081,0.565522,0.373081,1.40109,0.146273,AUT,0,0.002351,0.070207,0.001219,neutron,pi+,solid
78,11,0.134762,0.543148,0.373362,1.510403,0.139228,AUT,0,0.002381,0.070207,0.00124,neutron,pi+,solid
79,11,0.147491,0.52002,0.373571,1.582664,0.13309,AUT,0,0.002438,0.070207,0.00126,neutron,pi+,solid
80,11,0.160394,0.49404,0.373679,1.635107,0.127259,AUT,0,0.002535,0.070207,0.001282,neutron,pi+,solid
81,11,0.174519,0.467671,0.373825,1.684033,0.122197,AUT,0,0.002699,0.070207,0.001307,neutron,pi+,solid
82,11,0.191125,0.437793,0.373916,1.726109,0.116939,AUT,0,0.002866,0.070207,0.001338,neutron,pi+,solid
83,11,0.214298,0.399744,0.37397,1.766045,0.114399,AUT,0,0.002931,0.070207,0.001384,neutron,pi+,solid
84,11,0.255163,0.346976,0.37378,1.820653,0.126321,AUT,0,0.003125,0.070207,0.00147,neutron,pi+,solid
85,11,0.068999,0.761053,0.371668,1.081483,0.341222,AUT,0,0.002757,0.070207,0.001161,neutron,pi+,solid
86,11,0.077685,0.705006,0.372573,1.130152,0.324512,AUT,0,0.002352,0.070207,0.00117,neutron,pi+,solid
87,11,0.083163,0.676665,0.372842,1.161425,0.319185,AUT,0,0.00231,0.070207,0.001176,neutron,pi+,solid
88,11,0.087866,0.663825,0.373,1.203924,0.316465,AUT,0,0.002235,0.070207,0.00118,neutron,pi+,solid
89,11,0.092517,0.654749,0.373104,1.250325,0.314404,AUT,0,0.002221,0.070207,0.001185,neutron,pi+,solid
90,11,0.097053,0.645946,0.373245,1.294004,0.312261,AUT,0,0.002225,0.070207,0.00119,neutron,pi+,solid
91,11,0.101398,0.638171,0.373353,1.335669,0.310284,AUT,0,0.002311,0.070207,0.001195,neutron,pi+,solid
92,11,0.105648,0.631408,0.3734,1.376912,0.308312,AUT,0,0.002319,0.070207,0.0012,neutron,pi+,solid
93,11,0.110042,0.624053,0.373523,1.417478,0.306557,AUT,0,0.002305,0.070207,0.001205,neutron,pi+,solid
94,11,0.114536,0.617152,0.373539,1.459056,0.304777,AUT,0,0.002369,0.070207,0.001211,neutron,pi+,solid
95,11,0.119042,0.610551,0.373618,1.500238,0.303322,AUT,0,0.002437,0.070207,0.001217,neutron,pi+,solid
96,11,0.123684,0.603646,0.373677,1.541103,0.301696,AUT,0,0.002447,0.070207,0.001224,neutron,pi+,solid
97,11,0.128524,0.594505,0.373725,1.577121,0.30012,AUT,0,0.002545,0.070207,0.001231,neutron,pi+,solid
98,11,0.133653,0.581394,0.373823,1.603855,0.298225,AUT,0,0.002646,0.070207,0.001238,neutron,pi+,solid
99,11,0.139342,0.567309,0.373855,1.631591,0.296464,AUT,0,0.002809,0.070207,0.001247,neutron,pi+,solid
100,11,0.145897,0.550827,0.374017,1.658643,0.294379,AUT,0,0.003019,0.070207,0.001258,neutron,pi+,solid
101,11,0.153787,0.529814,0.374116,1.681513,0.291818,AUT,0,0.003548,0.070207,0.001271,neutron,pi+,solid
102,11,0.163523,0.504378,0.374235,1.701974,0.289971,AUT,0,0.004854,0.070207,0.001288,neutron,pi+,solid
103,11,0.176613,0.471894,0.374208,1.71937,0.290065,AUT,0,0.008205,0.070207,0.001311,neutron,pi+,solid
104,11,0.196091,0.430686,0.374129,1.741393,0.291686,AUT,0,0.010251,0.070207,0.001348,neutron,pi+,solid
105,11,0.229554,0.377017,0.374169,1.781573,0.291887,AUT,0,0.006929,0.070207,0.001415,neutron,pi+,solid
106,11,0.274058,0.326884,0.374404,1.847094,0.290139,AUT,0,0.011771,0.070207,0.001513,neutron,pi+,solid
107,11,0.062565,0.820378,0.372856,1.058218,0.504154,AUT,0,0.002181,0.070207,0.001153,neutron,pi+,solid
108,11,0.069423,0.771563,0.373147,1.105353,0.500608,AUT,0,0.002237,0.070207,0.001161,neutron,pi+,solid
109,11,0.074188,0.744269,0.373417,1.139605,0.497563,AUT,0,0.002324,0.070207,0.001166,neutron,pi+,solid
110,11,0.078364,0.724382,0.373615,1.171617,0.494954,AUT,0,0.002345,0.070207,0.00117,neutron,pi+,solid
111,11,0.08241,0.706999,0.373722,1.20257,0.493024,AUT,0,0.002408,0.070207,0.001174,neutron,pi+,solid
112,11,0.086486,0.695937,0.373839,1.242355,0.491894,AUT,0,0.002457,0.070207,0.001179,neutron,pi+,solid
113,11,0.090828,0.687976,0.373878,1.289794,0.491146,AUT,0,0.002487,0.070207,0.001183,neutron,pi+,solid
114,11,0.095326,0.679388,0.374017,1.336787,0.490435,AUT,0,0.002649,0.070207,0.001188,neutron,pi+,solid
115,11,0.099971,0.67107,0.374044,1.384757,0.489904,AUT,0,0.002741,0.070207,0.001193,neutron,pi+,solid
116,11,0.105058,0.662618,0.374086,1.436876,0.489342,AUT,0,0.00278,0.070207,0.001199,neutron,pi+,solid
117,11,0.110608,0.65227,0.374103,1.489134,0.488553,AUT,0,0.002951,0.070207,0.001206,neutron,pi+,solid
118,11,0.116598,0.641703,0.374173,1.544333,0.488301,AUT,0,0.003105,0.070207,0.001214,neutron,pi+,solid
119,11,0.123227,0.629496,0.374142,1.601056,0.487698,AUT,0,0.003272,0.070207,0.001223,neutron,pi+,solid
120,11,0.130916,0.606686,0.374222,1.639002,0.487251,AUT,0,0.00357,0.070207,0.001234,neutron,pi+,solid
121,11,0.140774,0.56914,0.374184,1.65303,0.487673,AUT,0,0.004271,0.070207,0.00125,neutron,pi+,solid
122,11,0.154939,0.522846,0.37404,1.670615,0.489804,AUT,0,0.00411,0.070207,0.001273,neutron,pi+,solid
123,11,0.176867,0.467266,0.373931,1.703106,0.491633,AUT,0,0.003854,0.070207,0.001311,neutron,pi+,solid
124,11,0.216662,0.395451,0.373789,1.759766,0.493623,AUT,0,0.004926,0.070207,0.001388,neutron,pi+,solid
125,11,0.270832,0.329246,0.373744,1.838046,0.494579,AUT,0,0.018894,0.070207,0.001506,neutron,pi+,solid
126,11,0.063769,0.816693,0.374558,1.073298,0.680521,AUT,0,0.002197,0.070207,0.001155,neutron,pi+,solid
