i,obs,value,stat,syst1,Q2,x,z,pT,target,hadron
102,M_Hermes,0.02077713,0.001754019,0.006475342,1.509975,0.06109764,0.677018,0.5236745,proton,k-
103,M_Hermes,0.01398196,0.001253285,0.004353298,1.509975,0.06109764,0.6740022,0.6951388,proton,k-
104,M_Hermes,0.005071582,0.000508603,0.001580805,1.509975,0.06109764,0.6967789,0.9535198,proton,k-
105,M_Hermes,0.000920426,0.000287262,0.000289029,1.509975,0.06109764,0.869806,0.09936973,proton,k-
106,M_Hermes,0.000889335,0.000421315,0.000277557,1.509975,0.06109764,0.8571986,0.1966608,proton,k-
107,M_Hermes,0.001523573,0.000601793,0.00047734,1.509975,0.06109764,0.8428946,0.3075721,proton,k-
108,M_Hermes,0.002320957,0.002598011,0.000727162,1.502036,0.06112206,0.8297156,0.4068963,proton,k-
109,M_Hermes,0.002433512,0.000576491,0.000776083,1.511023,0.06109442,0.8480845,0.5142663,proton,k-
110,M_Hermes,0.000415919,0.000414704,0.000133584,1.511798,0.06108317,0.8460156,0.6972378,proton,k-
111,M_Hermes,0.000397438,0.000133549,0.000126756,1.509975,0.06109764,0.8403131,0.9651941,proton,k-
112,M_Hermes,0.2373578,0.01528134,0.07470366,1.820673,0.09573812,0.1451718,0.1025363,proton,k-
113,M_Hermes,0.4689078,0.0248472,0.1475016,1.820673,0.09573812,0.1454555,0.2044732,proton,k-
114,M_Hermes,0.5978433,0.02935103,0.1873779,1.820673,0.09573812,0.1451145,0.307834,proton,k-
115,M_Hermes,0.5449464,0.03107759,0.1707238,1.820673,0.09573812,0.1430119,0.4045263,proton,k-
116,M_Hermes,0.362784,0.02675023,0.1135801,1.820673,0.09573812,0.1491362,0.5332243,proton,k-
117,M_Hermes,0.1408801,0.02414179,0.04396598,1.823411,0.09574256,0.1584577,0.716123,proton,k-
118,M_Hermes,0.02375853,0.0161401,0.007406081,1.823411,0.09574256,0.1665824,0.8643343,proton,k-
119,M_Hermes,0.146805,0.00947771,0.04597341,1.820673,0.09573812,0.2242067,0.1019529,proton,k-
120,M_Hermes,0.2659907,0.01828358,0.08337304,1.820673,0.09573812,0.2244728,0.2016218,proton,k-
121,M_Hermes,0.2770864,0.01914996,0.08663487,1.820673,0.09573812,0.2249573,0.299269,proton,k-
122,M_Hermes,0.2874696,0.01962624,0.08979551,1.820673,0.09573812,0.2252307,0.4018241,proton,k-
123,M_Hermes,0.1985151,0.01354831,0.0619286,1.820673,0.09573812,0.2261178,0.5252929,proton,k-
124,M_Hermes,0.1094951,0.01106523,0.03412527,1.820673,0.09573812,0.2250983,0.6931523,proton,k-
125,M_Hermes,0.01143892,0.005036685,0.003562601,1.820673,0.09573812,0.2479754,0.9800759,proton,k-
126,M_Hermes,0.09633186,0.006967694,0.03988209,1.820673,0.09573812,0.2744976,0.09990658,proton,k-
127,M_Hermes,0.1988681,0.01354121,0.08225029,1.820673,0.09573812,0.2732812,0.2026001,proton,k-
128,M_Hermes,0.2482336,0.01682752,0.1026611,1.820673,0.09573812,0.2742311,0.2999881,proton,k-
129,M_Hermes,0.2060926,0.01588263,0.08523569,1.820673,0.09573812,0.2768923,0.4002933,proton,k-
130,M_Hermes,0.1341317,0.0097056,0.05545625,1.820673,0.09573812,0.273264,0.5243805,proton,k-
131,M_Hermes,0.06180329,0.006758747,0.02553576,1.820673,0.09573812,0.2800584,0.6989094,proton,k-
132,M_Hermes,0.02537305,0.003983506,0.01048141,1.820673,0.09573812,0.2742844,0.9313301,proton,k-
133,M_Hermes,0.06864369,0.004171442,0.02835043,1.820673,0.09573812,0.3357337,0.1007489,proton,k-
134,M_Hermes,0.1310484,0.007563113,0.05417084,1.820673,0.09573812,0.3342927,0.2014334,proton,k-
135,M_Hermes,0.1379588,0.0087436,0.05700619,1.820673,0.09573812,0.3339908,0.2980694,proton,k-
136,M_Hermes,0.1395508,0.009888258,0.05766834,1.820673,0.09573812,0.3347228,0.3981788,proton,k-
137,M_Hermes,0.1038987,0.006731212,0.04293568,1.820673,0.09573812,0.3375208,0.5242768,proton,k-
138,M_Hermes,0.05247801,0.003947163,0.02169165,1.820673,0.09573812,0.3350132,0.6826733,proton,k-
139,M_Hermes,0.01671875,0.001837235,0.006902608,1.820673,0.09573812,0.3391208,0.9468435,proton,k-
140,M_Hermes,0.03059394,0.002123304,0.01262785,1.820673,0.09573812,0.4212897,0.1012014,proton,k-
141,M_Hermes,0.06281493,0.004090136,0.02593471,1.820673,0.09573812,0.4227198,0.1993473,proton,k-
142,M_Hermes,0.07287131,0.005011812,0.03008403,1.820673,0.09573812,0.4206506,0.3008189,proton,k-
143,M_Hermes,0.07494463,0.00604632,0.03094708,1.820673,0.09573812,0.4223019,0.4001168,proton,k-
144,M_Hermes,0.07403083,0.005063122,0.03054666,1.820673,0.09573812,0.424274,0.5257891,proton,k-
145,M_Hermes,0.04529265,0.003135184,0.01871326,1.820673,0.09573812,0.4174333,0.6838923,proton,k-
146,M_Hermes,0.01097095,0.001094833,0.004530148,1.820673,0.09573812,0.4299427,0.9473325,proton,k-
147,M_Hermes,0.0182104,0.001589706,0.007517819,1.820673,0.09573812,0.5312379,0.1013388,proton,k-
148,M_Hermes,0.03976199,0.002884766,0.01642174,1.820673,0.09573812,0.532365,0.2061018,proton,k-
149,M_Hermes,0.04570994,0.003453955,0.01887757,1.820673,0.09573812,0.531074,0.3025776,proton,k-
150,M_Hermes,0.04516491,0.003841124,0.01867254,1.820673,0.09573812,0.5337851,0.4032605,proton,k-
151,M_Hermes,0.04374956,0.003236419,0.01809112,1.820673,0.09573812,0.5306102,0.5228546,proton,k-
152,M_Hermes,0.02341061,0.002171019,0.009672576,1.820673,0.09573812,0.5340441,0.6945629,proton,k-
153,M_Hermes,0.007371759,0.000681027,0.00304236,1.820673,0.09573812,0.535322,0.9354354,proton,k-
154,M_Hermes,0.004731665,0.000711756,0.001952557,1.820673,0.09573812,0.6755357,0.09954655,proton,k-
155,M_Hermes,0.01349306,0.001469443,0.005570435,1.820673,0.09573812,0.6719903,0.1984368,proton,k-
156,M_Hermes,0.0173503,0.001871731,0.007165755,1.820673,0.09573812,0.6809699,0.30067,proton,k-
157,M_Hermes,0.01551211,0.001801747,0.006407029,1.820673,0.09573812,0.6781488,0.4021186,proton,k-
158,M_Hermes,0.01560167,0.001486469,0.006444864,1.820673,0.09573812,0.6685182,0.5208586,proton,k-
159,M_Hermes,0.01178393,0.001278901,0.004864557,1.820673,0.09573812,0.6812972,0.6952959,proton,k-
160,M_Hermes,0.003327204,0.000402241,0.001373577,1.820673,0.09573812,0.6929391,0.9282557,proton,k-
161,M_Hermes,0.000317556,0.000239245,0.000133063,1.820673,0.09573812,0.8582691,0.07445718,proton,k-
162,M_Hermes,0.000121755,0.000347021,5.20908E-05,1.823411,0.09574256,0.8494198,0.2045979,proton,k-
163,M_Hermes,0.000998549,0.000487781,0.000413434,1.820673,0.09573812,0.8565529,0.2926798,proton,k-
164,M_Hermes,0.000829172,0.000432728,0.000343039,1.820673,0.09573812,0.8376576,0.3918797,proton,k-
165,M_Hermes,0.000748158,0.000320126,0.00030966,1.820673,0.09573812,0.837507,0.5387003,proton,k-
166,M_Hermes,0.000641684,0.00030347,0.000286804,1.820673,0.09573812,0.8413649,0.6492202,proton,k-
167,M_Hermes,3.95844E-05,0.000239018,1.76925E-05,1.799927,0.09570443,0.8256312,1.061229,proton,k-
168,M_Hermes,0.2415239,0.01854422,0.1002489,2.87544,0.1522067,0.1425549,0.1008892,proton,k-
169,M_Hermes,0.391269,0.03290965,0.1626644,2.87544,0.1522067,0.1441586,0.2073351,proton,k-
170,M_Hermes,0.5213266,0.04155654,0.2163007,2.87544,0.1522067,0.1430351,0.2996036,proton,k-
171,M_Hermes,0.5175719,0.04209068,0.2147386,2.87544,0.1522067,0.1429807,0.3953379,proton,k-
172,M_Hermes,0.3665007,0.03628585,0.1519184,2.87544,0.1522067,0.1463551,0.5190304,proton,k-
173,M_Hermes,0.1123516,0.02930184,0.0465203,2.87544,0.1522067,0.1722199,0.7700036,proton,k-
174,M_Hermes,0.04801506,0.02759735,0.01984979,2.877344,0.1522273,0.160495,0.8445152,proton,k-
175,M_Hermes,0.1199778,0.01069045,0.04966072,2.87544,0.1522067,0.2238266,0.09747566,proton,k-
176,M_Hermes,0.2707783,0.02040623,0.1120062,2.87544,0.1522067,0.2241003,0.2028451,proton,k-
177,M_Hermes,0.2439242,0.02373849,0.1010092,2.87544,0.1522067,0.2247927,0.2958541,proton,k-
178,M_Hermes,0.1879131,0.02295277,0.07785447,2.87544,0.1522067,0.2210471,0.4026856,proton,k-
179,M_Hermes,0.1990515,0.01922464,0.08239188,2.87544,0.1522067,0.2238442,0.5169893,proton,k-
180,M_Hermes,0.1140607,0.01554075,0.04716372,2.87544,0.1522067,0.2237315,0.6881755,proton,k-
181,M_Hermes,0.03199738,0.01338454,0.01323081,2.86876,0.1521734,0.2220674,0.9528564,proton,k-
182,M_Hermes,0.111982,0.008181351,0.04632689,2.87544,0.1522067,0.2730508,0.1011666,proton,k-
183,M_Hermes,0.152149,0.01424913,0.06296405,2.87544,0.1522067,0.2743416,0.2011254,proton,k-
184,M_Hermes,0.2034203,0.01884062,0.08412236,2.87544,0.1522067,0.2729768,0.3010132,proton,k-
185,M_Hermes,0.1659843,0.01888868,0.06867748,2.87544,0.1522067,0.2745637,0.40106,proton,k-
186,M_Hermes,0.1688351,0.01537718,0.06985562,2.87544,0.1522067,0.2761859,0.5233963,proton,k-
187,M_Hermes,0.09552439,0.01071024,0.03950338,2.87544,0.1522067,0.2722677,0.6891481,proton,k-
188,M_Hermes,0.01425151,0.004242831,0.005897446,2.87544,0.1522067,0.2737286,0.9150389,proton,k-
189,M_Hermes,0.05297657,0.004148318,0.02190944,2.87544,0.1522067,0.3338134,0.1006145,proton,k-
190,M_Hermes,0.1130506,0.008077525,0.04672105,2.87544,0.1522067,0.33406,0.1988228,proton,k-
191,M_Hermes,0.138162,0.01044355,0.05709845,2.87544,0.1522067,0.333618,0.3014286,proton,k-
192,M_Hermes,0.1357145,0.01199524,0.05608335,2.87544,0.1522067,0.3359895,0.3987591,proton,k-
193,M_Hermes,0.08906072,0.00843601,0.0368234,2.87544,0.1522067,0.3336727,0.5174328,proton,k-
194,M_Hermes,0.05299726,0.005178216,0.02190427,2.87544,0.1522067,0.3383571,0.6880977,proton,k-
195,M_Hermes,0.02099111,0.002726082,0.008673062,2.87544,0.1522067,0.3326142,0.9258956,proton,k-
196,M_Hermes,0.02647819,0.002467375,0.01093745,2.87544,0.1522067,0.4164038,0.1018516,proton,k-
197,M_Hermes,0.0572471,0.004545468,0.02366288,2.87544,0.1522067,0.4197689,0.2094188,proton,k-
198,M_Hermes,0.08450084,0.00636285,0.03492132,2.87544,0.1522067,0.4200656,0.3002419,proton,k-
199,M_Hermes,0.08723257,0.007501793,0.03602599,2.87544,0.1522067,0.4245162,0.3995505,proton,k-
200,M_Hermes,0.07243177,0.005971233,0.02992291,2.87544,0.1522067,0.420673,0.522865,proton,k-
201,M_Hermes,0.0327133,0.00336326,0.01352059,2.87544,0.1522067,0.4219722,0.6826306,proton,k-
202,M_Hermes,0.008600511,0.001254736,0.003553446,2.87544,0.1522067,0.4441058,0.9715501,proton,k-
203,M_Hermes,0.01007568,0.00138753,0.004162175,2.87544,0.1522067,0.5292484,0.1016689,proton,k-
204,M_Hermes,0.02777332,0.002713729,0.01147731,2.87544,0.1522067,0.5260571,0.2032329,proton,k-
205,M_Hermes,0.03122626,0.003591088,0.01289774,2.87544,0.1522067,0.5281966,0.2988398,proton,k-
206,M_Hermes,0.04076022,0.004167787,0.01683548,2.87544,0.1522067,0.5261356,0.3993848,proton,k-
207,M_Hermes,0.0300599,0.003463087,0.01242339,2.87544,0.1522067,0.530948,0.523863,proton,k-
208,M_Hermes,0.02190804,0.002545455,0.009056016,2.87544,0.1522067,0.5322538,0.6913832,proton,k-
209,M_Hermes,0.006643989,0.000898209,0.002746079,2.87544,0.1522067,0.5332202,0.9170193,proton,k-
210,M_Hermes,0.004962828,0.000875004,0.002051362,2.87544,0.1522067,0.6753768,0.1039903,proton,k-
211,M_Hermes,0.008758482,0.001709644,0.003619527,2.87544,0.1522067,0.6725591,0.2058421,proton,k-
212,M_Hermes,0.01098905,0.001879853,0.004538253,2.87544,0.1522067,0.6787273,0.298867,proton,k-
213,M_Hermes,0.01523055,0.002312305,0.006293263,2.87544,0.1522067,0.676745,0.3985689,proton,k-
214,M_Hermes,0.01213847,0.001585436,0.0050111,2.87544,0.1522067,0.667861,0.5241894,proton,k-
215,M_Hermes,0.01113942,0.001380596,0.004598461,2.87544,0.1522067,0.6659151,0.685773,proton,k-
216,M_Hermes,0.003126663,0.00049879,0.001290801,2.87544,0.1522067,0.6670897,0.9370713,proton,k-
217,M_Hermes,0.000954708,0.000499722,0.000394139,2.87101,0.1522091,0.8489674,0.08439788,proton,k-
218,M_Hermes,0.000336036,0.000602074,0.000139929,2.882619,0.1522425,0.8487026,0.2387069,proton,k-
219,M_Hermes,0.002548059,0.000732073,0.001052576,2.877344,0.1522273,0.8415365,0.3161881,proton,k-
221,M_Hermes,0.00055386,0.000304566,0.000229256,2.87544,0.1522067,0.8393389,0.5263519,proton,k-
222,M_Hermes,0.000300284,0.000273848,0.00012429,2.878411,0.1522051,0.8097043,0.6710101,proton,k-
223,M_Hermes,0.000212836,0.00010652,8.80254E-05,2.87544,0.1522067,0.8113595,0.9338041,proton,k-
224,M_Hermes,0.2438972,0.03107849,0.101455,5.24127,0.2538812,0.1476704,0.1008945,proton,k-
225,M_Hermes,0.4597808,0.06862402,0.1913827,5.24127,0.2538812,0.1398234,0.2024738,proton,k-
226,M_Hermes,0.4651169,0.08479683,0.193464,5.24127,0.2538812,0.1454086,0.2956422,proton,k-
227,M_Hermes,0.5999563,0.09484466,0.2495983,5.24127,0.2538812,0.1422913,0.403777,proton,k-
228,M_Hermes,0.399884,0.0740096,0.1659404,5.24127,0.2538812,0.1435285,0.5283703,proton,k-
229,M_Hermes,0.1152841,0.05924583,0.04768713,5.242325,0.2539186,0.1508781,0.6690176,proton,k-
231,M_Hermes,0.1048945,0.01520345,0.04348697,5.24127,0.2538812,0.2213635,0.1024848,proton,k-
232,M_Hermes,0.2806172,0.03442609,0.1161726,5.24127,0.2538812,0.2236404,0.1974662,proton,k-
233,M_Hermes,0.3780179,0.04910156,0.1566251,5.24127,0.2538812,0.2236731,0.2993815,proton,k-
234,M_Hermes,0.2379086,0.04781552,0.0986553,5.24127,0.2538812,0.2243396,0.4015828,proton,k-
235,M_Hermes,0.2192179,0.03678742,0.09083032,5.24127,0.2538812,0.2229778,0.5239053,proton,k-
236,M_Hermes,0.1251054,0.02861832,0.05182283,5.24127,0.2538812,0.2240558,0.6887055,proton,k-
237,M_Hermes,0.08238811,0.02409918,0.03405907,5.242325,0.2539186,0.2208767,0.9272516,proton,k-
238,M_Hermes,0.08497109,0.01192006,0.03512548,5.24127,0.2538812,0.2750901,0.10376,proton,k-
239,M_Hermes,0.2044894,0.02348254,0.08460021,5.24127,0.2538812,0.2710074,0.2009257,proton,k-
240,M_Hermes,0.2107617,0.03014963,0.08718531,5.24127,0.2538812,0.2745984,0.3033512,proton,k-
241,M_Hermes,0.1930998,0.03652617,0.08006133,5.24127,0.2538812,0.2741351,0.3965852,proton,k-
242,M_Hermes,0.1331619,0.02593825,0.05506095,5.24127,0.2538812,0.2727041,0.5129933,proton,k-
243,M_Hermes,0.08202302,0.01784753,0.03391748,5.24127,0.2538812,0.27467,0.689263,proton,k-
244,M_Hermes,0.02932002,0.008626179,0.01213071,5.24127,0.2538812,0.277064,0.9151655,proton,k-
245,M_Hermes,0.05022545,0.006419595,0.02075603,5.24127,0.2538812,0.3317847,0.09977902,proton,k-
246,M_Hermes,0.09780151,0.01227611,0.04043547,5.24127,0.2538812,0.333448,0.2030267,proton,k-
247,M_Hermes,0.1485949,0.01695681,0.06147261,5.24127,0.2538812,0.3336623,0.2996741,proton,k-
248,M_Hermes,0.1528344,0.02004386,0.06318538,5.24127,0.2538812,0.3338025,0.3958785,proton,k-
249,M_Hermes,0.1074502,0.01580893,0.04443363,5.24127,0.2538812,0.3336032,0.5192389,proton,k-
250,M_Hermes,0.05115507,0.009921844,0.02116146,5.24127,0.2538812,0.3339225,0.6732458,proton,k-
251,M_Hermes,0.01270352,0.003744445,0.005249244,5.24127,0.2538812,0.3371764,0.9226278,proton,k-
252,M_Hermes,0.02074959,0.003773111,0.0085654,5.242325,0.2539186,0.4157927,0.101857,proton,k-
