i,obs,value,stat,syst1,Q2,x,z,pT,target,hadron
62,M_Hermes,0.05889408,0.03407766,0.02509382,1.509975,0.06109764,0.223498,1.282488,proton,k+
63,M_Hermes,0.2465833,0.01551665,0.02224997,1.509975,0.06109764,0.2248406,0.1019543,proton,k+
64,M_Hermes,0.5886451,0.02703116,0.1168442,1.509975,0.06109764,0.2254691,0.2018396,proton,k+
65,M_Hermes,0.6367159,0.02888532,0.2632303,1.509975,0.06109764,0.2255212,0.300978,proton,k+
66,M_Hermes,0.5116815,0.02532875,0.2116386,1.509975,0.06109764,0.2273681,0.403403,proton,k+
67,M_Hermes,0.3072683,0.01643448,0.1270354,1.509975,0.06109764,0.2286185,0.5292908,proton,k+
68,M_Hermes,0.1692535,0.01257985,0.06990607,1.509975,0.06109764,0.2322678,0.7152897,proton,k+
69,M_Hermes,0.03961306,0.008471779,0.01636738,1.509975,0.06109764,0.2708491,1.119052,proton,k+
70,M_Hermes,0.2279058,0.01323602,0.01392002,1.509975,0.06109764,0.2737385,0.09723716,proton,k+
71,M_Hermes,0.4481931,0.02207486,0.1499837,1.509975,0.06109764,0.2749786,0.2022127,proton,k+
72,M_Hermes,0.5058526,0.02577562,0.1696228,1.509975,0.06109764,0.2751136,0.3012656,proton,k+
73,M_Hermes,0.4515575,0.02428622,0.1514119,1.509975,0.06109764,0.2781524,0.4032163,proton,k+
74,M_Hermes,0.3046907,0.01483127,0.1021986,1.509975,0.06109764,0.2801947,0.5299747,proton,k+
75,M_Hermes,0.1075749,0.008417422,0.03610491,1.509975,0.06109764,0.2821636,0.7013772,proton,k+
76,M_Hermes,0.03332507,0.003949791,0.01114843,1.509975,0.06109764,0.2837537,0.9640046,proton,k+
77,M_Hermes,0.1743002,0.008192355,0.02622657,1.509975,0.06109764,0.3347086,0.1000778,proton,k+
78,M_Hermes,0.3280259,0.01440912,0.141374,1.509975,0.06109764,0.3374265,0.2044161,proton,k+
79,M_Hermes,0.4341424,0.01750827,0.1873836,1.509975,0.06109764,0.3375293,0.3050586,proton,k+
80,M_Hermes,0.4001387,0.01786455,0.1728659,1.509975,0.06109764,0.3358133,0.4003943,proton,k+
81,M_Hermes,0.2875533,0.01114568,0.07566217,1.509975,0.06109764,0.338179,0.5193973,proton,k+
82,M_Hermes,0.1317194,0.006453515,0.03466054,1.509975,0.06109764,0.3444953,0.7011317,proton,k+
83,M_Hermes,0.02719404,0.002432236,0.00715312,1.509975,0.06109764,0.3545811,0.9727436,proton,k+
84,M_Hermes,0.08036809,0.004147761,0.01136727,1.509975,0.06109764,0.4190102,0.1023066,proton,k+
85,M_Hermes,0.1964758,0.008648007,0.08059573,1.509975,0.06109764,0.4200359,0.2036398,proton,k+
86,M_Hermes,0.2853783,0.01142272,0.1173461,1.509975,0.06109764,0.4236032,0.3016362,proton,k+
87,M_Hermes,0.2649861,0.01212088,0.1088123,1.509975,0.06109764,0.4243992,0.4019065,proton,k+
88,M_Hermes,0.2333287,0.008931086,0.09582654,1.509975,0.06109764,0.4257536,0.5233992,proton,k+
89,M_Hermes,0.1209561,0.005376099,0.0496793,1.509975,0.06109764,0.425345,0.6892298,proton,k+
90,M_Hermes,0.02904216,0.001809054,0.01193237,1.509975,0.06109764,0.4287236,0.9586694,proton,k+
91,M_Hermes,0.03817159,0.002741368,0.005327734,1.509975,0.06109764,0.5278343,0.09947765,proton,k+
92,M_Hermes,0.1031385,0.005588645,0.0137494,1.509975,0.06109764,0.5302179,0.2018003,proton,k+
93,M_Hermes,0.1488946,0.007226566,0.05036582,1.509975,0.06109764,0.5326733,0.299881,proton,k+
94,M_Hermes,0.1578782,0.008104219,0.07887604,1.509975,0.06109764,0.5363619,0.4032745,proton,k+
95,M_Hermes,0.1501272,0.006558205,0.07501077,1.509975,0.06109764,0.5321911,0.5252989,proton,k+
96,M_Hermes,0.1142308,0.004946215,0.05701972,1.509975,0.06109764,0.5357751,0.6916655,proton,k+
97,M_Hermes,0.03059077,0.001561504,0.01527164,1.509975,0.06109764,0.5424189,0.9396659,proton,k+
98,M_Hermes,0.01490149,0.001607216,0.007429816,1.509975,0.06109764,0.6865182,0.1021088,proton,k+
99,M_Hermes,0.0416263,0.003234136,0.02076694,1.509975,0.06109764,0.6822864,0.2069973,proton,k+
100,M_Hermes,0.05771497,0.004031655,0.02883229,1.509975,0.06109764,0.6860532,0.3033834,proton,k+
101,M_Hermes,0.0768197,0.004587338,0.02884197,1.509975,0.06109764,0.6884619,0.4030408,proton,k+
102,M_Hermes,0.07365344,0.003550446,0.01712088,1.509975,0.06109764,0.6879436,0.5243491,proton,k+
103,M_Hermes,0.06663244,0.003044884,0.01012667,1.509975,0.06109764,0.6871345,0.6933388,proton,k+
104,M_Hermes,0.02307251,0.001153731,0.003517489,1.509975,0.06109764,0.6908342,0.9272354,proton,k+
105,M_Hermes,0.006756581,0.000748767,0.001013285,1.509975,0.06109764,0.8758458,0.1059831,proton,k+
106,M_Hermes,0.01169696,0.001244739,0.001757718,1.509975,0.06109764,0.8750385,0.2035943,proton,k+
107,M_Hermes,0.01693585,0.001814204,0.002577569,1.509975,0.06109764,0.8719909,0.3000836,proton,k+
108,M_Hermes,0.02330069,0.001964498,0.00875757,1.509975,0.06109764,0.8685826,0.3995241,proton,k+
109,M_Hermes,0.02055686,0.001379502,0.004789269,1.509975,0.06109764,0.8697904,0.5241598,proton,k+
110,M_Hermes,0.01427432,0.000975886,0.002188547,1.509975,0.06109764,0.8695303,0.6853665,proton,k+
111,M_Hermes,0.00511067,0.000382857,0.000781098,1.509975,0.06109764,0.8489392,0.9612706,proton,k+
112,M_Hermes,0.3656812,0.01837098,0.1103959,1.820673,0.09573812,0.1459466,0.09922431,proton,k+
113,M_Hermes,0.7242933,0.0318257,0.04315075,1.820673,0.09573812,0.1451566,0.2053778,proton,k+
114,M_Hermes,0.8081465,0.03539128,0.1700248,1.820673,0.09573812,0.1452045,0.3065189,proton,k+
115,M_Hermes,0.7342149,0.03765519,0.2669851,1.820673,0.09573812,0.1439229,0.4024017,proton,k+
116,M_Hermes,0.4490437,0.02911949,0.1629926,1.820673,0.09573812,0.1502533,0.533379,proton,k+
117,M_Hermes,0.159872,0.02438724,0.05788452,1.820673,0.09573812,0.1556587,0.692143,proton,k+
118,M_Hermes,0.05125899,0.02518183,0.01852466,1.83476,0.09576496,0.1582187,0.8833677,proton,k+
119,M_Hermes,0.2301192,0.01248535,0.01493029,1.820673,0.09573812,0.2246229,0.1012143,proton,k+
120,M_Hermes,0.4943459,0.02442632,0.1614801,1.820673,0.09573812,0.2252788,0.2029552,proton,k+
121,M_Hermes,0.563511,0.02885358,0.1838835,1.820673,0.09573812,0.2244599,0.3007973,proton,k+
122,M_Hermes,0.40559,0.0244764,0.1323325,1.820673,0.09573812,0.2265094,0.4025777,proton,k+
123,M_Hermes,0.2512792,0.01616499,0.0820231,1.820673,0.09573812,0.2260114,0.5261683,proton,k+
124,M_Hermes,0.1343212,0.01289262,0.0437156,1.820673,0.09573812,0.2305859,0.7061728,proton,k+
125,M_Hermes,0.02297945,0.006860578,0.007481017,1.820673,0.09573812,0.2392317,0.9893668,proton,k+
126,M_Hermes,0.2023462,0.01166753,0.03874977,1.820673,0.09573812,0.2758338,0.09974571,proton,k+
127,M_Hermes,0.3917442,0.01967302,0.1812099,1.820673,0.09573812,0.2750426,0.2022765,proton,k+
128,M_Hermes,0.4217308,0.02284253,0.1952186,1.820673,0.09573812,0.2744045,0.2990156,proton,k+
129,M_Hermes,0.3464626,0.02105676,0.1604148,1.820673,0.09573812,0.2759259,0.4014451,proton,k+
130,M_Hermes,0.2498469,0.01417969,0.1155962,1.820673,0.09573812,0.2784823,0.5245121,proton,k+
131,M_Hermes,0.109344,0.008695559,0.05059789,1.820673,0.09573812,0.2785587,0.6969574,proton,k+
132,M_Hermes,0.02284947,0.003690049,0.0105676,1.820673,0.09573812,0.2844456,0.9525812,proton,k+
133,M_Hermes,0.1478535,0.006413391,0.04208089,1.820673,0.09573812,0.336258,0.101785,proton,k+
134,M_Hermes,0.3169648,0.01260358,0.09035125,1.820673,0.09573812,0.335544,0.2021177,proton,k+
135,M_Hermes,0.355388,0.01561912,0.1013716,1.820673,0.09573812,0.3364101,0.3002984,proton,k+
136,M_Hermes,0.320876,0.01578761,0.09124965,1.820673,0.09573812,0.3387127,0.4013588,proton,k+
137,M_Hermes,0.234869,0.01034547,0.066955,1.820673,0.09573812,0.3382548,0.519702,proton,k+
138,M_Hermes,0.1119471,0.005754442,0.03187314,1.820673,0.09573812,0.3396395,0.6920079,proton,k+
139,M_Hermes,0.02540883,0.002210224,0.007235625,1.820673,0.09573812,0.3446542,0.946269,proton,k+
140,M_Hermes,0.09302353,0.004188911,0.02419094,1.820673,0.09573812,0.4199511,0.1000048,proton,k+
141,M_Hermes,0.1922598,0.007898393,0.05017787,1.820673,0.09573812,0.4214241,0.2028832,proton,k+
142,M_Hermes,0.234368,0.00968054,0.06116102,1.820673,0.09573812,0.4198209,0.2989953,proton,k+
143,M_Hermes,0.2489678,0.01125527,0.06511485,1.820673,0.09573812,0.4206561,0.3998475,proton,k+
144,M_Hermes,0.1954353,0.008369464,0.07965443,1.820673,0.09573812,0.4257871,0.5240289,proton,k+
145,M_Hermes,0.1045479,0.005059271,0.04263444,1.820673,0.09573812,0.4249353,0.6869798,proton,k+
146,M_Hermes,0.02186786,0.001505196,0.008921193,1.820673,0.09573812,0.428653,0.9271096,proton,k+
147,M_Hermes,0.04614796,0.002787919,0.001310332,1.820673,0.09573812,0.529456,0.102066,proton,k+
148,M_Hermes,0.1143045,0.005465107,0.02974301,1.820673,0.09573812,0.531196,0.2039946,proton,k+
149,M_Hermes,0.1537562,0.007036672,0.07180532,1.820673,0.09573812,0.5329318,0.3014069,proton,k+
150,M_Hermes,0.1805994,0.008342012,0.0843524,1.820673,0.09573812,0.5347046,0.4012964,proton,k+
151,M_Hermes,0.1648449,0.006800616,0.07705963,1.820673,0.09573812,0.5348048,0.5238587,proton,k+
152,M_Hermes,0.09666008,0.004902334,0.04514005,1.820673,0.09573812,0.5360276,0.6888152,proton,k+
153,M_Hermes,0.01896833,0.001265179,0.008857332,1.820673,0.09573812,0.542319,0.9279162,proton,k+
154,M_Hermes,0.02357319,0.001784924,0.01099186,1.820673,0.09573812,0.6906232,0.1006895,proton,k+
155,M_Hermes,0.06337468,0.003775541,0.02956922,1.820673,0.09573812,0.6911917,0.2047725,proton,k+
156,M_Hermes,0.06685156,0.004151633,0.02894628,1.820673,0.09573812,0.6901545,0.3014819,proton,k+
157,M_Hermes,0.09290975,0.004899452,0.02294962,1.820673,0.09573812,0.6879967,0.4016472,proton,k+
158,M_Hermes,0.09123068,0.004071837,0.00855136,1.820673,0.09573812,0.6858741,0.5258268,proton,k+
159,M_Hermes,0.07618542,0.003312506,0.003294983,1.820673,0.09573812,0.6876243,0.6903678,proton,k+
160,M_Hermes,0.02349733,0.0012051,0.000908827,1.820673,0.09573812,0.6931552,0.9313154,proton,k+
161,M_Hermes,0.005907853,0.000669838,0.000188657,1.820673,0.09573812,0.8696433,0.103083,proton,k+
162,M_Hermes,0.01769173,0.001463737,0.000636901,1.820673,0.09573812,0.8733664,0.2037084,proton,k+
163,M_Hermes,0.01920719,0.001680707,0.008315671,1.820673,0.09573812,0.8737478,0.2988432,proton,k+
164,M_Hermes,0.0201762,0.001768416,0.004979822,1.820673,0.09573812,0.8750377,0.4006197,proton,k+
165,M_Hermes,0.02171905,0.001489083,0.00198752,1.820673,0.09573812,0.8705605,0.5268148,proton,k+
166,M_Hermes,0.01722873,0.001133372,0.000731639,1.820673,0.09573812,0.868301,0.6925042,proton,k+
167,M_Hermes,0.007682734,0.000561609,0.000326048,1.820673,0.09573812,0.8604129,0.909452,proton,k+
168,M_Hermes,0.3647784,0.02146298,0.09617045,2.87544,0.1522067,0.1447089,0.1011281,proton,k+
169,M_Hermes,0.6809277,0.0425744,0.04012781,2.87544,0.1522067,0.1439571,0.2009916,proton,k+
170,M_Hermes,0.7576129,0.0496625,0.1748837,2.87544,0.1522067,0.1432616,0.3017368,proton,k+
171,M_Hermes,0.5992698,0.04943505,0.2381171,2.87544,0.1522067,0.1431642,0.4003962,proton,k+
172,M_Hermes,0.4683671,0.04063896,0.1855548,2.87544,0.1522067,0.1476165,0.5164866,proton,k+
173,M_Hermes,0.1432936,0.03322533,0.05666578,2.87544,0.1522067,0.1480325,0.6667381,proton,k+
174,M_Hermes,6.45673E-05,0.01732273,2.78997E-05,2.882619,0.1522425,0.181773,0.8871489,proton,k+
175,M_Hermes,0.238251,0.01470063,0.02285958,2.87544,0.1522067,0.2240446,0.1004807,proton,k+
176,M_Hermes,0.4354423,0.02888498,0.1559221,2.87544,0.1522067,0.2237802,0.2013821,proton,k+
177,M_Hermes,0.473717,0.03302216,0.169409,2.87544,0.1522067,0.224139,0.2969513,proton,k+
178,M_Hermes,0.356347,0.03165834,0.1275008,2.87544,0.1522067,0.2234106,0.4030871,proton,k+
179,M_Hermes,0.2718589,0.02305111,0.09734395,2.87544,0.1522067,0.2242457,0.5150054,proton,k+
180,M_Hermes,0.1143778,0.01627314,0.04082949,2.87544,0.1522067,0.2224672,0.6835921,proton,k+
181,M_Hermes,0.0272159,0.008802502,0.009700123,2.877344,0.1522273,0.2220863,0.915138,proton,k+
182,M_Hermes,0.2048423,0.01291347,0.04610043,2.87544,0.1522067,0.2741975,0.09927784,proton,k+
183,M_Hermes,0.3938592,0.02379866,0.1962101,2.87544,0.1522067,0.2739794,0.2015448,proton,k+
184,M_Hermes,0.3856595,0.02783257,0.192188,2.87544,0.1522067,0.2740348,0.2988198,proton,k+
185,M_Hermes,0.3615991,0.02911077,0.1799932,2.87544,0.1522067,0.2747353,0.3993237,proton,k+
186,M_Hermes,0.2396012,0.01948273,0.1193969,2.87544,0.1522067,0.2746035,0.5200964,proton,k+
187,M_Hermes,0.1140278,0.01150238,0.05677502,2.87544,0.1522067,0.2748892,0.6823507,proton,k+
188,M_Hermes,0.02483125,0.005104263,0.01235501,2.87544,0.1522067,0.2781598,0.9027509,proton,k+
189,M_Hermes,0.1632857,0.007767005,0.05242539,2.87544,0.1522067,0.3343194,0.1012211,proton,k+
190,M_Hermes,0.3338777,0.0148384,0.1072519,2.87544,0.1522067,0.3349015,0.2027517,proton,k+
191,M_Hermes,0.3334629,0.01784549,0.1073826,2.87544,0.1522067,0.33741,0.3014319,proton,k+
192,M_Hermes,0.344096,0.01975545,0.110843,2.87544,0.1522067,0.3364129,0.3978864,proton,k+
193,M_Hermes,0.2638408,0.01439916,0.08489771,2.87544,0.1522067,0.336285,0.5187082,proton,k+
194,M_Hermes,0.1024373,0.00796267,0.03291149,2.87544,0.1522067,0.3372323,0.6893641,proton,k+
195,M_Hermes,0.02162336,0.002450398,0.006940627,2.87544,0.1522067,0.3392862,0.9377652,proton,k+
196,M_Hermes,0.08971496,0.004655489,0.02684346,2.87544,0.1522067,0.4182719,0.09921915,proton,k+
197,M_Hermes,0.1989961,0.009334142,0.05967792,2.87544,0.1522067,0.421075,0.2038161,proton,k+
198,M_Hermes,0.2658698,0.0123164,0.07997221,2.87544,0.1522067,0.4224181,0.3018526,proton,k+
199,M_Hermes,0.2301091,0.0130806,0.06913079,2.87544,0.1522067,0.4227926,0.4007613,proton,k+
200,M_Hermes,0.2108509,0.01063883,0.06341334,2.87544,0.1522067,0.4254729,0.5227662,proton,k+
201,M_Hermes,0.09477673,0.005953588,0.02848403,2.87544,0.1522067,0.4253229,0.6858896,proton,k+
202,M_Hermes,0.01492649,0.001697886,0.004482772,2.87544,0.1522067,0.4277153,0.9133147,proton,k+
203,M_Hermes,0.04934038,0.003566843,0.001576265,2.87544,0.1522067,0.5311543,0.09899191,proton,k+
204,M_Hermes,0.1210742,0.007281683,0.0365576,2.87544,0.1522067,0.5300664,0.2029444,proton,k+
205,M_Hermes,0.1424792,0.008209846,0.0431662,2.87544,0.1522067,0.5312079,0.3016375,proton,k+
206,M_Hermes,0.178719,0.009901835,0.05409079,2.87544,0.1522067,0.5329016,0.400196,proton,k+
207,M_Hermes,0.1533404,0.007818629,0.04646995,2.87544,0.1522067,0.5320909,0.5210944,proton,k+
208,M_Hermes,0.106951,0.006210301,0.03241319,2.87544,0.1522067,0.5378056,0.686002,proton,k+
209,M_Hermes,0.02650724,0.001980429,0.00804267,2.87544,0.1522067,0.5352445,0.9218162,proton,k+
210,M_Hermes,0.02723794,0.002426847,0.008213427,2.87544,0.1522067,0.6879178,0.1013295,proton,k+
211,M_Hermes,0.04719213,0.004314418,0.01424781,2.87544,0.1522067,0.6863647,0.2027793,proton,k+
212,M_Hermes,0.07404314,0.005246136,0.02710362,2.87544,0.1522067,0.6863129,0.3008157,proton,k+
213,M_Hermes,0.083525,0.005821131,0.01576227,2.87544,0.1522067,0.6852558,0.4009465,proton,k+
214,M_Hermes,0.07862491,0.004396363,0.003591248,2.87544,0.1522067,0.6835177,0.5212241,proton,k+
215,M_Hermes,0.06043278,0.003444406,0.002421822,2.87544,0.1522067,0.6869675,0.6930483,proton,k+
216,M_Hermes,0.0214489,0.001408026,0.000866668,2.87544,0.1522067,0.6925363,0.9259966,proton,k+
217,M_Hermes,0.007986457,0.00100682,0.000270268,2.87544,0.1522067,0.883366,0.09986967,proton,k+
218,M_Hermes,0.01952426,0.002102965,0.000684212,2.87544,0.1522067,0.8815452,0.2059832,proton,k+
219,M_Hermes,0.02096574,0.002459144,0.007663336,2.87544,0.1522067,0.8723504,0.2995155,proton,k+
220,M_Hermes,0.02217692,0.002297491,0.00417462,2.87544,0.1522067,0.8739573,0.3993591,proton,k+
221,M_Hermes,0.02107945,0.001740242,0.001015893,2.87544,0.1522067,0.8795219,0.5189258,proton,k+
222,M_Hermes,0.01293396,0.001151284,0.00054577,2.87544,0.1522067,0.862792,0.6894685,proton,k+
223,M_Hermes,0.003850835,0.000444594,0.000162771,2.87544,0.1522067,0.8480277,0.936207,proton,k+
224,M_Hermes,0.4109747,0.03895644,0.02662205,5.24127,0.2538812,0.1437947,0.1023178,proton,k+
225,M_Hermes,0.8037094,0.08317857,0.3653224,5.24127,0.2538812,0.1443379,0.1989467,proton,k+
226,M_Hermes,0.6378395,0.09723637,0.1478982,5.24127,0.2538812,0.1450747,0.2998243,proton,k+
227,M_Hermes,0.6723134,0.1010196,0.05555314,5.24127,0.2538812,0.1435778,0.4020373,proton,k+
228,M_Hermes,0.5067324,0.08021654,0.04778626,5.24127,0.2538812,0.1450152,0.5066489,proton,k+
229,M_Hermes,0.1690961,0.06374582,0.02977051,5.24127,0.2538812,0.1458322,0.6501616,proton,k+
230,M_Hermes,0.07236588,0.05918831,0.01227266,5.242325,0.2539186,0.1694039,0.9249346,proton,k+
231,M_Hermes,0.2378909,0.02526403,0.08613945,5.24127,0.2538812,0.2252973,0.1026842,proton,k+
232,M_Hermes,0.4996049,0.047379,0.05629093,5.24127,0.2538812,0.2249337,0.1991844,proton,k+
233,M_Hermes,0.6056821,0.06391743,0.08557182,5.24127,0.2538812,0.2260833,0.3035683,proton,k+
234,M_Hermes,0.5711555,0.07167834,0.1751309,5.24127,0.2538812,0.2262409,0.403461,proton,k+
235,M_Hermes,0.2920143,0.04574908,0.1276916,5.24127,0.2538812,0.223831,0.5220581,proton,k+
236,M_Hermes,0.1367006,0.03340415,0.05959471,5.24127,0.2538812,0.2263377,0.6826766,proton,k+
237,M_Hermes,0.07613707,0.02368335,0.0330969,5.242325,0.2539186,0.2196245,0.8551075,proton,k+
238,M_Hermes,0.2615696,0.02229158,0.06115317,5.24127,0.2538812,0.2720791,0.1014189,proton,k+
239,M_Hermes,0.3736709,0.03753046,0.02168424,5.24127,0.2538812,0.2747356,0.1995589,proton,k+
240,M_Hermes,0.5321414,0.04920716,0.1402734,5.24127,0.2538812,0.2742595,0.2999683,proton,k+
241,M_Hermes,0.3671812,0.05128919,0.1554016,5.24127,0.2538812,0.2744317,0.3929494,proton,k+
242,M_Hermes,0.3347712,0.04009522,0.1417745,5.24127,0.2538812,0.2731147,0.5203499,proton,k+
243,M_Hermes,0.1735593,0.02550852,0.07345754,5.24127,0.2538812,0.2738433,0.682769,proton,k+
244,M_Hermes,0.02808521,0.01093303,0.01198218,5.24127,0.2538812,0.2764263,0.9086717,proton,k+
245,M_Hermes,0.1790169,0.0129503,0.02523345,5.24127,0.2538812,0.3341519,0.1004783,proton,k+
246,M_Hermes,0.3368835,0.02494611,0.04855015,5.24127,0.2538812,0.3356642,0.2032124,proton,k+
247,M_Hermes,0.3802697,0.02898966,0.1362352,5.24127,0.2538812,0.3356371,0.3016107,proton,k+
248,M_Hermes,0.3185216,0.03232686,0.1140542,5.24127,0.2538812,0.3402361,0.4014513,proton,k+
249,M_Hermes,0.2528643,0.02478058,0.0906166,5.24127,0.2538812,0.3357206,0.5184232,proton,k+
250,M_Hermes,0.123293,0.01627116,0.04423919,5.24127,0.2538812,0.3358111,0.6797716,proton,k+
