  ,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment
29,8.8,0.254817,0.418041,0.324915,1.755702,0.480943,AUT,0.0,0.017357,0.070207,0.002200,neutron,pi+,solid
30,8.8,0.131056,0.654229,0.330798,1.368742,0.638660,AUT,0.0,0.009608,0.070207,0.001862,neutron,pi+,solid
31,8.8,0.112387,0.618996,0.373171,1.142150,0.148232,AUT,0.0,0.002369,0.070207,0.001832,neutron,pi+,solid
32,8.8,0.136560,0.548516,0.373686,1.235879,0.131417,AUT,0.0,0.002427,0.070207,0.001882,neutron,pi+,solid
33,8.8,0.154684,0.514730,0.373834,1.314146,0.122794,AUT,0.0,0.002635,0.070207,0.001925,neutron,pi+,solid
34,8.8,0.172099,0.488391,0.373957,1.387422,0.118057,AUT,0.0,0.002819,0.070207,0.001971,neutron,pi+,solid
35,8.8,0.190592,0.469364,0.373982,1.476928,0.115990,AUT,0.0,0.002881,0.070207,0.002022,neutron,pi+,solid
36,8.8,0.216117,0.449044,0.374024,1.601146,0.114638,AUT,0.0,0.002924,0.070207,0.002097,neutron,pi+,solid
37,8.8,0.256628,0.416775,0.373935,1.763326,0.120453,AUT,0.0,0.003926,0.070207,0.002227,neutron,pi+,solid
38,8.8,0.089818,0.728658,0.373257,1.078094,0.312879,AUT,0.0,0.002244,0.070207,0.001791,neutron,pi+,solid
39,8.8,0.103975,0.668148,0.373702,1.146537,0.302940,AUT,0.0,0.002421,0.070207,0.001815,neutron,pi+,solid
40,8.8,0.115045,0.633098,0.373927,1.202320,0.296960,AUT,0.0,0.002676,0.070207,0.001835,neutron,pi+,solid
41,8.8,0.126022,0.605512,0.374050,1.259709,0.293966,AUT,0.0,0.003155,0.070207,0.001858,neutron,pi+,solid
42,8.8,0.137826,0.578268,0.374125,1.315664,0.292296,AUT,0.0,0.003758,0.070207,0.001884,neutron,pi+,solid
43,8.8,0.151266,0.549414,0.374202,1.371788,0.291532,AUT,0.0,0.004611,0.070207,0.001916,neutron,pi+,solid
44,8.8,0.166977,0.517106,0.374166,1.425069,0.291511,AUT,0.0,0.005670,0.070207,0.001957,neutron,pi+,solid
45,8.8,0.185574,0.484248,0.374124,1.483165,0.292294,AUT,0.0,0.006336,0.070207,0.002008,neutron,pi+,solid
46,8.8,0.212540,0.452161,0.374147,1.585012,0.292980,AUT,0.0,0.006781,0.070207,0.002086,neutron,pi+,solid
47,8.8,0.256191,0.415440,0.374179,1.754583,0.292095,AUT,0.0,0.010091,0.070207,0.002226,neutron,pi+,solid
48,8.8,0.089217,0.737770,0.374250,1.083922,0.488006,AUT,0.0,0.002563,0.070207,0.001790,neutron,pi+,solid
49,8.8,0.107648,0.662856,0.374259,1.176863,0.489720,AUT,0.0,0.002807,0.070207,0.001821,neutron,pi+,solid
50,8.8,0.125547,0.604344,0.374159,1.251502,0.491586,AUT,0.0,0.002591,0.070207,0.001857,neutron,pi+,solid
51,8.8,0.146324,0.550155,0.374046,1.327685,0.492208,AUT,0.0,0.002569,0.070207,0.001905,neutron,pi+,solid
52,8.8,0.171181,0.498209,0.374138,1.406449,0.491640,AUT,0.0,0.002960,0.070207,0.001968,neutron,pi+,solid
53,8.8,0.204329,0.455702,0.374090,1.535031,0.492487,AUT,0.0,0.004120,0.070207,0.002062,neutron,pi+,solid
54,8.8,0.253375,0.416262,0.373906,1.738677,0.494652,AUT,0.0,0.012011,0.070207,0.002216,neutron,pi+,solid
55,8.8,0.112557,0.665008,0.376804,1.218035,0.662626,AUT,0.0,0.003367,0.070207,0.001833,neutron,pi+,solid
56,8.8,0.188584,0.527494,0.377827,1.621654,0.652695,AUT,0.0,0.014603,0.070207,0.002017,neutron,pi+,solid
57,8.8,0.120045,0.590272,0.423317,1.162607,0.142911,AUT,0.0,0.002354,0.070207,0.001857,neutron,pi+,solid
58,8.8,0.148642,0.520271,0.423752,1.275707,0.126185,AUT,0.0,0.002548,0.070207,0.001922,neutron,pi+,solid
59,8.8,0.171629,0.485064,0.423899,1.373782,0.120025,AUT,0.0,0.002708,0.070207,0.001982,neutron,pi+,solid
60,8.8,0.196418,0.463100,0.423933,1.501456,0.118364,AUT,0.0,0.002791,0.070207,0.002053,neutron,pi+,solid
61,8.8,0.238339,0.430804,0.423915,1.690327,0.121189,AUT,0.0,0.002962,0.070207,0.002183,neutron,pi+,solid
62,8.8,0.094016,0.707436,0.423215,1.094437,0.313938,AUT,0.0,0.002276,0.070207,0.001807,neutron,pi+,solid
63,8.8,0.111715,0.638357,0.423779,1.176739,0.302636,AUT,0.0,0.002410,0.070207,0.001839,neutron,pi+,solid
64,8.8,0.125872,0.601568,0.423979,1.249827,0.297015,AUT,0.0,0.002861,0.070207,0.001868,neutron,pi+,solid
65,8.8,0.140633,0.570174,0.424072,1.323447,0.294236,AUT,0.0,0.003439,0.070207,0.001902,neutron,pi+,solid
66,8.8,0.157724,0.535473,0.424145,1.393737,0.292385,AUT,0.0,0.004478,0.070207,0.001945,neutron,pi+,solid
67,8.8,0.177783,0.496770,0.424213,1.457291,0.291740,AUT,0.0,0.005890,0.070207,0.001999,neutron,pi+,solid
68,8.8,0.205161,0.460080,0.424150,1.556578,0.292260,AUT,0.0,0.006958,0.070207,0.002079,neutron,pi+,solid
69,8.8,0.250924,0.418763,0.424258,1.731471,0.291591,AUT,0.0,0.008165,0.070207,0.002226,neutron,pi+,solid
70,8.8,0.091663,0.726220,0.424052,1.095450,0.490724,AUT,0.0,0.002674,0.070207,0.001803,neutron,pi+,solid
71,8.8,0.113346,0.644419,0.424206,1.204209,0.488929,AUT,0.0,0.003733,0.070207,0.001842,neutron,pi+,solid
72,8.8,0.136313,0.576428,0.424067,1.295154,0.491560,AUT,0.0,0.003531,0.070207,0.001892,neutron,pi+,solid
73,8.8,0.164735,0.509094,0.423967,1.382044,0.493581,AUT,0.0,0.003107,0.070207,0.001964,neutron,pi+,solid
74,8.8,0.204996,0.453648,0.423821,1.531587,0.493221,AUT,0.0,0.003885,0.070207,0.002078,neutron,pi+,solid
75,8.8,0.261956,0.411225,0.423839,1.776870,0.490438,AUT,0.0,0.018971,0.070207,0.002264,neutron,pi+,solid
76,8.8,0.106225,0.673398,0.425215,1.167692,0.676114,AUT,0.0,0.002441,0.070207,0.001830,neutron,pi+,solid
77,8.8,0.167851,0.533377,0.425508,1.465091,0.670521,AUT,0.0,0.005186,0.070207,0.001972,neutron,pi+,solid
78,8.8,0.240548,0.450734,0.424056,1.787579,0.659159,AUT,0.0,0.044957,0.070207,0.002191,neutron,pi+,solid
79,8.8,0.128033,0.564465,0.473489,1.184607,0.138113,AUT,0.0,0.002368,0.070207,0.001884,neutron,pi+,solid
80,8.8,0.162595,0.494046,0.473851,1.324820,0.123136,AUT,0.0,0.002645,0.070207,0.001969,neutron,pi+,solid
81,8.8,0.193457,0.462975,0.473909,1.478176,0.120812,AUT,0.0,0.002728,0.070207,0.002056,neutron,pi+,solid
82,8.8,0.238640,0.430884,0.473793,1.693080,0.124227,AUT,0.0,0.003448,0.070207,0.002200,neutron,pi+,solid
83,8.8,0.099157,0.683172,0.473393,1.113144,0.313954,AUT,0.0,0.002273,0.070207,0.001824,neutron,pi+,solid
84,8.8,0.120729,0.608763,0.473851,1.212525,0.301725,AUT,0.0,0.002547,0.070207,0.001866,neutron,pi+,solid
85,8.8,0.139481,0.568674,0.474023,1.308809,0.296608,AUT,0.0,0.003108,0.070207,0.001909,neutron,pi+,solid
86,8.8,0.160754,0.527878,0.474107,1.399884,0.293856,AUT,0.0,0.004129,0.070207,0.001963,neutron,pi+,solid
87,8.8,0.187392,0.482528,0.474192,1.491352,0.292343,AUT,0.0,0.005619,0.070207,0.002039,neutron,pi+,solid
88,8.8,0.234520,0.431588,0.474178,1.664660,0.291366,AUT,0.0,0.005523,0.070207,0.002186,neutron,pi+,solid
89,8.8,0.094805,0.712354,0.474115,1.110302,0.492590,AUT,0.0,0.002597,0.070207,0.001816,neutron,pi+,solid
90,8.8,0.121512,0.621114,0.474330,1.243241,0.488274,AUT,0.0,0.004326,0.070207,0.001868,neutron,pi+,solid
91,8.8,0.153475,0.537707,0.474192,1.358423,0.490859,AUT,0.0,0.004680,0.070207,0.001945,neutron,pi+,solid
92,8.8,0.202617,0.462055,0.473888,1.538602,0.489471,AUT,0.0,0.004694,0.070207,0.002084,neutron,pi+,solid
93,8.8,0.272117,0.408248,0.473280,1.833194,0.480014,AUT,0.0,0.038260,0.070207,0.002319,neutron,pi+,solid
94,8.8,0.106995,0.668258,0.474609,1.165511,0.684666,AUT,0.0,0.002402,0.070207,0.001840,neutron,pi+,solid
95,8.8,0.172239,0.520857,0.474122,1.467371,0.680507,AUT,0.0,0.003748,0.070207,0.001996,neutron,pi+,solid
96,8.8,0.129248,0.643261,0.477167,1.337671,0.864565,AUT,0.0,0.008090,0.070207,0.001890,neutron,pi+,solid
97,8.8,0.136166,0.541983,0.523618,1.208411,0.134137,AUT,0.0,0.002421,0.070207,0.001913,neutron,pi+,solid
98,8.8,0.178935,0.472115,0.523871,1.393078,0.122923,AUT,0.0,0.002652,0.070207,0.002026,neutron,pi+,solid
99,8.8,0.228031,0.439305,0.523781,1.648198,0.124993,AUT,0.0,0.003254,0.070207,0.002180,neutron,pi+,solid
100,8.8,0.104351,0.660632,0.523565,1.131435,0.313517,AUT,0.0,0.002331,0.070207,0.001843,neutron,pi+,solid
101,8.8,0.131030,0.581238,0.523995,1.255993,0.300402,AUT,0.0,0.002666,0.070207,0.001900,neutron,pi+,solid
102,8.8,0.157025,0.532082,0.524091,1.377727,0.295680,AUT,0.0,0.003564,0.070207,0.001965,neutron,pi+,solid
103,8.8,0.189625,0.478766,0.524185,1.496424,0.292876,AUT,0.0,0.005044,0.070207,0.002058,neutron,pi+,solid
104,8.8,0.240561,0.425975,0.524175,1.686681,0.290665,AUT,0.0,0.005446,0.070207,0.002223,neutron,pi+,solid
105,8.8,0.098477,0.696527,0.524039,1.126390,0.494770,AUT,0.0,0.002552,0.070207,0.001831,neutron,pi+,solid
106,8.8,0.130408,0.597737,0.524395,1.282903,0.488964,AUT,0.0,0.004603,0.070207,0.001898,neutron,pi+,solid
107,8.8,0.173950,0.504488,0.524047,1.442986,0.488895,AUT,0.0,0.005947,0.070207,0.002012,neutron,pi+,solid
108,8.8,0.232802,0.442866,0.523232,1.697224,0.481256,AUT,0.0,0.012667,0.070207,0.002197,neutron,pi+,solid
109,8.8,0.110396,0.657229,0.524392,1.178904,0.688735,AUT,0.0,0.002726,0.070207,0.001856,neutron,pi+,solid
110,8.8,0.174352,0.523860,0.523558,1.500630,0.683293,AUT,0.0,0.004248,0.070207,0.002014,neutron,pi+,solid
111,8.8,0.126153,0.643788,0.525492,1.311837,0.884366,AUT,0.0,0.004566,0.070207,0.001892,neutron,pi+,solid
112,8.8,0.145357,0.520996,0.573731,1.238251,0.131417,AUT,0.0,0.002459,0.070207,0.001948,neutron,pi+,solid
113,8.8,0.206510,0.452009,0.573827,1.535537,0.125068,AUT,0.0,0.002716,0.070207,0.002127,neutron,pi+,solid
114,8.8,0.285857,0.399956,0.573270,1.887428,0.139011,AUT,0.0,0.026373,0.070207,0.002417,neutron,pi+,solid
115,8.8,0.110755,0.636279,0.573624,1.154696,0.312308,AUT,0.0,0.002346,0.070207,0.001867,neutron,pi+,solid
116,8.8,0.144157,0.551545,0.574030,1.310528,0.299154,AUT,0.0,0.002980,0.070207,0.001944,neutron,pi+,solid
117,8.8,0.180156,0.492520,0.574041,1.461931,0.293427,AUT,0.0,0.004148,0.070207,0.002045,neutron,pi+,solid
118,8.8,0.232647,0.435889,0.573437,1.668248,0.287463,AUT,0.0,0.004994,0.070207,0.002215,neutron,pi+,solid
119,8.8,0.102677,0.679679,0.574025,1.144333,0.496308,AUT,0.0,0.002542,0.070207,0.001850,neutron,pi+,solid
120,8.8,0.142511,0.569025,0.574270,1.332348,0.489439,AUT,0.0,0.004902,0.070207,0.001941,neutron,pi+,solid
121,8.8,0.198058,0.490009,0.573325,1.594288,0.484334,AUT,0.0,0.009655,0.070207,0.002101,neutron,pi+,solid
122,8.8,0.115529,0.645309,0.574249,1.206886,0.687880,AUT,0.0,0.003375,0.070207,0.001878,neutron,pi+,solid
123,8.8,0.182660,0.536147,0.573025,1.612598,0.679044,AUT,0.0,0.008982,0.070207,0.002054,neutron,pi+,solid
124,8.8,0.119703,0.658079,0.574539,1.277136,0.898673,AUT,0.0,0.003534,0.070207,0.001889,neutron,pi+,solid
125,8.8,0.155432,0.503855,0.623615,1.279167,0.129916,AUT,0.0,0.002522,0.070207,0.001991,neutron,pi+,solid
126,8.8,0.219495,0.454042,0.622691,1.640717,0.124787,AUT,0.0,0.004172,0.070207,0.002191,neutron,pi+,solid
127,8.8,0.117355,0.613898,0.623691,1.178553,0.310724,AUT,0.0,0.002401,0.070207,0.001895,neutron,pi+,solid
128,8.8,0.160450,0.522971,0.623816,1.381978,0.297049,AUT,0.0,0.003299,0.070207,0.002005,neutron,pi+,solid
129,8.8,0.212624,0.473626,0.622614,1.655444,0.287351,AUT,0.0,0.005179,0.070207,0.002168,neutron,pi+,solid
130,8.8,0.108253,0.659601,0.623976,1.168355,0.497062,AUT,0.0,0.002564,0.070207,0.001875,neutron,pi+,solid
131,8.8,0.165147,0.544388,0.623578,1.473181,0.486918,AUT,0.0,0.006187,0.070207,0.002019,neutron,pi+,solid
132,8.8,0.250559,0.461286,0.616635,1.907879,0.453100,AUT,0.0,0.088319,0.070207,0.002304,neutron,pi+,solid
133,8.8,0.123433,0.640868,0.624043,1.277565,0.685800,AUT,0.0,0.004107,0.070207,0.001912,neutron,pi+,solid
134,8.8,0.212763,0.533365,0.619774,1.872503,0.658331,AUT,0.0,0.063060,0.070207,0.002172,neutron,pi+,solid
135,8.8,0.112533,0.679331,0.623735,1.244557,0.906423,AUT,0.0,0.003852,0.070207,0.001886,neutron,pi+,solid
136,8.8,0.121190,0.593620,0.673653,1.177128,0.274978,AUT,0.0,0.002443,0.070207,0.001919,neutron,pi+,solid
137,8.8,0.160271,0.518389,0.673086,1.370716,0.230180,AUT,0.0,0.002791,0.070207,0.002022,neutron,pi+,solid
138,8.8,0.205305,0.497030,0.671775,1.680716,0.208671,AUT,0.0,0.003850,0.070207,0.002167,neutron,pi+,solid
139,8.8,0.114958,0.639966,0.673849,1.200993,0.496833,AUT,0.0,0.002638,0.070207,0.001906,neutron,pi+,solid
140,8.8,0.170705,0.561280,0.672556,1.577284,0.483835,AUT,0.0,0.009291,0.070207,0.002056,neutron,pi+,solid
141,8.8,0.114943,0.670221,0.673437,1.253094,0.732935,AUT,0.0,0.003711,0.070207,0.001907,neutron,pi+,solid
142,8.8,0.198819,0.575181,0.667487,1.887230,0.655127,AUT,0.0,0.119110,0.070207,0.002148,neutron,pi+,solid
143,8.8,0.241892,0.541278,0.324017,2.152103,0.114457,AUT,0.0,0.004237,0.070207,0.002159,neutron,pi+,solid
144,8.8,0.302043,0.479249,0.323997,2.385757,0.116437,AUT,0.0,0.004115,0.070207,0.002364,neutron,pi+,solid
145,8.8,0.357582,0.447999,0.323853,2.645178,0.127714,AUT,0.0,0.012302,0.070207,0.002582,neutron,pi+,solid
146,8.8,0.245965,0.537294,0.324135,2.169456,0.291670,AUT,0.0,0.011922,0.070207,0.002172,neutron,pi+,solid
147,8.8,0.317017,0.467694,0.324279,2.442138,0.291811,AUT,0.0,0.010741,0.070207,0.002420,neutron,pi+,solid
148,8.8,0.266590,0.513795,0.323992,2.240485,0.492737,AUT,0.0,0.006959,0.070207,0.002239,neutron,pi+,solid
149,8.8,0.344276,0.449331,0.323910,2.553859,0.493055,AUT,0.0,0.032603,0.070207,0.002527,neutron,pi+,solid
150,8.8,0.250998,0.530671,0.373928,2.187020,0.117161,AUT,0.0,0.004025,0.070207,0.002210,neutron,pi+,solid
151,8.8,0.319051,0.468247,0.373771,2.461709,0.124669,AUT,0.0,0.005035,0.070207,0.002457,neutron,pi+,solid
152,8.8,0.254495,0.527969,0.374175,2.202560,0.291419,AUT,0.0,0.011461,0.070207,0.002222,neutron,pi+,solid
153,8.8,0.327135,0.459016,0.374286,2.475969,0.290010,AUT,0.0,0.011773,0.070207,0.002490,neutron,pi+,solid
154,8.8,0.263254,0.518938,0.374373,2.236661,0.541603,AUT,0.0,0.005435,0.070207,0.002251,neutron,pi+,solid
155,8.8,0.338599,0.455102,0.373816,2.543150,0.515825,AUT,0.0,0.024730,0.070207,0.002536,neutron,pi+,solid
156,8.8,0.261815,0.520202,0.423778,2.233429,0.120908,AUT,0.0,0.003931,0.070207,0.002266,neutron,pi+,solid
157,8.8,0.333660,0.457476,0.423557,2.518543,0.130945,AUT,0.0,0.008586,0.070207,0.002544,neutron,pi+,solid
158,8.8,0.264141,0.517378,0.424163,2.235551,0.291280,AUT,0.0,0.008731,0.070207,0.002274,neutron,pi+,solid
159,8.8,0.341115,0.449968,0.424308,2.533751,0.288221,AUT,0.0,0.013189,0.070207,0.002576,neutron,pi+,solid
160,8.8,0.272411,0.512270,0.424146,2.278829,0.552051,AUT,0.0,0.005540,0.070207,0.002303,neutron,pi+,solid
161,8.8,0.376848,0.447634,0.423568,2.785716,0.480018,AUT,0.0,0.157936,0.070207,0.002739,neutron,pi+,solid
162,8.8,0.244074,0.538897,0.474009,2.160713,0.207013,AUT,0.0,0.004783,0.070207,0.002223,neutron,pi+,solid
163,8.8,0.313021,0.471500,0.473951,2.430429,0.216411,AUT,0.0,0.004491,0.070207,0.002483,neutron,pi+,solid
164,8.8,0.396722,0.448880,0.473862,2.940758,0.242200,AUT,0.0,0.173822,0.070207,0.002877,neutron,pi+,solid
165,8.8,0.271056,0.515833,0.474102,2.283102,0.553343,AUT,0.0,0.006848,0.070207,0.002318,neutron,pi+,solid
166,8.8,0.253622,0.528084,0.523980,2.197468,0.212015,AUT,0.0,0.004554,0.070207,0.002276,neutron,pi+,solid
167,8.8,0.323425,0.463413,0.523917,2.470649,0.227179,AUT,0.0,0.006147,0.070207,0.002554,neutron,pi+,solid
168,8.8,0.266246,0.522738,0.523601,2.275301,0.546309,AUT,0.0,0.009714,0.070207,0.002322,neutron,pi+,solid
169,8.8,0.264801,0.517055,0.573862,2.242481,0.217305,AUT,0.0,0.004350,0.070207,0.002341,neutron,pi+,solid
170,8.8,0.339452,0.456558,0.572388,2.558039,0.226683,AUT,0.0,0.011420,0.070207,0.002661,neutron,pi+,solid
171,8.8,0.258470,0.534212,0.573115,2.263377,0.537098,AUT,0.0,0.015660,0.070207,0.002317,neutron,pi+,solid
172,8.8,0.260607,0.528207,0.623146,2.257007,0.289582,AUT,0.0,0.004776,0.070207,0.002352,neutron,pi+,solid
173,8.8,0.340480,0.475548,0.617792,2.672756,0.205953,AUT,0.0,0.022743,0.070207,0.002705,neutron,pi+,solid
174,8.8,0.252421,0.544181,0.671956,2.257741,0.268249,AUT,0.0,0.006306,0.070207,0.002349,neutron,pi+,solid
175,8.8,0.367103,0.558933,0.323956,3.380584,0.114824,AUT,0.0,0.006999,0.070207,0.002625,neutron,pi+,solid
176,8.8,0.439460,0.517242,0.323620,3.752740,0.126409,AUT,0.0,0.020082,0.070207,0.002970,neutron,pi+,solid
177,8.8,0.356473,0.563645,0.323875,3.312841,0.365559,AUT,0.0,0.010362,0.070207,0.002580,neutron,pi+,solid
178,8.8,0.422314,0.527169,0.324047,3.673191,0.361977,AUT,0.0,0.018964,0.070207,0.002882,neutron,pi+,solid
179,8.8,0.351714,0.566244,0.374054,3.284568,0.196612,AUT,0.0,0.008391,0.070207,0.002596,neutron,pi+,solid
180,8.8,0.416045,0.532470,0.373949,3.654063,0.207311,AUT,0.0,0.010033,0.070207,0.002899,neutron,pi+,solid
181,8.8,0.374065,0.555263,0.374071,3.418238,0.542560,AUT,0.0,0.014644,0.070207,0.002694,neutron,pi+,solid
182,8.8,0.361236,0.561815,0.423971,3.345405,0.202523,AUT,0.0,0.007974,0.070207,0.002671,neutron,pi+,solid
183,8.8,0.428848,0.523602,0.423888,3.705793,0.217998,AUT,0.0,0.014895,0.070207,0.003014,neutron,pi+,solid
184,8.8,0.372961,0.556055,0.424062,3.413024,0.542458,AUT,0.0,0.019034,0.070207,0.002724,neutron,pi+,solid
185,8.8,0.375942,0.553602,0.473918,3.424579,0.211712,AUT,0.0,0.007521,0.070207,0.002774,neutron,pi+,solid
186,8.8,0.466697,0.509887,0.473898,3.929612,0.239032,AUT,0.0,0.128121,0.070207,0.003299,neutron,pi+,solid
187,8.8,0.370989,0.557715,0.473922,3.405926,0.534460,AUT,0.0,0.026245,0.070207,0.002750,neutron,pi+,solid
188,8.8,0.370253,0.557388,0.523805,3.398457,0.295679,AUT,0.0,0.008281,0.070207,0.002785,neutron,pi+,solid
189,8.8,0.450011,0.513542,0.523094,3.815990,0.259420,AUT,0.0,0.042508,0.070207,0.003249,neutron,pi+,solid
190,8.8,0.370527,0.558339,0.573319,3.406292,0.282093,AUT,0.0,0.009266,0.070207,0.002830,neutron,pi+,solid
191,8.8,0.362385,0.565474,0.622503,3.378060,0.259267,AUT,0.0,0.011732,0.070207,0.002834,neutron,pi+,solid
192,8.8,0.461681,0.568614,0.323909,4.331559,0.255654,AUT,0.0,0.012440,0.070207,0.003092,neutron,pi+,solid
193,8.8,0.519691,0.569151,0.324027,4.884446,0.256797,AUT,0.0,0.084364,0.070207,0.003449,neutron,pi+,solid
194,8.8,0.462386,0.569228,0.373981,4.342964,0.276440,AUT,0.0,0.013485,0.070207,0.003157,neutron,pi+,solid
195,8.8,0.462250,0.569230,0.423898,4.341623,0.280006,AUT,0.0,0.015287,0.070207,0.003214,neutron,pi+,solid
196,8.8,0.461680,0.569836,0.473830,4.340920,0.278173,AUT,0.0,0.016977,0.070207,0.003268,neutron,pi+,solid
197,8.8,0.460393,0.570527,0.523385,4.334082,0.267839,AUT,0.0,0.019318,0.070207,0.003323,neutron,pi+,solid
