i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
7,27.6,0.035,0.708,0.33,1.278,0.484,AUT,0.0104,0.0095,0,0.0041,proton,pi-,hermes,x
8,27.6,0.055,0.57,0.35,1.629,0.403,AUT,0.0169,0.008,0,0.0038,proton,pi-,hermes,x
9,27.6,0.076,0.512,0.36,2.011,0.367,AUT,-0.0157,0.0089,0,0.0034,proton,pi-,hermes,x
10,27.6,0.098,0.481,0.367,2.451,0.352,AUT,0.0103,0.0082,0,0.0031,proton,pi-,hermes,x
11,27.6,0.133,0.462,0.369,3.192,0.344,AUT,-0.0053,0.0079,0,0.0025,proton,pi-,hermes,x
12,27.6,0.186,0.447,0.367,4.291,0.34,AUT,0.0204,0.0108,0,0.0016,proton,pi-,hermes,x
13,27.6,0.275,0.43,0.363,6.125,0.354,AUT,-0.0192,0.0154,0,0.0006,proton,pi-,hermes,x
