i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,27.6,0.111,0.475,0.391,2.731,0.113,AUT,0.0128,0.027,0,0.0169,proton,pi0,hermes,PT
1,27.6,0.103,0.517,0.384,2.649,0.212,AUT,0.0667,0.0273,0,0.0163,proton,pi0,hermes,PT
2,27.6,0.095,0.553,0.381,2.553,0.29,AUT,0.0625,0.0261,0,0.0158,proton,pi0,hermes,PT
3,27.6,0.087,0.587,0.381,2.456,0.369,AUT,0.0575,0.0249,0,0.0153,proton,pi0,hermes,PT
4,27.6,0.08,0.623,0.382,2.367,0.49,AUT,0.0177,0.0169,0,0.0146,proton,pi0,hermes,PT
5,27.6,0.073,0.655,0.404,2.28,0.673,AUT,0.0315,0.0183,0,0.0134,proton,pi0,hermes,PT
6,27.6,0.07,0.677,0.463,2.263,0.959,AUT,0.0196,0.0244,0,0.0117,proton,pi0,hermes,PT
