i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,160,0.041,0.29,0.35,3.05,0.154,AUT,0.0057652,0.0111756,0,0,deuteron,pi-,compass,PT
1,160,0.04,0.3,0.35,3,0.252,AUT,-0.0098255,0.009216,0,0,deuteron,pi-,compass,PT
2,160,0.039,0.31,0.35,3.01,0.349,AUT,-0.0145794,0.0088764,0,0,deuteron,pi-,compass,PT
3,160,0.039,0.32,0.35,3.08,0.448,AUT,-0.0183327,0.0095441,0,0,deuteron,pi-,compass,PT
4,160,0.038,0.33,0.35,3.15,0.547,AUT,-0.0020555,0.0108597,0,0,deuteron,pi-,compass,PT
5,160,0.038,0.34,0.36,3.23,0.668,AUT,-0.0184293,0.0109471,0,0,deuteron,pi-,compass,PT
6,160,0.037,0.35,0.38,3.29,0.816,AUT,-0.002706,0.0149344,0,0,deuteron,pi-,compass,PT
7,160,0.036,0.38,0.4,3.42,1.042,AUT,-0.0096832,0.0158503,0,0,deuteron,pi-,compass,PT
8,160,0.035,0.43,0.42,3.83,1.554,AUT,-0.0284856,0.0349449,0,0,deuteron,pi-,compass,PT
