i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
7,27.6,0.035,0.717,0.351,1.293,0.54,AUT,0.0113,0.0296,0,0.0227,proton,pi0,hermes,x
8,27.6,0.055,0.599,0.386,1.712,0.451,AUT,-0.0331,0.025,0,0.018,proton,pi0,hermes,x
9,27.6,0.076,0.557,0.406,2.184,0.416,AUT,0.0585,0.0263,0,0.0134,proton,pi0,hermes,x
10,27.6,0.098,0.531,0.414,2.705,0.392,AUT,0.0264,0.0225,0,0.0081,proton,pi0,hermes,x
11,27.6,0.133,0.514,0.421,3.549,0.372,AUT,0.0174,0.0202,0,0.0014,proton,pi0,hermes,x
12,27.6,0.185,0.491,0.428,4.716,0.364,AUT,0.0419,0.0259,0,0.0124,proton,pi0,hermes,x
13,27.6,0.273,0.47,0.432,6.631,0.378,AUT,0.0784,0.037,0,0.0328,proton,pi0,hermes,x
