i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,27.6,0.102,0.478,0.342,2.467,0.111,AUT,0.0117,0.0289,0,0.0106,proton,k-,hermes,PT
1,27.6,0.098,0.516,0.348,2.452,0.21,AUT,0.0607,0.0316,0,0.0084,proton,k-,hermes,PT
2,27.6,0.094,0.545,0.351,2.457,0.29,AUT,0.019,0.0322,0,0.0066,proton,k-,hermes,PT
3,27.6,0.086,0.576,0.354,2.361,0.37,AUT,0.0417,0.0317,0,0.0049,proton,k-,hermes,PT
4,27.6,0.081,0.604,0.352,2.293,0.489,AUT,0.0139,0.0234,0,0.0024,proton,k-,hermes,PT
5,27.6,0.076,0.636,0.372,2.275,0.673,AUT,0.0149,0.0269,0,0.002,proton,k-,hermes,PT
6,27.6,0.07,0.678,0.429,2.24,0.955,AUT,0.0433,0.039,0,0.0077,proton,k-,hermes,PT
