i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,160,0.0517,0.31,0.36,3.63,0.15,AUT,0.0221,0.0057,0,0,proton,h+,compass,PT
1,160,0.0518,0.3,0.35,3.64,0.25,AUT,0.0111,0.0048,0,0,proton,h+,compass,PT
2,160,0.0513,0.3,0.36,3.64,0.35,AUT,0.0154,0.0045,0,0,proton,h+,compass,PT
3,160,0.0517,0.31,0.36,3.74,0.45,AUT,0.0248,0.0047,0,0,proton,h+,compass,PT
4,160,0.0517,0.31,0.36,3.82,0.55,AUT,0.0268,0.0052,0,0,proton,h+,compass,PT
5,160,0.0512,0.32,0.38,3.91,0.67,AUT,0.0211,0.0051,0,0,proton,h+,compass,PT
6,160,0.0505,0.33,0.4,4.04,0.82,AUT,0.026,0.0066,0,0,proton,h+,compass,PT
7,160,0.0496,0.36,0.42,4.29,1.05,AUT,0.0289,0.0067,0,0,proton,h+,compass,PT
8,160,0.0489,0.42,0.44,5.1,1.58,AUT,0.0049,0.013,0,0,proton,h+,compass,PT
