i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,27.6,0.111,0.47,0.367,2.655,0.111,AUT,0.0337,0.0182,0,0.0324,proton,k+,hermes,PT
1,27.6,0.107,0.496,0.376,2.619,0.211,AUT,0.0646,0.0201,0,0.0267,proton,k+,hermes,PT
2,27.6,0.103,0.525,0.38,2.597,0.29,AUT,0.0433,0.0205,0,0.0221,proton,k+,hermes,PT
3,27.6,0.096,0.55,0.387,2.52,0.369,AUT,0.0773,0.0207,0,0.0176,proton,k+,hermes,PT
4,27.6,0.089,0.576,0.393,2.44,0.489,AUT,0.0922,0.0157,0,0.0107,proton,k+,hermes,PT
5,27.6,0.081,0.611,0.418,2.339,0.673,AUT,0.0904,0.0181,0,0.0011,proton,k+,hermes,PT
6,27.6,0.072,0.661,0.471,2.253,0.972,AUT,0.0757,0.0259,0,0.0153,proton,k+,hermes,PT
