i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
14,27.6,0.083,0.606,0.236,2.429,0.354,AUT,0.0235,0.0165,0,0.0063,proton,k+,hermes,z
15,27.6,0.092,0.568,0.305,2.474,0.385,AUT,0.0454,0.0161,0,0.0076,proton,k+,hermes,z
16,27.6,0.097,0.545,0.374,2.528,0.415,AUT,0.0773,0.0166,0,0.0088,proton,k+,hermes,z
17,27.6,0.099,0.531,0.448,2.521,0.443,AUT,0.0727,0.0178,0,0.0101,proton,k+,hermes,z
18,27.6,0.102,0.515,0.524,2.511,0.47,AUT,0.1358,0.0215,0,0.0115,proton,k+,hermes,z
19,27.6,0.103,0.515,0.593,2.552,0.497,AUT,0.0829,0.0255,0,0.0127,proton,k+,hermes,z
20,27.6,0.106,0.495,0.663,2.562,0.512,AUT,0.1335,0.0296,0,0.014,proton,k+,hermes,z
