i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,27.6,0.106,0.462,0.337,2.454,0.11,AUT,0.0078,0.0082,0,0.0052,proton,pi-,hermes,PT
1,27.6,0.102,0.493,0.346,2.445,0.211,AUT,0.0122,0.0088,0,0.0041,proton,pi-,hermes,PT
2,27.6,0.096,0.525,0.35,2.393,0.29,AUT,0.0069,0.0086,0,0.0032,proton,pi-,hermes,PT
3,27.6,0.089,0.556,0.348,2.314,0.369,AUT,-0.0064,0.0087,0,0.0023,proton,pi-,hermes,PT
4,27.6,0.083,0.586,0.349,2.269,0.488,AUT,0.0044,0.0067,0,0.0009,proton,pi-,hermes,PT
5,27.6,0.079,0.619,0.371,2.265,0.67,AUT,0.0026,0.0086,0,0.0012,proton,pi-,hermes,PT
6,27.6,0.072,0.658,0.433,2.224,0.951,AUT,0.0292,0.014,0,0.0042,proton,pi-,hermes,PT
