i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
7,27.6,0.036,0.707,0.336,1.281,0.489,AUT,0.0385,0.0088,0,0.001,proton,pi+,hermes,x
8,27.6,0.056,0.569,0.356,1.631,0.409,AUT,0.0264,0.0071,0,0.0017,proton,pi+,hermes,x
9,27.6,0.076,0.513,0.367,2.017,0.372,AUT,0.0542,0.0078,0,0.0024,proton,pi+,hermes,x
10,27.6,0.098,0.484,0.376,2.467,0.356,AUT,0.0516,0.007,0,0.0033,proton,pi+,hermes,x
11,27.6,0.133,0.464,0.379,3.203,0.344,AUT,0.0361,0.0066,0,0.0046,proton,pi+,hermes,x
12,27.6,0.186,0.449,0.379,4.321,0.339,AUT,0.0531,0.0086,0,0.0064,proton,pi+,hermes,x
13,27.6,0.275,0.434,0.375,6.179,0.344,AUT,0.0546,0.0118,0,0.0093,proton,pi+,hermes,x
