i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
0,27.6,0.03758844,0.641937899435683,0.1517822,1.249727,0.1045042,M_Hermes,0.4605952,0.02500453,0,0.202601,proton,k+,hermes,NA
1,27.6,0.03758844,0.641937899435683,0.1510978,1.249727,0.2130929,M_Hermes,0.9250174,0.03153814,0,0.2155386,proton,k+,hermes,NA
2,27.6,0.03758844,0.641937899435683,0.1555415,1.249727,0.3257736,M_Hermes,1.001128,0.0306892,0,0.06813981,proton,k+,hermes,NA
3,27.6,0.03758844,0.641937899435683,0.1548745,1.249727,0.4361345,M_Hermes,0.8644396,0.03135082,0,0.1802745,proton,k+,hermes,NA
4,27.6,0.03758844,0.641937899435683,0.1593262,1.249727,0.577714,M_Hermes,0.6087434,0.02743413,0,0.2204129,proton,k+,hermes,NA
5,27.6,0.03758844,0.641937899435683,0.1570191,1.249727,0.7425539,M_Hermes,0.3059628,0.02854099,0,0.1169617,proton,k+,hermes,NA
6,27.6,0.03758844,0.641937899435683,0.1747199,1.249727,1.012328,M_Hermes,0.0542939,0.03362217,0,0.02075511,proton,k+,hermes,NA
7,27.6,0.03758844,0.641937899435683,0.2283779,1.249727,0.09910979,M_Hermes,0.3318709,0.02770919,0,0.06871946,proton,k+,hermes,NA
8,27.6,0.03758844,0.641937899435683,0.2301947,1.249727,0.2100173,M_Hermes,0.6468696,0.03627413,0,0.06620569,proton,k+,hermes,NA
9,27.6,0.03758844,0.641937899435683,0.2309547,1.249727,0.3074415,M_Hermes,0.664397,0.0328015,0,0.2074024,proton,k+,hermes,NA
10,27.6,0.03758844,0.641937899435683,0.2326686,1.249727,0.4123093,M_Hermes,0.5507664,0.02635609,0,0.2711555,proton,k+,hermes,NA
11,27.6,0.03758844,0.641937899435683,0.2393137,1.249727,0.553116,M_Hermes,0.4181532,0.01942655,0,0.2058351,proton,k+,hermes,NA
12,27.6,0.03758844,0.641937899435683,0.2383969,1.249727,0.7319698,M_Hermes,0.1975887,0.01279214,0,0.09718587,proton,k+,hermes,NA
13,27.6,0.03758844,0.641937899435683,0.2566289,1.249727,1.05627,M_Hermes,0.06112868,0.008732074,0,0.0300803,proton,k+,hermes,NA
14,27.6,0.03758844,0.641937899435683,0.2736701,1.249727,0.0983582,M_Hermes,0.2005947,0.02195767,0,0.01722802,proton,k+,hermes,NA
15,27.6,0.03758844,0.641937899435683,0.2798066,1.249727,0.2039941,M_Hermes,0.4833919,0.0315171,0,0.105392,proton,k+,hermes,NA
16,27.6,0.03758844,0.641937899435683,0.282553,1.249727,0.3071736,M_Hermes,0.5719636,0.030905,0,0.2559078,proton,k+,hermes,NA
17,27.6,0.03758844,0.641937899435683,0.2834857,1.249727,0.4129904,M_Hermes,0.4854378,0.02666248,0,0.2174382,proton,k+,hermes,NA
18,27.6,0.03758844,0.641937899435683,0.2864452,1.249727,0.5438605,M_Hermes,0.3515523,0.0165577,0,0.1574309,proton,k+,hermes,NA
19,27.6,0.03758844,0.641937899435683,0.2859152,1.249727,0.7129083,M_Hermes,0.2137533,0.01151043,0,0.09566898,proton,k+,hermes,NA
20,27.6,0.03758844,0.641937899435683,0.2920116,1.249727,0.9804633,M_Hermes,0.05024533,0.004877731,0,0.02247928,proton,k+,hermes,NA
