i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
12,27.6,0.03758844,0.641937899435683,0.236652,1.249727,0.7277577,M_Hermes,0.1504128,0.01102287,0,0.009611508,proton,k-,hermes,NA
13,27.6,0.03758863,0.64208823893154,0.2470212,1.250026,1.02915,M_Hermes,0.04087751,0.00847862,0,0.002569487,proton,k-,hermes,NA
14,27.6,0.03758844,0.641937899435683,0.2783266,1.249727,0.1053194,M_Hermes,0.1317094,0.01830143,0,0.04108744,proton,k-,hermes,NA
15,27.6,0.03758844,0.641937899435683,0.2760336,1.249727,0.2048223,M_Hermes,0.2525471,0.02096531,0,0.07898581,proton,k-,hermes,NA
16,27.6,0.03758844,0.641937899435683,0.2804486,1.249727,0.3086946,M_Hermes,0.2735238,0.02201517,0,0.08555072,proton,k-,hermes,NA
17,27.6,0.03758844,0.641937899435683,0.2769213,1.249727,0.4040598,M_Hermes,0.2798781,0.01903042,0,0.08765905,proton,k-,hermes,NA
18,27.6,0.03758844,0.641937899435683,0.2861604,1.249727,0.5450003,M_Hermes,0.2165856,0.01352227,0,0.06794763,proton,k-,hermes,NA
19,27.6,0.03758844,0.641937899435683,0.2950741,1.249727,0.7434569,M_Hermes,0.1141884,0.00882281,0,0.03576004,proton,k-,hermes,NA
20,27.6,0.03758844,0.641937899435683,0.30285,1.249727,1.03269,M_Hermes,0.03159921,0.003941496,0,0.00986925,proton,k-,hermes,NA
21,27.6,0.03758844,0.641937899435683,0.3341398,1.249727,0.1031244,M_Hermes,0.09868402,0.01160869,0,0.03074465,proton,k-,hermes,NA
22,27.6,0.03758844,0.641937899435683,0.3330176,1.249727,0.2065466,M_Hermes,0.1855191,0.01516143,0,0.05808128,proton,k-,hermes,NA
23,27.6,0.03758844,0.641937899435683,0.33616,1.249727,0.3011856,M_Hermes,0.2073325,0.01522277,0,0.06558066,proton,k-,hermes,NA
24,27.6,0.03758844,0.641937899435683,0.337424,1.249727,0.4025565,M_Hermes,0.2285973,0.0155207,0,0.07229719,proton,k-,hermes,NA
25,27.6,0.03758844,0.641937899435683,0.3482385,1.249727,0.5371654,M_Hermes,0.1761634,0.009527032,0,0.05566789,proton,k-,hermes,NA
26,27.6,0.03758844,0.641937899435683,0.3518247,1.249727,0.7159694,M_Hermes,0.1067075,0.00590146,0,0.03374104,proton,k-,hermes,NA
27,27.6,0.03758844,0.641937899435683,0.3400903,1.249727,0.9523436,M_Hermes,0.03095355,0.002333155,0,0.009794288,proton,k-,hermes,NA
28,27.6,0.03758844,0.641937899435683,0.4197386,1.249727,0.09975717,M_Hermes,0.02631454,0.004964748,0,0.008208744,proton,k-,hermes,NA
29,27.6,0.03758844,0.641937899435683,0.4231497,1.249727,0.2061193,M_Hermes,0.1032875,0.00943081,0,0.03233673,proton,k-,hermes,NA
30,27.6,0.03758844,0.641937899435683,0.4246884,1.249727,0.3068754,M_Hermes,0.1022641,0.009738658,0,0.03225842,proton,k-,hermes,NA
31,27.6,0.03758844,0.641937899435683,0.4282686,1.249727,0.4066426,M_Hermes,0.1264192,0.01056605,0,0.03990261,proton,k-,hermes,NA
32,27.6,0.03758844,0.641937899435683,0.4248708,1.249727,0.5284098,M_Hermes,0.1000381,0.006856543,0,0.03159712,proton,k-,hermes,NA
33,27.6,0.03758844,0.641937899435683,0.4255666,1.249727,0.6994628,M_Hermes,0.07127161,0.004394883,0,0.02254255,proton,k-,hermes,NA
34,27.6,0.03758844,0.641937899435683,0.4393389,1.249727,0.9771653,M_Hermes,0.02211698,0.001633531,0,0.006996545,proton,k-,hermes,NA
35,27.6,0.03758844,0.641937899435683,0.5439937,1.249727,0.1020402,M_Hermes,0.01971859,0.003796543,0,0.006152195,proton,k-,hermes,NA
36,27.6,0.03758844,0.641937899435683,0.5300007,1.249727,0.2038667,M_Hermes,0.04026968,0.006009596,0,0.01261574,proton,k-,hermes,NA
37,27.6,0.03758844,0.641937899435683,0.5381195,1.249727,0.3049958,M_Hermes,0.0572402,0.005741312,0,0.01808255,proton,k-,hermes,NA
38,27.6,0.03758844,0.641937899435683,0.5366275,1.249727,0.4052781,M_Hermes,0.0712549,0.006405019,0,0.02222765,proton,k-,hermes,NA
39,27.6,0.03758844,0.641937899435683,0.5511153,1.249727,0.5459777,M_Hermes,0.05865516,0.00518994,0,0.01830415,proton,k-,hermes,NA
40,27.6,0.03758844,0.641937899435683,0.5371943,1.249727,0.6996341,M_Hermes,0.04446404,0.003134609,0,0.01388094,proton,k-,hermes,NA
41,27.6,0.03758844,0.641937899435683,0.5328842,1.249727,0.9503407,M_Hermes,0.01521457,0.001199999,0,0.004748304,proton,k-,hermes,NA
42,27.6,0.03758844,0.641937899435683,0.6633625,1.249727,0.09395251,M_Hermes,0.00909298,0.002318662,0,0.002838869,proton,k-,hermes,NA
43,27.6,0.03758844,0.641937899435683,0.6630113,1.249727,0.2084813,M_Hermes,0.01408936,0.002878551,0,0.004411825,proton,k-,hermes,NA
44,27.6,0.03758844,0.641937899435683,0.6715729,1.249727,0.3039108,M_Hermes,0.02762247,0.003607855,0,0.008732905,proton,k-,hermes,NA
45,27.6,0.03758844,0.641937899435683,0.6689701,1.249727,0.3984908,M_Hermes,0.02577624,0.003843759,0,0.008150444,proton,k-,hermes,NA
46,27.6,0.03758844,0.641937899435683,0.6739905,1.249727,0.5247764,M_Hermes,0.03055738,0.002899744,0,0.009660121,proton,k-,hermes,NA
47,27.6,0.03758844,0.641937899435683,0.7008511,1.249727,0.7128583,M_Hermes,0.01593697,0.00176721,0,0.005037498,proton,k-,hermes,NA
48,27.6,0.03758844,0.641937899435683,0.6828211,1.249727,0.946415,M_Hermes,0.007606474,0.0007547121,0,0.002403903,proton,k-,hermes,NA
49,27.6,0.03759089,0.641911983398162,0.915515,1.249758,0.097701,M_Hermes,0.001412534,0.0007410704,0,0.0004464085,proton,k-,hermes,NA
50,27.6,0.03758844,0.641937899435683,0.8935554,1.249727,0.2069148,M_Hermes,0.004342076,0.002542182,0,0.001448433,proton,k-,hermes,NA
51,27.6,0.03758844,0.641937899435683,0.8564846,1.249727,0.2742739,M_Hermes,0.003071787,0.002023655,0,0.001089362,proton,k-,hermes,NA
52,27.6,0.03758844,0.641937899435683,0.8301383,1.249727,0.4115356,M_Hermes,0.002672226,0.001454638,0,0.0008559471,proton,k-,hermes,NA
53,27.6,0.03758863,0.64208823893154,0.8779089,1.250026,0.5346736,M_Hermes,0.001170243,0.0007967103,0,0.0004841814,proton,k-,hermes,NA
54,27.6,0.03758844,0.641937899435683,0.8223271,1.249727,0.7061202,M_Hermes,0.001521717,0.0006215035,0,0.0004812724,proton,k-,hermes,NA
55,27.6,0.03758844,0.641937899435683,0.8467871,1.249727,0.9375979,M_Hermes,0.0001491626,0.0001447834,0,0.00004788947,proton,k-,hermes,NA
56,27.6,0.06109764,0.477174786354592,0.1492598,1.509975,0.102048,M_Hermes,0.2512684,0.01619252,0,0.07898001,proton,k-,hermes,NA
57,27.6,0.06109764,0.477174786354592,0.1476224,1.509975,0.2106246,M_Hermes,0.6049825,0.0259408,0,0.1899439,proton,k-,hermes,NA
58,27.6,0.06109764,0.477174786354592,0.1467307,1.509975,0.3114991,M_Hermes,0.615601,0.02559293,0,0.1934014,proton,k-,hermes,NA
59,27.6,0.06109764,0.477174786354592,0.1476201,1.509975,0.4145304,M_Hermes,0.561417,0.02699149,0,0.1764117,proton,k-,hermes,NA
60,27.6,0.06109764,0.477174786354592,0.148119,1.509975,0.5388836,M_Hermes,0.3705084,0.02483881,0,0.1162309,proton,k-,hermes,NA
61,27.6,0.06109764,0.477174786354592,0.1621731,1.509975,0.7628159,M_Hermes,0.1615406,0.0250885,0,0.05030893,proton,k-,hermes,NA
62,27.6,0.06109764,0.477174786354592,0.1479451,1.509975,0.8703318,M_Hermes,0.04044413,0.02239141,0,0.01260172,proton,k-,hermes,NA
63,27.6,0.06109764,0.477174786354592,0.2238843,1.509975,0.1006681,M_Hermes,0.1689347,0.01246873,0,0.05287689,proton,k-,hermes,NA
64,27.6,0.06109764,0.477174786354592,0.2264974,1.509975,0.2053739,M_Hermes,0.3574788,0.0214472,0,0.1116515,proton,k-,hermes,NA
65,27.6,0.06109764,0.477174786354592,0.2254588,1.509975,0.3010689,M_Hermes,0.3791331,0.02265521,0,0.1181922,proton,k-,hermes,NA
66,27.6,0.06109764,0.477174786354592,0.2261709,1.509975,0.4043359,M_Hermes,0.3107014,0.01847416,0,0.09695258,proton,k-,hermes,NA
67,27.6,0.06109764,0.477174786354592,0.2291982,1.509975,0.5299862,M_Hermes,0.2353407,0.01366009,0,0.07346815,proton,k-,hermes,NA
68,27.6,0.06109764,0.477174786354592,0.2338568,1.509975,0.7072354,M_Hermes,0.1267176,0.01093609,0,0.03944513,proton,k-,hermes,NA
69,27.6,0.06109764,0.477174786354592,0.2434709,1.509975,1.001668,M_Hermes,0.03358526,0.008095977,0,0.01044587,proton,k-,hermes,NA
70,27.6,0.06109764,0.477174786354592,0.2742173,1.509975,0.1007008,M_Hermes,0.1514336,0.0102887,0,0.04719148,proton,k-,hermes,NA
71,27.6,0.06109764,0.477174786354592,0.2774191,1.509975,0.2063821,M_Hermes,0.2444228,0.01703501,0,0.07633072,proton,k-,hermes,NA
72,27.6,0.06109764,0.477174786354592,0.274366,1.509975,0.2993615,M_Hermes,0.3018973,0.01879318,0,0.0941417,proton,k-,hermes,NA
73,27.6,0.06109764,0.477174786354592,0.2744387,1.509975,0.3994266,M_Hermes,0.2056952,0.01517757,0,0.06404672,proton,k-,hermes,NA
74,27.6,0.06109764,0.477174786354592,0.2749392,1.509975,0.5221433,M_Hermes,0.1823928,0.01055753,0,0.05674601,proton,k-,hermes,NA
75,27.6,0.06109764,0.477174786354592,0.2805943,1.509975,0.7038528,M_Hermes,0.1156561,0.007863652,0,0.0359964,proton,k-,hermes,NA
76,27.6,0.06109764,0.477174786354592,0.2775784,1.509975,0.9291415,M_Hermes,0.02241419,0.003543155,0,0.006974138,proton,k-,hermes,NA
77,27.6,0.06109764,0.477174786354592,0.337545,1.509975,0.1003185,M_Hermes,0.07643803,0.005238801,0,0.02379061,proton,k-,hermes,NA
78,27.6,0.06109764,0.477174786354592,0.3357696,1.509975,0.2000436,M_Hermes,0.1506163,0.009260586,0,0.04699591,proton,k-,hermes,NA
79,27.6,0.06109764,0.477174786354592,0.3347278,1.509975,0.3010026,M_Hermes,0.2022803,0.01122041,0,0.06297645,proton,k-,hermes,NA
80,27.6,0.06109764,0.477174786354592,0.3348516,1.509975,0.3984915,M_Hermes,0.1940501,0.01163279,0,0.06039557,proton,k-,hermes,NA
81,27.6,0.06109764,0.477174786354592,0.3359282,1.509975,0.521581,M_Hermes,0.1412281,0.007458081,0,0.04396564,proton,k-,hermes,NA
82,27.6,0.06109764,0.477174786354592,0.3396904,1.509975,0.6927139,M_Hermes,0.08029161,0.004872229,0,0.02500301,proton,k-,hermes,NA
83,27.6,0.06109764,0.477174786354592,0.3415696,1.509975,0.9446373,M_Hermes,0.01918746,0.001848037,0,0.005969184,proton,k-,hermes,NA
84,27.6,0.06109764,0.477174786354592,0.4193486,1.509975,0.1016518,M_Hermes,0.03470099,0.002496069,0,0.01080438,proton,k-,hermes,NA
85,27.6,0.06109764,0.477174786354592,0.4187778,1.509975,0.2009678,M_Hermes,0.08757381,0.005568023,0,0.02728137,proton,k-,hermes,NA
86,27.6,0.06109764,0.477174786354592,0.4211061,1.509975,0.3004836,M_Hermes,0.09550757,0.006464879,0,0.02972586,proton,k-,hermes,NA
87,27.6,0.06109764,0.477174786354592,0.4242029,1.509975,0.4034424,M_Hermes,0.1204665,0.007574584,0,0.0374592,proton,k-,hermes,NA
88,27.6,0.06109764,0.477174786354592,0.4226999,1.509975,0.5228931,M_Hermes,0.1055784,0.00607332,0,0.03290265,proton,k-,hermes,NA
89,27.6,0.06109764,0.477174786354592,0.4242229,1.509975,0.6863593,M_Hermes,0.05424827,0.003425852,0,0.01692322,proton,k-,hermes,NA
90,27.6,0.06109764,0.477174786354592,0.4236738,1.509975,0.9342186,M_Hermes,0.01258222,0.001097363,0,0.00392511,proton,k-,hermes,NA
91,27.6,0.06109764,0.477174786354592,0.5265457,1.509975,0.09995035,M_Hermes,0.01645488,0.001636032,0,0.005122477,proton,k-,hermes,NA
92,27.6,0.06109764,0.477174786354592,0.5287194,1.509975,0.2016547,M_Hermes,0.04098911,0.003189482,0,0.01278169,proton,k-,hermes,NA
93,27.6,0.06109764,0.477174786354592,0.5316111,1.509975,0.2985823,M_Hermes,0.05167713,0.003787463,0,0.01609464,proton,k-,hermes,NA
94,27.6,0.06109764,0.477174786354592,0.5353619,1.509975,0.3999102,M_Hermes,0.05885885,0.004669737,0,0.01833661,proton,k-,hermes,NA
95,27.6,0.06109764,0.477174786354592,0.5333962,1.509975,0.5266847,M_Hermes,0.04931395,0.003482251,0,0.01536556,proton,k-,hermes,NA
96,27.6,0.06109764,0.477174786354592,0.5349133,1.509975,0.694113,M_Hermes,0.03463922,0.002580961,0,0.01078822,proton,k-,hermes,NA
97,27.6,0.06109764,0.477174786354592,0.5319129,1.509975,0.936286,M_Hermes,0.01084148,0.0008462164,0,0.003377773,proton,k-,hermes,NA
98,27.6,0.06109764,0.477174786354592,0.6777912,1.509975,0.1078804,M_Hermes,0.003536141,0.0006699872,0,0.001101106,proton,k-,hermes,NA
99,27.6,0.06109764,0.477174786354592,0.6762935,1.509975,0.2089239,M_Hermes,0.01173157,0.001589714,0,0.003656545,proton,k-,hermes,NA
100,27.6,0.06109764,0.477174786354592,0.6738632,1.509975,0.302847,M_Hermes,0.0168766,0.001781561,0,0.005261714,proton,k-,hermes,NA
101,27.6,0.06109764,0.477174786354592,0.6816761,1.509975,0.4077247,M_Hermes,0.02312588,0.002342542,0,0.007213733,proton,k-,hermes,NA
102,27.6,0.06109764,0.477174786354592,0.677018,1.509975,0.5236745,M_Hermes,0.02077713,0.001754019,0,0.006475342,proton,k-,hermes,NA
103,27.6,0.06109764,0.477174786354592,0.6740022,1.509975,0.6951388,M_Hermes,0.01398196,0.001253285,0,0.004353298,proton,k-,hermes,NA
104,27.6,0.06109764,0.477174786354592,0.6967789,1.509975,0.9535198,M_Hermes,0.005071582,0.0005086025,0,0.001580805,proton,k-,hermes,NA
105,27.6,0.06109764,0.477174786354592,0.869806,1.509975,0.09936973,M_Hermes,0.0009204264,0.000287262,0,0.0002890286,proton,k-,hermes,NA
106,27.6,0.06109764,0.477174786354592,0.8571986,1.509975,0.1966608,M_Hermes,0.0008893345,0.0004213145,0,0.000277557,proton,k-,hermes,NA
107,27.6,0.06109764,0.477174786354592,0.8428946,1.509975,0.3075721,M_Hermes,0.001523573,0.0006017931,0,0.0004773398,proton,k-,hermes,NA
108,27.6,0.06112206,0.474476300542671,0.8297156,1.502036,0.4068963,M_Hermes,0.002320957,0.002598011,0,0.0007271623,proton,k-,hermes,NA
109,27.6,0.06109442,0.477531137197566,0.8480845,1.511023,0.5142663,M_Hermes,0.002433512,0.0005764905,0,0.000776083,proton,k-,hermes,NA
110,27.6,0.06108317,0.477864056211777,0.8460156,1.511798,0.6972378,M_Hermes,0.0004159189,0.0004147038,0,0.0001335835,proton,k-,hermes,NA
111,27.6,0.06109764,0.477174786354592,0.8403131,1.509975,0.9651941,M_Hermes,0.0003974376,0.0001335487,0,0.0001267561,proton,k-,hermes,NA
112,27.6,0.09573812,0.367180173559916,0.1451718,1.820673,0.1025363,M_Hermes,0.2373578,0.01528134,0,0.07470366,proton,k-,hermes,NA
113,27.6,0.09573812,0.367180173559916,0.1454555,1.820673,0.2044732,M_Hermes,0.4689078,0.0248472,0,0.1475016,proton,k-,hermes,NA
114,27.6,0.09573812,0.367180173559916,0.1451145,1.820673,0.307834,M_Hermes,0.5978433,0.02935103,0,0.1873779,proton,k-,hermes,NA
115,27.6,0.09573812,0.367180173559916,0.1430119,1.820673,0.4045263,M_Hermes,0.5449464,0.03107759,0,0.1707238,proton,k-,hermes,NA
116,27.6,0.09573812,0.367180173559916,0.1491362,1.820673,0.5332243,M_Hermes,0.362784,0.02675023,0,0.1135801,proton,k-,hermes,NA
117,27.6,0.09574256,0.367715300261017,0.1584577,1.823411,0.716123,M_Hermes,0.1408801,0.02414179,0,0.04396598,proton,k-,hermes,NA
118,27.6,0.09574256,0.367715300261017,0.1665824,1.823411,0.8643343,M_Hermes,0.02375853,0.0161401,0,0.007406081,proton,k-,hermes,NA
119,27.6,0.09573812,0.367180173559916,0.2242067,1.820673,0.1019529,M_Hermes,0.146805,0.00947771,0,0.04597341,proton,k-,hermes,NA
120,27.6,0.09573812,0.367180173559916,0.2244728,1.820673,0.2016218,M_Hermes,0.2659907,0.01828358,0,0.08337304,proton,k-,hermes,NA
121,27.6,0.09573812,0.367180173559916,0.2249573,1.820673,0.299269,M_Hermes,0.2770864,0.01914996,0,0.08663487,proton,k-,hermes,NA
122,27.6,0.09573812,0.367180173559916,0.2252307,1.820673,0.4018241,M_Hermes,0.2874696,0.01962624,0,0.08979551,proton,k-,hermes,NA
123,27.6,0.09573812,0.367180173559916,0.2261178,1.820673,0.5252929,M_Hermes,0.1985151,0.01354831,0,0.0619286,proton,k-,hermes,NA
124,27.6,0.09573812,0.367180173559916,0.2250983,1.820673,0.6931523,M_Hermes,0.1094951,0.01106523,0,0.03412527,proton,k-,hermes,NA
125,27.6,0.09573812,0.367180173559916,0.2479754,1.820673,0.9800759,M_Hermes,0.01143892,0.005036685,0,0.003562601,proton,k-,hermes,NA
126,27.6,0.09573812,0.367180173559916,0.2744976,1.820673,0.09990658,M_Hermes,0.09633186,0.006967694,0,0.03988209,proton,k-,hermes,NA
127,27.6,0.09573812,0.367180173559916,0.2732812,1.820673,0.2026001,M_Hermes,0.1988681,0.01354121,0,0.08225029,proton,k-,hermes,NA
128,27.6,0.09573812,0.367180173559916,0.2742311,1.820673,0.2999881,M_Hermes,0.2482336,0.01682752,0,0.1026611,proton,k-,hermes,NA
129,27.6,0.09573812,0.367180173559916,0.2768923,1.820673,0.4002933,M_Hermes,0.2060926,0.01588263,0,0.08523569,proton,k-,hermes,NA
130,27.6,0.09573812,0.367180173559916,0.273264,1.820673,0.5243805,M_Hermes,0.1341317,0.0097056,0,0.05545625,proton,k-,hermes,NA
131,27.6,0.09573812,0.367180173559916,0.2800584,1.820673,0.6989094,M_Hermes,0.06180329,0.006758747,0,0.02553576,proton,k-,hermes,NA
132,27.6,0.09573812,0.367180173559916,0.2742844,1.820673,0.9313301,M_Hermes,0.02537305,0.003983506,0,0.01048141,proton,k-,hermes,NA
133,27.6,0.09573812,0.367180173559916,0.3357337,1.820673,0.1007489,M_Hermes,0.06864369,0.004171442,0,0.02835043,proton,k-,hermes,NA
134,27.6,0.09573812,0.367180173559916,0.3342927,1.820673,0.2014334,M_Hermes,0.1310484,0.007563113,0,0.05417084,proton,k-,hermes,NA
135,27.6,0.09573812,0.367180173559916,0.3339908,1.820673,0.2980694,M_Hermes,0.1379588,0.0087436,0,0.05700619,proton,k-,hermes,NA
136,27.6,0.09573812,0.367180173559916,0.3347228,1.820673,0.3981788,M_Hermes,0.1395508,0.009888258,0,0.05766834,proton,k-,hermes,NA
137,27.6,0.09573812,0.367180173559916,0.3375208,1.820673,0.5242768,M_Hermes,0.1038987,0.006731212,0,0.04293568,proton,k-,hermes,NA
138,27.6,0.09573812,0.367180173559916,0.3350132,1.820673,0.6826733,M_Hermes,0.05247801,0.003947163,0,0.02169165,proton,k-,hermes,NA
139,27.6,0.09573812,0.367180173559916,0.3391208,1.820673,0.9468435,M_Hermes,0.01671875,0.001837235,0,0.006902608,proton,k-,hermes,NA
140,27.6,0.09573812,0.367180173559916,0.4212897,1.820673,0.1012014,M_Hermes,0.03059394,0.002123304,0,0.01262785,proton,k-,hermes,NA
141,27.6,0.09573812,0.367180173559916,0.4227198,1.820673,0.1993473,M_Hermes,0.06281493,0.004090136,0,0.02593471,proton,k-,hermes,NA
142,27.6,0.09573812,0.367180173559916,0.4206506,1.820673,0.3008189,M_Hermes,0.07287131,0.005011812,0,0.03008403,proton,k-,hermes,NA
143,27.6,0.09573812,0.367180173559916,0.4223019,1.820673,0.4001168,M_Hermes,0.07494463,0.00604632,0,0.03094708,proton,k-,hermes,NA
144,27.6,0.09573812,0.367180173559916,0.424274,1.820673,0.5257891,M_Hermes,0.07403083,0.005063122,0,0.03054666,proton,k-,hermes,NA
145,27.6,0.09573812,0.367180173559916,0.4174333,1.820673,0.6838923,M_Hermes,0.04529265,0.003135184,0,0.01871326,proton,k-,hermes,NA
146,27.6,0.09573812,0.367180173559916,0.4299427,1.820673,0.9473325,M_Hermes,0.01097095,0.001094833,0,0.004530148,proton,k-,hermes,NA
147,27.6,0.09573812,0.367180173559916,0.5312379,1.820673,0.1013388,M_Hermes,0.0182104,0.001589706,0,0.007517819,proton,k-,hermes,NA
148,27.6,0.09573812,0.367180173559916,0.532365,1.820673,0.2061018,M_Hermes,0.03976199,0.002884766,0,0.01642174,proton,k-,hermes,NA
149,27.6,0.09573812,0.367180173559916,0.531074,1.820673,0.3025776,M_Hermes,0.04570994,0.003453955,0,0.01887757,proton,k-,hermes,NA
150,27.6,0.09573812,0.367180173559916,0.5337851,1.820673,0.4032605,M_Hermes,0.04516491,0.003841124,0,0.01867254,proton,k-,hermes,NA
151,27.6,0.09573812,0.367180173559916,0.5306102,1.820673,0.5228546,M_Hermes,0.04374956,0.003236419,0,0.01809112,proton,k-,hermes,NA
152,27.6,0.09573812,0.367180173559916,0.5340441,1.820673,0.6945629,M_Hermes,0.02341061,0.002171019,0,0.009672576,proton,k-,hermes,NA
153,27.6,0.09573812,0.367180173559916,0.535322,1.820673,0.9354354,M_Hermes,0.007371759,0.0006810273,0,0.00304236,proton,k-,hermes,NA
154,27.6,0.09573812,0.367180173559916,0.6755357,1.820673,0.09954655,M_Hermes,0.004731665,0.000711756,0,0.001952557,proton,k-,hermes,NA
155,27.6,0.09573812,0.367180173559916,0.6719903,1.820673,0.1984368,M_Hermes,0.01349306,0.001469443,0,0.005570435,proton,k-,hermes,NA
156,27.6,0.09573812,0.367180173559916,0.6809699,1.820673,0.30067,M_Hermes,0.0173503,0.001871731,0,0.007165755,proton,k-,hermes,NA
157,27.6,0.09573812,0.367180173559916,0.6781488,1.820673,0.4021186,M_Hermes,0.01551211,0.001801747,0,0.006407029,proton,k-,hermes,NA
158,27.6,0.09573812,0.367180173559916,0.6685182,1.820673,0.5208586,M_Hermes,0.01560167,0.001486469,0,0.006444864,proton,k-,hermes,NA
159,27.6,0.09573812,0.367180173559916,0.6812972,1.820673,0.6952959,M_Hermes,0.01178393,0.001278901,0,0.004864557,proton,k-,hermes,NA
160,27.6,0.09573812,0.367180173559916,0.6929391,1.820673,0.9282557,M_Hermes,0.003327204,0.0004022414,0,0.001373577,proton,k-,hermes,NA
161,27.6,0.09573812,0.367180173559916,0.8582691,1.820673,0.07445718,M_Hermes,0.0003175559,0.0002392453,0,0.0001330626,proton,k-,hermes,NA
162,27.6,0.09574256,0.367715300261017,0.8494198,1.823411,0.2045979,M_Hermes,0.0001217546,0.0003470209,0,0.00005209082,proton,k-,hermes,NA
163,27.6,0.09573812,0.367180173559916,0.8565529,1.820673,0.2926798,M_Hermes,0.0009985489,0.0004877807,0,0.0004134342,proton,k-,hermes,NA
164,27.6,0.09573812,0.367180173559916,0.8376576,1.820673,0.3918797,M_Hermes,0.0008291723,0.0004327277,0,0.0003430391,proton,k-,hermes,NA
165,27.6,0.09573812,0.367180173559916,0.837507,1.820673,0.5387003,M_Hermes,0.0007481576,0.0003201258,0,0.0003096596,proton,k-,hermes,NA
166,27.6,0.09573812,0.367180173559916,0.8413649,1.820673,0.6492202,M_Hermes,0.0006416836,0.0003034697,0,0.0002868038,proton,k-,hermes,NA
167,27.6,0.09570443,0.363124052627764,0.8256312,1.799927,1.061229,M_Hermes,0.00003958443,0.0002390181,0,0.00001769246,proton,k-,hermes,NA
168,27.6,0.1522067,0.364756219458475,0.1425549,2.87544,0.1008892,M_Hermes,0.2415239,0.01854422,0,0.1002489,proton,k-,hermes,NA
169,27.6,0.1522067,0.364756219458475,0.1441586,2.87544,0.2073351,M_Hermes,0.391269,0.03290965,0,0.1626644,proton,k-,hermes,NA
170,27.6,0.1522067,0.364756219458475,0.1430351,2.87544,0.2996036,M_Hermes,0.5213266,0.04155654,0,0.2163007,proton,k-,hermes,NA
171,27.6,0.1522067,0.364756219458475,0.1429807,2.87544,0.3953379,M_Hermes,0.5175719,0.04209068,0,0.2147386,proton,k-,hermes,NA
172,27.6,0.1522067,0.364756219458475,0.1463551,2.87544,0.5190304,M_Hermes,0.3665007,0.03628585,0,0.1519184,proton,k-,hermes,NA
173,27.6,0.1522067,0.364756219458475,0.1722199,2.87544,0.7700036,M_Hermes,0.1123516,0.02930184,0,0.0465203,proton,k-,hermes,NA
174,27.6,0.1522273,0.364948353327567,0.160495,2.877344,0.8445152,M_Hermes,0.04801506,0.02759735,0,0.01984979,proton,k-,hermes,NA
175,27.6,0.1522067,0.364756219458475,0.2238266,2.87544,0.09747566,M_Hermes,0.1199778,0.01069045,0,0.04966072,proton,k-,hermes,NA
176,27.6,0.1522067,0.364756219458475,0.2241003,2.87544,0.2028451,M_Hermes,0.2707783,0.02040623,0,0.1120062,proton,k-,hermes,NA
177,27.6,0.1522067,0.364756219458475,0.2247927,2.87544,0.2958541,M_Hermes,0.2439242,0.02373849,0,0.1010092,proton,k-,hermes,NA
178,27.6,0.1522067,0.364756219458475,0.2210471,2.87544,0.4026856,M_Hermes,0.1879131,0.02295277,0,0.07785447,proton,k-,hermes,NA
179,27.6,0.1522067,0.364756219458475,0.2238442,2.87544,0.5169893,M_Hermes,0.1990515,0.01922464,0,0.08239188,proton,k-,hermes,NA
