i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
7,27.6,0.036,0.709,0.364,1.285,0.53,AUT,0.0407,0.0243,0,0.0153,proton,k+,hermes,x
8,27.6,0.056,0.574,0.386,1.646,0.439,AUT,0.0581,0.0193,0,0.015,proton,k+,hermes,x
9,27.6,0.076,0.524,0.398,2.061,0.399,AUT,0.082,0.0212,0,0.0146,proton,k+,hermes,x
10,27.6,0.099,0.495,0.406,2.523,0.375,AUT,0.1053,0.0188,0,0.0143,proton,k+,hermes,x
11,27.6,0.134,0.477,0.412,3.3,0.363,AUT,0.0767,0.0173,0,0.0138,proton,k+,hermes,x
12,27.6,0.186,0.464,0.413,4.461,0.355,AUT,0.0758,0.0216,0,0.013,proton,k+,hermes,x
13,27.6,0.274,0.45,0.416,6.374,0.355,AUT,0.0645,0.0276,0,0.0117,proton,k+,hermes,x
