i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
9,160,0.0063,0.68,0.36,1.27,0.54,AUT,0.0047,0.008,0,0,proton,h+,compass,x
10,160,0.0105,0.5,0.37,1.55,0.53,AUT,0.0116,0.0057,0,0,proton,h+,compass,x
11,160,0.0164,0.38,0.37,1.83,0.52,AUT,0.0109,0.005,0,0,proton,h+,compass,x
12,160,0.0257,0.28,0.37,2.17,0.51,AUT,0.015,0.0042,0,0,proton,h+,compass,x
13,160,0.0399,0.24,0.37,2.82,0.5,AUT,0.0264,0.0044,0,0,proton,h+,compass,x
14,160,0.0629,0.23,0.37,4.34,0.5,AUT,0.0313,0.005,0,0,proton,h+,compass,x
15,160,0.1011,0.22,0.37,6.75,0.5,AUT,0.0256,0.0059,0,0,proton,h+,compass,x
16,160,0.1626,0.22,0.37,10.53,0.5,AUT,0.0383,0.0073,0,0,proton,h+,compass,x
17,160,0.2881,0.23,0.38,20.48,0.53,AUT,0.0388,0.0093,0,0,proton,h+,compass,x
