# Q2	x	y	z	pT	obs	target	hadron	value	error
1.0745E+00	6.5521E-02	7.9572E-01	3.2259E-01	3.3871E-01	AUTcollins	neutron	pi+	-1.8293E-02	2.7348E-03
1.1634E+00	7.4191E-02	7.5977E-01	3.2674E-01	3.2599E-01	AUTcollins	neutron	pi+	-2.4035E-02	2.9571E-03
1.2761E+00	8.2020E-02	7.5374E-01	3.2739E-01	3.2107E-01	AUTcollins	neutron	pi+	-2.7614E-02	3.0932E-03
1.4021E+00	9.0787E-02	7.4824E-01	3.2790E-01	3.1621E-01	AUTcollins	neutron	pi+	-3.1661E-02	3.3134E-03
1.5452E+00	1.0108E-01	7.4063E-01	3.2877E-01	3.1033E-01	AUTcollins	neutron	pi+	-3.6622E-02	3.5380E-03
1.7272E+00	1.1451E-01	7.3088E-01	3.3020E-01	3.0296E-01	AUTcollins	neutron	pi+	-4.3112E-02	3.9036E-03
1.8994E+00	1.2968E-01	7.1015E-01	3.3486E-01	2.9446E-01	AUTcollins	neutron	pi+	-5.1401E-02	4.8785E-03
1.0490E+00	6.1084E-02	8.3263E-01	3.2309E-01	5.0121E-01	AUTcollins	neutron	pi+	-1.7507E-02	2.6362E-03
1.0937E+00	6.6648E-02	7.9512E-01	3.2406E-01	4.9790E-01	AUTcollins	neutron	pi+	-2.3650E-02	2.9462E-03
1.1397E+00	7.0994E-02	7.7780E-01	3.2590E-01	4.9568E-01	AUTcollins	neutron	pi+	-2.7527E-02	3.0976E-03
1.2012E+00	7.5549E-02	7.7026E-01	3.2674E-01	4.9432E-01	AUTcollins	neutron	pi+	-3.0675E-02	3.2551E-03
1.2758E+00	8.0723E-02	7.6567E-01	3.2702E-01	4.9333E-01	AUTcollins	neutron	pi+	-3.3973E-02	3.4266E-03
1.3641E+00	8.6891E-02	7.6059E-01	3.2735E-01	4.9212E-01	AUTcollins	neutron	pi+	-3.8006E-02	3.6424E-03
1.4707E+00	9.4510E-02	7.5393E-01	3.2789E-01	4.9017E-01	AUTcollins	neutron	pi+	-4.3235E-02	3.9575E-03
1.6021E+00	1.0411E-01	7.4556E-01	3.2874E-01	4.8773E-01	AUTcollins	neutron	pi+	-5.0094E-02	4.4440E-03
