# Q2	x	y	z	pT	obs	target	hadron	value	error
1.2400E+00	6.4530E-03	6.5000E-01	2.9000E-01	5.4000E-01	AUTcollins	deuteron	pi-	-6.9646E-05	2.6000E-02
1.4600E+00	1.0570E-02	4.7000E-01	3.2000E-01	5.2000E-01	AUTcollins	deuteron	pi-	-1.9985E-04	1.2800E-02
1.6800E+00	1.6410E-02	3.5000E-01	3.5000E-01	4.9000E-01	AUTcollins	deuteron	pi-	-4.1224E-04	9.8000E-03
2.0200E+00	2.5520E-02	2.7000E-01	3.7000E-01	4.6000E-01	AUTcollins	deuteron	pi-	-8.2251E-04	8.4000E-03
2.8200E+00	3.9640E-02	2.4000E-01	3.8000E-01	4.5000E-01	AUTcollins	deuteron	pi-	-1.6721E-03	9.5000E-03
4.5900E+00	6.2470E-02	2.5000E-01	3.8000E-01	4.5000E-01	AUTcollins	deuteron	pi-	-3.4476E-03	1.2100E-02
7.4200E+00	1.0040E-01	2.5000E-01	3.6000E-01	4.6000E-01	AUTcollins	deuteron	pi-	-7.4947E-03	1.6400E-02
1.1900E+01	1.6070E-01	2.5000E-01	3.6000E-01	4.7000E-01	AUTcollins	deuteron	pi-	-1.3781E-02	2.5100E-02
2.3900E+01	2.7810E-01	2.8000E-01	3.5000E-01	5.1000E-01	AUTcollins	deuteron	pi-	-2.6874E-02	4.5300E-02
