x	xu	dxu	xd	dxd
2.500000E-03	8.957845E-04	1.389816E-04	-7.152479E-04	1.106109E-04
7.500000E-03	4.630108E-03	4.324213E-04	-3.258581E-03	3.025045E-04
1.250000E-02	9.684352E-03	6.547439E-04	-6.318516E-03	4.233302E-04
1.750000E-02	1.555154E-02	8.132948E-04	-9.625395E-03	4.970416E-04
2.250000E-02	2.198389E-02	9.223134E-04	-1.309576E-02	5.401737E-04
2.750000E-02	2.882867E-02	9.938824E-04	-1.669733E-02	5.630524E-04
3.250000E-02	3.598295E-02	1.037705E-03	-2.041670E-02	5.723951E-04
3.750000E-02	4.337165E-02	1.061476E-03	-2.424718E-02	5.727644E-04
4.250000E-02	5.093824E-02	1.071362E-03	-2.818321E-02	5.673891E-04
4.750000E-02	5.863350E-02	1.072232E-03	-3.221392E-02	5.585853E-04
5.250000E-02	6.642243E-02	1.068120E-03	-3.633383E-02	5.482687E-04
5.750000E-02	7.426850E-02	1.062127E-03	-4.052698E-02	5.378313E-04
6.250000E-02	8.214735E-02	1.056786E-03	-4.478557E-02	5.285259E-04
6.750000E-02	9.002760E-02	1.053870E-03	-4.908744E-02	5.211920E-04
7.250000E-02	9.789142E-02	1.054730E-03	-5.342479E-02	5.166175E-04
7.750000E-02	1.057145E-01	1.060109E-03	-5.777520E-02	5.152039E-04
8.250000E-02	1.134743E-01	1.070326E-03	-6.211957E-02	5.171723E-04
8.750000E-02	1.211580E-01	1.085415E-03	-6.644953E-02	5.226180E-04
9.250000E-02	1.287433E-01	1.105047E-03	-7.073841E-02	5.313004E-04
9.750000E-02	1.362137E-01	1.128750E-03	-7.497127E-02	5.429354E-04
1.025000E-01	1.435522E-01	1.155941E-03	-7.913024E-02	5.571208E-04
1.075000E-01	1.507525E-01	1.186068E-03	-8.321263E-02	5.735094E-04
1.125000E-01	1.577859E-01	1.218411E-03	-8.717973E-02	5.914903E-04
1.175000E-01	1.646461E-01	1.252452E-03	-9.102979E-02	6.107229E-04
1.225000E-01	1.713203E-01	1.287678E-03	-9.474810E-02	6.308055E-04
1.275000E-01	1.777994E-01	1.323658E-03	-9.832155E-02	6.513842E-04
1.325000E-01	1.840787E-01	1.360054E-03	-1.017512E-01	6.722384E-04
1.375000E-01	1.901390E-01	1.396473E-03	-1.050219E-01	6.930775E-04
1.425000E-01	1.959624E-01	1.432584E-03	-1.081031E-01	7.135426E-04
1.475000E-01	2.015505E-01	1.468238E-03	-1.110046E-01	7.335716E-04
1.525000E-01	2.068923E-01	1.503228E-03	-1.137167E-01	7.529941E-04
1.575000E-01	2.119808E-01	1.537400E-03	-1.162328E-01	7.716824E-04
1.625000E-01	2.168103E-01	1.570631E-03	-1.185501E-01	7.895438E-04
1.675000E-01	2.213736E-01	1.602800E-03	-1.206623E-01	8.064772E-04
1.725000E-01	2.256671E-01	1.633822E-03	-1.225686E-01	8.224224E-04
1.775000E-01	2.296856E-01	1.663607E-03	-1.242665E-01	8.373144E-04
1.825000E-01	2.334266E-01	1.692085E-03	-1.257564E-01	8.511113E-04
1.875000E-01	2.368871E-01	1.719184E-03	-1.270382E-01	8.637694E-04
1.925000E-01	2.400628E-01	1.744826E-03	-1.281103E-01	8.752367E-04
1.975000E-01	2.429550E-01	1.768967E-03	-1.289776E-01	8.855050E-04
2.025000E-01	2.455613E-01	1.791540E-03	-1.296405E-01	8.945378E-04
2.075000E-01	2.478828E-01	1.812498E-03	-1.301032E-01	9.023247E-04
2.125000E-01	2.499201E-01	1.831793E-03	-1.303700E-01	9.088576E-04
2.175000E-01	2.516722E-01	1.849365E-03	-1.304429E-01	9.141134E-04
2.225000E-01	2.531444E-01	1.865201E-03	-1.303294E-01	9.181107E-04
2.275000E-01	2.543378E-01	1.879259E-03	-1.300345E-01	9.208512E-04
2.325000E-01	2.552530E-01	1.891498E-03	-1.295617E-01	9.223303E-04
2.375000E-01	2.558977E-01	1.901933E-03	-1.289200E-01	9.225871E-04
2.425000E-01	2.562742E-01	1.910545E-03	-1.281154E-01	9.216415E-04
2.475000E-01	2.563849E-01	1.917323E-03	-1.271526E-01	9.195090E-04
2.525000E-01	2.562378E-01	1.922304E-03	-1.260403E-01	9.162390E-04
2.575000E-01	2.558377E-01	1.925512E-03	-1.247867E-01	9.118822E-04
2.625000E-01	2.551902E-01	1.926983E-03	-1.233975E-01	9.064747E-04
2.675000E-01	2.542987E-01	1.926748E-03	-1.218798E-01	9.000708E-04
2.725000E-01	2.531748E-01	1.924911E-03	-1.202439E-01	8.927501E-04
2.775000E-01	2.518235E-01	1.921535E-03	-1.184961E-01	8.845690E-04
2.825000E-01	2.502492E-01	1.916689E-03	-1.166426E-01	8.755880E-04
2.875000E-01	2.484623E-01	1.910498E-03	-1.146923E-01	8.658911E-04
2.925000E-01	2.464711E-01	1.903081E-03	-1.126545E-01	8.555685E-04
2.975000E-01	2.442830E-01	1.894563E-03	-1.105345E-01	8.446849E-04
3.025000E-01	2.419023E-01	1.885047E-03	-1.083399E-01	8.333240E-04
3.075000E-01	2.393416E-01	1.874712E-03	-1.060789E-01	8.215750E-04
3.125000E-01	2.366092E-01	1.863711E-03	-1.037601E-01	8.095341E-04
3.175000E-01	2.337131E-01	1.852199E-03	-1.013882E-01	7.972658E-04
3.225000E-01	2.306588E-01	1.840313E-03	-9.897092E-02	7.848571E-04
3.275000E-01	2.274576E-01	1.828238E-03	-9.651524E-02	7.723890E-04
3.325000E-01	2.241198E-01	1.816155E-03	-9.402876E-02	7.599450E-04
3.375000E-01	2.206529E-01	1.804214E-03	-9.151707E-02	7.475898E-04
3.425000E-01	2.170642E-01	1.792563E-03	-8.898484E-02	7.353761E-04
3.475000E-01	2.133613E-01	1.781341E-03	-8.644015E-02	7.233804E-04
3.525000E-01	2.095565E-01	1.770720E-03	-8.388731E-02	7.116425E-04
3.575000E-01	2.056582E-01	1.760827E-03	-8.133399E-02	7.002251E-04
3.625000E-01	2.016734E-01	1.751762E-03	-7.878199E-02	6.891341E-04
3.675000E-01	1.976095E-01	1.743611E-03	-7.623829E-02	6.784134E-04
3.725000E-01	1.934754E-01	1.736456E-03	-7.370813E-02	6.680854E-04
3.775000E-01	1.892816E-01	1.730374E-03	-7.119470E-02	6.581475E-04
3.825000E-01	1.850361E-01	1.725401E-03	-6.870419E-02	6.486181E-04
3.875000E-01	1.807446E-01	1.721529E-03	-6.623692E-02	6.394548E-04
3.925000E-01	1.764147E-01	1.718746E-03	-6.379903E-02	6.306642E-04
3.975000E-01	1.720543E-01	1.717023E-03	-6.139466E-02	6.222299E-04
4.025000E-01	1.676721E-01	1.716320E-03	-5.902479E-02	6.141004E-04
4.075000E-01	1.632764E-01	1.716578E-03	-5.669480E-02	6.062660E-04
4.125000E-01	1.588719E-01	1.717681E-03	-5.440462E-02	5.986580E-04
4.175000E-01	1.544649E-01	1.719518E-03	-5.215732E-02	5.912394E-04
4.225000E-01	1.500631E-01	1.721980E-03	-4.995805E-02	5.839994E-04
4.275000E-01	1.456722E-01	1.724928E-03	-4.780564E-02	5.768559E-04
4.325000E-01	1.412998E-01	1.728241E-03	-4.570280E-02	5.697741E-04
4.375000E-01	1.369523E-01	1.731781E-03	-4.365203E-02	5.627206E-04
4.425000E-01	1.326319E-01	1.735354E-03	-4.165160E-02	5.556125E-04
4.475000E-01	1.283454E-01	1.738826E-03	-3.970517E-02	5.484402E-04
4.525000E-01	1.240989E-01	1.742061E-03	-3.781515E-02	5.411868E-04
4.575000E-01	1.198955E-01	1.744885E-03	-3.597913E-02	5.337734E-04
4.625000E-01	1.157418E-01	1.747184E-03	-3.419895E-02	5.261861E-04
4.675000E-01	1.116428E-01	1.748833E-03	-3.247566E-02	5.184081E-04
4.725000E-01	1.075988E-01	1.749640E-03	-3.080702E-02	5.103761E-04
4.775000E-01	1.036154E-01	1.749512E-03	-2.919509E-02	5.021024E-04
4.825000E-01	9.969797E-02	1.748368E-03	-2.764159E-02	4.936044E-04
4.875000E-01	9.584704E-02	1.746056E-03	-2.614360E-02	4.848256E-04
4.925000E-01	9.206689E-02	1.742503E-03	-2.470109E-02	4.757639E-04
4.975000E-01	8.836230E-02	1.737668E-03	-2.331465E-02	4.664374E-04
5.025000E-01	8.473259E-02	1.731417E-03	-2.198227E-02	4.568187E-04
5.075000E-01	8.117972E-02	1.723681E-03	-2.070338E-02	4.469138E-04
5.125000E-01	7.770859E-02	1.714468E-03	-1.947890E-02	4.367669E-04
5.175000E-01	7.432090E-02	1.703742E-03	-1.830788E-02	4.263899E-04
5.225000E-01	7.101552E-02	1.691413E-03	-1.718753E-02	4.157547E-04
