x	xu	dxu	xd	dxd
2.500000E-03	8.957845E-04	1.384898E-04	-7.152479E-04	1.114224E-04
7.500000E-03	4.630108E-03	4.312358E-04	-3.258581E-03	3.076264E-04
1.250000E-02	9.684352E-03	6.528213E-04	-6.318516E-03	4.342731E-04
1.750000E-02	1.555154E-02	8.090530E-04	-9.625395E-03	5.137550E-04
2.250000E-02	2.198389E-02	9.133513E-04	-1.309576E-02	5.619546E-04
2.750000E-02	2.882867E-02	9.774442E-04	-1.669733E-02	5.888960E-04
3.250000E-02	3.598295E-02	1.011000E-03	-2.041670E-02	6.011532E-04
3.750000E-02	4.337165E-02	1.021938E-03	-2.424718E-02	6.032307E-04
4.250000E-02	5.093824E-02	1.016896E-03	-2.818321E-02	5.983574E-04
4.750000E-02	5.863350E-02	1.001470E-03	-3.221392E-02	5.888994E-04
5.250000E-02	6.642243E-02	9.806697E-04	-3.633383E-02	5.768909E-04
5.750000E-02	7.426850E-02	9.588187E-04	-4.052698E-02	5.639051E-04
6.250000E-02	8.214735E-02	9.398390E-04	-4.478557E-02	5.514625E-04
6.750000E-02	9.002760E-02	9.269470E-04	-4.908744E-02	5.407411E-04
7.250000E-02	9.789142E-02	9.227779E-04	-5.342479E-02	5.329385E-04
7.750000E-02	1.057145E-01	9.290123E-04	-5.777520E-02	5.288906E-04
8.250000E-02	1.134743E-01	9.463925E-04	-6.211957E-02	5.292373E-04
8.750000E-02	1.211580E-01	9.748161E-04	-6.644953E-02	5.344244E-04
9.250000E-02	1.287433E-01	1.013358E-03	-7.073841E-02	5.444454E-04
9.750000E-02	1.362137E-01	1.060648E-03	-7.497127E-02	5.591220E-04
1.025000E-01	1.435522E-01	1.115073E-03	-7.913024E-02	5.780323E-04
1.075000E-01	1.507525E-01	1.175069E-03	-8.321263E-02	6.007158E-04
1.125000E-01	1.577859E-01	1.238993E-03	-8.717973E-02	6.263722E-04
1.175000E-01	1.646461E-01	1.305534E-03	-9.102979E-02	6.544478E-04
1.225000E-01	1.713203E-01	1.373512E-03	-9.474810E-02	6.843134E-04
1.275000E-01	1.777994E-01	1.441955E-03	-9.832155E-02	7.153937E-04
1.325000E-01	1.840787E-01	1.510086E-03	-1.017512E-01	7.472714E-04
1.375000E-01	1.901390E-01	1.577148E-03	-1.050219E-01	7.794685E-04
1.425000E-01	1.959624E-01	1.642510E-03	-1.081031E-01	8.114430E-04
1.475000E-01	2.015505E-01	1.705800E-03	-1.110046E-01	8.430031E-04
1.525000E-01	2.068923E-01	1.766620E-03	-1.137167E-01	8.738524E-04
1.575000E-01	2.119808E-01	1.824673E-03	-1.162328E-01	9.037587E-04
1.625000E-01	2.168103E-01	1.879730E-03	-1.185501E-01	9.325452E-04
