1.855011E-01	-2.091934E-01	8.221909E-01	3.222731E+00	2.887969E+00	2.497068E-01
1.433917E-01	-1.622362E-01	7.591894E-01	3.154964E+00	4.394065E+00	2.527891E-01
4.049283E-01	-4.466992E-01	1.017768E+00	3.060312E+00	2.061175E-01	2.499205E-01
6.807614E-01	-7.606823E-01	1.111298E+00	2.484376E+00	-6.611222E-01	2.503240E-01
1.655016E-01	-1.831454E-01	7.394855E-01	3.022762E+00	3.513404E+00	2.523075E-01
3.273483E-01	-3.694565E-01	9.312380E-01	3.016807E+00	6.836373E-01	2.492674E-01
4.201509E-01	-4.745067E-01	1.029077E+00	3.031017E+00	8.340142E-02	2.481700E-01
5.202240E-01	-5.848853E-01	1.066529E+00	2.789588E+00	-2.906244E-01	2.517035E-01
4.012915E-01	-4.486139E-01	1.018043E+00	3.091399E+00	2.016170E-01	2.487771E-01
1.700504E-01	-1.924963E-01	7.836142E-01	3.149818E+00	3.322292E+00	2.551744E-01
3.882367E-01	-4.369533E-01	9.915326E-01	3.025139E+00	2.657167E-01	2.510908E-01
3.992137E-01	-4.490448E-01	9.746390E-01	2.910801E+00	1.926347E-01	2.475512E-01
4.284372E-01	-4.847286E-01	1.008894E+00	2.936321E+00	5.455404E-02	2.521374E-01
3.989566E-01	-4.523506E-01	1.004023E+00	3.008756E+00	2.035084E-01	2.504702E-01
3.979116E-01	-4.528660E-01	9.993182E-01	2.983326E+00	2.019382E-01	2.491608E-01
4.721730E-01	-5.385700E-01	1.057463E+00	2.896617E+00	-1.412967E-01	2.492034E-01
5.095023E-01	-5.757994E-01	1.088103E+00	2.927591E+00	-2.671819E-01	2.510942E-01
4.513801E-01	-5.141695E-01	1.018089E+00	2.830900E+00	-5.211882E-02	2.491729E-01
4.458996E-01	-5.050821E-01	1.064356E+00	3.050509E+00	-2.254637E-02	2.468291E-01
6.149995E-01	-7.005539E-01	1.082170E+00	2.552201E+00	-5.523513E-01	2.530331E-01
3.743840E-01	-4.188005E-01	9.800826E-01	3.023057E+00	3.641530E-01	2.531817E-01
4.013724E-01	-4.511536E-01	1.011503E+00	3.038444E+00	2.071840E-01	2.518600E-01
5.114197E-01	-5.771505E-01	1.047284E+00	2.763596E+00	-2.844591E-01	2.481748E-01
5.115279E-01	-5.837468E-01	1.049299E+00	2.765819E+00	-2.883519E-01	2.488950E-01
3.102712E-01	-3.500509E-01	9.407858E-01	3.141299E+00	8.395353E-01	2.512521E-01
4.359519E-01	-4.886645E-01	1.034575E+00	3.002990E+00	1.920078E-02	2.458316E-01
3.725014E-01	-4.170155E-01	9.844648E-01	3.043264E+00	3.662522E-01	2.481211E-01
3.085381E-01	-3.469553E-01	9.229051E-01	3.028659E+00	8.578686E-01	2.464302E-01
4.629272E-01	-5.252652E-01	1.065803E+00	3.003008E+00	-9.715696E-02	2.516345E-01
3.872411E-01	-4.374200E-01	9.985442E-01	3.048481E+00	2.714650E-01	2.482320E-01
6.145147E-01	-7.019455E-01	1.106718E+00	2.641148E+00	-5.512349E-01	2.505166E-01
3.494751E-01	-3.963526E-01	9.895976E-01	3.151827E+00	5.127971E-01	2.494454E-01
1.145216E-01	-1.290033E-01	6.824220E-01	3.002850E+00	6.017858E+00	2.495358E-01
4.429424E-01	-4.978873E-01	1.042440E+00	2.975134E+00	1.050040E-02	2.536340E-01
5.437637E-01	-6.084371E-01	1.059044E+00	2.706802E+00	-3.797397E-01	2.455496E-01
4.913821E-01	-5.573596E-01	1.042950E+00	2.793932E+00	-2.084922E-01	2.511097E-01
8.364063E-01	-9.394532E-01	1.113581E+00	2.072254E+00	-8.709821E-01	2.456119E-01
3.429144E-01	-3.848694E-01	9.691086E-01	3.098101E+00	6.003893E-01	2.572792E-01
1.687798E-01	-1.880090E-01	7.472349E-01	3.035104E+00	3.366158E+00	2.475402E-01
7.056630E-01	-7.937480E-01	1.103498E+00	2.364970E+00	-7.064026E-01	2.514728E-01
5.398572E-01	-6.041404E-01	1.083419E+00	2.824410E+00	-3.570928E-01	2.509575E-01
3.993839E-01	-4.511962E-01	1.026291E+00	3.119297E+00	2.041816E-01	2.486378E-01
3.088306E-01	-3.463306E-01	9.411080E-01	3.142293E+00	8.778206E-01	2.495467E-01
5.621450E-01	-6.304333E-01	1.085332E+00	2.734604E+00	-4.081529E-01	2.528199E-01
8.016050E-01	-9.038355E-01	1.135304E+00	2.243431E+00	-8.344098E-01	2.509878E-01
1.760488E-01	-1.978326E-01	7.862015E-01	3.113389E+00	3.133271E+00	2.480135E-01
3.814170E-01	-4.319330E-01	1.009114E+00	3.091826E+00	3.071300E-01	2.495651E-01
4.182589E-01	-4.714042E-01	9.988854E-01	2.886348E+00	9.227613E-02	2.481577E-01
3.724497E-01	-4.210756E-01	9.980629E-01	3.108945E+00	3.656129E-01	2.511243E-01
6.107060E-01	-6.959481E-01	1.105896E+00	2.644464E+00	-5.382902E-01	2.514027E-01
2.731475E-01	-3.078213E-01	8.847697E-01	3.070125E+00	1.228038E+00	2.473345E-01
5.386477E-01	-6.084785E-01	1.069746E+00	2.764385E+00	-3.584563E-01	2.500073E-01
1.564685E-01	-1.748047E-01	7.548148E-01	3.098806E+00	3.836638E+00	2.479703E-01
3.360263E-01	-3.797121E-01	9.383527E-01	2.994350E+00	6.127163E-01	2.531885E-01
1.421390E-01	-1.588387E-01	7.501247E-01	3.176359E+00	4.464563E+00	2.483045E-01
3.562832E-01	-4.021443E-01	9.654014E-01	3.019298E+00	4.676337E-01	2.500420E-01
5.407065E-01	-6.094427E-01	1.063333E+00	2.712089E+00	-3.548865E-01	2.517549E-01
4.718684E-01	-5.352741E-01	1.027786E+00	2.838812E+00	-1.297370E-01	2.529007E-01
4.035413E-01	-4.504431E-01	1.011978E+00	3.031825E+00	2.106051E-01	2.549047E-01
3.433404E-01	-3.818682E-01	9.630888E-01	3.114321E+00	5.847928E-01	2.477603E-01
4.766508E-01	-5.358007E-01	1.042448E+00	2.869277E+00	-1.424440E-01	2.516106E-01
4.600931E-01	-5.197730E-01	1.046366E+00	2.948436E+00	-8.441598E-02	2.528198E-01
3.999508E-01	-4.499062E-01	1.002799E+00	3.007681E+00	2.001300E-01	2.473256E-01
3.748172E-01	-4.226553E-01	1.001266E+00	3.109955E+00	3.685796E-01	2.528046E-01
5.514295E-01	-6.174422E-01	1.068871E+00	2.734154E+00	-3.852599E-01	2.524494E-01
4.939251E-01	-5.594050E-01	1.062612E+00	2.888426E+00	-2.198963E-01	2.495291E-01
4.110814E-01	-4.641277E-01	1.009314E+00	2.977853E+00	1.342504E-01	2.495140E-01
3.047536E-01	-3.465078E-01	9.200597E-01	3.069947E+00	8.869580E-01	2.511278E-01
5.068884E-01	-5.709020E-01	1.068604E+00	2.871109E+00	-2.540344E-01	2.526626E-01
2.667377E-01	-3.071199E-01	8.891868E-01	3.127702E+00	1.278340E+00	2.480138E-01
3.040431E-01	-3.424971E-01	9.181348E-01	3.073170E+00	8.961190E-01	2.490866E-01
1.467985E-01	-1.674235E-01	7.692081E-01	3.163651E+00	4.164628E+00	2.489999E-01
4.403407E-01	-4.945043E-01	1.030739E+00	2.935882E+00	8.296589E-03	2.507120E-01
9.908618E-02	-1.122391E-01	6.991491E-01	3.152606E+00	7.344491E+00	2.491146E-01
5.346237E-01	-5.983799E-01	1.083855E+00	2.815978E+00	-3.310572E-01	2.529388E-01
2.468135E-01	-2.782645E-01	8.624332E-01	3.101847E+00	1.615295E+00	2.517398E-01
8.608579E-01	-9.611676E-01	1.156926E+00	2.168962E+00	-8.902624E-01	2.507958E-01
2.139313E-01	-2.407164E-01	8.213647E-01	3.098296E+00	2.190951E+00	2.486047E-01
1.899499E-01	-2.123116E-01	8.162314E-01	3.191323E+00	2.773779E+00	2.493956E-01
1.184237E-01	-1.341857E-01	7.189566E-01	3.124503E+00	5.758756E+00	2.509076E-01
1.972645E-01	-2.232577E-01	7.987227E-01	3.070138E+00	2.493254E+00	2.425390E-01
4.808923E-01	-5.415786E-01	1.042085E+00	2.853911E+00	-1.606260E-01	2.520133E-01
