x	xu	dxu	xd	dxd
2.500000E-03	8.957845E-04	1.013823E-04	-7.152479E-04	8.107430E-05
7.500000E-03	4.630108E-03	3.077292E-04	-3.258581E-03	2.166782E-04
1.250000E-02	9.684352E-03	4.608699E-04	-6.318516E-03	3.002738E-04
1.750000E-02	1.555154E-02	5.680986E-04	-9.625395E-03	3.501651E-04
2.250000E-02	2.198389E-02	6.399589E-04	-1.309576E-02	3.782265E-04
2.750000E-02	2.882867E-02	6.850152E-04	-1.669733E-02	3.916910E-04
3.250000E-02	3.598295E-02	7.099877E-04	-2.041670E-02	3.951727E-04
3.750000E-02	4.337165E-02	7.201188E-04	-2.424718E-02	3.917459E-04
4.250000E-02	5.093824E-02	7.195573E-04	-2.818321E-02	3.835428E-04
4.750000E-02	5.863350E-02	7.115527E-04	-3.221392E-02	3.720643E-04
5.250000E-02	6.642243E-02	6.987946E-04	-3.633383E-02	3.585460E-04
5.750000E-02	7.426850E-02	6.833726E-04	-4.052698E-02	3.438968E-04
6.250000E-02	8.214735E-02	6.670400E-04	-4.478557E-02	3.289736E-04
6.750000E-02	9.002760E-02	6.511001E-04	-4.908744E-02	3.144266E-04
7.250000E-02	9.789142E-02	6.366305E-04	-5.342479E-02	3.009424E-04
7.750000E-02	1.057145E-01	6.243553E-04	-5.777520E-02	2.890417E-04
8.250000E-02	1.134743E-01	6.147446E-04	-6.211957E-02	2.791938E-04
8.750000E-02	1.211580E-01	6.080752E-04	-6.644953E-02	2.718099E-04
9.250000E-02	1.287433E-01	6.043629E-04	-7.073841E-02	2.670883E-04
9.750000E-02	1.362137E-01	6.034828E-04	-7.497127E-02	2.651305E-04
1.025000E-01	1.435522E-01	6.051820E-04	-7.913024E-02	2.658712E-04
1.075000E-01	1.507525E-01	6.091677E-04	-8.321263E-02	2.691578E-04
1.125000E-01	1.577859E-01	6.150141E-04	-8.717973E-02	2.746162E-04
1.175000E-01	1.646461E-01	6.223781E-04	-9.102979E-02	2.819336E-04
1.225000E-01	1.713203E-01	6.309052E-04	-9.474810E-02	2.907329E-04
1.275000E-01	1.777994E-01	6.402867E-04	-9.832155E-02	3.006513E-04
1.325000E-01	1.840787E-01	6.502695E-04	-1.017512E-01	3.113985E-04
1.375000E-01	1.901390E-01	6.605925E-04	-1.050219E-01	3.226729E-04
1.425000E-01	1.959624E-01	6.710445E-04	-1.081031E-01	3.341656E-04
1.475000E-01	2.015505E-01	6.815220E-04	-1.110046E-01	3.457305E-04
1.525000E-01	2.068923E-01	6.919118E-04	-1.137167E-01	3.571943E-04
