x	xu	dxu	xd	dxd
2.500000E-03	8.957845E-04	1.036999E-04	-7.152479E-04	8.261328E-05
7.500000E-03	4.630108E-03	3.152591E-04	-3.258581E-03	2.207711E-04
1.250000E-02	9.684352E-03	4.713552E-04	-6.318516E-03	3.049869E-04
1.750000E-02	1.555154E-02	5.793630E-04	-9.625395E-03	3.540978E-04
2.250000E-02	2.198389E-02	6.503295E-04	-1.309576E-02	3.804419E-04
2.750000E-02	2.882867E-02	6.933207E-04	-1.669733E-02	3.915668E-04
3.250000E-02	3.598295E-02	7.155072E-04	-2.041670E-02	3.923029E-04
3.750000E-02	4.337165E-02	7.225302E-04	-2.424718E-02	3.858799E-04
4.250000E-02	5.093824E-02	7.188973E-04	-2.818321E-02	3.745490E-04
4.750000E-02	5.863350E-02	7.081838E-04	-3.221392E-02	3.599114E-04
5.250000E-02	6.642243E-02	6.933752E-04	-3.633383E-02	3.432910E-04
5.750000E-02	7.426850E-02	6.768242E-04	-4.052698E-02	3.256862E-04
6.250000E-02	8.214735E-02	6.605028E-04	-4.478557E-02	3.080421E-04
6.750000E-02	9.002760E-02	6.458744E-04	-4.908744E-02	2.911096E-04
7.250000E-02	9.789142E-02	6.340996E-04	-5.342479E-02	2.756736E-04
7.750000E-02	1.057145E-01	6.258960E-04	-5.777520E-02	2.623585E-04
8.250000E-02	1.134743E-01	6.216339E-04	-6.211957E-02	2.517196E-04
8.750000E-02	1.211580E-01	6.214084E-04	-6.644953E-02	2.442123E-04
9.250000E-02	1.287433E-01	6.249947E-04	-7.073841E-02	2.400296E-04
9.750000E-02	1.362137E-01	6.320005E-04	-7.497127E-02	2.391940E-04
1.025000E-01	1.435522E-01	6.419086E-04	-7.913024E-02	2.415039E-04
1.075000E-01	1.507525E-01	6.541923E-04	-8.321263E-02	2.466340E-04
1.125000E-01	1.577859E-01	6.682268E-04	-8.717973E-02	2.540498E-04
1.175000E-01	1.646461E-01	6.835209E-04	-9.102979E-02	2.632958E-04
1.225000E-01	1.713203E-01	6.996135E-04	-9.474810E-02	2.738972E-04
1.275000E-01	1.777994E-01	7.161270E-04	-9.832155E-02	2.854356E-04
