# Q2	x	y	z	pT	obs	target	hadron	value	stat	syst
2.3730E+00	8.4000E-02	5.9600E-01	2.3300E-01	3.5200E-01	AUTcollins	proton	pi-	-1.5500E-02	5.5000E-03	1.2000E-03
2.3560E+00	9.1000E-02	5.5300E-01	3.0300E-01	3.8500E-01	AUTcollins	proton	pi-	-2.5200E-02	6.5000E-03	4.6000E-03
2.3380E+00	9.4000E-02	5.3000E-01	3.7300E-01	4.1100E-01	AUTcollins	proton	pi-	-3.0700E-02	7.9000E-03	8.1000E-03
2.3320E+00	9.6000E-02	5.1500E-01	4.4700E-01	4.3000E-01	AUTcollins	proton	pi-	-2.0400E-02	9.3000E-03	1.1800E-02
2.3150E+00	9.7000E-02	5.0400E-01	5.2300E-01	4.4400E-01	AUTcollins	proton	pi-	-2.4600E-02	1.2200E-02	1.5600E-02
2.2630E+00	9.6000E-02	4.9400E-01	5.9300E-01	4.4700E-01	AUTcollins	proton	pi-	-2.7800E-02	1.4800E-02	1.9100E-02
2.2470E+00	9.8000E-02	4.7500E-01	6.6300E-01	4.3500E-01	AUTcollins	proton	pi-	-3.9300E-02	1.7400E-02	2.2600E-02
