# Q2	x	y	z	pT	obs	target	hadron	value	error
3.5400E+00	5.1700E-02	2.8000E-01	3.4600E-01	1.5000E-01	AUTcollins	proton	pi+	-9.7000E-03	7.3000E-03
3.4900E+00	5.0700E-02	2.8000E-01	3.4500E-01	2.5000E-01	AUTcollins	proton	pi+	-8.8000E-03	6.0000E-03
3.4400E+00	4.9300E-02	2.9000E-01	3.4400E-01	3.5000E-01	AUTcollins	proton	pi+	-1.5600E-02	5.7000E-03
3.5200E+00	4.9200E-02	2.9000E-01	3.4500E-01	4.5000E-01	AUTcollins	proton	pi+	-1.1800E-02	6.0000E-03
3.5800E+00	4.8900E-02	3.0000E-01	3.5000E-01	5.5000E-01	AUTcollins	proton	pi+	-1.2700E-02	6.8000E-03
3.6700E+00	4.8500E-02	3.1000E-01	3.6300E-01	6.7000E-01	AUTcollins	proton	pi+	-1.3300E-02	6.8000E-03
3.7900E+00	4.8300E-02	3.2000E-01	3.8200E-01	8.2000E-01	AUTcollins	proton	pi+	-1.0300E-02	9.1000E-03
4.0100E+00	4.8100E-02	3.4000E-01	4.0400E-01	1.0400E+00	AUTcollins	proton	pi+	1.4000E-03	9.7000E-03
4.6900E+00	4.8300E-02	3.9000E-01	4.1500E-01	1.5600E+00	AUTcollins	proton	pi+	-1.1400E-02	2.1200E-02
